,Unnamed: 0,일자,지점번호,방향,시간,교통량
840,840,20190601,A-15,유입,0,849.0
870,870,20190601,A-15,유출,0,723.0
8940,8940,20190601,A-15,유입,1,731.0
8970,8970,20190601,A-15,유출,1,594.0
17040,17040,20190601,A-15,유입,2,653.0
17070,17070,20190601,A-15,유출,2,608.0
25140,25140,20190601,A-15,유입,3,546.0
25170,25170,20190601,A-15,유출,3,548.0
33240,33240,20190601,A-15,유입,4,494.0
33270,33270,20190601,A-15,유출,4,455.0
41340,41340,20190601,A-15,유입,5,628.0
41370,41370,20190601,A-15,유출,5,486.0
49440,49440,20190601,A-15,유입,6,875.0
49470,49470,20190601,A-15,유출,6,669.0
57540,57540,20190601,A-15,유입,7,932.0
57570,57570,20190601,A-15,유출,7,782.0
65640,65640,20190601,A-15,유입,8,1078.0
65670,65670,20190601,A-15,유출,8,1026.0
73740,73740,20190601,A-15,유입,9,1202.0
73770,73770,20190601,A-15,유출,9,1083.0
81840,81840,20190601,A-15,유입,10,1142.0
81870,81870,20190601,A-15,유출,10,1182.0
89940,89940,20190601,A-15,유입,11,1322.0
89970,89970,20190601,A-15,유출,11,1105.0
98040,98040,20190601,A-15,유입,12,1322.0
98070,98070,20190601,A-15,유출,12,1155.0
106140,106140,20190601,A-15,유입,13,1350.0
106170,106170,20190601,A-15,유출,13,1119.0
114240,114240,20190601,A-15,유입,14,1127.0
114270,114270,20190601,A-15,유출,14,1051.0
122340,122340,20190601,A-15,유입,15,999.0
122370,122370,20190601,A-15,유출,15,910.0
130440,130440,20190601,A-15,유입,16,596.0
130470,130470,20190601,A-15,유출,16,832.0
138540,138540,20190601,A-15,유입,17,479.0
138570,138570,20190601,A-15,유출,17,664.0
146640,146640,20190601,A-15,유입,18,675.0
146670,146670,20190601,A-15,유출,18,724.0
154740,154740,20190601,A-15,유입,19,1227.0
154770,154770,20190601,A-15,유출,19,1029.0
162840,162840,20190601,A-15,유입,20,1022.0
162870,162870,20190601,A-15,유출,20,897.0
