,Unnamed: 0,일자,지점번호,방향,시간,교통량
4800,4800,20190601,C-21,유입,0,207.0
4830,4830,20190601,C-21,유출,0,116.0
12900,12900,20190601,C-21,유입,1,190.0
12930,12930,20190601,C-21,유출,1,104.0
21000,21000,20190601,C-21,유입,2,113.0
21030,21030,20190601,C-21,유출,2,95.0
29100,29100,20190601,C-21,유입,3,106.0
29130,29130,20190601,C-21,유출,3,81.0
37200,37200,20190601,C-21,유입,4,101.0
37230,37230,20190601,C-21,유출,4,70.0
45300,45300,20190601,C-21,유입,5,181.0
45330,45330,20190601,C-21,유출,5,120.0
53400,53400,20190601,C-21,유입,6,248.0
53430,53430,20190601,C-21,유출,6,177.0
61500,61500,20190601,C-21,유입,7,304.0
61530,61530,20190601,C-21,유출,7,226.0
69600,69600,20190601,C-21,유입,8,367.0
69630,69630,20190601,C-21,유출,8,345.0
77700,77700,20190601,C-21,유입,9,447.0
77730,77730,20190601,C-21,유출,9,426.0
85800,85800,20190601,C-21,유입,10,479.0
85830,85830,20190601,C-21,유출,10,478.0
93900,93900,20190601,C-21,유입,11,449.0
93930,93930,20190601,C-21,유출,11,450.0
102000,102000,20190601,C-21,유입,12,443.0
102030,102030,20190601,C-21,유출,12,510.0
110100,110100,20190601,C-21,유입,13,481.0
110130,110130,20190601,C-21,유출,13,403.0
118200,118200,20190601,C-21,유입,14,492.0
118230,118230,20190601,C-21,유출,14,485.0
126300,126300,20190601,C-21,유입,15,519.0
126330,126330,20190601,C-21,유출,15,463.0
134400,134400,20190601,C-21,유입,16,605.0
134430,134430,20190601,C-21,유출,16,443.0
142500,142500,20190601,C-21,유입,17,702.0
142530,142530,20190601,C-21,유출,17,448.0
150600,150600,20190601,C-21,유입,18,613.0
150630,150630,20190601,C-21,유출,18,460.0
158700,158700,20190601,C-21,유입,19,431.0
158730,158730,20190601,C-21,유출,19,323.0
166800,166800,20190601,C-21,유입,20,454.0
166830,166830,20190601,C-21,유출,20,277.0
174900,174900,20190601,C-21,유입,21,383.0
174930,174930,20190601,C-21,유출,21,256.0
183000,183000,20190601,C-21,유입,22,318.0
183030,183030,20190601,C-21,유출,22,161.0
191100,191100,20190601,C-21,유입,23,203.0
191130,191130,20190601,C-21,유출,23,133.0
4801,4801,20190602,C-21,유입,0,169.0
4831,4831,20190602,C-21,유출,0,91.0
12901,12901,20190602,C-21,유입,1,146.0
12931,12931,20190602,C-21,유출,1,104.0
21001,21001,20190602,C-21,유입,2,122.0
21031,21031,20190602,C-21,유출,2,86.0
29101,29101,20190602,C-21,유입,3,96.0
29131,29131,20190602,C-21,유출,3,68.0
37201,37201,20190602,C-21,유입,4,97.0
37231,37231,20190602,C-21,유출,4,59.0
45301,45301,20190602,C-21,유입,5,108.0
45331,45331,20190602,C-21,유출,5,72.0
53401,53401,20190602,C-21,유입,6,161.0
53431,53431,20190602,C-21,유출,6,106.0
61501,61501,20190602,C-21,유입,7,172.0
61531,61531,20190602,C-21,유출,7,142.0
69601,69601,20190602,C-21,유입,8,233.0
69631,69631,20190602,C-21,유출,8,182.0
77701,77701,20190602,C-21,유입,9,322.0
77731,77731,20190602,C-21,유출,9,260.0
85801,85801,20190602,C-21,유입,10,385.0
85831,85831,20190602,C-21,유출,10,278.0
93901,93901,20190602,C-21,유입,11,386.0
93931,93931,20190602,C-21,유출,11,264.0
102001,102001,20190602,C-21,유입,12,341.0
102031,102031,20190602,C-21,유출,12,260.0
110101,110101,20190602,C-21,유입,13,406.0
110131,110131,20190602,C-21,유출,13,320.0
118201,118201,20190602,C-21,유입,14,409.0
118231,118231,20190602,C-21,유출,14,366.0
126301,126301,20190602,C-21,유입,15,456.0
126331,126331,20190602,C-21,유출,15,399.0
134401,134401,20190602,C-21,유입,16,454.0
