,Unnamed: 0,일자,지점번호,방향,시간,교통량
60,60,20190601,A-02,유입,0,1056.0
90,90,20190601,A-02,유출,0,1254.0
8160,8160,20190601,A-02,유입,1,862.0
8190,8190,20190601,A-02,유출,1,1034.0
16260,16260,20190601,A-02,유입,2,733.0
16290,16290,20190601,A-02,유출,2,883.0
24360,24360,20190601,A-02,유입,3,526.0
24390,24390,20190601,A-02,유출,3,677.0
32460,32460,20190601,A-02,유입,4,462.0
32490,32490,20190601,A-02,유출,4,580.0
40560,40560,20190601,A-02,유입,5,729.0
40590,40590,20190601,A-02,유출,5,591.0
48660,48660,20190601,A-02,유입,6,1126.0
48690,48690,20190601,A-02,유출,6,724.0
56760,56760,20190601,A-02,유입,7,1375.0
56790,56790,20190601,A-02,유출,7,927.0
64860,64860,20190601,A-02,유입,8,1843.0
64890,64890,20190601,A-02,유출,8,1443.0
72960,72960,20190601,A-02,유입,9,2222.0
72990,72990,20190601,A-02,유출,9,1723.0
81060,81060,20190601,A-02,유입,10,2369.0
81090,81090,20190601,A-02,유출,10,1619.0
89160,89160,20190601,A-02,유입,11,2550.0
89190,89190,20190601,A-02,유출,11,1516.0
97260,97260,20190601,A-02,유입,12,2467.0
97290,97290,20190601,A-02,유출,12,1694.0
105360,105360,20190601,A-02,유입,13,2218.0
105390,105390,20190601,A-02,유출,13,1686.0
113460,113460,20190601,A-02,유입,14,2218.0
113490,113490,20190601,A-02,유출,14,1704.0
121560,121560,20190601,A-02,유입,15,2100.0
121590,121590,20190601,A-02,유출,15,1714.0
129660,129660,20190601,A-02,유입,16,2128.0
129690,129690,20190601,A-02,유출,16,1689.0
137760,137760,20190601,A-02,유입,17,2044.0
137790,137790,20190601,A-02,유출,17,1628.0
145860,145860,20190601,A-02,유입,18,1772.0
145890,145890,20190601,A-02,유출,18,1697.0
153960,153960,20190601,A-02,유입,19,1254.0
153990,153990,20190601,A-02,유출,19,1839.0
162060,162060,20190601,A-02,유입,20,1199.0
162090,162090,20190601,A-02,유출,20,1643.0
170160,170160,20190601,A-02,유입,21,1367.0
170190,170190,20190601,A-02,유출,21,1634.0
178260,178260,20190601,A-02,유입,22,1300.0
178290,178290,20190601,A-02,유출,22,1456.0
186360,186360,20190601,A-02,유입,23,1020.0
186390,186390,20190601,A-02,유출,23,1097.0
61,61,20190602,A-02,유입,0,701.0
91,91,20190602,A-02,유출,0,851.0
8161,8161,20190602,A-02,유입,1,601.0
8191,8191,20190602,A-02,유출,1,688.0
16261,16261,20190602,A-02,유입,2,487.0
16291,16291,20190602,A-02,유출,2,562.0
24361,24361,20190602,A-02,유입,3,330.0
24391,24391,20190602,A-02,유출,3,429.0
32461,32461,20190602,A-02,유입,4,301.0
32491,32491,20190602,A-02,유출,4,327.0
40561,40561,20190602,A-02,유입,5,439.0
40591,40591,20190602,A-02,유출,5,359.0
48661,48661,20190602,A-02,유입,6,746.0
48691,48691,20190602,A-02,유출,6,428.0
