,Unnamed: 0,일자,지점번호,방향,시간,교통량
8040,8040,20190601,F-09,유입,0,2570.0
8070,8070,20190601,F-09,유출,0,3503.0
16140,16140,20190601,F-09,유입,1,2050.0
16170,16170,20190601,F-09,유출,1,2826.0
24240,24240,20190601,F-09,유입,2,1465.0
24270,24270,20190601,F-09,유출,2,2262.0
32340,32340,20190601,F-09,유입,3,1290.0
32370,32370,20190601,F-09,유출,3,1731.0
40440,40440,20190601,F-09,유입,4,1614.0
40470,40470,20190601,F-09,유출,4,1793.0
48540,48540,20190601,F-09,유입,5,2734.0
48570,48570,20190601,F-09,유출,5,2532.0
56640,56640,20190601,F-09,유입,6,2731.0
56670,56670,20190601,F-09,유출,6,2900.0
64740,64740,20190601,F-09,유입,7,2931.0
64770,64770,20190601,F-09,유출,7,2918.0
72840,72840,20190601,F-09,유입,8,2511.0
72870,72870,20190601,F-09,유출,8,3179.0
80940,80940,20190601,F-09,유입,9,2839.0
80970,80970,20190601,F-09,유출,9,3059.0
89040,89040,20190601,F-09,유입,10,2508.0
89070,89070,20190601,F-09,유출,10,3056.0
97140,97140,20190601,F-09,유입,11,2294.0
97170,97170,20190601,F-09,유출,11,2700.0
105240,105240,20190601,F-09,유입,12,2302.0
105270,105270,20190601,F-09,유출,12,2756.0
113340,113340,20190601,F-09,유입,13,2181.0
113370,113370,20190601,F-09,유출,13,2924.0
121440,121440,20190601,F-09,유입,14,2124.0
121470,121470,20190601,F-09,유출,14,2908.0
129540,129540,20190601,F-09,유입,15,2052.0
129570,129570,20190601,F-09,유출,15,2744.0
137640,137640,20190601,F-09,유입,16,2262.0
137670,137670,20190601,F-09,유출,16,2929.0
145740,145740,20190601,F-09,유입,17,2341.0
145770,145770,20190601,F-09,유출,17,2903.0
153840,153840,20190601,F-09,유입,18,2716.0
153870,153870,20190601,F-09,유출,18,2904.0
161940,161940,20190601,F-09,유입,19,2770.0
161970,161970,20190601,F-09,유출,19,2835.0
170040,170040,20190601,F-09,유입,20,2574.0
170070,170070,20190601,F-09,유출,20,2911.0
178140,178140,20190601,F-09,유입,21,2656.0
178170,178170,20190601,F-09,유출,21,2936.0
186240,186240,20190601,F-09,유입,22,2452.0
186270,186270,20190601,F-09,유출,22,3040.0
