,Unnamed: 0,일자,지점번호,방향,시간,교통량
7980,7980,20190601,F-08,유입,0,587.0
8010,8010,20190601,F-08,유출,0,994.0
16080,16080,20190601,F-08,유입,1,363.0
16110,16110,20190601,F-08,유출,1,699.0
24180,24180,20190601,F-08,유입,2,230.0
24210,24210,20190601,F-08,유출,2,573.0
32280,32280,20190601,F-08,유입,3,216.0
32310,32310,20190601,F-08,유출,3,429.0
40380,40380,20190601,F-08,유입,4,317.0
40410,40410,20190601,F-08,유출,4,390.0
48480,48480,20190601,F-08,유입,5,744.0
48510,48510,20190601,F-08,유출,5,620.0
56580,56580,20190601,F-08,유입,6,1462.0
56610,56610,20190601,F-08,유출,6,969.0
64680,64680,20190601,F-08,유입,7,1695.0
64710,64710,20190601,F-08,유출,7,1134.0
72780,72780,20190601,F-08,유입,8,2343.0
72810,72810,20190601,F-08,유출,8,1484.0
80880,80880,20190601,F-08,유입,9,3077.0
80910,80910,20190601,F-08,유출,9,1618.0
88980,88980,20190601,F-08,유입,10,3101.0
89010,89010,20190601,F-08,유출,10,1620.0
97080,97080,20190601,F-08,유입,11,3083.0
97110,97110,20190601,F-08,유출,11,1804.0
105180,105180,20190601,F-08,유입,12,2448.0
105210,105210,20190601,F-08,유출,12,1926.0
113280,113280,20190601,F-08,유입,13,2440.0
113310,113310,20190601,F-08,유출,13,1947.0
121380,121380,20190601,F-08,유입,14,2447.0
121410,121410,20190601,F-08,유출,14,2047.0
129480,129480,20190601,F-08,유입,15,2362.0
129510,129510,20190601,F-08,유출,15,2405.0
137580,137580,20190601,F-08,유입,16,2343.0
137610,137610,20190601,F-08,유출,16,2829.0
145680,145680,20190601,F-08,유입,17,2359.0
145710,145710,20190601,F-08,유출,17,2971.0
153780,153780,20190601,F-08,유입,18,2112.0
153810,153810,20190601,F-08,유출,18,2868.0
161880,161880,20190601,F-08,유입,19,1559.0
161910,161910,20190601,F-08,유출,19,2201.0
169980,169980,20190601,F-08,유입,20,1546.0
170010,170010,20190601,F-08,유출,20,1773.0
178080,178080,20190601,F-08,유입,21,1554.0
178110,178110,20190601,F-08,유출,21,1749.0
186180,186180,20190601,F-08,유입,22,1308.0
186210,186210,20190601,F-08,유출,22,1574.0
194280,194280,20190601,F-08,유입,23,805.0
194310,194310,20190601,F-08,유출,23,1232.0
7981,7981,20190602,F-08,유입,0,496.0
8011,8011,20190602,F-08,유출,0,789.0
16081,16081,20190602,F-08,유입,1,310.0
16111,16111,20190602,F-08,유출,1,490.0
24181,24181,20190602,F-08,유입,2,223.0
24211,24211,20190602,F-08,유출,2,361.0
32281,32281,20190602,F-08,유입,3,160.0
32311,32311,20190602,F-08,유출,3,296.0
40381,40381,20190602,F-08,유입,4,151.0
40411,40411,20190602,F-08,유출,4,241.0
48481,48481,20190602,F-08,유입,5,319.0
48511,48511,20190602,F-08,유출,5,342.0
56581,56581,20190602,F-08,유입,6,613.0
56611,56611,20190602,F-08,유출,6,531.0
64681,64681,20190602,F-08,유입,7,780.0
64711,64711,20190602,F-08,유출,7,620.0
72781,72781,20190602,F-08,유입,8,1200.0
72811,72811,20190602,F-08,유출,8,755.0
80881,80881,20190602,F-08,유입,9,1967.0
