,Unnamed: 0,일자,지점번호,방향,시간,교통량
1260,1260,20190601,A-22,유입,0,407.0
1290,1290,20190601,A-22,유출,0,637.0
9360,9360,20190601,A-22,유입,1,310.0
9390,9390,20190601,A-22,유출,1,425.0
17460,17460,20190601,A-22,유입,2,291.0
17490,17490,20190601,A-22,유출,2,314.0
25560,25560,20190601,A-22,유입,3,262.0
25590,25590,20190601,A-22,유출,3,305.0
33660,33660,20190601,A-22,유입,4,261.0
33690,33690,20190601,A-22,유출,4,234.0
41760,41760,20190601,A-22,유입,5,292.0
41790,41790,20190601,A-22,유출,5,276.0
49860,49860,20190601,A-22,유입,6,417.0
49890,49890,20190601,A-22,유출,6,417.0
57960,57960,20190601,A-22,유입,7,629.0
57990,57990,20190601,A-22,유출,7,515.0
66060,66060,20190601,A-22,유입,8,907.0
66090,66090,20190601,A-22,유출,8,640.0
74160,74160,20190601,A-22,유입,9,1190.0
74190,74190,20190601,A-22,유출,9,954.0
82260,82260,20190601,A-22,유입,10,1256.0
82290,82290,20190601,A-22,유출,10,909.0
90360,90360,20190601,A-22,유입,11,1356.0
90390,90390,20190601,A-22,유출,11,988.0
98460,98460,20190601,A-22,유입,12,1235.0
98490,98490,20190601,A-22,유출,12,988.0
106560,106560,20190601,A-22,유입,13,1240.0
106590,106590,20190601,A-22,유출,13,1128.0
114660,114660,20190601,A-22,유입,14,1190.0
114690,114690,20190601,A-22,유출,14,1126.0
122760,122760,20190601,A-22,유입,15,1068.0
122790,122790,20190601,A-22,유출,15,993.0
130860,130860,20190601,A-22,유입,16,678.0
130890,130890,20190601,A-22,유출,16,897.0
138960,138960,20190601,A-22,유입,17,1052.0
138990,138990,20190601,A-22,유출,17,1017.0
147060,147060,20190601,A-22,유입,18,1008.0
147090,147090,20190601,A-22,유출,18,968.0
155160,155160,20190601,A-22,유입,19,868.0
155190,155190,20190601,A-22,유출,19,1079.0
163260,163260,20190601,A-22,유입,20,685.0
163290,163290,20190601,A-22,유출,20,1145.0
171360,171360,20190601,A-22,유입,21,695.0
171390,171390,20190601,A-22,유출,21,1043.0
179460,179460,20190601,A-22,유입,22,647.0
179490,179490,20190601,A-22,유출,22,827.0
187560,187560,20190601,A-22,유입,23,526.0
187590,187590,20190601,A-22,유출,23,616.0
1261,1261,20190602,A-22,유입,0,407.0
1291,1291,20190602,A-22,유출,0,429.0
9361,9361,20190602,A-22,유입,1,280.0
9391,9391,20190602,A-22,유출,1,332.0
17461,17461,20190602,A-22,유입,2,233.0
17491,17491,20190602,A-22,유출,2,259.0
25561,25561,20190602,A-22,유입,3,234.0
25591,25591,20190602,A-22,유출,3,234.0
33661,33661,20190602,A-22,유입,4,141.0
33691,33691,20190602,A-22,유출,4,156.0
41761,41761,20190602,A-22,유입,5,174.0
41791,41791,20190602,A-22,유출,5,230.0
49861,49861,20190602,A-22,유입,6,277.0
49891,49891,20190602,A-22,유출,6,277.0
57961,57961,20190602,A-22,유입,7,374.0
57991,57991,20190602,A-22,유출,7,309.0
66061,66061,20190602,A-22,유입,8,554.0
66091,66091,20190602,A-22,유출,8,446.0
74161,74161,20190602,A-22,유입,9,901.0
74191,74191,20190602,A-22,유출,9,612.0
82261,82261,20190602,A-22,유입,10,1102.0
82291,82291,20190602,A-22,유출,10,666.0
90361,90361,20190602,A-22,유입,11,1246.0
90391,90391,20190602,A-22,유출,11,814.0
98461,98461,20190602,A-22,유입,12,1198.0
98491,98491,20190602,A-22,유출,12,849.0
106561,106561,20190602,A-22,유입,13,1192.0
106591,106591,20190602,A-22,유출,13,1064.0
114661,114661,20190602,A-22,유입,14,982.0
114691,114691,20190602,A-22,유출,14,1139.0
122761,122761,20190602,A-22,유입,15,990.0
122791,122791,20190602,A-22,유출,15,1160.0
130861,130861,20190602,A-22,유입,16,987.0
130891,130891,20190602,A-22,유출,16,1028.0
138961,138961,20190602,A-22,유입,17,987.0
138991,138991,20190602,A-22,유출,17,1016.0
147061,147061,20190602,A-22,유입,18,823.0
147091,147091,20190602,A-22,유출,18,902.0
155161,155161,20190602,A-22,유입,19,681.0
155191,155191,20190602,A-22,유출,19,934.0
163261,163261,20190602,A-22,유입,20,615.0
163291,163291,20190602,A-22,유출,20,924.0
171361,171361,20190602,A-22,유입,21,536.0
171391,171391,20190602,A-22,유출,21,744.0
179461,179461,20190602,A-22,유입,22,494.0
179491,179491,20190602,A-22,유출,22,564.0
187561,187561,20190602,A-22,유입,23,307.0
187591,187591,20190602,A-22,유출,23,357.0
1262,1262,20190603,A-22,유입,0,249.0
1292,1292,20190603,A-22,유출,0,254.0
9362,9362,20190603,A-22,유입,1,174.0
9392,9392,20190603,A-22,유출,1,170.0
17462,17462,20190603,A-22,유입,2,141.0
17492,17492,20190603,A-22,유출,2,123.0
25562,25562,20190603,A-22,유입,3,102.0
25592,25592,20190603,A-22,유출,3,109.0
33662,33662,20190603,A-22,유입,4,137.0
33692,33692,20190603,A-22,유출,4,126.0
41762,41762,20190603,A-22,유입,5,335.0
41792,41792,20190603,A-22,유출,5,279.0
49862,49862,20190603,A-22,유입,6,1031.0
49892,49892,20190603,A-22,유출,6,686.0
57962,57962,20190603,A-22,유입,7,1370.0
57992,57992,20190603,A-22,유출,7,636.0
66062,66062,20190603,A-22,유입,8,1625.0
66092,66092,20190603,A-22,유출,8,758.0
74162,74162,20190603,A-22,유입,9,1312.0
