기간	자치구	동	합계	합계	합계	합계	합계	농업 임업 및 어업	농업 임업 및 어업	광업	광업	제조업	제조업	전기 가스 증기 및 공기조절 공급업	전기 가스 증기 및 공기조절 공급업	수도 하수 및 폐기물 처리 원료 재생업	수도 하수 및 폐기물 처리 원료 재생업	건설업	건설업	도매 및 소매업	도매 및 소매업	운수 및 창고업	운수 및 창고업	숙박 및 음식점업	숙박 및 음식점업	정보통신업	정보통신업	금융 및 보험업	금융 및 보험업	부동산업	부동산업	전문 과학 및 기술 서비스업	전문 과학 및 기술 서비스업	사업시설 관리 사업 지원 및 임대 서비스업	사업시설 관리 사업 지원 및 임대 서비스업	공공행정 국방 및 사회보장 행정	공공행정 국방 및 사회보장 행정	교육 서비스업	교육 서비스업	보건업 및 사회복지 서비스업	보건업 및 사회복지 서비스업	예술 스포츠 및 여가관련 서비스업	예술 스포츠 및 여가관련 서비스업	협회 및 단체 수리 및 기타 개인 서비스업	협회 및 단체 수리 및 기타 개인 서비스업
기간	자치구	동	사업체수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
기간	자치구	동	사업체수	여성대표자	계	남	여	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
2017	종로구	숭인1동	507	176	1,433	664	769	-	-	-	-	173	446	-	-	-	-	6	10	91	241	42	67	52	131	8	16	2	14	20	42	12	37	9	41	1	20	13	51	23	212	6	17	49	88
2017	종로구	숭인2동	1,812	522	6,657	3,069	3,588	-	-	-	-	284	940	-	-	-	-	25	261	770	1,683	58	112	259	635	22	56	50	946	84	239	38	270	33	655	3	82	28	320	25	92	36	185	97	181
2017	종로구	청운효자동	1,016	463	5,891	3,143	2,748	-	-	-	-	44	111	-	-	-	-	21	113	249	566	47	138	255	706	34	207	15	116	48	92	74	355	17	78	9	1,361	51	677	32	436	20	548	100	387
2017	종로구	혜화동	1,737	690	8,798	4,407	4,391	-	-	-	-	34	111	-	-	-	-	23	231	303	1,006	77	154	646	2,244	47	474	10	88	66	148	74	442	33	81	4	115	74	2,185	48	268	154	820	144	431
2017	중구	소계	62,936	23,334	386,648	212,533	174,115	-	-	2	3	9,947	30,475	5	689	9	343	402	5,462	32,867	97,809	1,484	14,172	6,141	31,793	929	25,116	1,260	51,405	1,661	8,913	2,698	35,960	1,484	36,580	63	18,145	454	8,307	734	9,437	574	3,546	2,222	8,493
2017	중구	소공동	3,918	1,187	59,386	33,640	25,746	-	-	-	-	97	244	1	2	-	-	28	745	1,341	8,745	272	5,731	719	6,007	97	4,331	261	15,192	129	1,111	372	7,250	265	6,454	3	49	45	758	67	815	41	482	180	1,470
2017	중구	회현동	9,425	4,876	48,533	26,230	22,303	-	-	-	-	211	864	-	-	-	-	20	1,058	7,551	20,584	104	2,141	638	3,457	36	2,827	190	6,926	143	1,014	80	4,508	100	2,583	7	510	21	197	65	553	37	678	222	633
2017	중구	명동	6,770	1,966	107,800	58,903	48,897	-	-	-	-	308	1,234	3	685	1	19	35	829	1,858	11,785	254	3,299	1,340	8,683	213	11,078	482	23,994	336	2,848	535	9,633	557	14,158	16	13,754	55	750	178	1,894	68	438	531	2,719
2017	중구	필동	3,075	801	23,521	13,605	9,916	-	-	-	-	1,074	4,409	-	-	1	41	21	202	387	1,610	36	122	469	1,719	139	2,201	53	946	105	310	446	2,602	83	2,600	7	912	50	3,736	36	1,239	51	454	117	418
2017	중구	장충동	855	243	9,592	5,718	3,874	-	-	-	-	110	467	-	-	2	187	9	739	220	1,447	29	272	174	2,202	50	1,046	8	69	35	199	70	1,339	26	579	3	114	20	128	14	105	18	411	67	288
2017	중구	광희동	9,253	3,204	39,108	21,223	17,885	-	-	1	2	2,678	7,939	-	-	-	-	38	502	4,588	14,038	91	489	727	3,510	89	845	89	1,157	169	1,036	371	4,363	104	1,315	3	1,426	21	214	45	1,475	62	215	177	582
2017	중구	을지로동	9,453	2,086	32,444	21,002	11,442	-	-	-	-	3,720	9,150	-	-	-	-	57	333	3,799	9,749	85	475	548	1,860	138	1,245	79	1,607	199	506	435	3,223	101	2,100	4	614	20	115	44	809	61	186	163	472
2017	중구	신당5동	1,305	473	4,064	1,869	2,195	-	-	1	1	314	1,270	-	-	-	-	24	76	352	835	59	118	226	547	12	46	6	119	59	107	23	83	12	31	2	42	18	253	39	268	40	84	118	184
2017	중구	황학동	1,867	595	5,696	3,259	2,437	-	-	-	-	197	471	-	-	-	-	14	72	1,057	2,598	58	93	273	699	4	15	14	111	50	157	22	85	10	773	2	20	15	90	27	185	28	63	96	264
2017	중구	중림동	982	309	6,948	3,609	3,339	-	-	-	-	70	261	-	-	2	29	15	58	249	1,365	89	728	214	591	31	888	19	292	43	172	44	922	37	582	3	45	24	408	38	205	20	63	84	339
2017	중구	신당동	12,073	6,240	29,305	12,506	16,799	-	-	-	-	582	1,817	-	-	1	27	28	67	10,403	21,267	64	202	315	1,022	21	89	34	779	193	802	126	380	94	1,115	7	510	13	424	28	365	44	186	120	253
2017	중구	다산동	1,396	437	9,014	5,148	3,866	-	-	-	-	168	600	1	2	-	-	46	279	384	1,398	102	147	192	581	47	277	9	90	58	143	85	1,126	55	3,096	1	19	41	428	53	399	38	93	116	336
2017	중구	약수동	841	343	3,624	1,684	1,940	-	-	-	-	42	156	-	-	1	22	23	123	205	686	94	145	128	418	24	96	6	49	51	235	33	114	17	266	3	97	40	184	52	747	25	79	97	207
2017	중구	청구동	785	262	4,116	2,478	1,638	-	-	-	-	115	539	-	-	1	18	29	336	215	740	88	138	78	252	15	102	4	20	39	144	33	161	11	798	1	19	46	433	25	230	16	54	69	132
2017	중구	동화동	938	312	3,497	1,659	1,838	-	-	-	-	261	1,054	-	-	-	-	15	43	258	962	59	72	100	245	13	30	6	54	52	129	23	171	12	130	1	14	25	189	23	148	25	60	65	196
2017	용산구	소계	20,806	7,021	133,260	73,658	59,602	-	-	-	-	1,054	3,446	4	11	11	142	423	6,834	7,258	27,506	1,367	3,919	4,453	18,201	525	9,492	292	5,921	1,083	4,426	784	17,785	348	10,838	50	3,219	539	7,297	554	6,367	410	2,188	1,651	5,668
2017	용산구	후암동	859	322	5,156	2,239	2,917	-	-	-	-	59	165	-	-	-	-	24	371	204	547	114	123	176	489	24	455	4	17	49	80	22	79	8	1,822	3	107	38	259	40	355	10	106	84	181
2017	용산구	용산2가동	557	191	1,899	970	929	-	-	-	-	28	66	-	-	-	-	10	34	113	247	86	126	160	504	10	87	2	11	28	48	20	41	5	20	1	18	16	396	15	169	11	63	52	69
2017	용산구	남영동	1,714	598	17,940	9,437	8,503	-	-	-	-	81	340	1	4	1	13	28	1,579	425	2,392	49	938	492	2,091	52	780	80	2,860	49	196	78	3,328	70	1,647	4	68	39	236	63	466	64	353	138	649
2017	용산구	원효로2동	1,010	270	5,783	3,520	2,263	-	-	-	-	26	102	-	-	2	53	23	142	449	2,149	104	285	107	248	29	569	6	45	50	207	27	260	17	893	1	18	42	383	24	163	17	40	86	226
2017	용산구	효창동	462	150	2,249	1,295	954	-	-	-	-	20	59	-	-	-	-	28	575	99	359	87	119	52	119	13	56	4	32	25	68	12	56	8	92	1	19	33	194	30	304	11	49	39	148
2017	용산구	용문동	660	277	1,783	903	880	-	-	-	-	30	110	-	-	-	-	21	54	209	649	92	111	112	258	13	69	3	17	30	69	7	13	3	24	1	19	26	76	30	165	11	18	72	131
2017	용산구	이촌1동	813	398	3,701	1,549	2,152	-	-	-	-	4	10	-	-	-	-	14	46	227	563	26	27	191	792	4	34	18	168	90	451	12	129	2	9	3	54	48	545	58	449	20	98	96	326
2017	용산구	이촌2동	350	102	827	538	289	-	-	-	-	11	21	-	-	2	19	11	23	79	211	97	107	35	67	7	49	2	18	32	87	4	11	3	6	2	45	11	18	11	53	2	2	41	90
2017	용산구	이태원1동	1,652	675	7,557	4,272	3,285	-	-	-	-	55	112	1	4	-	-	11	45	639	1,222	34	72	631	3,167	21	123	24	114	41	162	38	388	20	96	5	1,450	9	83	22	264	17	49	84	206
2017	용산구	이태원2동	752	269	3,241	1,872	1,369	-	-	-	-	24	65	-	-	-	-	16	144	168	570	61	82	290	977	11	78	11	47	51	608	25	243	4	12	1	21	16	203	19	95	11	35	44	61
2017	용산구	서빙고동	385	126	4,555	2,800	1,755	-	-	-	-	9	37	-	-	1	2	19	868	99	855	67	275	52	200	8	585	6	29	23	189	13	85	5	38	2	47	27	255	5	46	9	514	40	530
2017	용산구	보광동	844	349	1,925	1,003	922	-	-	-	-	28	45	-	-	1	36	24	48	203	353	122	131	182	370	2	7	4	27	54	100	15	82	5	35	2	53	27	277	31	162	18	28	126	171
2017	용산구	청파동	1,881	687	9,383	4,380	5,003	-	-	-	-	379	1,231	1	1	1	1	26	129	382	1,067	135	233	397	1,062	63	466	12	105	78	168	46	328	34	387	3	31	57	2,910	37	450	42	189	188	625
2017	용산구	원효로1동	1,815	549	9,716	5,760	3,956	-	-	-	-	99	341	1	2	1	2	40	356	732	3,180	79	220	326	855	47	270	30	452	99	375	77	667	24	1,232	6	491	35	335	49	480	39	118	131	340
2017	용산구	한강로동	4,972	1,288	40,821	24,465	16,356	-	-	-	-	129	490	-	-	2	16	67	1,120	2,752	10,683	112	830	665	3,502	165	5,348	61	1,271	223	1,221	221	9,430	86	3,619	12	709	69	567	68	685	62	138	278	1,192
2017	용산구	한남동	2,080	770	16,724	8,655	8,069	-	-	-	-	72	252	-	-	-	-	61	1,300	478	2,459	102	240	585	3,500	56	516	25	708	161	397	167	2,645	54	906	3	69	46	560	52	2,061	66	388	152	723
2017	성동구	소계	27,278	8,237	167,308	98,497	68,811	1	2	-	-	4,612	28,130	5	410	30	745	649	5,981	7,250	32,412	2,683	8,295	3,786	11,744	744	8,701	293	4,023	1,272	5,433	1,199	11,663	385	15,503	47	4,373	886	11,311	743	8,357	593	2,529	2,100	7,696
2017	성동구	왕십리2동	803	295	2,718	1,180	1,538	-	-	-	-	169	626	-	-	-	-	23	122	139	389	112	115	94	217	7	16	5	31	61	193	9	111	10	60	2	23	36	204	33	292	20	53	83	266
2017	성동구	마장동	3,282	808	11,918	7,884	4,034	-	-	-	-	313	1,143	1	79	2	23	48	409	1,730	5,537	539	936	220	589	17	42	9	143	79	199	40	406	20	927	3	186	44	334	54	473	28	108	135	384
2017	성동구	사근동	1,106	381	11,748	5,931	5,817	-	-	-	-	47	181	-	-	2	6	9	28	161	515	66	100	476	1,805	24	69	7	49	48	101	34	736	21	75	3	188	46	5,349	13	2,084	69	185	80	277
2017	성동구	행당1동	1,459	582	9,210	4,482	4,728	-	-	-	-	83	281	1	2	1	188	26	354	443	1,496	90	197	314	1,446	28	245	15	211	68	283	29	176	21	98	7	2,269	71	426	72	617	46	348	144	573
2017	성동구	행당2동	592	267	2,046	864	1,182	-	-	-	-	12	26	-	-	-	-	22	70	110	299	106	116	67	218	1	2	4	36	39	218	6	14	4	13	2	49	84	544	46	263	12	51	77	127
2017	성동구	응봉동	379	130	1,053	507	546	-	-	-	-	12	24	-	-	1	2	17	37	61	116	106	113	39	98	2	3	1	4	22	125	1	2	1	5	2	44	39	277	19	102	10	16	46	85
2017	성동구	금호1가동	506	188	1,701	782	919	-	-	-	-	41	132	-	-	-	-	14	73	81	251	103	121	60	181	3	4	3	20	32	91	4	9	8	45	2	48	42	284	30	226	14	49	69	167
2017	성동구	금호4가동	635	262	1,894	876	1,018	-	-	-	-	38	116	-	-	1	2	11	102	131	325	80	98	113	276	4	6	7	68	38	114	13	41	5	6	2	21	37	249	42	259	26	61	87	150
2017	성동구	성수1가1동	1,601	422	8,806	5,263	3,543	-	-	-	-	458	2,219	-	-	1	115	30	176	344	1,642	141	219	130	415	73	757	10	117	87	284	102	894	22	237	2	26	60	499	27	201	28	782	86	223
2017	성동구	성수1가2동	2,346	601	17,723	10,811	6,912	-	-	-	-	488	2,952	1	6	7	67	82	862	498	3,418	169	1,263	324	910	155	2,126	22	625	105	566	176	1,481	44	2,077	3	27	65	431	34	219	39	63	134	630
2017	성동구	성수2가1동	2,605	718	18,333	11,709	6,624	-	-	-	-	708	4,624	-	-	-	-	54	513	620	4,498	189	471	371	1,006	106	1,939	7	129	85	264	126	1,327	31	1,265	5	902	36	470	42	261	52	124	173	540
2017	성동구	성수2가3동	5,203	1,132	47,180	29,959	17,221	1	2	-	-	1,531	12,480	-	-	4	25	162	2,441	1,213	8,333	391	1,674	466	1,556	240	3,123	49	840	196	1,445	439	5,106	100	6,497	3	83	46	569	46	442	82	196	234	2,368
2017	성동구	송정동	692	188	2,393	1,402	991	-	-	-	-	117	505	-	-	2	4	33	134	145	331	117	148	76	136	5	14	2	5	23	47	60	331	3	9	2	265	15	78	13	177	13	20	66	189
2017	성동구	용답동	2,089	574	13,476	9,071	4,405	-	-	-	-	204	1,221	2	323	8	289	41	238	741	2,808	134	2,220	259	717	36	141	93	596	86	225	68	668	53	2,518	2	52	40	160	45	473	48	113	229	714
2017	성동구	왕십리도선동	2,079	829	11,017	5,074	5,943	-	-	-	-	254	1,101	-	-	1	24	33	168	473	1,501	132	242	437	1,305	23	143	45	1,053	150	827	51	228	29	1,631	3	84	97	701	115	1,338	52	156	184	515
2017	성동구	금호2.3가동	1,034	470	2,867	1,250	1,617	-	-	-	-	102	312	-	-	-	-	16	138	208	463	138	175	207	419	3	9	8	52	70	165	10	44	6	27	2	54	43	180	60	543	22	70	139	216
2017	성동구	옥수동	867	390	3,225	1,452	1,773	-	-	-	-	35	187	-	-	-	-	28	116	152	490	70	87	133	450	17	62	6	44	83	286	31	89	7	13	2	52	85	556	52	387	32	134	134	272
2017	광진구	소계	24,688	8,912	125,170	69,037	56,133	1	3	-	-	1,853	7,616	2	3	16	240	796	12,798	6,103	19,488	2,518	6,133	4,675	16,498	391	3,791	223	4,579	1,201	3,241	726	4,061	440	9,998	36	2,523	1,159	14,191	904	10,686	1,052	3,746	2,592	5,575
2017	광진구	화양동	2,437	880	15,265	7,838	7,427	-	-	-	-	70	261	1	2	-	-	33	301	440	1,554	89	323	926	3,870	53	240	15	105	105	283	65	588	60	429	2	91	68	3,685	68	2,409	202	505	240	619
2017	광진구	군자동	1,580	565	9,700	5,144	4,556	-	-	-	-	138	472	-	-	-	-	40	223	359	1,521	131	591	352	1,103	38	246	15	173	76	149	33	244	33	1,612	2	28	57	2,352	62	515	72	156	172	315
2017	광진구	중곡1동	1,612	547	6,629	3,777	2,852	-	-	-	-	293	1,352	-	-	1	2	62	456	425	1,262	151	342	258	523	19	113	9	84	67	119	36	163	24	923	2	46	36	119	46	752	43	65	140	308
2017	광진구	중곡2동	1,622	596	6,496	3,289	3,207	-	-	-	-	187	777	-	-	-	-	65	708	364	1,184	181	255	215	555	19	62	13	123	77	114	46	197	35	832	3	56	76	352	72	809	53	117	216	355
2017	광진구	중곡3동	1,330	494	5,380	2,961	2,419	-	-	-	-	235	930	-	-	-	-	48	617	276	855	178	534	216	492	5	12	4	41	49	71	11	41	13	162	2	51	31	227	52	880	54	161	156	306
2017	광진구	중곡4동	1,563	567	4,891	2,589	2,302	-	-	-	-	198	779	-	-	1	21	48	209	349	929	303	538	211	500	4	17	6	81	50	76	11	32	15	98	3	79	67	670	62	376	57	128	178	358
2017	광진구	능동	783	260	5,705	2,554	3,151	-	-	-	-	37	167	-	-	1	19	16	116	193	978	62	131	158	669	23	196	19	391	44	80	40	244	18	220	3	81	39	1,427	26	355	45	464	59	167
2017	광진구	구의1동	1,846	687	7,159	4,013	3,146	-	-	-	-	95	345	-	-	4	23	77	760	389	945	116	156	393	966	51	270	23	543	111	205	123	404	37	554	4	561	66	397	59	550	95	148	203	332
2017	광진구	구의2동	1,297	453	5,167	2,820	2,347	-	-	-	-	96	443	-	-	1	86	39	334	258	1,046	247	543	226	603	12	91	14	318	53	81	29	231	17	82	1	21	70	444	57	499	44	108	133	237
2017	광진구	구의3동	2,652	935	14,918	8,742	6,176	1	3	-	-	44	273	-	-	3	24	67	1,825	1,149	3,155	138	778	369	1,406	48	1,140	24	238	119	595	81	493	42	2,401	1	24	181	931	81	622	82	280	222	730
2017	광진구	광장동	1,419	516	16,535	10,721	5,814	-	-	-	-	56	261	1	1	2	37	71	5,353	334	1,387	78	119	225	2,086	28	93	29	1,983	111	525	68	365	33	824	2	88	130	1,529	66	495	46	1,064	139	325
2017	광진구	자양1동	1,711	629	8,543	4,802	3,741	-	-	-	-	106	426	-	-	1	25	53	566	457	1,165	182	712	277	750	35	99	12	175	87	164	57	418	34	967	3	1,194	65	275	85	1,163	56	99	201	345
2017	광진구	자양2동	1,487	484	6,271	3,530	2,741	-	-	-	-	90	423	-	-	2	3	94	483	261	748	262	535	188	494	29	980	10	128	76	258	49	224	27	320	1	23	99	783	55	398	56	112	188	359
2017	광진구	자양3동	1,353	552	6,183	2,821	3,362	-	-	-	-	48	161	-	-	-	-	35	148	307	1,420	205	300	228	1,119	8	133	16	142	97	367	32	165	20	450	3	95	128	726	50	469	36	117	140	371
2017	광진구	자양4동	1,996	747	6,328	3,436	2,892	-	-	-	-	160	546	-	-	-	-	48	699	542	1,339	195	276	433	1,362	19	99	14	54	79	154	45	252	32	124	4	85	46	274	63	394	111	222	205	448
2017	동대문구	소계	32,411	10,677	142,842	76,058	66,784	-	-	1	1	3,539	14,237	1	3	17	147	775	6,270	11,272	31,474	3,602	6,889	4,909	14,047	277	1,855	292	5,002	1,309	4,589	591	7,425	441	9,109	50	4,267	985	15,117	1,006	14,693	749	2,376	2,595	5,341
2017	동대문구	회기동	997	404	8,922	4,067	4,855	-	-	-	-	23	53	-	-	-	-	13	53	205	640	48	58	415	1,295	11	194	9	67	23	51	20	64	13	49	2	54	60	3,259	20	2,722	55	112	80	251
2017	동대문구	휘경1동	977	354	3,825	1,901	1,924	-	-	-	-	63	228	-	-	1	2	26	132	228	1,129	83	126	227	689	14	39	4	30	58	142	18	79	27	322	1	48	38	133	41	296	40	135	108	295
2017	동대문구	휘경2동	1,210	272	5,204	2,549	2,655	-	-	-	-	44	347	-	-	1	3	23	133	144	419	595	620	122	284	8	15	4	21	54	126	8	52	9	236	7	230	50	1,125	42	1,391	22	57	77	145
2017	동대문구	청량리동	1,679	600	8,818	4,798	4,020	-	-	-	-	92	295	-	-	2	36	34	195	439	1,039	166	199	329	835	15	82	17	678	72	227	80	1,495	33	557	4	597	49	783	80	1,148	72	252	195	400
2017	동대문구	용신동	5,640	1,733	33,713	18,202	15,511	-	-	-	-	995	3,774	1	3	4	38	160	1,387	2,264	6,747	228	526	703	1,920	80	512	105	2,312	248	1,194	153	3,767	108	4,896	9	2,393	85	966	101	2,047	76	496	320	735
2017	동대문구	제기동	4,750	1,657	12,275	6,860	5,415	-	-	-	-	402	1,036	-	-	1	3	60	311	2,874	6,075	177	396	525	1,234	23	90	21	226	124	295	40	350	28	244	3	125	58	402	143	869	30	105	241	514
2017	동대문구	전농1동	2,199	842	8,492	4,411	4,081	-	-	-	-	146	486	-	-	1	3	75	386	765	2,066	226	1,118	423	1,591	12	115	11	65	84	142	25	106	22	55	6	159	67	336	62	1,266	61	145	213	453
2017	동대문구	전농2동	894	320	5,038	2,660	2,378	-	-	-	-	49	166	-	-	-	-	20	166	169	470	182	186	121	385	9	20	6	49	34	135	22	209	9	37	2	117	82	2,583	47	257	32	82	110	176
2017	동대문구	답십리1동	1,961	558	7,131	3,827	3,304	-	-	1	1	122	515	-	-	-	-	39	265	621	1,559	406	679	194	459	18	51	33	376	102	294	46	235	47	977	2	74	72	430	72	854	41	121	145	241
2017	동대문구	답십리2동	2,186	584	7,251	4,387	2,864	-	-	-	-	192	698	-	-	-	-	56	433	890	2,502	319	416	210	564	7	20	10	127	85	461	18	140	23	254	3	35	55	248	77	780	48	127	193	446
2017	동대문구	장안1동	4,572	1,346	21,603	12,215	9,388	-	-	-	-	851	4,113	-	-	3	7	126	2,088	1,466	5,213	444	1,103	547	1,695	53	596	50	890	185	1,032	112	728	60	1,163	5	234	80	625	108	1,036	90	313	392	767
2017	동대문구	장안2동	3,164	1,188	11,590	5,330	6,260	-	-	-	-	475	2,237	-	-	2	18	76	249	816	2,665	383	689	542	1,665	13	81	13	89	126	255	30	131	26	153	2	60	182	1,092	113	1,464	107	262	258	480
2017	동대문구	이문1동	1,477	567	6,698	3,516	3,182	-	-	-	-	48	142	-	-	1	3	46	281	278	698	155	187	443	1,188	10	29	6	63	70	124	16	65	34	164	2	80	59	2,917	62	307	63	143	184	307
2017	동대문구	이문2동	705	252	2,282	1,335	947	-	-	-	-	37	147	-	-	1	34	21	191	113	252	190	586	108	243	4	11	3	9	44	111	3	4	2	2	2	61	48	218	38	256	12	26	79	131
2017	중랑구	소계	28,045	9,343	102,758	53,237	49,521	-	-	1	3	3,578	16,259	6	123	20	214	920	5,503	5,416	16,124	6,412	13,473	4,154	10,944	134	1,118	150	1,713	1,061	2,757	320	1,626	308	2,832	47	3,350	922	7,863	985	11,586	896	2,302	2,715	4,968
2017	중랑구	면목2동	2,035	662	6,440	3,364	3,076	-	-	-	-	465	2,081	-	-	1	7	95	389	408	997	337	670	244	521	16	74	4	60	67	129	23	87	15	103	2	73	60	278	53	556	45	87	200	328
2017	중랑구	면목4동	1,166	408	3,785	2,056	1,729	-	-	-	-	201	856	-	-	1	1	54	249	173	440	257	766	148	285	3	5	4	8	46	109	18	67	10	20	5	70	64	387	34	269	24	76	124	177
2017	중랑구	면목5동	850	257	2,865	1,680	1,185	-	-	-	-	229	954	-	-	3	20	32	120	179	554	168	529	90	182	1	4	1	12	19	27	8	18	16	78	2	62	5	36	12	91	14	27	71	151
