,0,1,2,4,5,동
187,에서울석유(주)폴페이주유소,서울특별시 구로구 온수동 35-3번지 ,서울특별시 구로구 경인로 41 (온수동),37.4905087,126.8236735,온수동
188,동선주유소,서울특별시 구로구 오류동 77-10번지 ,서울특별시 구로구 경인로 150 (오류동),37.49164,126.8406201,오류동
189,SK네트웍스(주) 신오류주유소,서울특별시 구로구 오류동 81-29번지 91147 ,서울특별시 구로구 경인로 161-0 (오류동),37.4918078,126.8197762,오류동
190,JHC에너지,서울특별시 구로구 구로동 1126-17번지 ,서울특별시 구로구 시흥대로 539 (구로동),37.4813879,126.8975812,구로동
191,SK글로벌(주) 중아주유소,서울특별시 구로구 구로동 46-6   번지 ,,37.5007844,126.8891708,구로동
192,SK구로주유소,서울특별시 구로구 구로동 685-500번지 ,서울특별시 구로구 구일로 94 (구로동),37.4935494,126.8699766,구로동
193,영진주유소,서울특별시 구로구 가리봉동 90-2번지 ,서울특별시 구로구 구로동로 20 (가리봉동),37.4862879,126.884417,가리봉동
194,우리주유소,서울특별시 성북구 석관동 174-1번지 ,서울특별시 성북구 화랑로 292 (석관동),37.6072409,127.051508,석관동
195,현대오일뱅크(주) 직영 개봉셀프주유소,서울특별시 구로구 개봉동 92-3번지 ,서울특별시 구로구 고척로 115 (개봉동),37.5019132,126.8446303,개봉동
196,신성주유소,서울특별시 구로구 구로동 461-13번지 ,서울특별시 구로구 구로동로 187 (구로동),37.49511,126.8801264,구로동
197,처음처럼주유소,서울특별시 구로구 궁동 283-2번지 ,서울특별시 구로구 오리로 1299 (궁동),37.4974958,126.8267204,궁동
198,삼한주유소,서울특별시 송파구 오금동 166번지 상아@ 3-106 ,서울특별시 송파구 오금로 405  (오금동상아@ 3-106),+3-106)/37.5086491,127.0986382,오금동
199,근린공원주유소,서울특별시 구로구 고척동 167-32번지 ,서울특별시 구로구 고척로 199 (고척동),37.5050911,126.8532484,고척동
200,(주)신강석유,서울특별시 구로구 오류동 115-1   번지 ,,37.491646,126.8287816,오류동
201,구로주유소,서울특별시 구로구 구로동 754-4번지 754-5754-6754-7754-10 ,서울특별시 구로구 구로동로 137 (구로동754-5754-6754-7754-10),37.490737,126.8813303,구로동
202,현대오일뱅크(주) 직영 구로셀프주유소,서울특별시 구로구 구로동 1131-4번지 ,서울특별시 구로구 시흥대로 531 (구로동),37.4808979,126.8971124,구로동
203,정은주유소,서울특별시 구로구 고척동 76-74번지 ,서울특별시 구로구 경인로 407 (고척동),37.5010196,126.8631758,고척동
204,대성산업(주) 디큐브주유소,서울특별시 구로구 신도림동 361번지 ,서울특별시 구로구 경인로 650 (신도림동),37.5112218,126.8813665,신도림동
205,(주)새서울석유 대원,서울특별시 구로구 개봉동 359-1번지 SK대원주유소 ,서울특별시 구로구 개봉로 7 SK대원주유소 (개봉동),37.486209,126.8539893,개봉동
206,구인주유소,서울특별시 구로구 구로동 602-6번지 ,서울특별시 구로구 경인로 558 (구로동),37.504209,126.883878,구로동
207,현대오일뱅크(주) 신구로주유소,서울특별시 구로구 구로동 106-5번지 ,서울특별시 구로구 가마산로 293 (구로동),37.4974745,126.8902862,구로동
208,항동주유소,서울특별시 구로구 항동 72번지 74번지 ,서울특별시 구로구 서해안로 2154 (항동),37.4838505,126.8140934,항동
209,삼한주유소,서울특별시 구로구 온수동 9-12번지 ,서울특별시 구로구 부일로 871 (온수동),37.4929263,126.8217901,온수동
210,철석주유소,서울특별시 성북구 종암동 104-1번지 7통4반 에스케이아파트 102동 308호,서울특별시 성북구 종암로24가길 53 102동 308호 (종암동에스케이아파트),37.6011427,127.0349685,종암동
211,구로 시몬 주유소,서울특별시 구로구 개봉동 226-1번지 ,서울특별시 구로구 경인로 290 (개봉동),37.5002628,126.8431855,개봉동
212,SK에너지(주)양평주유소,서울특별시 영등포구 양평동3가 80-2번지 ,서울특별시 영등포구 선유로 195 (양평동3가),37.5284902,126.8902748,양평동3가
213,SK네트웍스(주)윈윈주유소,서울특별시 영등포구 대림동 667-9번지 ,서울특별시 영등포구 가마산로 379 (대림동),37.5023621,126.8972634,대림동
214,SK에너지(주)신길동주유소,서울특별시 영등포구 신길동 50-8번지 ,서울특별시 영등포구 영등포로 348 (신길동),37.5152891,126.9147843,신길동
215,SK네트웍스(주)남부주유소,서울특별시 영등포구 영등포동 426-90번지 ,서울특별시 영등포구 경인로 822 (영등포동),37.515766,126.9052383,영등포동
216,씨엔에스유통(주) 성락주유소,서울특별시 영등포구 신길동 355-545번지 ,서울특별시 영등포구 가마산로 414 (신길동),37.5037504,126.9006348,신길동
217,한일주유소,서울특별시 영등포구 문래동3가 76-3번지 ,서울특별시 영등포구 도림로 486 (문래동3가),37.50375,126.8940687,문래동3가
218,대영주유소,서울특별시 영등포구 영등포동7가 62-14번지 ,서울특별시 영등포구 국회대로 632 (영등포동7가),37.5242339,126.9023056,영등포동7가
219,KH에너지(주) 직영 KH여의도주유소,서울특별시 영등포구 여의도동 13-11번지 ,서울특별시 영등포구 국회대로 794 (여의도동),37.5307038,126.9181016,여의도동
220,국회대로주유소,서울특별시 영등포구 여의도동 17-2번지 ,서울특별시 영등포구 국회대로 746 (여의도동),37.5279651,126.9138249,여의도동
221,강서주유소,서울특별시 영등포구 도림동 71번지 ,서울특별시 영등포구 도신로 151 (도림동),37.5077264,126.90108,도림동
222,박물관주유소,서울특별시 강서구 가양동 26-1,서울특별시 강서구 양천로53길 97 (가양동),37.5674701,126.8481187,가양동
223,SK네트웍스(주) 기린주유소,서울특별시 영등포구 양평동4가 159-1번지 ,서울특별시 영등포구 선유로 270 (양평동4가),37.5378917,126.8954152,양평동4가
224,모드니주유소,서울특별시 영등포구 문래동3가 8-17번지 ,서울특별시 영등포구 경인로 789 (문래동3가),37.5149078,126.8971126,문래동3가
225,보라주유소,서울특별시 영등포구 신길동 70-1번지 ,서울특별시 영등포구 영등포로 399 (신길동),37.5134731,126.9205556,신길동
226,버드나룻길주유소,서울특별시 영등포구 당산동 121-106번지 ,서울특별시 영등포구 버드나루로 111 (당산동),37.5279162,126.9056809,당산동
227,양평주유소,서울특별시 영등포구 양평동5가 37번지 ,서울특별시 영등포구 양평로 141 (양평동5가),37.5383863,126.8905135,양평동5가
228,매봉주유소,서울특별시 영등포구 신길동 100-10번지 ,서울특별시 영등포구 도신로 248 (신길동),37.5130271,126.9161234,신길동
229,SK네트웍스(주)여의도2주유소,서울특별시 영등포구 여의도동 48-1번지 ,서울특별시 영등포구 의사당대로 154 (여의도동),37.5176897,126.9251816,여의도동
230,한경석유(주)경덕주유소,서울특별시 영등포구 신길동 4214번지 ,서울특별시 영등포구 여의대방로23길 2 (신길동),37.5176893,126.9186155,신길동
231,성원이앤에스(주)영등포지점,서울특별시 영등포구 영등포동7가 94-160번지 ,서울특별시 영등포구 국회대로 665 (영등포동7가),37.5251598,126.9026462,영등포동7가
232,엠에스 주유소,서울특별시 영등포구 대림동 664-18번지 ,서울특별시 영등포구 대림로 230 (대림동),37.5013302,126.8952145,대림동
233,여명주유소,서울특별시 영등포구 여의도동 17-4번지 ,서울특별시 영등포구 국회대로62길 7 (여의도동),37.527616,126.9141694,여의도동
234,대일주유소,서울특별시 영등포구 당산동1가 5-3456번지 ,서울특별시 영등포구 영등포로 168 (당산동1가),37.5218444,126.8990113,당산동1가
235,도림주유소,서울특별시 영등포구 도림동 243-2번지 ,서울특별시 영등포구 도림로 343 (도림동),37.5082163,126.8927726,도림동
236,행촌주유소,서울특별시 영등포구 신길동 298-34번지 ,서울특별시 영등포구 도신로 130 (신길동),37.5085141,126.9039187,신길동
237,제2한강주유소,서울특별시 영등포구 양평동4가 28번지 ,서울특별시 영등포구 선유로 260 (양평동4가),37.5374942,126.8948203,양평동4가
238,신길주유소,서울특별시 영등포구 신길동 3632-2번지 ,서울특별시 영등포구 신길로 74 (신길동),37.4990184,126.9065894,신길동
239,SK네트웍스(주)영등포행복self주유소,서울특별시 영등포구 양평동1가 105번지 ,서울특별시 영등포구 선유로 114 (양평동1가),37.5246534,126.8887475,양평동1가
240,씨엔에스유통(주) 한성주유소,서울특별시 영등포구 신길동 1155번지 ,서울특별시 영등포구 여의대방로 227 (신길동),37.5081579,126.9080817,신길동
241,대지주유소,서울특별시 영등포구 당산동2가 45번지 ,서울특별시 영등포구 영등포로 115 (당산동2가),37.5231123,126.8900578,당산동2가
242,선익개발(주)영등포주유소,서울특별시 영등포구 영등포동1가 92-2번지 ,서울특별시 영등포구 경인로114길 2 (영등포동1가),37.51782,126.9116049,영등포동1가
243,에스제이오일(주)여의도주유소,서울특별시 영등포구 여의도동 10-1번지 ,서울특별시 영등포구 은행로 64 (여의도동),37.5303375,126.9233905,여의도동
244,화일주유소,서울특별시 영등포구 문래동2가 1번지 ,서울특별시 영등포구 도림로 415 (문래동2가),37.5142739,126.8916187,문래동2가
245,(주)대청에너지,서울특별시 영등포구 대림동 776-3번지 ,서울특별시 영등포구 가마산로 328 (대림동),37.4985562,126.8936019,대림동
246,원천주유소,서울특별시 성북구 장위동 75-604번지 ,서울특별시 성북구 돌곶이로 142 (장위동),37.614921,127.0505634,장위동
247,삼선주유소,서울특별시 성북구 삼선동1가 12-1번지 ,서울특별시 성북구 창경궁로 324 (삼선동1가),37.5879082,127.0033863,삼선동1가
248,(주)재건에너지 재정제2주유소 길음지점,서울특별시 성북구 길음동 1132-2번지 ,서울특별시 성북구 삼양로 78 (길음동),37.6102602,127.0205436,길음동
249,신방주유소,서울특별시 성북구 안암동5가 82-1번지 ,서울특별시 성북구 안암로 111 (안암동5가),37.5855042,127.0296093,안암동5가
250,한강주유소,서울특별시 강서구 가양동 26-1번지 ,,37.5674701,126.8481187,가양동
251,SK네트웍스(주) 장삼주유소,서울특별시 성북구 장위동 43-12번지 ,서울특별시 성북구 한천로 612 (장위동),37.613583,127.058013,장위동
252,이케이에너지 주식회사,서울특별시 성북구 보문동7가 137번지 ,서울특별시 성북구 보문로 27 (보문동7가),37.5805065,127.0202488,보문동7가
253,(주)성북주유소,서울특별시 성북구 보문동1가 9-3번지 ,서울특별시 성북구 보문로 142 (보문동1가),37.5856085,127.0149751,보문동1가
254,신명에너지(주)화랑로주유소,서울특별시 성북구 상월곡동 23-11번지 ,서울특별시 성북구 화랑로 174 (상월곡동),37.6055765,127.0478925,상월곡동
255,현대오일뱅크(주)직영 고대셀프주유소,서울특별시 성북구 종암동 30-24번지 ,서울특별시 성북구 종암로 12 (종암동),37.5916818,127.0344618,종암동
256,(주)원천석유 원천제1주유소,서울특별시 성북구 정릉동 401-15번지 ,서울특별시 성북구 보국문로 52 (정릉동),37.6091627,127.0078852,정릉동
257,(주)삼표에너지 정릉주유소,서울특별시 성북구 정릉동 404-4번지 ,서울특별시 성북구 보국문로 35 (정릉동),37.6135975,126.9954471,정릉동
258,SK에너지(주) 드림랜드주유소,서울특별시 성북구 장위동 219-43번지 ,서울특별시 성북구 월계로 128 (장위동),37.6165378,127.0392293,장위동
259,화랑주유소,서울특별시 성북구 상월곡동 23-94번지 ,서울특별시 성북구 화랑로 185 (상월곡동),37.6059895,127.047937,상월곡동
260,(주)신동방석유,서울특별시 성북구 장위동 231-198번지 ,서울특별시 성북구 월계로 84 (장위동),37.6134086,127.0359191,장위동
261,동일주유소,서울특별시 성북구 보문동5가 146-7번지 ,서울특별시 성북구 보문로 85 (보문동5가),37.58266,127.0169882,보문동5가
262,SK네트웍스(주) 아리랑주유소,서울특별시 성북구 정릉동 113-61번지 ,서울특별시 성북구 아리랑로 96 (정릉동),37.6004781,127.0120353,정릉동
263,장위주유소,서울특별시 성북구 하월곡동 18-11번지 ,서울특별시 성북구 화랑로 110  (하월곡동),37.6020649,127.0383868,하월곡동
264,세창주유소,서울특별시 성북구 길음동 21-72번지 ,서울특별시 성북구 동소문로47길 8 (길음동),37.6087865,127.0270334,길음동
265,케이알누리(주)종암주유소,서울특별시 성북구 종암동 3-545번지 ,서울특별시 성북구 종암로 145 (종암동),37.602751,127.0298332,종암동
266,SK네트웍스(주) 광덕주유소,서울특별시 성북구 보문동5가 146-1번지 ,서울특별시 성북구 보문로 89 (보문동5가),37.5826354,127.0171787,보문동5가
267,(주)중앙에너비스 종암지점,서울특별시 성북구 종암동 10-15번지 ,서울특별시 성북구 종암로 58 (종암동),37.5956106,127.0338347,종암동
268,SK네트웍스(주) 북악주유소,서울특별시 성북구 정릉동 428번지 ,서울특별시 성북구 정릉로 218 (정릉동),37.6054734,127.0063259,정릉동
269,효성주유소,서울특별시 성북구 하월곡동 67-50번지 효성주유소 ,서울특별시 성북구 화랑로 27 (하월곡동),37.6019231,127.0400149,하월곡동
270,(주)장수주유소,서울특별시 광진구 군자동 134-53번지 ,서울특별시 광진구 동일로 266 (군자동),37.5531544,127.064644,군자동
271,자양주유소,서울특별시 광진구 자양동 227-4번지 ,서울특별시 광진구 아차산로 298 (자양동),37.5365914,127.0643242,자양동
272,현대오일뱅크(주)직영 능동주유소,서울특별시 광진구 능동 236-4번지 236-5 236-24 ,서울특별시 광진구 천호대로 584 (능동),37.5365901,127.0490033,능동
273,평안주유소,서울특별시 광진구 능동 255-2번지 ,서울특별시 광진구 천호대로 630 (능동),37.5517842,127.0845544,능동
274,(주)태우동서울주유소,서울특별시 광진구 구의동 587-10번지 ,서울특별시 광진구 강변역로 10 (구의동),37.5377845,127.0890546,구의동
275,강평주유소,서울특별시 광진구 광장동 336-1번지 ,서울특별시 광진구 아차산로 616 (광장동),37.547686,127.0870176,광장동
276,태양주유소,서울특별시 광진구 중곡동 610-7번지 ,서울특별시 광진구 동일로 345 (중곡동),37.5698629,127.0788527,중곡동
277,대원주유소,서울특별시 광진구 중곡동 18-70번지 ,서울특별시 광진구 용마산로 122 (중곡동),37.5645204,127.0848542,중곡동
278,현대오일뱅크(주) 직영 중곡현대주유소,서울특별시 광진구 중곡동 186-6번지 ,서울특별시 광진구 동일로 435 (중곡동),37.5614928,127.0810122,중곡동
279,SK네트웍스(주)장호주유소,서울특별시 광진구 자양동 677-5번지 ,서울특별시 광진구 자양로 37 (자양동),37.5312222,127.0835665,자양동
280,용마주유소,서울특별시 광진구 중곡동 58-17번지 ,서울특별시 광진구 용마산로 68 (중곡동),37.5596944,127.0856703,중곡동
281,삼호주유소,서울특별시 광진구 광장동 239-6번지 ,서울특별시 광진구 천호대로 809 (광장동),37.5456366,127.1014832,광장동
282,SK네트웍스(주)대명주유소,서울특별시 광진구 화양동 302-13번지 ,서울특별시 광진구 광나루로 460 (화양동),37.5466205,127.0654437,화양동
283,구의스타주유소,서울특별시 광진구 자양동 779-7번지 ,서울특별시 광진구 자양로 103 (자양동),37.5369964,127.080932,자양동
284,현대오일뱅크(주) 직영 중원주유소,서울특별시 광진구 중곡동 235-2번지 ,서울특별시 광진구 동일로 398 (중곡동),37.5624069,127.0814164,중곡동
285,대성산업(주) 구의주유소,서울특별시 광진구 구의동 203-9번지 ,서울특별시 광진구 광나루로 570 (구의동),37.5436918,127.0903533,구의동
286,성일주유소,서울특별시 광진구 자양동 236-147번지 ,서울특별시 광진구 동일로 50 (자양동),37.5373592,127.0594479,자양동
287,일진주유소,서울특별시 광진구 중곡동 236-5번지 ,서울특별시 광진구 동일로 413 (중곡동),37.5613377,127.0802931,중곡동
288,동자동주유소,서울특별시 용산구 동자동 14-125번지 ,서울특별시 용산구 한강대로104길 6 (동자동),37.5502599,126.972042,동자동
289,수림석유 제3한강주유소,서울특별시 용산구 한남동 224번지 ,서울특별시 용산구 한남대로 45 (한남동 (43)?),37.533977,127.0062763,한남동
290,소월길주유소,서울특별시 용산구 후암동 448-103번지 ,서울특별시 용산구 소월로 66 (후암동),37.5480367,126.9817276,후암동
291,(주)신태성주유소,서울특별시 용산구 원효로3가 43-3번지 ,서울특별시 용산구 원효로 147 (원효로3가),37.5336965,126.9539232,원효로3가
292,용일주유소,서울특별시 용산구 한강로3가 40-15번지 ,서울특별시 용산구 한강대로 37 (한강로3가),37.5331076,126.9609181,한강로3가
293,(주)영원에너지 풍기주유소 (대표자:박종영),서울특별시 용산구 원효로2가 70-2번지 ,서울특별시 용산구 원효로 178 (원효로2가),37.5380246,126.9634909,원효로2가
294,용산뉴타운주유소,서울특별시 용산구 한강로3가 65-155번지 ,서울특별시 용산구 한강대로 48 (한강로3가),37.5258589,126.9628828,한강로3가
295,한석주유소,서울특별시 용산구 이촌동 302-79번지 ,서울특별시 용산구 이촌로 166 (이촌동),37.5214212,126.9631908,이촌동
296,(주)중앙에너비스 에너비스,서울특별시 용산구 한남동 707-14번지 ,서울특별시 용산구 한남대로 82 (한남동),37.5359518,127.0039409,한남동
297,(주)남경주유소,서울특별시 용산구 서빙고동 37번지 ,서울특별시 용산구 녹사평대로11길 24 (서빙고동),37.5222071,126.9910479,서빙고동
298,SK네트웍스(주) 강변주유소,서울특별시 용산구 청암동 168-22번지 ,서울특별시 용산구 원효로 9 (청암동),37.5346046,126.9465899,청암동
299,SK네트웍스(주) 흥국주유소,서울특별시 용산구 한남동 726-370번지 ,서울특별시 용산구 한남대로 204 (한남동),37.5459042,127.0006696,한남동
300,(주)중앙에너비스 한남지점,서울특별시 용산구 한남동 704-14번지 ,서울특별시 용산구 한남대로21길 4 (한남동),37.5346573,127.0038744,한남동
301,SK네트웍스(주) 갈월동주유소,서울특별시 용산구 갈월동 11-34번지 ,서울특별시 용산구 한강대로 322 (갈월동),37.546578,126.9699073,갈월동
302,서계주유소,서울특별시 용산구 서계동 47-15번지 ,서울특별시 용산구 청파로 367 (서계동),37.552314,126.9667823,서계동
303,약수주유소,서울특별시 중구 신당동 336-5번지 ,서울특별시 중구 다산로 173 (신당동),37.5590093,127.0104744,신당동
304,SK네트웍스(주)통일주유소,서울특별시 중구 장충동2가 186-69번지 ,서울특별시 중구 동호로 296 (장충동2가),37.5607136,127.0009884,장충동2가
305,세화주유소,서울특별시 중구 신당동 741번지 ,서울특별시 중구 왕십리로 403 (신당동),37.5647176,127.0232951,신당동
306,(주)중앙에너비스 퇴계로지점,서울특별시 중구 필동2가 51-1번지 ,서울특별시 중구 퇴계로 228 (필동2가),37.5605087,126.9936171,필동2가
307,서울석유(주)직영 장충동주유소,서울특별시 중구 장충동1가 31-1번지 ,서울특별시 중구 장충단로 202 (장충동1가),37.5605087,126.9936171,장충동1가
308,현대오일뱅크(주)장원주유소,서울특별시 중구 신당동 357-6번지 ,서울특별시 중구 동호로 203 (신당동),37.5559993,127.0070746,신당동
309,초동주유소,서울특별시 중구 초동 107-12번지 ,서울특별시 중구 마른내로 31 (초동),37.5641784,126.9905161,초동
310,에스씨(주) 역전주유소,서울특별시 중구 남대문로5가 84-17번지 ,서울특별시 중구 퇴계로 15 (남대문로5가),37.5595182,126.9727093,남대문로5가
311,필동주유소,서울특별시 중구 필동2가 3-1번지 ,서울특별시 중구 퇴계로 196 (필동2가),37.5605385,126.9935035,필동2가
312,서남주유소,서울특별시 중구 봉래동1가 126-2번지 ,서울특별시 중구 통일로 30 (봉래동1가),37.5608042,126.9661932,봉래동1가
313,(주)그린에너지컴퍼니 화성주유소,서울특별시 중구 무학동 12-2번지 ,서울특별시 중구 다산로 233 (무학동),37.5638911,127.0134877,무학동
314,신당동주유소,서울특별시 중구 신당동 101-9번지 ,서울특별시 중구 다산로 242 (신당동),37.5645746,127.0143095,신당동
315,에쓰-오일(주) 스카이주유소,서울특별시 강서구 방화동 523-22번지 ,서울특별시 강서구 개화동로 457 (방화동),37.5714819,126.8021789,방화동
316,등촌주유소,서울특별시 강서구 등촌동 511-5번지 ,서울특별시 강서구 등촌로 189 (등촌동),37.5467865,126.8603459,등촌동
317,SK에너지(주)가양주유소,서울특별시 강서구 가양동 151-1번지 ,서울특별시 강서구 강서로 498 (가양동),37.5698166,126.8397546,가양동
318,SK네트웍스(주) 해바라기주유소,서울특별시 강서구 화곡동 20-1번지 ,서울특별시 강서구 화곡로 273 (화곡동),37.5492376,126.8447628,화곡동
319,주식회사 유턴상사유턴주유소,서울특별시 강서구 공항동 61-222번지 ,서울특별시 강서구 남부순환로 57 (공항동),37.5571443,126.8078248,공항동
320,SK글로벌(주),서울특별시 강서구 가양동 281-1번지 ,,37.5693966,126.8367104,가양동
321,지에스칼텍스저유(주)개화주유소,서울특별시 강서구 방화동 488-1번지 ,,37.573448,126.8078903,방화동
322,방화주유소,서울특별시 강서구 방화동 609-59번지 ,서울특별시 강서구 방화동로 58-2 (방화동),37.5655711,126.810198,방화동
323,현대오일뱅크(주) 직영 양화교주유소,서울특별시 강서구 염창동 283-4번지 ,서울특별시 강서구 공항대로 653 (염창동),37.5485295,126.8684945,염창동
324,현대오일뱅크(주) 직영 가양주유소,서울특별시 강서구 가양동 58-2번지 ,서울특별시 강서구 양천로 391 (가양동),37.5633113,126.8320713,가양동
325,우장산주유소,서울특별시 강서구 내발산동 702-5번지 ,서울특별시 강서구 강서로 292 (내발산동),37.550845,126.8347462,내발산동
326,대복주유소,서울특별시 강서구 염창동 252-14번지 ,,37.5497329,126.8733268,염창동
327,강서열린점,서울특별시 강서구 등촌동 510-13번지 ,서울특별시 강서구 등촌로 213 (등촌동),37.5486873,126.8608636,등촌동
328,청룡주유소,서울특별시 강서구 등촌동 631-7번지 ,서울특별시 강서구 양천로 576 (등촌동),37.5368333,126.8589888,등촌동
329,화곡역주유소,서울특별시 강서구 화곡동 1076-14번지 ,서울특별시 강서구 강서로 154 (화곡동),37.5406569,126.8393175,화곡동
330,염창동주유소,서울특별시 강서구 염창동 263-8번지 ,서울특별시 강서구 양천로 720 (염창동),37.5562503,126.8637037,염창동
331,(주)한진 김포공항주유소,서울특별시 강서구 외발산동 423-2번지 ,서울특별시 강서구 하늘길 259 (외발산동),37.5586545,126.7922852,외발산동
332,경인고속주유소,서울특별시 강서구 화곡동 843-4번지 ,서울특별시 강서구 국회대로 225 (화곡동),37.5296048,126.8576347,화곡동
333,개화주유소,서울특별시 강서구 방화동 488-1번지 ,서울특별시 강서구 양천로 57 (방화동),37.5698548,126.8181331,방화동
334,KH에너지(주)직영 수명산주유소,서울특별시 강서구 내발산동 755-2번지 ,서울특별시 강서구 남부순환로 195 (내발산동),37.5519099,126.8189287,내발산동
335,대성석유(주) 관문주유소,서울특별시 강서구 내발산동 648-3번지 ,서울특별시 강서구 공항대로 314 (내발산동),37.5578164,126.8401412,내발산동
336,(주)발산주유소,서울특별시 강서구 내발산동 701-7번지 ,서울특별시 강서구 강서로 291 (내발산동),37.5528982,126.8158746,내발산동
337,SK네트웍스(주)직영 에어포트주유소,서울특별시 강서구 방화동 645-6번지 ,서울특별시 강서구 개화동로 519 (방화동),37.5662599,126.8038969,방화동
338,대성주유소,서울특별시 강서구 등촌동 684번지 ,서울특별시 강서구 강서로 472 (등촌동),37.5674836,126.8391784,등촌동
339,화곡현대주유소,서울특별시 강서구 화곡동 402-1번지 ,서울특별시 강서구 강서로 151 (화곡동),37.5401974,126.8389524,화곡동
340,진일주유소,서울특별시 강서구 염창동 274-18번지 ,서울특별시 강서구 공항대로 533 (염창동),37.5499533,126.8673412,염창동
341,뉴신정주유소,서울특별시 강서구 화곡동 862-16번지 ,서울특별시 강서구 곰달래로 207 (화곡동),37.5315539,126.8538352,화곡동
342,세원제1주유소,서울특별시 강서구 가양동 272-31번지 ,서울특별시 강서구 양천로 311 (가양동),37.5674371,126.8466692,가양동
343,서울석유(주)강서오곡셀프주유소,서울특별시 강서구 오곡동 594-1번지 ,서울특별시 강서구 벌말로 254 (오곡동),37.5552839,126.7663787,오곡동
344,참솔에너지,서울특별시 강서구 오곡동 699-19번지 ,서울특별시 강서구 벌말로 281 (오곡동),37.5552839,126.7663787,오곡동
345,대림에너지(주)덕양제6주유소,서울특별시 강서구 개화동 565-4번지 외 2필지(565-6 567-11) ,서울특별시 강서구 개화동로 420 (개화동),37.5706795,126.7948821,개화동
346,신화곡주유소,서울특별시 강서구 화곡동 931-11번지 ,서울특별시 강서구 국회대로 71 (화곡동),37.5272351,126.8406882,화곡동
347,(주)한진 김포공항 제2주유소,서울특별시 강서구 공항동 1373번지 ,서울특별시 강서구 하늘길 112 (공항동),37.555525,126.804513,공항동
348,목화주유소,서울특별시 강서구 화곡동 785-2번지 ,서울특별시 강서구 국회대로 251 (화곡동),37.5300058,126.8607264,화곡동
349,대성석유(주) 마곡대성주유소,서울특별시 강서구 마곡동 784-1번지 ,서울특별시 강서구 강서로 457 (마곡동),37.5745267,126.8143683,마곡동
350,대성석유(주)방화대성주유소,서울특별시 강서구 마곡동 752번지 ,서울특별시 강서구 양천로 176 (마곡동),37.5745267,126.8143683,마곡동
351,소망주유소,서울특별시 중랑구 망우동 147-23번지 ,서울특별시 중랑구 망우로 475 (망우동),37.600817,127.1026155,망우동
352,용마로주유소,서울특별시 중랑구 면목동 528번지 19통4반 ,서울특별시 중랑구 용마산로 309 (면목동),37.5798731,127.089971,면목동
353,신내주유소,서울특별시 중랑구 신내동 352번지 ,서울특별시 중랑구 용마산로 705 (신내동),37.6141201,127.0987273,신내동
354,대원주유소,서울특별시 중랑구 면목동 161-17번지 ,서울특별시 중랑구 동일로 600 (면목동),37.583895,127.0779443,면목동
355,SK네트웍스(주) 중랑교주유소,서울특별시 중랑구 중화동 207-22번지 ,서울특별시 중랑구 망우로 229 (중화동),37.6037812,127.0804051,중화동
356,오천만주유소,서울특별시 중랑구 면목동 169-0003번지 ,서울특별시 중랑구 동일로 547 (면목동),37.5788373,127.0771212,면목동
357,SK네트웍스(주) 상봉주유소,서울특별시 중랑구 망우동 490-8번지 ,서울특별시 중랑구 망우로 400 (망우동),37.5986522,127.0945127,망우동
358,대양주유소,서울특별시 중랑구 상봉동 109-45번지 ,서울특별시 중랑구 봉우재로 105 (상봉동),37.5986518,127.0879466,상봉동
359,구도일주유소 동천,서울특별시 중랑구 면목동 155-57번지 ,서울특별시 중랑구 동일로 654 (면목동),37.5888677,127.0780462,면목동
360,면목주유소,서울특별시 중랑구 면목동 175-1번지 ,서울특별시 중랑구 동일로 627 (면목동),37.5863022,127.0773237,면목동
361,구도일주유소 한인,서울특별시 중랑구 상봉동 137-8번지 ,서울특별시 중랑구 망우로 170 (상봉동),37.5924108,127.0696673,상봉동
362,(주)정원EDS 망우주유소,서울특별시 중랑구 상봉동 100 160-6 ,서울특별시 중랑구 망우로 311 (상봉동),37.5970729,127.084819,상봉동
363,현대오일뱅크(주)직영 대창주유소,서울특별시 중랑구 면목동 146-72번지 ,서울특별시 중랑구 동일로 636 (면목동),37.58717,127.0780286,면목동
364,(주)기지에너지,서울특별시 중랑구 신내동 347-2번지 ,서울특별시 중랑구 용마산로 716 (신내동),37.6147043,127.0997091,신내동
365,유성주유소,서울특별시 중랑구 망우동 359-2번지 ,서울특별시 중랑구 망우로 436 (망우동),37.5993235,127.098526,망우동
366,우림주유소,서울특별시 중랑구 망우동 458-6번지 ,서울특별시 중랑구 용마산로 487 (망우동),37.6001716,127.0972564,망우동
367,재원에너지(주) 범아주유소,서울특별시 중랑구 묵동 244-151번지 ,서울특별시 중랑구 동일로 881 (묵동),37.609176,127.0754732,묵동
368,좋은기름주유소,서울특별시 강북구 번동 436-38번지 ,서울특별시 강북구 덕릉로 158 (번동),37.6349074,127.0291114,번동
369,동원주유소,서울특별시 강북구 수유동 472-211번지 212 ,서울특별시 강북구 삼양로 316 (수유동),37.6315821,127.0157508,수유동
370,현대오일뱅크(주)직영 번동셀프주유소,서울특별시 강북구 번동 410-94번지 95 ,서울특별시 강북구 한천로 963 (번동),37.6315808,127.0004299,번동
371,수유동주유소,서울특별시 강북구 수유동 168-3번지 ,서울특별시 강북구 도봉로 395 (수유동),37.6421401,127.0273791,수유동
372,에덴주유소,서울특별시 강북구 번동 112번지 ,서울특별시 강북구 월계로 195 (번동),37.6216682,127.0433333,번동
