,0,1,2,4,5,동
373,세원주유소,서울특별시 강북구 번동 428-38번지 ,서울특별시 강북구 한천로 918 (번동),37.6320834,127.0365786,번동
374,북서울고속주유소,서울특별시 강북구 수유동 392번지 ,서울특별시 강북구 삼양로 410 (수유동),37.6401555,127.0150147,수유동
375,새한주유소,서울특별시 강북구 미아동 62-7번지 ,서울특별시 강북구 도봉로 75 (미아동),37.633787,127.0229297,미아동
376,주식회사 지에스이앤알 미아주유소,서울특별시 강북구 미아동 135-13번지 ,서울특별시 강북구 도봉로 124 (미아동),37.6257588,127.026534,미아동
377,매일주유소,서울특별시 강북구 미아동 746-3번지 879-5 ,서울특별시 강북구 삼양로 217 (미아동),37.6264976,127.0165587,미아동
378,대성석유(주)신광주유소,서울특별시 강북구 수유동 277-20번지 ,서울특별시 강북구 삼양로 484  (수유동),37.6463707,127.0131583,수유동
379,(주)에프알앤디 송정주유소,서울특별시 강북구 수유동 440-36번지 ,서울특별시 강북구 인수봉로 185 (수유동),37.6361659,127.0106021,수유동
380,현대주유소,서울특별시 강북구 미아동 197-14번지 외 1필지 ,서울특별시 강북구 도봉로 200 (미아동),37.6241675,127.0225719,미아동
383,(주)양지주유소,서울특별시 마포구 도화동 174-1번지 ,서울특별시 마포구 마포대로 69 (도화동),37.5376496,126.9442084,도화동
384,양지주유소,서울특별시 마포구 도화동 174-1번지 ,서울특별시 마포구 마포대로 69 (도화동),37.5376496,126.9442084,도화동
385,SK네트윅스(주)합정주유소,서울특별시 마포구 합정동 382-20번지 ,서울특별시 마포구 양화로 13 (합정동),37.5487581,126.9083215,합정동
386,기분좋은주유소,서울특별시 마포구 성산동 228-7번지 ,서울특별시 마포구 월드컵북로 62 (성산동),37.5634142,126.9096769,성산동
387,SK네트웍스(주)성산대교주유소,서울특별시 마포구 성산동 275-56번지 ,서울특별시 마포구 성산로 144 (성산동),37.5643058,126.9072881,성산동
388,대흥주유소,서울특별시 마포구 대흥동 337-30번지 ,서울특별시 마포구 대흥로 61 (대흥동),37.5459142,126.9376949,대흥동
389,Happy Auto Station,서울특별시 마포구 창전동 13-6번지 13-44 13-15 ,서울특별시 마포구 서강로 76 (창전동),37.5497919,126.9304515,창전동
390,청원주유소,서울특별시 마포구 성산동 103-8번지 ,서울특별시 마포구 월드컵북로 113 (성산동),37.5585832,126.9148087,성산동
391,(주)안국에너지 망원동주유소,서울특별시 마포구 망원동 481-3번지 ,서울특별시 마포구 월드컵로 119 (망원동),37.5551898,126.9055071,망원동
392,현대오일뱅크(주)직영 청원제일주유소,서울특별시 마포구 동교동 156-4번지 ,서울특별시 마포구 양화로 171 (동교동),37.5574548,126.924347,동교동
393,(주)승지,서울특별시 마포구 염리동 155-6번지 ,서울특별시 마포구 백범로 126 (염리동),37.5530421,126.9458364,염리동
394,안국주유소,서울특별시 마포구 합정동 383-4번지 ,서울특별시 마포구 양화로 33 (합정동),37.5492628,126.9103886,합정동
395,마포주유소,서울특별시 마포구 공덕동 105-128번지 ,서울특별시 마포구 마포대로 186 (공덕동),37.5492878,126.9498218,공덕동
396,그린에너지컴퍼니 용강주유소,서울특별시 마포구 용강동 494-52번지 ,서울특별시 마포구 토정로 258 (용강동),37.5421805,126.9394516,용강동
397,성산주유소,서울특별시 마포구 성산동 200-4번지 ,서울특별시 마포구 월드컵북로 170 (성산동),37.5664732,126.9058687,성산동
398,한독주유소,서울특별시 서초구 방배동 810-21번지 810-22호 ,서울특별시 서초구 방배로 214 (방배동),37.4924995,126.9889205,방배동
399,(주)대신성에너지,서울특별시 서초구 방배동 936-12번지 ,서울특별시 서초구 방배로 151 (방배동),37.4871446,126.9913592,방배동
400,에쓰-오일(주)오토테크주유소,서울특별시 서초구 서초동 1438-2번지 ,서울특별시 서초구 효령로 356 (서초동),37.4864534,127.0208628,서초동
401,SK네트웍스(주)사평로주유소,서울특별시 서초구 서초동 1302번지 ,서울특별시 서초구 사평대로 350 (서초동),37.503247,127.019314,서초동
402,대성석유(주)연일주유소,서울특별시 서초구 서초동 1426-13번지 ,서울특별시 서초구 남부순환로 2451 (서초동),37.4825475,127.016314,서초동
403,내곡주유소,서울특별시 서초구 내곡동 142-3번지 ,서울특별시 서초구 헌릉로 210 (내곡동),37.4552837,127.060636,내곡동
404,(주)대농석유 남태령주유소,서울특별시 서초구 방배동 2833번지 ,서울특별시 서초구 과천대로 838 (방배동),37.46678,126.9857698,방배동
405,헌릉로주유소,서울특별시 서초구 내곡동 338-1번지 ,서울특별시 서초구 헌릉로 177 (내곡동),37.4574054,127.0579917,내곡동
406,반포그린주유소,서울특별시 서초구 반포동 56-2번지 ,서울특별시 서초구 서초중앙로 239 (반포동),37.5030662,127.0087573,반포동
407,현대오일뱅크(주)직영양재현대주유소,서울특별시 서초구 양재동 249-1번지 ,서울특별시 서초구 마방로 6 (양재동),37.4750483,127.0400316,양재동
408,SK네트웍스(주)전당앞주유소,서울특별시 서초구 서초동 1464-18번지 ,서울특별시 서초구 남부순환로 2391 (서초동),37.480541,127.0097361,서초동
409,서초꽃마을주유소,서울특별시 서초구 서초동 1536-15번지 ,서울특별시 서초구 반포대로 69 (서초동),37.4864212,127.0076799,서초동
410,현대오일뱅크(주) 직영방배현대주유소,서울특별시 서초구 방배동 782-23번지 ,서울특별시 서초구 동작대로 182 (방배동),37.4927581,126.9810385,방배동
411,서울주유소,서울특별시 서초구 서초동 1577-12번지 ,서울특별시 서초구 서초중앙로 91 (서초동),37.4898918,127.0118587,서초동
412,(주)농협유통하나로주유소,서울특별시 서초구 양재동 229번지 ,서울특별시 서초구 헌릉로 48 (양재동),37.4620221,127.0447853,양재동
413,만국주유소,서울특별시 서초구 방배동 945-7번지 ,서울특별시 서초구 서초대로 52 (방배동),37.4925599,127.0125466,방배동
414,한마음주유소,서울특별시 서초구 서초동 1439-2번지 ,서울특별시 서초구 효령로 346 (서초동),37.4862714,127.0196677,서초동
415,방배동주유소,서울특별시 서초구 방배동 475-17번지 ,서울특별시 서초구 효령로 29 (방배동),37.4814453,126.9874285,방배동
416,(주)동원석유지점 강남대로 주유소,서울특별시 서초구 양재동 14-1번지 ,서울특별시 서초구 강남대로 206 (양재동),37.4659741,127.03345,양재동
417,양재최고주유소,서울특별시 서초구 양재동 203번지 ,서울특별시 서초구 매헌로 72 (양재동),37.4670964,127.0325165,양재동
418,크로바주유소,서울특별시 서초구 서초동 1604-21번지 ,서울특별시 서초구 효령로 327 (서초동),37.4862853,127.0176412,서초동
419,현대오일뱅크(주)직영서초현대주유소,서울특별시 서초구 서초동 1460-21번지 ,서울특별시 서초구 반포대로 33 (서초동),37.4833499,127.0091349,서초동
420,선천주유소,서울특별시 서초구 방배동 765-8번지 ,서울특별시 서초구 동작대로 206 (방배동),37.4948943,126.9810118,방배동
421,SK네트웍스(주) 서초제일주유소,서울특별시 서초구 서초동 1632-1번지 ,서울특별시 서초구 사임당로 116 (서초동),37.4904892,127.0204201,서초동
422,(주)에이치앤디이 서울만남의광장주유소,서울특별시 서초구 원지동 10-16번지 외 7필지 ,서울특별시 서초구 양재대로12길 73-71 (원지동),37.4599063,127.0398714,원지동
423,선우상사 Q엔느,서울특별시 서초구 방배동 983-40번지 ,서울특별시 서초구 방배로 66 (방배동),37.4806533,126.996316,방배동
424,말죽거리주유소,서울특별시 서초구 양재동 2-39번지 ,서울특별시 서초구 남부순환로 2650 (양재동),37.4851407,127.038465,양재동
425,중앙주유소,서울특별시 서초구 양재동 4-18번지 ,서울특별시 서초구 바우뫼로 219 (양재동),37.4815383,127.0400239,양재동
426,현대오일뱅크(주) 팔레스주유소,서울특별시 서초구 반포동 67-2번지 ,서울특별시 서초구 사평대로 136 (반포동),37.5000819,126.9969851,반포동
427,터미널주유소,서울특별시 서초구 반포동 19-6번지 ,서울특별시 서초구 신반포로 222 (반포동),37.5067869,127.0065219,반포동
428,강남주유소,서울특별시 서초구 반포동 19-2번지 ,서울특별시 서초구 반포대로 284 (반포동),37.5046023,126.9996211,반포동
429,경일석유(주)직영삼방주유소,서울특별시 서초구 서초동 1303-1번지 ,서울특별시 서초구 사평대로 364 (서초동),37.5036708,127.020988,서초동
430,신반포주유소,서울특별시 서초구 반포동 111-2번지 ,서울특별시 서초구 사평대로 94 (반포동),37.4983258,126.9927449,반포동
431,SK네트웍스(주) 반포주유소,서울특별시 서초구 방배동 750-20번지 ,서울특별시 서초구 사평대로 12 (방배동),37.4967274,126.985301,방배동
432,대신석유(주) 서원주유소,서울특별시 서초구 서초동 1719-1번지 ,서울특별시 서초구 반포대로 142 (서초동),37.4927077,127.0054189,서초동
433,남서울주유소,서울특별시 서초구 잠원동 13-6번지 ,서울특별시 서초구 나루터로 83 (잠원동),37.5161162,127.0166573,잠원동
434,대신석유(주) 대우주유소,서울특별시 서초구 양재동 216번지 ,서울특별시 서초구 양재대로 173 (양재동),37.4628387,127.0352526,양재동
435,태봉주유소,서울특별시 서초구 우면동 13-6번지 ,서울특별시 서초구 태봉로 117 (우면동),37.4682684,127.0259978,우면동
436,서울석유(주)양재주유소,서울특별시 서초구 양재동 81번지 ,서울특별시 서초구 바우뫼로 178 (양재동),37.4780706,127.0374213,양재동
437,서초주유소,서울특별시 서초구 서초동 1582-23번지 ,서울특별시 서초구 반포대로 64 (서초동),37.4861448,127.0085734,서초동
438,(주)홈런주유소,서울특별시 서초구 우면동 761번지 ,서울특별시 서초구 양재대로2길 100-30 (우면동),37.4583269,127.020042,우면동
439,마포시엠주유소,서울특별시 마포구 성산동 228-7번지 마포시엠주유소 ,서울특별시 마포구 월드컵북로 62 (성산동),37.5634142,126.9096769,성산동
440,에스제이에너지(주)개포주유소,서울특별시 강남구 개포동 1164-2번지 ,서울특별시 강남구 양재대로 339 (개포동),37.4723322,127.0495146,개포동
441,(주)비자인터내셔날학여울주유소,서울특별시 강남구 대치동 2-7번지 ,서울특별시 강남구 남부순환로 2170 (대치동),37.4986582,127.0473274,대치동
442,대교주유소,서울특별시 강남구 신사동 503-1번지 ,서울특별시 강남구 강남대로 640 (신사동),37.5280898,127.0333444,신사동
443,(주)현대오일뱅크(주)직영신사현대주유소,서울특별시 강남구 신사동 563-10번지 ,서울특별시 강남구 도산대로 163 (신사동),37.5193192,127.0241663,신사동
444,은마주유소,서울특별시 강남구 대치동 994번지 ,서울특별시 강남구 영동대로 235 (대치동),37.5000267,127.0649888,대치동
445,현대오일뱅크(주)직영 유진주유소,서울특별시 강남구 도곡동 515-2번지 ,서울특별시 강남구 논현로 152 (도곡동),37.4886968,127.0431021,도곡동
446,(주) 남경석유 세영주유소,서울특별시 송파구 오금동 129-6번지 ,서울특별시 송파구 동남로 298 (오금동),37.5018413,127.1357783,오금동
447,(주)잠실에너지 명품주유소,서울특별시 강남구 역삼동 785-17번지 외2필지 ,서울특별시 강남구 도곡로 249 (역삼동외2필지),37.494102,127.0432933,역삼동
448,(주)청명주유소,서울특별시 강남구 역삼동 734-15번지 ,서울특별시 강남구 역삼로 205 (역삼동),37.4963518,127.0373863,역삼동
449,(주)중앙에너비스 수서지점,서울특별시 강남구 수서동 522-1번지 ,서울특별시 강남구 광평로 202 (수서동),37.4839933,127.0927889,수서동
450,방죽주유소,서울특별시 강남구 율현동 240번지 ,서울특별시 강남구 밤고개로 215 (율현동),37.4749397,127.1046629,율현동
451,논현동주유소,서울특별시 강남구 논현동 89-11번지 ,서울특별시 강남구 학동로 229 (논현동),37.5152481,127.031805,논현동
452,(주)소모에너지엔테크놀러지 쎈트럴주유소,서울특별시 강남구 대치동 913-18번지 ,서울특별시 강남구 삼성로 335 (대치동),37.50135,127.0568303,대치동
453,(주)보성세곡주유소,서울특별시 강남구 세곡동 21-13번지 ,서울특별시 강남구 헌릉로 731 (세곡동),37.4672103,127.1165241,세곡동
454,경원주유소,서울특별시 강남구 청담동 3-6번지 ,서울특별시 강남구 도산대로 428 (청담동),37.5232547,127.0405316,청담동
455,에스케이네트웍스(주)매봉주유소,서울특별시 강남구 역삼동 784-7번지 ,서울특별시 강남구 언주로 307 (역삼동),37.4953855,127.0440243,역삼동
456,갤러리아주유소,서울특별시 강남구 청담동 79-14번지 ,서울특별시 강남구 압구정로 426 (청담동),37.5266815,127.0413262,청담동
457,주성주유소,서울특별시 강남구 청담동 132-9번지 ,서울특별시 강남구 영동대로 716 (청담동),37.5230136,127.0452613,청담동
458,주식회사 만정에너지,서울특별시 강남구 삼성동 38-21번지 ,서울특별시 강남구 봉은사로 433 (삼성동),37.5115134,127.0449041,삼성동
459,대동석유 압구정주유소,서울특별시 강남구 신사동 633번지 ,서울특별시 강남구 언주로 842 (신사동),37.5115121,127.0295832,신사동
460,에스케이네트웍스(주)뉴서울주유소,서울특별시 강남구 논현동 106-4번지 ,서울특별시 강남구 언주로 716 (논현동),37.5190076,127.0257972,논현동
461,SK네트웍스(주)동우주유소,서울특별시 강남구 논현동 277-23번지 ,서울특별시 강남구 봉은사로 311 (논현동),37.5170616,127.0243055,논현동
462,SK네트웍스(주)삼성주유소,서울특별시 강남구 삼성동 128-17번지 ,서울특별시 강남구 삼성로 521 (삼성동),37.5179667,127.0488232,삼성동
463,지에스타워주유소,서울특별시 강남구 역삼동 668-13번지 ,서울특별시 강남구 논현로 516 (역삼동),37.5015391,127.0339541,역삼동
464,제이에이치에너지(주) 개나리주유소,서울특별시 강남구 역삼동 721-20번지 외2필지 ,서울특별시 강남구 언주로 423 (역삼동),37.5010288,127.040014,역삼동
465,서광주유소,서울특별시 강남구 역삼동 834-47번지 ,서울특별시 강남구 역삼로 142 (역삼동),37.4943462,127.0328772,역삼동
466,대청주유소,서울특별시 강남구 일원동 624-8번지 ,서울특별시 강남구 개포로 654 (일원동),37.494874,127.0820839,일원동
467,(주)한진도곡주유소,서울특별시 강남구 도곡동 546-3번지 ,서울특별시 강남구 도곡로 162 (도곡동),37.4877835,127.0444876,도곡동
468,SK네트웍스(주)금성주유소,서울특별시 강남구 삼성동 169-17번지 ,서울특별시 강남구 테헤란로 619 (삼성동),37.5098777,127.0629128,삼성동
469,(주)에스에스모터스 논현주유소 지점,서울특별시 강남구 논현동 8-11번지 ,서울특별시 강남구 논현로 747 (논현동),37.5174782,127.0273001,논현동
470,지에스칼텍스(주)역삼주유소,서울특별시 강남구 역삼동 726-13번지 ,서울특별시 강남구 논현로 426 (역삼동),37.5012103,127.0246572,역삼동
471,SK네트웍스(주)진달래주유소,서울특별시 강남구 도곡동 543-2번지 SK 진달래주유소 ,서울특별시 강남구 도곡로 208 (도곡동),37.4884422,127.0262692,도곡동
472,SK네트웍스(주)오천주유소,서울특별시 강남구 삼성동 71-9번지 ,서울특별시 강남구 봉은사로 503 (삼성동),37.5134585,127.0515973,삼성동
473,일원주유소,서울특별시 강남구 일원동 645-13번지 ,서울특별시 강남구 양재대로55길 3 (일원동),37.4910205,127.0856173,일원동
474,대성석유(주) 동호주유소,서울특별시 강남구 삼성동 97-1번지 ,서울특별시 강남구 봉은사로113길 51 (삼성동),37.5184855,127.0624717,삼성동
475,(주)새서울 주유소,서울특별시 강남구 신사동 575-1번지 ,서울특별시 강남구 압구정로 154 (신사동),37.5257812,127.0243279,신사동
476,동일석유(주)직영 남부주유소,서울특별시 강남구 개포동 167-9번지 ,서울특별시 강남구 선릉로 34 (개포동),37.4794559,127.0635384,개포동
477,현대오일뱅크(주)직영 한양주유소,서울특별시 강남구 신사동 638번지 ,서울특별시 강남구 압구정로 302 (신사동),37.5287714,127.0319576,신사동
478,삼성로주유소,서울특별시 강남구 역삼동 679번지 ,서울특별시 강남구 삼성로 563 (삼성동),37.5079601,127.0520252,역삼동
479,오일프러스주유소,서울특별시 강남구 도곡동 910-2번지 ,서울특별시 강남구 남부순환로 2651 (도곡동),37.4884422,127.0262692,도곡동
480,(주)동하석유힐탑주유소,서울특별시 강남구 논현동 221-15번지 ,서울특별시 강남구 논현로 640 (논현동),37.5122452,127.0315545,논현동
481,자곡셀프주유소,서울특별시 강남구 자곡동 210번지 ,서울특별시 강남구 밤고개로 120 (자곡동),37.4835321,127.1017915,자곡동
482,(주)정원이디에쓰 산성셀프주유소,서울특별시 강남구 세곡동 20-8번지 ,서울특별시 강남구 헌릉로 730 (세곡동),37.4664775,127.1168504,세곡동
484,삼영주유소,서울특별시 동대문구 장안동 387-1번지 ,서울특별시 동대문구 답십리로 258 (장안동),37.5722468,127.0666313,장안동
485,열린주유소,서울특별시 동대문구 휘경동 43-79번지 85 ,서울특별시 동대문구 한천로 263 (휘경동),37.5821607,127.0669324,휘경동
486,(주)재건에너지 재정제2주유소,서울특별시 동대문구 전농동 295-12번지 ,,37.575785,127.053447,전농동
487,삼미상사(주) 장안킹셀프주유소,서울특별시 동대문구 장안동 164-2번지 ,서울특별시 동대문구 한천로 100 (장안동),37.5789822,127.0674452,장안동
488,한영주유소,서울특별시 동대문구 휘경동 317-87번지 한영오일뱅크 ,서울특별시 동대문구 망우로 38 한영오일뱅크 (휘경동),37.5883669,127.0551614,휘경동
489,신성주유소,서울특별시 동대문구 장안동 430-8번지 ,,37.5641414,127.0638186,장안동
490,배봉로주유소,서울특별시 동대문구 전농동 581-24번지 67 ,,37.580007,127.0488673,전농동
491,(주)에프알앤디 답십리주유소,서울특별시 동대문구 답십리동 3-39번지 ,서울특별시 동대문구 답십리로 223 (답십리동),37.5729331,127.062827,답십리동
492,웰컴주유소,서울특별시 동대문구 이문동 97-7번지 15 ,서울특별시 동대문구 한천로 414 (이문동),37.5928021,127.0569495,이문동
493,재원에너지(주) 용일주유소,서울특별시 동대문구 용두동 729-2번지 ,,37.5813821,127.0258926,용두동
494,능주주유소,서울특별시 동대문구 신설동 92-67번지 ,서울특별시 동대문구 청계천로 431 (신설동),37.5715966,127.023021,신설동
495,동일석유(주) 강남주유소,서울특별시 동대문구 전농동 295-478번지 ,서울특별시 동대문구 사가정로 103 (전농동),37.5769955,127.0542842,전농동
496,오동나무주유소,서울특별시 동대문구 답십리동 2-51번지 ,서울특별시 동대문구 한천로 81 (답십리동),37.5700808,127.0590183,답십리동
497,대성산업(주) 동마장주유소,서울특별시 동대문구 용두동 40-9번지 ,서울특별시 동대문구 고산자로 405 (용두동),37.5757034,127.0354228,용두동
498,풍한주유소,서울특별시 동대문구 제기동 136-237번지 ,서울특별시 동대문구 안암로 168 (제기동),37.5891723,127.0337898,제기동
499,재정주유소,서울특별시 동대문구 전농동 26-5번지 ,서울특별시 동대문구 전농로 121 (전농동),37.5756532,127.0552238,전농동
500,(주)홍릉주유소,서울특별시 동대문구 청량리동 205-86번지 ,서울특별시 동대문구 홍릉로 87 (청량리동),37.5880321,127.0403797,청량리동
501,대성산업(주) 청량리주유소,서울특별시 동대문구 청량리동 18-46번지 ,서울특별시 동대문구 왕산로 289 (청량리동),37.5813765,127.0428686,청량리동
502,(주) 파랑에너지,서울특별시 동대문구 휘경동 34-10번지 ,서울특별시 동대문구 망우로 126 (휘경동),37.591192,127.0648995,휘경동
503,경동주유소,서울특별시 동대문구 이문동 255-119번지 ,서울특별시 동대문구 이문로 191 (이문동),37.6036095,127.0595971,이문동
504,SK네트웍스(주) 스피드주유소,서울특별시 동대문구 장안동 466-8번지 ,서울특별시 동대문구 천호대로 453 (장안동),37.563198,127.0674661,장안동
505,(주)안국에너지 삼원주유소,서울특별시 동대문구 휘경동 275-6번지 ,서울특별시 동대문구 망우로 90 (휘경동),37.5901174,127.0609679,휘경동
506,(주) 블루에너지,서울특별시 영등포구 대림동 667-13번지 ,서울특별시 영등포구 가마산로 367 (대림동),37.5015666,126.8966021,대림동
507,신일주유소,서울특별시 중랑구 망우동 523-4번지 ,서울특별시 중랑구 상봉로 58 (망우동),37.5909065,127.0916453,망우동
508,방이주유소,서울특별시 송파구 방이동 132-1번지 ,서울특별시 송파구 위례성대로12길 38 (방이동),37.5106482,127.118544,방이동
509,선우상사 삼전주유소,서울특별시 송파구 삼전동 7-8번지 ,서울특별시 송파구 백제고분로 199 (삼전동),37.5032206,127.089039,삼전동
510,잠실주유소,서울특별시 송파구 송파동 19-1번지 ,서울특별시 송파구 송파대로 442 (송파동),37.5032193,127.073718,송파동
511,우리주유소,서울특별시 송파구 가락동 137-9번지 ,서울특별시 송파구 동남로 153 (가락동),37.4924385,127.1251874,가락동
512,상아주유소,서울특별시 송파구 마천동 49-11번지 12호 ,서울특별시 송파구 거마로 82 (마천동),37.4999947,127.1456762,마천동
513,남성대주유소,서울특별시 송파구 장지동 645-13번지 ,서울특별시 송파구 송파대로 52 (장지동),37.4780777,127.1308584,장지동
514,완불주유소,서울특별시 송파구 장지동 608-5번지 ,서울특별시 송파구 송파대로 3 (장지동),37.4793597,127.1236063,장지동
515,진양주유소,서울특별시 송파구 풍납동 401-6번지 ,서울특별시 송파구 올림픽로 499 (풍납동),37.5336366,127.1184076,풍납동
516,한강에너지(주)퍼스트주유소,서울특별시 송파구 석촌동 217-17번지 ,서울특별시 송파구 삼학사로 22 (석촌동),37.4992615,127.094879,석촌동
517,SK네트웍스(주) 송파주유소,서울특별시 송파구 거여동 26-1번지 ,서울특별시 송파구 거마로 5 (거여동),37.4943938,127.141752,거여동
518,SK네트웍스(주) 올림픽주유소,서울특별시 송파구 오금동 4-1번지 ,서울특별시 송파구 위례성대로 188 (오금동),37.5096342,127.1297074,오금동
519,(주)지에스이앤알송파제일주유소,서울특별시 송파구 석촌동 210-16번지 ,서울특별시 송파구 삼학사로 50 (석촌동),37.5016389,127.0950528,석촌동
520,(주)삼정석유 삼정주유소,서울특별시 송파구 삼전동 72-2번지 ,서울특별시 송파구 백제고분로 252 (삼전동),37.5016385,127.0884867,삼전동
521,송파주유소,서울특별시 송파구 송파동 174-16번지 ,서울특별시 송파구 송이로 28 (송파동),37.503647,127.112988,송파동
522,가락로주유소,서울특별시 송파구 석촌동 239-8번지 ,서울특별시 송파구 가락로 47 (석촌동),37.50521,127.0976757,석촌동
523,SK네트웍스(주) 서원주유소,서울특별시 송파구 가락동 146-6번지 ,서울특별시 송파구 중대로 154 (가락동),37.4957644,127.1225217,가락동
524,백제고분로주유소,서울특별시 송파구 방이동 109-6번지 ,서울특별시 송파구 오금로 143 (방이동),37.5121952,127.1146584,방이동
525,(주)뉴명성산업 남성주유소,서울특별시 송파구 방이동 149-3번지 ,서울특별시 송파구 백제고분로 474 (방이동),37.5125561,127.111841,방이동
526,송파알찬주유소,서울특별시 송파구 삼전동 9-8번지 ,서울특별시 송파구 백제고분로 229 (삼전동),37.5068281,127.0916435,삼전동
527,(주)삼표에너지훼미리주유소,서울특별시 송파구 문정동 150-21번지 ,서울특별시 송파구 중대로 58 (문정동),37.4911956,127.1131484,문정동
528,(주)유진주유소,서울특별시 송파구 오금동 121-1번지 ,서울특별시 송파구 동남로 325 (오금동),37.5057354,127.1288579,오금동
529,(주)삼표에너지 아시아주유소,서울특별시 송파구 잠실동 305-11번지 ,서울특별시 송파구 도곡로 438 (잠실동),37.5045724,127.0751917,잠실동
530,대성석유(주)석촌주유소,서울특별시 송파구 석촌동 14-12번지 ,서울특별시 송파구 백제고분로 289 (석촌동),37.5036678,127.1055739,석촌동
531,인광주유소,서울특별시 송파구 석촌동 295번지 ,서울특별시 송파구 송파대로 397 (석촌동),37.5029328,127.095041,석촌동
532,서울주유소,서울특별시 송파구 가락동 180-4번지 ,서울특별시 송파구 문정로 153 (가락동),37.4931962,127.1341214,가락동
533,대성주유소,서울특별시 송파구 마천동 31번지 ,서울특별시 송파구 마천로 230 (마천동),37.498913,127.1557901,마천동
534,삼화셀프주유소,서울특별시 송파구 잠실동 222-31번지 ,서울특별시 송파구 백제고분로 125 (잠실동),37.5163521,127.0980156,잠실동
535,제트라인DM주유소,서울특별시 송파구 가락동 36-7번지 ,서울특별시 송파구 중대로 183 (가락동),37.498494,127.1231673,가락동
536,정직한주유소,서울특별시 송파구 거여동 19-4번지 ,서울특별시 송파구 오금로 455 (거여동),37.4960118,127.1450203,거여동
537,가든파이브주유소,서울특별시 송파구 장지동 875-1번지 ,서울특별시 송파구 탄천동로 740 (장지동),37.4844984,127.0783069,장지동
538,가든5주유소,서울특별시 송파구 장지동 245-21번지 외11필지 ,,37.4749611,127.1228305,장지동
