,자치구,동,합계_사업체수,store_총_개소,백화점_개소,백화점_건물연면적,복합쇼핑몰_개소,복합쇼핑몰_건물연면적,전문점_개소,전문점_건물연면적,총_수급자_가구,수입차합계,수입화물차,수입특수차
273,구로구,구로2동,7816,5.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,12047.0,157.0,38.0
274,구로구,개봉1동,1704,,,,,,,,685.0,12047.0,157.0,38.0
275,금천구,가산동,14339,5.0,0.0,0.0,1.0,98995.0,0.0,0.0,413.0,6760.0,81.0,6.0
276,금천구,독산1동,4085,5.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,6760.0,81.0,6.0
277,금천구,독산2동,1194,,,,,,,,720.0,6760.0,81.0,6.0
278,금천구,독산3동,2174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,6760.0,81.0,6.0
279,금천구,독산4동,1018,,,,,,,,521.0,6760.0,81.0,6.0
280,금천구,시흥1동,3023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,6760.0,81.0,6.0
281,금천구,시흥2동,577,,,,,,,,804.0,6760.0,81.0,6.0
282,금천구,시흥3동,3325,3.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,6760.0,81.0,6.0
283,금천구,시흥4동,855,,,,,,,,660.0,6760.0,81.0,6.0
284,금천구,시흥5동,1160,,,,,,,,893.0,6760.0,81.0,6.0
285,영등포구,여의동,8082,2.0,0.0,0.0,1.0,84288.0,0.0,0.0,52.0,23283.0,248.0,146.0
286,영등포구,당산1동,3153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,23283.0,248.0,146.0
287,영등포구,당산2동,2245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,23283.0,248.0,146.0
288,영등포구,양평1동,3114,4.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,23283.0,248.0,146.0
289,영등포구,양평2동,2102,,,,,,,,140.0,23283.0,248.0,146.0
290,영등포구,신길1동,1157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,23283.0,248.0,146.0
291,영등포구,신길3동,1555,3.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,23283.0,248.0,146.0
292,영등포구,신길4동,484,,,,,,,,363.0,23283.0,248.0,146.0
293,영등포구,신길5동,604,,,,,,,,312.0,23283.0,248.0,146.0
294,영등포구,신길6동,1282,,,,,,,,278.0,23283.0,248.0,146.0
295,영등포구,신길7동,594,,,,,,,,114.0,23283.0,248.0,146.0
296,영등포구,대림1동,1094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,23283.0,248.0,146.0
297,영등포구,대림2동,1415,,,,,,,,292.0,23283.0,248.0,146.0
298,영등포구,대림3동,2140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,23283.0,248.0,146.0
299,영등포구,영등포본동,1482,1.0,1.0,128171.0,0.0,0.0,0.0,0.0,574.0,23283.0,248.0,146.0
300,영등포구,영등포동,6320,8.0,1.0,18578.0,0.0,0.0,0.0,0.0,1239.0,23283.0,248.0,146.0
301,영등포구,도림동,1052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,23283.0,248.0,146.0
302,영등포구,문래동,5288,4.0,0.0,0.0,0.0,0.0,2.0,113125.0,213.0,23283.0,248.0,146.0
303,동작구,노량진2동,1634,,,,,,,,552.0,14276.0,58.0,7.0
304,동작구,상도1동,1697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,14276.0,58.0,7.0
305,동작구,상도2동,1344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,14276.0,58.0,7.0
306,동작구,상도3동,1017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,14276.0,58.0,7.0
307,동작구,상도4동,934,,,,,,,,639.0,14276.0,58.0,7.0
308,동작구,사당1동,1856,,,,,,,,350.0,14276.0,58.0,7.0
309,동작구,사당3동,959,,,,,,,,225.0,14276.0,58.0,7.0
310,동작구,사당4동,664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,14276.0,58.0,7.0
311,동작구,사당5동,508,,,,,,,,195.0,14276.0,58.0,7.0
312,동작구,대방동,1734,,,,,,,,798.0,14276.0,58.0,7.0
313,동작구,신대방1동,1052,,,,,,,,245.0,14276.0,58.0,7.0
314,동작구,신대방2동,1238,,,,,,,,293.0,14276.0,58.0,7.0
315,동작구,흑석동,1514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,14276.0,58.0,7.0
316,동작구,노량진1동,2148,,,,,,,,535.0,14276.0,58.0,7.0
317,동작구,사당2동,1667,1.0,1.0,15248.0,0.0,0.0,0.0,0.0,302.0,14276.0,58.0,7.0
318,관악구,보라매동,1407,1.0,1.0,91647.0,0.0,0.0,0.0,0.0,522.0,11000.0,91.0,14.0
319,관악구,청림동,446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,11000.0,91.0,14.0
320,관악구,행운동,1480,1.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,11000.0,91.0,14.0
321,관악구,낙성대동,1323,,,,,,,,206.0,11000.0,91.0,14.0
322,관악구,중앙동,1028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,11000.0,91.0,14.0
323,관악구,인헌동,1025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,11000.0,91.0,14.0
324,관악구,남현동,846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,11000.0,91.0,14.0
325,관악구,서원동,1312,1.0,0.0,0.0,1.0,37758.0,0.0,0.0,398.0,11000.0,91.0,14.0
326,관악구,신원동,847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,11000.0,91.0,14.0
327,관악구,서림동,1311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,11000.0,91.0,14.0
328,관악구,신사동,1384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,11000.0,91.0,14.0
329,관악구,신림동,1659,1.0,0.0,0.0,1.0,22986.0,0.0,0.0,354.0,11000.0,91.0,14.0
330,관악구,난향동,426,,,,,,,,324.0,11000.0,91.0,14.0
331,관악구,조원동,2215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,11000.0,91.0,14.0
332,관악구,대학동,1669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,11000.0,91.0,14.0
333,관악구,은천동,1640,2.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,11000.0,91.0,14.0
334,관악구,성현동,877,,,,,,,,884.0,11000.0,91.0,14.0
335,관악구,청룡동,1856,2.0,0.0,0.0,1.0,26450.0,0.0,0.0,417.0,11000.0,91.0,14.0
336,관악구,난곡동,973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,11000.0,91.0,14.0
337,관악구,삼성동,1052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,11000.0,91.0,14.0
338,관악구,미성동,1598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,11000.0,91.0,14.0
339,서초구,서초1동,3612,2.0,0.0,0.0,0.0,0.0,1.0,107508.0,184.0,55436.0,274.0,59.0
340,서초구,서초2동,4356,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55436.0,274.0,59.0
341,서초구,서초3동,7525,,,,,,,,177.0,55436.0,274.0,59.0
342,서초구,서초4동,2869,4.0,0.0,0.0,0.0,0.0,1.0,92717.0,24.0,55436.0,274.0,59.0
343,서초구,잠원동,2137,3.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,55436.0,274.0,59.0
344,서초구,반포본동,682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,55436.0,274.0,59.0
345,서초구,반포1동,1508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,55436.0,274.0,59.0
346,서초구,반포2동,455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55436.0,274.0,59.0
347,서초구,반포3동,969,3.0,1.0,18952.0,0.0,0.0,1.0,30959.0,17.0,55436.0,274.0,59.0
348,서초구,반포4동,3586,2.0,1.0,266756.0,0.0,0.0,0.0,0.0,46.0,55436.0,274.0,59.0
349,서초구,방배본동,1583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,55436.0,274.0,59.0
350,서초구,방배1동,1805,,,,,,,,173.0,55436.0,274.0,59.0
351,서초구,방배2동,1977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,55436.0,274.0,59.0
352,서초구,방배3동,1196,,,,,,,,212.0,55436.0,274.0,59.0
353,서초구,방배4동,2396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,55436.0,274.0,59.0
354,서초구,양재1동,3599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,55436.0,274.0,59.0
355,서초구,양재2동,5271,3.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,55436.0,274.0,59.0
356,서초구,내곡동,681,,,,,,,,333.0,55436.0,274.0,59.0
357,강남구,신사동,4365,2.0,1.0,58763.0,0.0,0.0,0.0,0.0,83.0,76475.0,223.0,64.0
358,강남구,논현1동,5578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,76475.0,223.0,64.0
359,강남구,논현2동,5542,2.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,76475.0,223.0,64.0
360,강남구,삼성1동,4169,5.0,1.0,99964.0,1.0,701880.0,0.0,0.0,66.0,76475.0,223.0,64.0
361,강남구,삼성2동,3740,1.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,76475.0,223.0,64.0
362,강남구,대치1동,1133,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,76475.0,223.0,64.0
363,강남구,대치4동,3699,1.0,1.0,63156.0,0.0,0.0,0.0,0.0,209.0,76475.0,223.0,64.0
364,강남구,역삼1동,15590,2.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,76475.0,223.0,64.0
365,강남구,역삼2동,3480,2.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,76475.0,223.0,64.0
366,강남구,도곡1동,1688,,,,,,,,73.0,76475.0,223.0,64.0
367,강남구,도곡2동,1858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,76475.0,223.0,64.0
368,강남구,개포1동,467,,,,,,,,128.0,76475.0,223.0,64.0
369,강남구,개포4동,2182,,,,,,,,330.0,76475.0,223.0,64.0
370,강남구,일원본동,448,,,,,,,,29.0,76475.0,223.0,64.0
371,강남구,일원1동,2162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,76475.0,223.0,64.0
372,강남구,일원2동,646,2.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,76475.0,223.0,64.0
373,강남구,수서동,1527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,76475.0,223.0,64.0
374,강남구,세곡동,1025,,,,,,,,931.0,76475.0,223.0,64.0
375,강남구,압구정동,4131,4.0,2.0,42496.0,0.0,0.0,0.0,0.0,62.0,76475.0,223.0,64.0
376,강남구,청담동,4432,3.0,1.0,54466.0,0.0,0.0,0.0,0.0,118.0,76475.0,223.0,64.0
377,강남구,대치2동,3965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,76475.0,223.0,64.0
378,강남구,개포2동,684,,,,,,,,71.0,76475.0,223.0,64.0
379,송파구,풍납1동,752,,,,,,,,355.0,43447.0,237.0,13.0
380,송파구,풍납2동,1168,,,,,,,,284.0,43447.0,237.0,13.0
381,송파구,거여1동,839,,,,,,,,304.0,43447.0,237.0,13.0
382,송파구,거여2동,905,,,,,,,,362.0,43447.0,237.0,13.0
383,송파구,마천1동,960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,43447.0,237.0,13.0
384,송파구,마천2동,1352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,43447.0,237.0,13.0
385,송파구,방이1동,1382,,,,,,,,124.0,43447.0,237.0,13.0
386,송파구,방이2동,2940,,,,,,,,339.0,43447.0,237.0,13.0
387,송파구,오륜동,522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,43447.0,237.0,13.0
388,송파구,오금동,2378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,43447.0,237.0,13.0
389,송파구,송파1동,2535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,43447.0,237.0,13.0
390,송파구,송파2동,893,,,,,,,,166.0,43447.0,237.0,13.0
391,송파구,석촌동,2570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,43447.0,237.0,13.0
392,송파구,삼전동,2080,,,,,,,,536.0,43447.0,237.0,13.0
393,송파구,가락본동,3587,,,,,,,,258.0,43447.0,237.0,13.0
394,송파구,가락1동,2800,,,,,,,,2.0,43447.0,237.0,13.0
395,송파구,가락2동,1869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,43447.0,237.0,13.0
396,송파구,문정1동,1370,,,,,,,,173.0,43447.0,237.0,13.0
397,송파구,문정2동,5153,4.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,43447.0,237.0,13.0
398,송파구,장지동,1388,,,,,,,,658.0,43447.0,237.0,13.0
399,송파구,위례동,533,,,,,,,,183.0,43447.0,237.0,13.0
400,송파구,잠실본동,3037,,,,,,,,445.0,43447.0,237.0,13.0
401,송파구,잠실4동,495,,,,,,,,30.0,43447.0,237.0,13.0
402,송파구,잠실6동,2620,6.0,1.0,807686.0,0.0,0.0,1.0,807686.0,21.0,43447.0,237.0,13.0
403,송파구,잠실7동,202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,43447.0,237.0,13.0
404,송파구,잠실2동,757,,,,,,,,14.0,43447.0,237.0,13.0
405,송파구,잠실3동,1589,5.0,1.0,564143.0,0.0,0.0,1.0,583467.0,23.0,43447.0,237.0,13.0
406,강동구,강일동,955,,,,,,,,543.0,15236.0,135.0,15.0
407,강동구,상일동,976,,,,,,,,175.0,15236.0,135.0,15.0
408,강동구,명일1동,1665,,,,,,,,168.0,15236.0,135.0,15.0
409,강동구,명일2동,1134,2.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,15236.0,135.0,15.0
410,강동구,고덕1동,714,,,,,,,,177.0,15236.0,135.0,15.0
411,강동구,고덕2동,1666,,,,,,,,319.0,15236.0,135.0,15.0
412,강동구,암사2동,864,,,,,,,,95.0,15236.0,135.0,15.0
413,강동구,암사3동,614,,,,,,,,56.0,15236.0,135.0,15.0
414,강동구,천호1동,1575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,15236.0,135.0,15.0
415,강동구,천호3동,1859,2.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,15236.0,135.0,15.0
416,강동구,성내1동,2102,,,,,,,,150.0,15236.0,135.0,15.0
417,강동구,성내2동,1952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,15236.0,135.0,15.0
418,강동구,성내3동,2427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,15236.0,135.0,15.0
419,강동구,둔촌1동,102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,15236.0,135.0,15.0
420,강동구,둔촌2동,1627,,,,,,,,281.0,15236.0,135.0,15.0
421,강동구,암사1동,1936,,,,,,,,931.0,15236.0,135.0,15.0
422,강동구,천호2동,3730,6.0,1.0,74203.0,0.0,0.0,0.0,0.0,1009.0,15236.0,135.0,15.0
423,강동구,길동,4054,2.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,15236.0,135.0,15.0
