,일자,지점번호,방향,시간,교통량,null
4588,20190501,C-15,유입,0,,0
4619,20190501,C-15,유출,0,2761.0,0
12958,20190501,C-15,유입,1,,0
12989,20190501,C-15,유출,1,2449.0,0
21328,20190501,C-15,유입,2,,0
21359,20190501,C-15,유출,2,1900.0,0
29698,20190501,C-15,유입,3,,0
29729,20190501,C-15,유출,3,1532.0,0
38068,20190501,C-15,유입,4,,0
38099,20190501,C-15,유출,4,1516.0,0
46438,20190501,C-15,유입,5,,0
46469,20190501,C-15,유출,5,2304.0,0
54808,20190501,C-15,유입,6,,0
54839,20190501,C-15,유출,6,2901.0,0
63178,20190501,C-15,유입,7,,0
63209,20190501,C-15,유출,7,3080.0,0
71548,20190501,C-15,유입,8,,0
71579,20190501,C-15,유출,8,3258.0,0
79918,20190501,C-15,유입,9,,0
79949,20190501,C-15,유출,9,3794.0,0
88288,20190501,C-15,유입,10,,0
88319,20190501,C-15,유출,10,3803.0,0
96658,20190501,C-15,유입,11,,0
96689,20190501,C-15,유출,11,3819.0,0
105028,20190501,C-15,유입,12,,0
105059,20190501,C-15,유출,12,3621.0,0
113398,20190501,C-15,유입,13,,0
113429,20190501,C-15,유출,13,3614.0,0
121768,20190501,C-15,유입,14,,0
121799,20190501,C-15,유출,14,3570.0,0
130138,20190501,C-15,유입,15,,0
130169,20190501,C-15,유출,15,3542.0,0
138508,20190501,C-15,유입,16,,0
138539,20190501,C-15,유출,16,3523.0,0
146878,20190501,C-15,유입,17,,0
146909,20190501,C-15,유출,17,3545.0,0
155248,20190501,C-15,유입,18,,0
155279,20190501,C-15,유출,18,3191.0,0
163618,20190501,C-15,유입,19,,0
163649,20190501,C-15,유출,19,3054.0,0
171988,20190501,C-15,유입,20,,0
172019,20190501,C-15,유출,20,3073.0,0
180358,20190501,C-15,유입,21,,0
180389,20190501,C-15,유출,21,3099.0,0
188728,20190501,C-15,유입,22,,0
188759,20190501,C-15,유출,22,2811.0,0
197098,20190501,C-15,유입,23,,0
197129,20190501,C-15,유출,23,2408.0,0
4589,20190502,C-15,유입,0,,0
4620,20190502,C-15,유출,0,1817.0,0
12959,20190502,C-15,유입,1,,0
12990,20190502,C-15,유출,1,1363.0,0
21329,20190502,C-15,유입,2,,0
21360,20190502,C-15,유출,2,1034.0,0
29699,20190502,C-15,유입,3,,0
29730,20190502,C-15,유출,3,993.0,0
38069,20190502,C-15,유입,4,,0
38100,20190502,C-15,유출,4,1568.0,0
46439,20190502,C-15,유입,5,,0
46470,20190502,C-15,유출,5,2881.0,0
54809,20190502,C-15,유입,6,,0
54840,20190502,C-15,유출,6,4011.0,0
63179,20190502,C-15,유입,7,,0
63210,20190502,C-15,유출,7,4791.0,0
71549,20190502,C-15,유입,8,,0
71580,20190502,C-15,유출,8,4540.0,0
79919,20190502,C-15,유입,9,,0
79950,20190502,C-15,유출,9,4370.0,0
88289,20190502,C-15,유입,10,,0
88320,20190502,C-15,유출,10,4173.0,0
96659,20190502,C-15,유입,11,,0
96690,20190502,C-15,유출,11,3875.0,0
105029,20190502,C-15,유입,12,,0
105060,20190502,C-15,유출,12,3520.0,0
113399,20190502,C-15,유입,13,,0
113430,20190502,C-15,유출,13,3693.0,0
121769,20190502,C-15,유입,14,,0
121800,20190502,C-15,유출,14,3616.0,0
130139,20190502,C-15,유입,15,,0
130170,20190502,C-15,유출,15,3308.0,0
138509,20190502,C-15,유입,16,,0
138540,20190502,C-15,유출,16,4398.0,0
146879,20190502,C-15,유입,17,,0
146910,20190502,C-15,유출,17,4476.0,0
155249,20190502,C-15,유입,18,,0
155280,20190502,C-15,유출,18,3751.0,0
163619,20190502,C-15,유입,19,,0
163650,20190502,C-15,유출,19,3078.0,0
171989,20190502,C-15,유입,20,,0
172020,20190502,C-15,유출,20,3122.0,0
180359,20190502,C-15,유입,21,,0
180390,20190502,C-15,유출,21,3224.0,0
188729,20190502,C-15,유입,22,,0
188760,20190502,C-15,유출,22,3153.0,0
197099,20190502,C-15,유입,23,,0
197130,20190502,C-15,유출,23,2916.0,0
4590,20190503,C-15,유입,0,,0
4621,20190503,C-15,유출,0,2658.0,0
12960,20190503,C-15,유입,1,,0
12991,20190503,C-15,유출,1,1908.0,0
21330,20190503,C-15,유입,2,,0
21361,20190503,C-15,유출,2,1447.0,0
29700,20190503,C-15,유입,3,,0
29731,20190503,C-15,유출,3,1187.0,0
38070,20190503,C-15,유입,4,,0
38101,20190503,C-15,유출,4,1496.0,0
46440,20190503,C-15,유입,5,,0
46471,20190503,C-15,유출,5,2801.0,0
54810,20190503,C-15,유입,6,,0
54841,20190503,C-15,유출,6,3884.0,0
63180,20190503,C-15,유입,7,,0
63211,20190503,C-15,유출,7,4695.0,0
71550,20190503,C-15,유입,8,,0
71581,20190503,C-15,유출,8,4532.0,0
79920,20190503,C-15,유입,9,,0
79951,20190503,C-15,유출,9,4240.0,0
88290,20190503,C-15,유입,10,,0
88321,20190503,C-15,유출,10,4134.0,0
96660,20190503,C-15,유입,11,,0
96691,20190503,C-15,유출,11,3721.0,0
105030,20190503,C-15,유입,12,,0
105061,20190503,C-15,유출,12,3733.0,0
113400,20190503,C-15,유입,13,,0
113431,20190503,C-15,유출,13,3831.0,0
121770,20190503,C-15,유입,14,,0
121801,20190503,C-15,유출,14,3894.0,0
130140,20190503,C-15,유입,15,,0
