,일자,지점번호,방향,시간,교통량,null
434,20190501,A-08,유입,0,761.0,0
465,20190501,A-08,유출,0,948.0,0
8804,20190501,A-08,유입,1,623.0,0
8835,20190501,A-08,유출,1,762.0,0
17174,20190501,A-08,유입,2,552.0,0
17205,20190501,A-08,유출,2,732.0,0
25544,20190501,A-08,유입,3,463.0,0
25575,20190501,A-08,유출,3,784.0,0
33914,20190501,A-08,유입,4,476.0,0
33945,20190501,A-08,유출,4,660.0,0
42284,20190501,A-08,유입,5,643.0,0
42315,20190501,A-08,유출,5,722.0,0
50654,20190501,A-08,유입,6,920.0,0
50685,20190501,A-08,유출,6,787.0,0
59024,20190501,A-08,유입,7,1099.0,0
59055,20190501,A-08,유출,7,980.0,0
67394,20190501,A-08,유입,8,1249.0,0
67425,20190501,A-08,유출,8,1120.0,0
75764,20190501,A-08,유입,9,1235.0,0
75795,20190501,A-08,유출,9,1254.0,0
84134,20190501,A-08,유입,10,1267.0,0
84165,20190501,A-08,유출,10,1268.0,0
92504,20190501,A-08,유입,11,1281.0,0
92535,20190501,A-08,유출,11,1298.0,0
100874,20190501,A-08,유입,12,1260.0,0
100905,20190501,A-08,유출,12,1347.0,0
109244,20190501,A-08,유입,13,1218.0,0
109275,20190501,A-08,유출,13,1281.0,0
117614,20190501,A-08,유입,14,1174.0,0
117645,20190501,A-08,유출,14,1396.0,0
125984,20190501,A-08,유입,15,1128.0,0
126015,20190501,A-08,유출,15,1463.0,0
134354,20190501,A-08,유입,16,1051.0,0
134385,20190501,A-08,유출,16,1551.0,0
142724,20190501,A-08,유입,17,1058.0,0
142755,20190501,A-08,유출,17,1603.0,0
151094,20190501,A-08,유입,18,1007.0,0
151125,20190501,A-08,유출,18,1439.0,0
159464,20190501,A-08,유입,19,940.0,0
159495,20190501,A-08,유출,19,1244.0,0
167834,20190501,A-08,유입,20,881.0,0
167865,20190501,A-08,유출,20,1367.0,0
176204,20190501,A-08,유입,21,871.0,0
176235,20190501,A-08,유출,21,1112.0,0
184574,20190501,A-08,유입,22,801.0,0
184605,20190501,A-08,유출,22,1101.0,0
192944,20190501,A-08,유입,23,709.0,0
192975,20190501,A-08,유출,23,863.0,0
435,20190502,A-08,유입,0,548.0,0
466,20190502,A-08,유출,0,757.0,0
8805,20190502,A-08,유입,1,429.0,0
8836,20190502,A-08,유출,1,633.0,0
17175,20190502,A-08,유입,2,368.0,0
17206,20190502,A-08,유출,2,504.0,0
25545,20190502,A-08,유입,3,302.0,0
25576,20190502,A-08,유출,3,481.0,0
33915,20190502,A-08,유입,4,443.0,0
33946,20190502,A-08,유출,4,511.0,0
42285,20190502,A-08,유입,5,797.0,0
42316,20190502,A-08,유출,5,665.0,0
50655,20190502,A-08,유입,6,1254.0,0
50686,20190502,A-08,유출,6,811.0,0
59025,20190502,A-08,유입,7,1423.0,0
59056,20190502,A-08,유출,7,1051.0,0
67395,20190502,A-08,유입,8,1370.0,0
67426,20190502,A-08,유출,8,1204.0,0
75765,20190502,A-08,유입,9,1368.0,0
75796,20190502,A-08,유출,9,1258.0,0
84135,20190502,A-08,유입,10,1202.0,0
84166,20190502,A-08,유출,10,1328.0,0
92505,20190502,A-08,유입,11,1250.0,0
92536,20190502,A-08,유출,11,1476.0,0
100875,20190502,A-08,유입,12,1244.0,0
100906,20190502,A-08,유출,12,1559.0,0
109245,20190502,A-08,유입,13,1197.0,0
109276,20190502,A-08,유출,13,1491.0,0
117615,20190502,A-08,유입,14,1224.0,0
117646,20190502,A-08,유출,14,1539.0,0
125985,20190502,A-08,유입,15,1241.0,0
126016,20190502,A-08,유출,15,1489.0,0
134355,20190502,A-08,유입,16,1151.0,0
134386,20190502,A-08,유출,16,1453.0,0
142725,20190502,A-08,유입,17,1106.0,0
142756,20190502,A-08,유출,17,1661.0,0
151095,20190502,A-08,유입,18,1114.0,0
151126,20190502,A-08,유출,18,1581.0,0
159465,20190502,A-08,유입,19,1034.0,0
159496,20190502,A-08,유출,19,1649.0,0
167835,20190502,A-08,유입,20,1104.0,0
167866,20190502,A-08,유출,20,1549.0,0
176205,20190502,A-08,유입,21,1028.0,0
176236,20190502,A-08,유출,21,1430.0,0
184575,20190502,A-08,유입,22,939.0,0
184606,20190502,A-08,유출,22,1349.0,0
192945,20190502,A-08,유입,23,877.0,0
192976,20190502,A-08,유출,23,1103.0,0
436,20190503,A-08,유입,0,730.0,0
467,20190503,A-08,유출,0,962.0,0
8806,20190503,A-08,유입,1,676.0,0
8837,20190503,A-08,유출,1,855.0,0
17176,20190503,A-08,유입,2,476.0,0
17207,20190503,A-08,유출,2,704.0,0
25546,20190503,A-08,유입,3,381.0,0
25577,20190503,A-08,유출,3,641.0,0
33916,20190503,A-08,유입,4,490.0,0
33947,20190503,A-08,유출,4,598.0,0
42286,20190503,A-08,유입,5,796.0,0
42317,20190503,A-08,유출,5,700.0,0
50656,20190503,A-08,유입,6,1262.0,0
50687,20190503,A-08,유출,6,884.0,0
59026,20190503,A-08,유입,7,1383.0,0
59057,20190503,A-08,유출,7,1086.0,0
67396,20190503,A-08,유입,8,1348.0,0
67427,20190503,A-08,유출,8,1261.0,0
75766,20190503,A-08,유입,9,1298.0,0
75797,20190503,A-08,유출,9,1371.0,0
84136,20190503,A-08,유입,10,1199.0,0
84167,20190503,A-08,유출,10,1376.0,0
92506,20190503,A-08,유입,11,1165.0,0
92537,20190503,A-08,유출,11,1422.0,0
100876,20190503,A-08,유입,12,1251.0,0
100907,20190503,A-08,유출,12,1490.0,0
109246,20190503,A-08,유입,13,1185.0,0
109277,20190503,A-08,유출,13,1549.0,0
117616,20190503,A-08,유입,14,1195.0,0
117647,20190503,A-08,유출,14,1495.0,0
125986,20190503,A-08,유입,15,1228.0,0
126017,20190503,A-08,유출,15,1588.0,0
134356,20190503,A-08,유입,16,1115.0,0
134387,20190503,A-08,유출,16,1621.0,0
142726,20190503,A-08,유입,17,1156.0,0
142757,20190503,A-08,유출,17,1679.0,0
151096,20190503,A-08,유입,18,1116.0,0
151127,20190503,A-08,유출,18,1490.0,0
159466,20190503,A-08,유입,19,1112.0,0
159497,20190503,A-08,유출,19,1648.0,0
167836,20190503,A-08,유입,20,1065.0,0
167867,20190503,A-08,유출,20,1652.0,0
176206,20190503,A-08,유입,21,1125.0,0
176237,20190503,A-08,유출,21,1507.0,0
184576,20190503,A-08,유입,22,1009.0,0
184607,20190503,A-08,유출,22,1467.0,0
192946,20190503,A-08,유입,23,951.0,0
192977,20190503,A-08,유출,23,1267.0,0
437,20190504,A-08,유입,0,842.0,0
468,20190504,A-08,유출,0,1131.0,0
8807,20190504,A-08,유입,1,753.0,0
8838,20190504,A-08,유출,1,948.0,0
17177,20190504,A-08,유입,2,634.0,0
17208,20190504,A-08,유출,2,885.0,0
25547,20190504,A-08,유입,3,509.0,0
25578,20190504,A-08,유출,3,754.0,0
33917,20190504,A-08,유입,4,530.0,0
33948,20190504,A-08,유출,4,732.0,0
42287,20190504,A-08,유입,5,745.0,0
42318,20190504,A-08,유출,5,789.0,0
50657,20190504,A-08,유입,6,995.0,0
50688,20190504,A-08,유출,6,970.0,0
59027,20190504,A-08,유입,7,1148.0,0
59058,20190504,A-08,유출,7,1078.0,0
67397,20190504,A-08,유입,8,1236.0,0
67428,20190504,A-08,유출,8,1232.0,0
75767,20190504,A-08,유입,9,1323.0,0
75798,20190504,A-08,유출,9,1314.0,0
84137,20190504,A-08,유입,10,1139.0,0
84168,20190504,A-08,유출,10,1296.0,0
92507,20190504,A-08,유입,11,1169.0,0
92538,20190504,A-08,유출,11,1260.0,0
100877,20190504,A-08,유입,12,1134.0,0
100908,20190504,A-08,유출,12,1320.0,0
109247,20190504,A-08,유입,13,885.0,0
109278,20190504,A-08,유출,13,1078.0,0
117617,20190504,A-08,유입,14,899.0,0
117648,20190504,A-08,유출,14,1169.0,0
125987,20190504,A-08,유입,15,850.0,0
126018,20190504,A-08,유출,15,1153.0,0
134357,20190504,A-08,유입,16,779.0,0
134388,20190504,A-08,유출,16,1158.0,0
142727,20190504,A-08,유입,17,664.0,0
142758,20190504,A-08,유출,17,1222.0,0
151097,20190504,A-08,유입,18,756.0,0
151128,20190504,A-08,유출,18,1095.0,0
159467,20190504,A-08,유입,19,722.0,0
159498,20190504,A-08,유출,19,883.0,0
167837,20190504,A-08,유입,20,692.0,0
167868,20190504,A-08,유출,20,882.0,0
176207,20190504,A-08,유입,21,738.0,0
176238,20190504,A-08,유출,21,963.0,0
184577,20190504,A-08,유입,22,823.0,0
184608,20190504,A-08,유출,22,1107.0,0
192947,20190504,A-08,유입,23,722.0,0
192978,20190504,A-08,유출,23,833.0,0
438,20190505,A-08,유입,0,629.0,0
469,20190505,A-08,유출,0,790.0,0
8808,20190505,A-08,유입,1,545.0,0
8839,20190505,A-08,유출,1,720.0,0
17178,20190505,A-08,유입,2,424.0,0
17209,20190505,A-08,유출,2,616.0,0
25548,20190505,A-08,유입,3,336.0,0
25579,20190505,A-08,유출,3,554.0,0
33918,20190505,A-08,유입,4,335.0,0
33949,20190505,A-08,유출,4,421.0,0
42288,20190505,A-08,유입,5,476.0,0
42319,20190505,A-08,유출,5,468.0,0
50658,20190505,A-08,유입,6,664.0,0
50689,20190505,A-08,유출,6,589.0,0
59028,20190505,A-08,유입,7,712.0,0
59059,20190505,A-08,유출,7,641.0,0
67398,20190505,A-08,유입,8,930.0,0
67429,20190505,A-08,유출,8,804.0,0
75768,20190505,A-08,유입,9,1101.0,0
75799,20190505,A-08,유출,9,929.0,0
84138,20190505,A-08,유입,10,1194.0,0
84169,20190505,A-08,유출,10,1083.0,0
92508,20190505,A-08,유입,11,1230.0,0
92539,20190505,A-08,유출,11,1138.0,0
100878,20190505,A-08,유입,12,1193.0,0
100909,20190505,A-08,유출,12,1059.0,0
109248,20190505,A-08,유입,13,1220.0,0
109279,20190505,A-08,유출,13,1256.0,0
117618,20190505,A-08,유입,14,1107.0,0
117649,20190505,A-08,유출,14,1098.0,0
125988,20190505,A-08,유입,15,1057.0,0
126019,20190505,A-08,유출,15,1184.0,0
134358,20190505,A-08,유입,16,1013.0,0
134389,20190505,A-08,유출,16,1308.0,0
142728,20190505,A-08,유입,17,1083.0,0
142759,20190505,A-08,유출,17,1355.0,0
151098,20190505,A-08,유입,18,970.0,0
151129,20190505,A-08,유출,18,1369.0,0
159468,20190505,A-08,유입,19,951.0,0
159499,20190505,A-08,유출,19,1295.0,0
167838,20190505,A-08,유입,20,863.0,0
167869,20190505,A-08,유출,20,1306.0,0
176208,20190505,A-08,유입,21,937.0,0
176239,20190505,A-08,유출,21,1168.0,0
184578,20190505,A-08,유입,22,818.0,0
184609,20190505,A-08,유출,22,1105.0,0
192948,20190505,A-08,유입,23,659.0,0
192979,20190505,A-08,유출,23,892.0,0
439,20190506,A-08,유입,0,536.0,0
470,20190506,A-08,유출,0,810.0,0
8809,20190506,A-08,유입,1,430.0,0
8840,20190506,A-08,유출,1,616.0,0
17179,20190506,A-08,유입,2,441.0,0
17210,20190506,A-08,유출,2,577.0,0
25549,20190506,A-08,유입,3,310.0,0
25580,20190506,A-08,유출,3,472.0,0
33919,20190506,A-08,유입,4,397.0,0
33950,20190506,A-08,유출,4,447.0,0
42289,20190506,A-08,유입,5,596.0,0
42320,20190506,A-08,유출,5,613.0,0
50659,20190506,A-08,유입,6,881.0,0
50690,20190506,A-08,유출,6,727.0,0
59029,20190506,A-08,유입,7,932.0,0
59060,20190506,A-08,유출,7,796.0,0
67399,20190506,A-08,유입,8,1052.0,0
67430,20190506,A-08,유출,8,922.0,0
75769,20190506,A-08,유입,9,1214.0,0
75800,20190506,A-08,유출,9,1099.0,0
84139,20190506,A-08,유입,10,1252.0,0
84170,20190506,A-08,유출,10,1181.0,0
92509,20190506,A-08,유입,11,1279.0,0
92540,20190506,A-08,유출,11,1222.0,0
100879,20190506,A-08,유입,12,1315.0,0
100910,20190506,A-08,유출,12,1324.0,0
109249,20190506,A-08,유입,13,1206.0,0
109280,20190506,A-08,유출,13,1391.0,0
117619,20190506,A-08,유입,14,1186.0,0
117650,20190506,A-08,유출,14,1387.0,0
125989,20190506,A-08,유입,15,1101.0,0
126020,20190506,A-08,유출,15,1487.0,0
134359,20190506,A-08,유입,16,1193.0,0
134390,20190506,A-08,유출,16,1505.0,0
142729,20190506,A-08,유입,17,1045.0,0
142760,20190506,A-08,유출,17,1527.0,0
151099,20190506,A-08,유입,18,969.0,0
151130,20190506,A-08,유출,18,1481.0,0
159469,20190506,A-08,유입,19,959.0,0
159500,20190506,A-08,유출,19,1329.0,0
167839,20190506,A-08,유입,20,,0
167870,20190506,A-08,유출,20,,0
176209,20190506,A-08,유입,21,,0
176240,20190506,A-08,유출,21,,0
184579,20190506,A-08,유입,22,,0
184610,20190506,A-08,유출,22,,0
192949,20190506,A-08,유입,23,,0
192980,20190506,A-08,유출,23,,0
440,20190507,A-08,유입,0,658.0,0
471,20190507,A-08,유출,0,896.0,0
8810,20190507,A-08,유입,1,553.0,0
8841,20190507,A-08,유출,1,758.0,0
17180,20190507,A-08,유입,2,406.0,0
17211,20190507,A-08,유출,2,649.0,0
25550,20190507,A-08,유입,3,326.0,0
25581,20190507,A-08,유출,3,531.0,0
33920,20190507,A-08,유입,4,464.0,0
33951,20190507,A-08,유출,4,562.0,0
42290,20190507,A-08,유입,5,888.0,0
42321,20190507,A-08,유출,5,743.0,0
50660,20190507,A-08,유입,6,1508.0,0
50691,20190507,A-08,유출,6,937.0,0
59030,20190507,A-08,유입,7,1561.0,0
59061,20190507,A-08,유출,7,1163.0,0
67400,20190507,A-08,유입,8,1441.0,0
67431,20190507,A-08,유출,8,1303.0,0
75770,20190507,A-08,유입,9,1538.0,0
75801,20190507,A-08,유출,9,1345.0,0
84140,20190507,A-08,유입,10,1320.0,0
84171,20190507,A-08,유출,10,1390.0,0
92510,20190507,A-08,유입,11,1259.0,0
92541,20190507,A-08,유출,11,1494.0,0
100880,20190507,A-08,유입,12,1195.0,0
100911,20190507,A-08,유출,12,1534.0,0
109250,20190507,A-08,유입,13,1267.0,0
109281,20190507,A-08,유출,13,1477.0,0
117620,20190507,A-08,유입,14,1245.0,0
117651,20190507,A-08,유출,14,1526.0,0
125990,20190507,A-08,유입,15,1153.0,0
126021,20190507,A-08,유출,15,1659.0,0
134360,20190507,A-08,유입,16,1103.0,0
134391,20190507,A-08,유출,16,1604.0,0
142730,20190507,A-08,유입,17,1118.0,0
142761,20190507,A-08,유출,17,1680.0,0
151100,20190507,A-08,유입,18,1085.0,0
151131,20190507,A-08,유출,18,1689.0,0
159470,20190507,A-08,유입,19,1035.0,0
159501,20190507,A-08,유출,19,1731.0,0
167840,20190507,A-08,유입,20,1086.0,0
167871,20190507,A-08,유출,20,1608.0,0
