,일자,지점번호,방향,시간,교통량,null
2170,20190501,B-12,유입,0,587.0,0
2201,20190501,B-12,유출,0,735.0,0
10540,20190501,B-12,유입,1,528.0,0
10571,20190501,B-12,유출,1,502.0,0
18910,20190501,B-12,유입,2,462.0,0
18941,20190501,B-12,유출,2,376.0,0
27280,20190501,B-12,유입,3,383.0,0
27311,20190501,B-12,유출,3,333.0,0
35650,20190501,B-12,유입,4,363.0,0
35681,20190501,B-12,유출,4,461.0,0
44020,20190501,B-12,유입,5,564.0,0
44051,20190501,B-12,유출,5,592.0,0
52390,20190501,B-12,유입,6,965.0,0
52421,20190501,B-12,유출,6,882.0,0
60760,20190501,B-12,유입,7,1369.0,0
60791,20190501,B-12,유출,7,1465.0,0
69130,20190501,B-12,유입,8,1430.0,0
69161,20190501,B-12,유출,8,1494.0,0
77500,20190501,B-12,유입,9,1634.0,0
77531,20190501,B-12,유출,9,1775.0,0
85870,20190501,B-12,유입,10,1553.0,0
85901,20190501,B-12,유출,10,1749.0,0
94240,20190501,B-12,유입,11,1724.0,0
94271,20190501,B-12,유출,11,1599.0,0
102610,20190501,B-12,유입,12,1634.0,0
102641,20190501,B-12,유출,12,1622.0,0
110980,20190501,B-12,유입,13,1392.0,0
111011,20190501,B-12,유출,13,1552.0,0
119350,20190501,B-12,유입,14,1446.0,0
119381,20190501,B-12,유출,14,1802.0,0
127720,20190501,B-12,유입,15,1548.0,0
127751,20190501,B-12,유출,15,1768.0,0
136090,20190501,B-12,유입,16,1418.0,0
136121,20190501,B-12,유출,16,1688.0,0
144460,20190501,B-12,유입,17,1457.0,0
144491,20190501,B-12,유출,17,1806.0,0
152830,20190501,B-12,유입,18,1303.0,0
152861,20190501,B-12,유출,18,1710.0,0
161200,20190501,B-12,유입,19,987.0,0
161231,20190501,B-12,유출,19,1590.0,0
169570,20190501,B-12,유입,20,1001.0,0
169601,20190501,B-12,유출,20,1349.0,0
177940,20190501,B-12,유입,21,996.0,0
177971,20190501,B-12,유출,21,1536.0,0
186310,20190501,B-12,유입,22,816.0,0
186341,20190501,B-12,유출,22,1114.0,0
194680,20190501,B-12,유입,23,528.0,0
194711,20190501,B-12,유출,23,804.0,0
2171,20190502,B-12,유입,0,408.0,0
2202,20190502,B-12,유출,0,550.0,0
10541,20190502,B-12,유입,1,311.0,0
10572,20190502,B-12,유출,1,346.0,0
18911,20190502,B-12,유입,2,250.0,0
18942,20190502,B-12,유출,2,298.0,0
27281,20190502,B-12,유입,3,190.0,0
27312,20190502,B-12,유출,3,241.0,0
35651,20190502,B-12,유입,4,312.0,0
35682,20190502,B-12,유출,4,360.0,0
44021,20190502,B-12,유입,5,761.0,0
44052,20190502,B-12,유출,5,741.0,0
52391,20190502,B-12,유입,6,1367.0,0
52422,20190502,B-12,유출,6,1338.0,0
60761,20190502,B-12,유입,7,2302.0,0
60792,20190502,B-12,유출,7,2009.0,0
69131,20190502,B-12,유입,8,1600.0,0
69162,20190502,B-12,유출,8,1993.0,0
77501,20190502,B-12,유입,9,2152.0,0
77532,20190502,B-12,유출,9,1996.0,0
85871,20190502,B-12,유입,10,2198.0,0
85902,20190502,B-12,유출,10,2005.0,0
94241,20190502,B-12,유입,11,1813.0,0
94272,20190502,B-12,유출,11,1700.0,0
102611,20190502,B-12,유입,12,1622.0,0
102642,20190502,B-12,유출,12,1621.0,0
110981,20190502,B-12,유입,13,1483.0,0
111012,20190502,B-12,유출,13,1858.0,0
119351,20190502,B-12,유입,14,1520.0,0
119382,20190502,B-12,유출,14,1856.0,0
127721,20190502,B-12,유입,15,1530.0,0
127752,20190502,B-12,유출,15,1878.0,0
136091,20190502,B-12,유입,16,1977.0,0
136122,20190502,B-12,유출,16,1889.0,0
144461,20190502,B-12,유입,17,1800.0,0
144492,20190502,B-12,유출,17,2148.0,0
152831,20190502,B-12,유입,18,1817.0,0
152862,20190502,B-12,유출,18,2185.0,0
161201,20190502,B-12,유입,19,1502.0,0
161232,20190502,B-12,유출,19,1756.0,0
169571,20190502,B-12,유입,20,1072.0,0
169602,20190502,B-12,유출,20,1471.0,0
177941,20190502,B-12,유입,21,1095.0,0
177972,20190502,B-12,유출,21,1536.0,0
186311,20190502,B-12,유입,22,1045.0,0
186342,20190502,B-12,유출,22,1218.0,0
194681,20190502,B-12,유입,23,656.0,0
194712,20190502,B-12,유출,23,971.0,0
2172,20190503,B-12,유입,0,554.0,0
2203,20190503,B-12,유출,0,658.0,0
10542,20190503,B-12,유입,1,429.0,0
10573,20190503,B-12,유출,1,469.0,0
18912,20190503,B-12,유입,2,345.0,0
18943,20190503,B-12,유출,2,377.0,0
27282,20190503,B-12,유입,3,264.0,0
27313,20190503,B-12,유출,3,237.0,0
35652,20190503,B-12,유입,4,339.0,0
35683,20190503,B-12,유출,4,433.0,0
44022,20190503,B-12,유입,5,821.0,0
44053,20190503,B-12,유출,5,756.0,0
52392,20190503,B-12,유입,6,1374.0,0
52423,20190503,B-12,유출,6,1402.0,0
60762,20190503,B-12,유입,7,2154.0,0
60793,20190503,B-12,유출,7,1852.0,0
69132,20190503,B-12,유입,8,2168.0,0
69163,20190503,B-12,유출,8,2001.0,0
77502,20190503,B-12,유입,9,1996.0,0
77533,20190503,B-12,유출,9,1952.0,0
85872,20190503,B-12,유입,10,1916.0,0
85903,20190503,B-12,유출,10,1970.0,0
94242,20190503,B-12,유입,11,1883.0,0
94273,20190503,B-12,유출,11,1666.0,0
102612,20190503,B-12,유입,12,1592.0,0
102643,20190503,B-12,유출,12,1714.0,0
110982,20190503,B-12,유입,13,1485.0,0
111013,20190503,B-12,유출,13,1784.0,0
119352,20190503,B-12,유입,14,1622.0,0
119383,20190503,B-12,유출,14,1848.0,0
127722,20190503,B-12,유입,15,1825.0,0
127753,20190503,B-12,유출,15,1968.0,0
136092,20190503,B-12,유입,16,2107.0,0
136123,20190503,B-12,유출,16,1865.0,0
144462,20190503,B-12,유입,17,2200.0,0
144493,20190503,B-12,유출,17,2034.0,0
152832,20190503,B-12,유입,18,2041.0,0
152863,20190503,B-12,유출,18,2303.0,0
161202,20190503,B-12,유입,19,1731.0,0
161233,20190503,B-12,유출,19,2191.0,0
169572,20190503,B-12,유입,20,1380.0,0
169603,20190503,B-12,유출,20,1600.0,0
177942,20190503,B-12,유입,21,1561.0,0
177973,20190503,B-12,유출,21,1591.0,0
186312,20190503,B-12,유입,22,1441.0,0
186343,20190503,B-12,유출,22,1539.0,0
194682,20190503,B-12,유입,23,822.0,0
194713,20190503,B-12,유출,23,1067.0,0
2173,20190504,B-12,유입,0,594.0,0
2204,20190504,B-12,유출,0,716.0,0
10543,20190504,B-12,유입,1,536.0,0
10574,20190504,B-12,유출,1,577.0,0
18913,20190504,B-12,유입,2,442.0,0
