,일자,지점번호,방향,시간,교통량,null
1426,20190501,A-24,유입,0,49.0,0
1457,20190501,A-24,유출,0,122.0,0
9796,20190501,A-24,유입,1,34.0,0
9827,20190501,A-24,유출,1,69.0,0
18166,20190501,A-24,유입,2,27.0,0
18197,20190501,A-24,유출,2,73.0,0
26536,20190501,A-24,유입,3,16.0,0
26567,20190501,A-24,유출,3,45.0,0
34906,20190501,A-24,유입,4,20.0,0
34937,20190501,A-24,유출,4,41.0,0
43276,20190501,A-24,유입,5,34.0,0
43307,20190501,A-24,유출,5,56.0,0
51646,20190501,A-24,유입,6,57.0,0
51677,20190501,A-24,유출,6,92.0,0
60016,20190501,A-24,유입,7,118.0,0
60047,20190501,A-24,유출,7,161.0,0
68386,20190501,A-24,유입,8,368.0,0
68417,20190501,A-24,유출,8,453.0,0
76756,20190501,A-24,유입,9,238.0,0
76787,20190501,A-24,유출,9,328.0,0
85126,20190501,A-24,유입,10,251.0,0
85157,20190501,A-24,유출,10,355.0,0
93496,20190501,A-24,유입,11,360.0,0
93527,20190501,A-24,유출,11,461.0,0
101866,20190501,A-24,유입,12,385.0,0
101897,20190501,A-24,유출,12,593.0,0
110236,20190501,A-24,유입,13,440.0,0
110267,20190501,A-24,유출,13,666.0,0
118606,20190501,A-24,유입,14,421.0,0
118637,20190501,A-24,유출,14,644.0,0
126976,20190501,A-24,유입,15,399.0,0
127007,20190501,A-24,유출,15,718.0,0
135346,20190501,A-24,유입,16,346.0,0
135377,20190501,A-24,유출,16,643.0,0
143716,20190501,A-24,유입,17,301.0,0
143747,20190501,A-24,유출,17,608.0,0
152086,20190501,A-24,유입,18,292.0,0
152117,20190501,A-24,유출,18,512.0,0
160456,20190501,A-24,유입,19,255.0,0
160487,20190501,A-24,유출,19,565.0,0
168826,20190501,A-24,유입,20,167.0,0
168857,20190501,A-24,유출,20,439.0,0
177196,20190501,A-24,유입,21,140.0,0
177227,20190501,A-24,유출,21,299.0,0
185566,20190501,A-24,유입,22,92.0,0
185597,20190501,A-24,유출,22,256.0,0
193936,20190501,A-24,유입,23,83.0,0
193967,20190501,A-24,유출,23,191.0,0
1427,20190502,A-24,유입,0,48.0,0
1458,20190502,A-24,유출,0,106.0,0
9797,20190502,A-24,유입,1,26.0,0
9828,20190502,A-24,유출,1,69.0,0
18167,20190502,A-24,유입,2,24.0,0
18198,20190502,A-24,유출,2,42.0,0
26537,20190502,A-24,유입,3,15.0,0
26568,20190502,A-24,유출,3,52.0,0
34907,20190502,A-24,유입,4,15.0,0
34938,20190502,A-24,유출,4,24.0,0
43277,20190502,A-24,유입,5,48.0,0
43308,20190502,A-24,유출,5,63.0,0
51647,20190502,A-24,유입,6,68.0,0
51678,20190502,A-24,유출,6,133.0,0
60017,20190502,A-24,유입,7,274.0,0
60048,20190502,A-24,유출,7,285.0,0
68387,20190502,A-24,유입,8,568.0,0
68418,20190502,A-24,유출,8,539.0,0
76757,20190502,A-24,유입,9,451.0,0
76788,20190502,A-24,유출,9,465.0,0
85127,20190502,A-24,유입,10,376.0,0
85158,20190502,A-24,유출,10,526.0,0
93497,20190502,A-24,유입,11,369.0,0
93528,20190502,A-24,유출,11,521.0,0
101867,20190502,A-24,유입,12,374.0,0
101898,20190502,A-24,유출,12,527.0,0
110237,20190502,A-24,유입,13,407.0,0
110268,20190502,A-24,유출,13,682.0,0
118607,20190502,A-24,유입,14,372.0,0
118638,20190502,A-24,유출,14,692.0,0
126977,20190502,A-24,유입,15,407.0,0
