,일자,지점번호,방향,시간,교통량,null
3038,20190501,B-26,유입,0,138.0,0
3069,20190501,B-26,유출,0,226.0,0
11408,20190501,B-26,유입,1,112.0,0
11439,20190501,B-26,유출,1,149.0,0
19778,20190501,B-26,유입,2,93.0,0
19809,20190501,B-26,유출,2,90.0,0
28148,20190501,B-26,유입,3,111.0,0
28179,20190501,B-26,유출,3,85.0,0
36518,20190501,B-26,유입,4,249.0,0
36549,20190501,B-26,유출,4,171.0,0
44888,20190501,B-26,유입,5,418.0,0
44919,20190501,B-26,유출,5,351.0,0
53258,20190501,B-26,유입,6,485.0,0
53289,20190501,B-26,유출,6,487.0,0
61628,20190501,B-26,유입,7,502.0,0
61659,20190501,B-26,유출,7,482.0,0
69998,20190501,B-26,유입,8,508.0,0
70029,20190501,B-26,유출,8,562.0,0
78368,20190501,B-26,유입,9,554.0,0
78399,20190501,B-26,유출,9,599.0,0
86738,20190501,B-26,유입,10,593.0,0
86769,20190501,B-26,유출,10,591.0,0
95108,20190501,B-26,유입,11,667.0,0
95139,20190501,B-26,유출,11,606.0,0
103478,20190501,B-26,유입,12,692.0,0
103509,20190501,B-26,유출,12,553.0,0
111848,20190501,B-26,유입,13,537.0,0
111879,20190501,B-26,유출,13,614.0,0
120218,20190501,B-26,유입,14,591.0,0
120249,20190501,B-26,유출,14,710.0,0
128588,20190501,B-26,유입,15,460.0,0
128619,20190501,B-26,유출,15,731.0,0
136958,20190501,B-26,유입,16,498.0,0
136989,20190501,B-26,유출,16,819.0,0
145328,20190501,B-26,유입,17,513.0,0
145359,20190501,B-26,유출,17,887.0,0
153698,20190501,B-26,유입,18,464.0,0
153729,20190501,B-26,유출,18,817.0,0
162068,20190501,B-26,유입,19,386.0,0
162099,20190501,B-26,유출,19,564.0,0
170438,20190501,B-26,유입,20,345.0,0
170469,20190501,B-26,유출,20,501.0,0
178808,20190501,B-26,유입,21,284.0,0
178839,20190501,B-26,유출,21,422.0,0
187178,20190501,B-26,유입,22,225.0,0
187209,20190501,B-26,유출,22,376.0,0
195548,20190501,B-26,유입,23,177.0,0
195579,20190501,B-26,유출,23,294.0,0
3039,20190502,B-26,유입,0,92.0,0
3070,20190502,B-26,유출,0,148.0,0
11409,20190502,B-26,유입,1,72.0,0
11440,20190502,B-26,유출,1,89.0,0
19779,20190502,B-26,유입,2,78.0,0
19810,20190502,B-26,유출,2,78.0,0
28149,20190502,B-26,유입,3,107.0,0
28180,20190502,B-26,유출,3,84.0,0
36519,20190502,B-26,유입,4,260.0,0
36550,20190502,B-26,유출,4,173.0,0
44889,20190502,B-26,유입,5,576.0,0
44920,20190502,B-26,유출,5,458.0,0
53259,20190502,B-26,유입,6,719.0,0
53290,20190502,B-26,유출,6,631.0,0
61629,20190502,B-26,유입,7,1022.0,0
61660,20190502,B-26,유출,7,908.0,0
69999,20190502,B-26,유입,8,818.0,0
70030,20190502,B-26,유출,8,949.0,0
78369,20190502,B-26,유입,9,685.0,0
78400,20190502,B-26,유출,9,769.0,0
86739,20190502,B-26,유입,10,641.0,0
86770,20190502,B-26,유출,10,738.0,0
95109,20190502,B-26,유입,11,657.0,0
95140,20190502,B-26,유출,11,694.0,0
103479,20190502,B-26,유입,12,506.0,0
103510,20190502,B-26,유출,12,671.0,0
111849,20190502,B-26,유입,13,546.0,0
111880,20190502,B-26,유출,13,688.0,0
120219,20190502,B-26,유입,14,567.0,0
120250,20190502,B-26,유출,14,727.0,0
128589,20190502,B-26,유입,15,514.0,0
128620,20190502,B-26,유출,15,771.0,0
136959,20190502,B-26,유입,16,584.0,0
136990,20190502,B-26,유출,16,961.0,0
145329,20190502,B-26,유입,17,678.0,0
145360,20190502,B-26,유출,17,1282.0,0
153699,20190502,B-26,유입,18,586.0,0
153730,20190502,B-26,유출,18,1315.0,0
162069,20190502,B-26,유입,19,467.0,0
162100,20190502,B-26,유출,19,963.0,0
170439,20190502,B-26,유입,20,430.0,0
170470,20190502,B-26,유출,20,650.0,0
178809,20190502,B-26,유입,21,336.0,0
178840,20190502,B-26,유출,21,509.0,0
187179,20190502,B-26,유입,22,302.0,0
187210,20190502,B-26,유출,22,429.0,0
195549,20190502,B-26,유입,23,170.0,0
195580,20190502,B-26,유출,23,293.0,0
3040,20190503,B-26,유입,0,130.0,0
3071,20190503,B-26,유출,0,171.0,0
11410,20190503,B-26,유입,1,70.0,0
11441,20190503,B-26,유출,1,110.0,0
19780,20190503,B-26,유입,2,104.0,0
19811,20190503,B-26,유출,2,95.0,0
28150,20190503,B-26,유입,3,116.0,0
28181,20190503,B-26,유출,3,83.0,0
36520,20190503,B-26,유입,4,267.0,0
36551,20190503,B-26,유출,4,180.0,0
44890,20190503,B-26,유입,5,544.0,0
44921,20190503,B-26,유출,5,404.0,0
53260,20190503,B-26,유입,6,713.0,0
53291,20190503,B-26,유출,6,571.0,0
61630,20190503,B-26,유입,7,973.0,0
61661,20190503,B-26,유출,7,951.0,0
70000,20190503,B-26,유입,8,817.0,0
70031,20190503,B-26,유출,8,917.0,0
78370,20190503,B-26,유입,9,703.0,0
78401,20190503,B-26,유출,9,714.0,0
86740,20190503,B-26,유입,10,602.0,0
86771,20190503,B-26,유출,10,740.0,0
95110,20190503,B-26,유입,11,677.0,0
95141,20190503,B-26,유출,11,776.0,0
103480,20190503,B-26,유입,12,532.0,0
103511,20190503,B-26,유출,12,708.0,0
111850,20190503,B-26,유입,13,516.0,0
111881,20190503,B-26,유출,13,747.0,0
120220,20190503,B-26,유입,14,557.0,0
120251,20190503,B-26,유출,14,798.0,0
128590,20190503,B-26,유입,15,568.0,0
128621,20190503,B-26,유출,15,989.0,0
136960,20190503,B-26,유입,16,601.0,0
136991,20190503,B-26,유출,16,1157.0,0
145330,20190503,B-26,유입,17,740.0,0
145361,20190503,B-26,유출,17,1294.0,0
153700,20190503,B-26,유입,18,636.0,0
153731,20190503,B-26,유출,18,1365.0,0
162070,20190503,B-26,유입,19,490.0,0
162101,20190503,B-26,유출,19,1252.0,0
170440,20190503,B-26,유입,20,392.0,0
170471,20190503,B-26,유출,20,819.0,0
178810,20190503,B-26,유입,21,383.0,0
178841,20190503,B-26,유출,21,587.0,0
187180,20190503,B-26,유입,22,341.0,0
187211,20190503,B-26,유출,22,514.0,0
195550,20190503,B-26,유입,23,209.0,0
195581,20190503,B-26,유출,23,404.0,0
3041,20190504,B-26,유입,0,145.0,0
3072,20190504,B-26,유출,0,185.0,0
11411,20190504,B-26,유입,1,71.0,0
11442,20190504,B-26,유출,1,117.0,0
19781,20190504,B-26,유입,2,86.0,0
19812,20190504,B-26,유출,2,96.0,0
28151,20190504,B-26,유입,3,115.0,0
28182,20190504,B-26,유출,3,84.0,0
36521,20190504,B-26,유입,4,269.0,0
36552,20190504,B-26,유출,4,203.0,0
44891,20190504,B-26,유입,5,528.0,0
44922,20190504,B-26,유출,5,376.0,0
53261,20190504,B-26,유입,6,573.0,0
53292,20190504,B-26,유출,6,503.0,0
61631,20190504,B-26,유입,7,483.0,0
61662,20190504,B-26,유출,7,461.0,0
70001,20190504,B-26,유입,8,527.0,0
70032,20190504,B-26,유출,8,586.0,0
78371,20190504,B-26,유입,9,625.0,0
78402,20190504,B-26,유출,9,549.0,0
86741,20190504,B-26,유입,10,664.0,0
86772,20190504,B-26,유출,10,655.0,0
95111,20190504,B-26,유입,11,713.0,0
95142,20190504,B-26,유출,11,716.0,0
103481,20190504,B-26,유입,12,749.0,0
103512,20190504,B-26,유출,12,686.0,0
