,일자,지점번호,방향,시간,교통량,null
7874,20190501,F-02,유입,0,4115.0,0
7905,20190501,F-02,유출,0,4683.0,0
16244,20190501,F-02,유입,1,3335.0,0
16275,20190501,F-02,유출,1,3584.0,0
24614,20190501,F-02,유입,2,2411.0,0
24645,20190501,F-02,유출,2,2677.0,0
32984,20190501,F-02,유입,3,2021.0,0
33015,20190501,F-02,유출,3,2074.0,0
41354,20190501,F-02,유입,4,1883.0,0
41385,20190501,F-02,유출,4,2235.0,0
49724,20190501,F-02,유입,5,2291.0,0
49755,20190501,F-02,유출,5,3712.0,0
58094,20190501,F-02,유입,6,3992.0,0
58125,20190501,F-02,유출,6,5045.0,0
66464,20190501,F-02,유입,7,4337.0,0
66495,20190501,F-02,유출,7,4754.0,0
74834,20190501,F-02,유입,8,4977.0,0
74865,20190501,F-02,유출,8,5674.0,0
83204,20190501,F-02,유입,9,6261.0,0
83235,20190501,F-02,유출,9,6748.0,0
91574,20190501,F-02,유입,10,6431.0,0
91605,20190501,F-02,유출,10,6493.0,0
99944,20190501,F-02,유입,11,5274.0,0
99975,20190501,F-02,유출,11,6564.0,0
108314,20190501,F-02,유입,12,5650.0,0
108345,20190501,F-02,유출,12,6734.0,0
116684,20190501,F-02,유입,13,5778.0,0
116715,20190501,F-02,유출,13,6184.0,0
125054,20190501,F-02,유입,14,6549.0,0
125085,20190501,F-02,유출,14,6385.0,0
133424,20190501,F-02,유입,15,5707.0,0
133455,20190501,F-02,유출,15,6589.0,0
141794,20190501,F-02,유입,16,6406.0,0
141825,20190501,F-02,유출,16,6399.0,0
150164,20190501,F-02,유입,17,6255.0,0
150195,20190501,F-02,유출,17,5916.0,0
158534,20190501,F-02,유입,18,5665.0,0
158565,20190501,F-02,유출,18,5337.0,0
166904,20190501,F-02,유입,19,4964.0,0
166935,20190501,F-02,유출,19,5216.0,0
175274,20190501,F-02,유입,20,5774.0,0
175305,20190501,F-02,유출,20,5879.0,0
183644,20190501,F-02,유입,21,6135.0,0
183675,20190501,F-02,유출,21,6273.0,0
192014,20190501,F-02,유입,22,5433.0,0
192045,20190501,F-02,유출,22,5540.0,0
200384,20190501,F-02,유입,23,3684.0,0
200415,20190501,F-02,유출,23,4063.0,0
7875,20190502,F-02,유입,0,2502.0,0
7906,20190502,F-02,유출,0,2859.0,0
16245,20190502,F-02,유입,1,1830.0,0
16276,20190502,F-02,유출,1,1977.0,0
24615,20190502,F-02,유입,2,1292.0,0
24646,20190502,F-02,유출,2,1468.0,0
32985,20190502,F-02,유입,3,1004.0,0
33016,20190502,F-02,유출,3,1201.0,0
41355,20190502,F-02,유입,4,1351.0,0
41386,20190502,F-02,유출,4,1869.0,0
49725,20190502,F-02,유입,5,3266.0,0
49756,20190502,F-02,유출,5,5377.0,0
58095,20190502,F-02,유입,6,6652.0,0
58126,20190502,F-02,유출,6,6962.0,0
66465,20190502,F-02,유입,7,6977.0,0
66496,20190502,F-02,유출,7,7115.0,0
74835,20190502,F-02,유입,8,6638.0,0
74866,20190502,F-02,유출,8,6842.0,0
83205,20190502,F-02,유입,9,6594.0,0
83236,20190502,F-02,유출,9,5927.0,0
91575,20190502,F-02,유입,10,6526.0,0
91606,20190502,F-02,유출,10,6566.0,0
99945,20190502,F-02,유입,11,6467.0,0
