,일자,지점번호,방향,시간,교통량,null
6200,20190501,D-20,유입,0,651.0,0
6231,20190501,D-20,유출,0,512.0,0
14570,20190501,D-20,유입,1,646.0,0
14601,20190501,D-20,유출,1,439.0,0
22940,20190501,D-20,유입,2,619.0,0
22971,20190501,D-20,유출,2,410.0,0
31310,20190501,D-20,유입,3,477.0,0
31341,20190501,D-20,유출,3,353.0,0
39680,20190501,D-20,유입,4,458.0,0
39711,20190501,D-20,유출,4,355.0,0
48050,20190501,D-20,유입,5,531.0,0
48081,20190501,D-20,유출,5,479.0,0
56420,20190501,D-20,유입,6,729.0,0
56451,20190501,D-20,유출,6,550.0,0
64790,20190501,D-20,유입,7,981.0,0
64821,20190501,D-20,유출,7,747.0,0
73160,20190501,D-20,유입,8,997.0,0
73191,20190501,D-20,유출,8,853.0,0
81530,20190501,D-20,유입,9,1230.0,0
81561,20190501,D-20,유출,9,910.0,0
89900,20190501,D-20,유입,10,1236.0,0
89931,20190501,D-20,유출,10,946.0,0
98270,20190501,D-20,유입,11,1192.0,0
98301,20190501,D-20,유출,11,884.0,0
106640,20190501,D-20,유입,12,1194.0,0
106671,20190501,D-20,유출,12,924.0,0
115010,20190501,D-20,유입,13,1162.0,0
115041,20190501,D-20,유출,13,998.0,0
123380,20190501,D-20,유입,14,1103.0,0
123411,20190501,D-20,유출,14,976.0,0
131750,20190501,D-20,유입,15,1094.0,0
131781,20190501,D-20,유출,15,964.0,0
140120,20190501,D-20,유입,16,1150.0,0
140151,20190501,D-20,유출,16,972.0,0
148490,20190501,D-20,유입,17,1113.0,0
148521,20190501,D-20,유출,17,845.0,0
156860,20190501,D-20,유입,18,1094.0,0
156891,20190501,D-20,유출,18,860.0,0
165230,20190501,D-20,유입,19,1007.0,0
165261,20190501,D-20,유출,19,882.0,0
173600,20190501,D-20,유입,20,933.0,0
173631,20190501,D-20,유출,20,862.0,0
181970,20190501,D-20,유입,21,946.0,0
182001,20190501,D-20,유출,21,838.0,0
190340,20190501,D-20,유입,22,861.0,0
190371,20190501,D-20,유출,22,715.0,0
198710,20190501,D-20,유입,23,632.0,0
198741,20190501,D-20,유출,23,602.0,0
6201,20190502,D-20,유입,0,495.0,0
6232,20190502,D-20,유출,0,432.0,0
14571,20190502,D-20,유입,1,442.0,0
14602,20190502,D-20,유출,1,362.0,0
22941,20190502,D-20,유입,2,286.0,0
22972,20190502,D-20,유출,2,288.0,0
31311,20190502,D-20,유입,3,292.0,0
31342,20190502,D-20,유출,3,228.0,0
39681,20190502,D-20,유입,4,315.0,0
39712,20190502,D-20,유출,4,266.0,0
48051,20190502,D-20,유입,5,580.0,0
48082,20190502,D-20,유출,5,490.0,0
56421,20190502,D-20,유입,6,913.0,0
56452,20190502,D-20,유출,6,786.0,0
64791,20190502,D-20,유입,7,1243.0,0
64822,20190502,D-20,유출,7,827.0,0
73161,20190502,D-20,유입,8,1224.0,0
73192,20190502,D-20,유출,8,815.0,0
81531,20190502,D-20,유입,9,1203.0,0
81562,20190502,D-20,유출,9,895.0,0
89901,20190502,D-20,유입,10,1104.0,0
89932,20190502,D-20,유출,10,983.0,0
98271,20190502,D-20,유입,11,1072.0,0
98302,20190502,D-20,유출,11,884.0,0
106641,20190502,D-20,유입,12,999.0,0
106672,20190502,D-20,유출,12,872.0,0
115011,20190502,D-20,유입,13,1108.0,0
115042,20190502,D-20,유출,13,877.0,0
123381,20190502,D-20,유입,14,1103.0,0
123412,20190502,D-20,유출,14,900.0,0
131751,20190502,D-20,유입,15,1132.0,0
131782,20190502,D-20,유출,15,945.0,0
140121,20190502,D-20,유입,16,1111.0,0
140152,20190502,D-20,유출,16,976.0,0
148491,20190502,D-20,유입,17,1109.0,0
148522,20190502,D-20,유출,17,919.0,0
156861,20190502,D-20,유입,18,1181.0,0
156892,20190502,D-20,유출,18,1016.0,0
165231,20190502,D-20,유입,19,1074.0,0
165262,20190502,D-20,유출,19,867.0,0
173601,20190502,D-20,유입,20,1004.0,0
173632,20190502,D-20,유출,20,820.0,0
181971,20190502,D-20,유입,21,961.0,0
182002,20190502,D-20,유출,21,884.0,0
190341,20190502,D-20,유입,22,911.0,0
190372,20190502,D-20,유출,22,756.0,0
198711,20190502,D-20,유입,23,718.0,0
198742,20190502,D-20,유출,23,619.0,0
6202,20190503,D-20,유입,0,572.0,0
6233,20190503,D-20,유출,0,511.0,0
14572,20190503,D-20,유입,1,499.0,0
14603,20190503,D-20,유출,1,431.0,0
22942,20190503,D-20,유입,2,422.0,0
22973,20190503,D-20,유출,2,374.0,0
31312,20190503,D-20,유입,3,368.0,0
31343,20190503,D-20,유출,3,298.0,0
39682,20190503,D-20,유입,4,352.0,0
39713,20190503,D-20,유출,4,280.0,0
48052,20190503,D-20,유입,5,605.0,0
48083,20190503,D-20,유출,5,493.0,0
56422,20190503,D-20,유입,6,906.0,0
56453,20190503,D-20,유출,6,725.0,0
64792,20190503,D-20,유입,7,1258.0,0
64823,20190503,D-20,유출,7,980.0,0
73162,20190503,D-20,유입,8,1199.0,0
73193,20190503,D-20,유출,8,922.0,0
81532,20190503,D-20,유입,9,1205.0,0
81563,20190503,D-20,유출,9,969.0,0
89902,20190503,D-20,유입,10,1078.0,0
89933,20190503,D-20,유출,10,911.0,0
98272,20190503,D-20,유입,11,1099.0,0
98303,20190503,D-20,유출,11,964.0,0
106642,20190503,D-20,유입,12,1072.0,0
106673,20190503,D-20,유출,12,894.0,0
115012,20190503,D-20,유입,13,1095.0,0
115043,20190503,D-20,유출,13,892.0,0
123382,20190503,D-20,유입,14,1082.0,0
123413,20190503,D-20,유출,14,904.0,0
131752,20190503,D-20,유입,15,1137.0,0
131783,20190503,D-20,유출,15,992.0,0
140122,20190503,D-20,유입,16,1117.0,0
140153,20190503,D-20,유출,16,909.0,0
148492,20190503,D-20,유입,17,1148.0,0
148523,20190503,D-20,유출,17,863.0,0
156862,20190503,D-20,유입,18,1183.0,0
156893,20190503,D-20,유출,18,673.0,0
165232,20190503,D-20,유입,19,1103.0,0
165263,20190503,D-20,유출,19,917.0,0
173602,20190503,D-20,유입,20,1044.0,0
173633,20190503,D-20,유출,20,816.0,0
181972,20190503,D-20,유입,21,1030.0,0
182003,20190503,D-20,유출,21,892.0,0
190342,20190503,D-20,유입,22,956.0,0
190373,20190503,D-20,유출,22,864.0,0
198712,20190503,D-20,유입,23,854.0,0
198743,20190503,D-20,유출,23,689.0,0
6203,20190504,D-20,유입,0,677.0,0
6234,20190504,D-20,유출,0,581.0,0
14573,20190504,D-20,유입,1,689.0,0
14604,20190504,D-20,유출,1,509.0,0
22943,20190504,D-20,유입,2,544.0,0
22974,20190504,D-20,유출,2,491.0,0
31313,20190504,D-20,유입,3,477.0,0
31344,20190504,D-20,유출,3,373.0,0
39683,20190504,D-20,유입,4,425.0,0
39714,20190504,D-20,유출,4,367.0,0
48053,20190504,D-20,유입,5,598.0,0
48084,20190504,D-20,유출,5,527.0,0
56423,20190504,D-20,유입,6,809.0,0
56454,20190504,D-20,유출,6,570.0,0
64793,20190504,D-20,유입,7,834.0,0
64824,20190504,D-20,유출,7,667.0,0
73163,20190504,D-20,유입,8,1034.0,0
73194,20190504,D-20,유출,8,791.0,0
81533,20190504,D-20,유입,9,1208.0,0
81564,20190504,D-20,유출,9,966.0,0
89903,20190504,D-20,유입,10,1175.0,0
89934,20190504,D-20,유출,10,952.0,0
98273,20190504,D-20,유입,11,1197.0,0
98304,20190504,D-20,유출,11,970.0,0
106643,20190504,D-20,유입,12,1150.0,0
106674,20190504,D-20,유출,12,943.0,0
