,일자,지점번호,방향,시간,교통량,null
310,20190501,A-06,유입,0,727.0,0
341,20190501,A-06,유출,0,620.0,0
8680,20190501,A-06,유입,1,607.0,0
8711,20190501,A-06,유출,1,431.0,0
17050,20190501,A-06,유입,2,547.0,0
17081,20190501,A-06,유출,2,390.0,0
25420,20190501,A-06,유입,3,415.0,0
25451,20190501,A-06,유출,3,341.0,0
33790,20190501,A-06,유입,4,453.0,0
33821,20190501,A-06,유출,4,268.0,0
42160,20190501,A-06,유입,5,609.0,0
42191,20190501,A-06,유출,5,243.0,0
50530,20190501,A-06,유입,6,974.0,0
50561,20190501,A-06,유출,6,365.0,0
58900,20190501,A-06,유입,7,1308.0,0
58931,20190501,A-06,유출,7,439.0,0
67270,20190501,A-06,유입,8,1530.0,0
67301,20190501,A-06,유출,8,512.0,0
75640,20190501,A-06,유입,9,1589.0,0
75671,20190501,A-06,유출,9,560.0,0
84010,20190501,A-06,유입,10,1468.0,0
84041,20190501,A-06,유출,10,604.0,0
92380,20190501,A-06,유입,11,1395.0,0
92411,20190501,A-06,유출,11,714.0,0
100750,20190501,A-06,유입,12,1339.0,0
100781,20190501,A-06,유출,12,727.0,0
109120,20190501,A-06,유입,13,1285.0,0
109151,20190501,A-06,유출,13,690.0,0
117490,20190501,A-06,유입,14,1173.0,0
117521,20190501,A-06,유출,14,751.0,0
125860,20190501,A-06,유입,15,1170.0,0
125891,20190501,A-06,유출,15,728.0,0
134230,20190501,A-06,유입,16,1054.0,0
134261,20190501,A-06,유출,16,813.0,0
142600,20190501,A-06,유입,17,1014.0,0
142631,20190501,A-06,유출,17,885.0,0
150970,20190501,A-06,유입,18,943.0,0
151001,20190501,A-06,유출,18,856.0,0
159340,20190501,A-06,유입,19,865.0,0
159371,20190501,A-06,유출,19,766.0,0
167710,20190501,A-06,유입,20,813.0,0
167741,20190501,A-06,유출,20,754.0,0
176080,20190501,A-06,유입,21,979.0,0
176111,20190501,A-06,유출,21,704.0,0
184450,20190501,A-06,유입,22,836.0,0
184481,20190501,A-06,유출,22,686.0,0
192820,20190501,A-06,유입,23,536.0,0
192851,20190501,A-06,유출,23,531.0,0
311,20190502,A-06,유입,0,426.0,0
342,20190502,A-06,유출,0,381.0,0
8681,20190502,A-06,유입,1,338.0,0
8712,20190502,A-06,유출,1,282.0,0
17051,20190502,A-06,유입,2,212.0,0
