,일자,지점번호,방향,시간,교통량,null
6014,20190501,D-17,유입,0,547.0,0
6045,20190501,D-17,유출,0,517.0,0
14384,20190501,D-17,유입,1,559.0,0
14415,20190501,D-17,유출,1,516.0,0
22754,20190501,D-17,유입,2,499.0,0
22785,20190501,D-17,유출,2,416.0,0
31124,20190501,D-17,유입,3,332.0,0
31155,20190501,D-17,유출,3,321.0,0
39494,20190501,D-17,유입,4,324.0,0
39525,20190501,D-17,유출,4,265.0,0
47864,20190501,D-17,유입,5,401.0,0
47895,20190501,D-17,유출,5,258.0,0
56234,20190501,D-17,유입,6,584.0,0
56265,20190501,D-17,유출,6,368.0,0
64604,20190501,D-17,유입,7,801.0,0
64635,20190501,D-17,유출,7,499.0,0
72974,20190501,D-17,유입,8,873.0,0
73005,20190501,D-17,유출,8,591.0,0
81344,20190501,D-17,유입,9,1087.0,0
81375,20190501,D-17,유출,9,718.0,0
89714,20190501,D-17,유입,10,1261.0,0
89745,20190501,D-17,유출,10,740.0,0
98084,20190501,D-17,유입,11,1153.0,0
98115,20190501,D-17,유출,11,855.0,0
106454,20190501,D-17,유입,12,1190.0,0
106485,20190501,D-17,유출,12,870.0,0
114824,20190501,D-17,유입,13,1213.0,0
114855,20190501,D-17,유출,13,844.0,0
123194,20190501,D-17,유입,14,1181.0,0
123225,20190501,D-17,유출,14,853.0,0
131564,20190501,D-17,유입,15,1159.0,0
131595,20190501,D-17,유출,15,840.0,0
139934,20190501,D-17,유입,16,1136.0,0
139965,20190501,D-17,유출,16,937.0,0
148304,20190501,D-17,유입,17,1134.0,0
148335,20190501,D-17,유출,17,980.0,0
156674,20190501,D-17,유입,18,1062.0,0
156705,20190501,D-17,유출,18,958.0,0
165044,20190501,D-17,유입,19,928.0,0
165075,20190501,D-17,유출,19,810.0,0
173414,20190501,D-17,유입,20,894.0,0
173445,20190501,D-17,유출,20,757.0,0
181784,20190501,D-17,유입,21,798.0,0
181815,20190501,D-17,유출,21,787.0,0
190154,20190501,D-17,유입,22,678.0,0
190185,20190501,D-17,유출,22,676.0,0
198524,20190501,D-17,유입,23,488.0,0
198555,20190501,D-17,유출,23,506.0,0
6015,20190502,D-17,유입,0,428.0,0
6046,20190502,D-17,유출,0,410.0,0
14385,20190502,D-17,유입,1,315.0,0
14416,20190502,D-17,유출,1,338.0,0
22755,20190502,D-17,유입,2,237.0,0
22786,20190502,D-17,유출,2,248.0,0
31125,20190502,D-17,유입,3,181.0,0
31156,20190502,D-17,유출,3,190.0,0
39495,20190502,D-17,유입,4,209.0,0
39526,20190502,D-17,유출,4,188.0,0
47865,20190502,D-17,유입,5,434.0,0
47896,20190502,D-17,유출,5,252.0,0
56235,20190502,D-17,유입,6,911.0,0
56266,20190502,D-17,유출,6,430.0,0
64605,20190502,D-17,유입,7,1257.0,0
64636,20190502,D-17,유출,7,743.0,0
72975,20190502,D-17,유입,8,1014.0,0
73006,20190502,D-17,유출,8,709.0,0
81345,20190502,D-17,유입,9,1181.0,0
81376,20190502,D-17,유출,9,819.0,0
89715,20190502,D-17,유입,10,1161.0,0
89746,20190502,D-17,유출,10,869.0,0
98085,20190502,D-17,유입,11,1139.0,0
98116,20190502,D-17,유출,11,771.0,0
106455,20190502,D-17,유입,12,1096.0,0
106486,20190502,D-17,유출,12,791.0,0
114825,20190502,D-17,유입,13,1095.0,0
114856,20190502,D-17,유출,13,779.0,0
123195,20190502,D-17,유입,14,1144.0,0
123226,20190502,D-17,유출,14,918.0,0
131565,20190502,D-17,유입,15,1071.0,0
131596,20190502,D-17,유출,15,933.0,0
139935,20190502,D-17,유입,16,1155.0,0
139966,20190502,D-17,유출,16,1029.0,0
148305,20190502,D-17,유입,17,1083.0,0
148336,20190502,D-17,유출,17,1058.0,0
156675,20190502,D-17,유입,18,1085.0,0
156706,20190502,D-17,유출,18,1149.0,0
165045,20190502,D-17,유입,19,981.0,0
165076,20190502,D-17,유출,19,1121.0,0
173415,20190502,D-17,유입,20,860.0,0
173446,20190502,D-17,유출,20,945.0,0
181785,20190502,D-17,유입,21,914.0,0
181816,20190502,D-17,유출,21,928.0,0
190155,20190502,D-17,유입,22,847.0,0
190186,20190502,D-17,유출,22,849.0,0
198525,20190502,D-17,유입,23,688.0,0
198556,20190502,D-17,유출,23,611.0,0
6016,20190503,D-17,유입,0,574.0,0
6047,20190503,D-17,유출,0,529.0,0
14386,20190503,D-17,유입,1,482.0,0
14417,20190503,D-17,유출,1,419.0,0
22756,20190503,D-17,유입,2,329.0,0
22787,20190503,D-17,유출,2,302.0,0
31126,20190503,D-17,유입,3,229.0,0
31157,20190503,D-17,유출,3,250.0,0
39496,20190503,D-17,유입,4,263.0,0
39527,20190503,D-17,유출,4,206.0,0
47866,20190503,D-17,유입,5,456.0,0
47897,20190503,D-17,유출,5,277.0,0
56236,20190503,D-17,유입,6,847.0,0
56267,20190503,D-17,유출,6,411.0,0
64606,20190503,D-17,유입,7,1298.0,0
64637,20190503,D-17,유출,7,763.0,0
72976,20190503,D-17,유입,8,939.0,0
73007,20190503,D-17,유출,8,739.0,0
81346,20190503,D-17,유입,9,1068.0,0
81377,20190503,D-17,유출,9,767.0,0
89716,20190503,D-17,유입,10,1175.0,0
89747,20190503,D-17,유출,10,788.0,0
98086,20190503,D-17,유입,11,1159.0,0
98117,20190503,D-17,유출,11,818.0,0
106456,20190503,D-17,유입,12,1100.0,0
106487,20190503,D-17,유출,12,795.0,0
114826,20190503,D-17,유입,13,1141.0,0
114857,20190503,D-17,유출,13,828.0,0
123196,20190503,D-17,유입,14,1049.0,0
123227,20190503,D-17,유출,14,753.0,0
131566,20190503,D-17,유입,15,1163.0,0
131597,20190503,D-17,유출,15,1001.0,0
139936,20190503,D-17,유입,16,1108.0,0
139967,20190503,D-17,유출,16,992.0,0
148306,20190503,D-17,유입,17,1150.0,0
148337,20190503,D-17,유출,17,1128.0,0
156676,20190503,D-17,유입,18,1081.0,0
156707,20190503,D-17,유출,18,1158.0,0
165046,20190503,D-17,유입,19,1014.0,0
165077,20190503,D-17,유출,19,1140.0,0
173416,20190503,D-17,유입,20,970.0,0
173447,20190503,D-17,유출,20,1069.0,0
181786,20190503,D-17,유입,21,933.0,0
181817,20190503,D-17,유출,21,888.0,0
190156,20190503,D-17,유입,22,820.0,0
190187,20190503,D-17,유출,22,884.0,0
198526,20190503,D-17,유입,23,724.0,0
198557,20190503,D-17,유출,23,731.0,0
6017,20190504,D-17,유입,0,670.0,0
6048,20190504,D-17,유출,0,620.0,0
14387,20190504,D-17,유입,1,628.0,0
14418,20190504,D-17,유출,1,520.0,0
22757,20190504,D-17,유입,2,447.0,0
22788,20190504,D-17,유출,2,424.0,0
31127,20190504,D-17,유입,3,376.0,0
31158,20190504,D-17,유출,3,389.0,0
39497,20190504,D-17,유입,4,381.0,0
39528,20190504,D-17,유출,4,294.0,0
47867,20190504,D-17,유입,5,450.0,0
47898,20190504,D-17,유출,5,329.0,0
56237,20190504,D-17,유입,6,588.0,0
56268,20190504,D-17,유출,6,412.0,0
64607,20190504,D-17,유입,7,743.0,0
64638,20190504,D-17,유출,7,537.0,0
72977,20190504,D-17,유입,8,964.0,0
73008,20190504,D-17,유출,8,676.0,0
81347,20190504,D-17,유입,9,1178.0,0
81378,20190504,D-17,유출,9,743.0,0
89717,20190504,D-17,유입,10,1317.0,0
89748,20190504,D-17,유출,10,770.0,0
98087,20190504,D-17,유입,11,1274.0,0
98118,20190504,D-17,유출,11,884.0,0
106457,20190504,D-17,유입,12,1197.0,0
106488,20190504,D-17,유출,12,918.0,0
114827,20190504,D-17,유입,13,1224.0,0
114858,20190504,D-17,유출,13,945.0,0
123197,20190504,D-17,유입,14,1140.0,0
123228,20190504,D-17,유출,14,957.0,0
131567,20190504,D-17,유입,15,1184.0,0
131598,20190504,D-17,유출,15,943.0,0
139937,20190504,D-17,유입,16,1192.0,0
139968,20190504,D-17,유출,16,1022.0,0
148307,20190504,D-17,유입,17,1078.0,0
148338,20190504,D-17,유출,17,1100.0,0
156677,20190504,D-17,유입,18,1143.0,0
156708,20190504,D-17,유출,18,1166.0,0
165047,20190504,D-17,유입,19,957.0,0
165078,20190504,D-17,유출,19,888.0,0
173417,20190504,D-17,유입,20,905.0,0
173448,20190504,D-17,유출,20,757.0,0
181787,20190504,D-17,유입,21,871.0,0
181818,20190504,D-17,유출,21,756.0,0
190157,20190504,D-17,유입,22,720.0,0
190188,20190504,D-17,유출,22,768.0,0
198527,20190504,D-17,유입,23,665.0,0
198558,20190504,D-17,유출,23,609.0,0
6018,20190505,D-17,유입,0,581.0,0
6049,20190505,D-17,유출,0,525.0,0
14388,20190505,D-17,유입,1,466.0,0
14419,20190505,D-17,유출,1,449.0,0
22758,20190505,D-17,유입,2,344.0,0
22789,20190505,D-17,유출,2,374.0,0
31128,20190505,D-17,유입,3,310.0,0
31159,20190505,D-17,유출,3,288.0,0
39498,20190505,D-17,유입,4,276.0,0
39529,20190505,D-17,유출,4,242.0,0
47868,20190505,D-17,유입,5,323.0,0
47899,20190505,D-17,유출,5,253.0,0
56238,20190505,D-17,유입,6,407.0,0
56269,20190505,D-17,유출,6,292.0,0
64608,20190505,D-17,유입,7,456.0,0
64639,20190505,D-17,유출,7,352.0,0
72978,20190505,D-17,유입,8,776.0,0
73009,20190505,D-17,유출,8,524.0,0
81348,20190505,D-17,유입,9,918.0,0
81379,20190505,D-17,유출,9,617.0,0
89718,20190505,D-17,유입,10,1186.0,0
89749,20190505,D-17,유출,10,664.0,0
98088,20190505,D-17,유입,11,1106.0,0
98119,20190505,D-17,유출,11,772.0,0
106458,20190505,D-17,유입,12,1120.0,0
106489,20190505,D-17,유출,12,814.0,0
114828,20190505,D-17,유입,13,1150.0,0
114859,20190505,D-17,유출,13,860.0,0
123198,20190505,D-17,유입,14,1100.0,0
123229,20190505,D-17,유출,14,872.0,0
131568,20190505,D-17,유입,15,1115.0,0
131599,20190505,D-17,유출,15,927.0,0
139938,20190505,D-17,유입,16,1076.0,0
139969,20190505,D-17,유출,16,883.0,0
148308,20190505,D-17,유입,17,1055.0,0
148339,20190505,D-17,유출,17,889.0,0
156678,20190505,D-17,유입,18,972.0,0
156709,20190505,D-17,유출,18,826.0,0
165048,20190505,D-17,유입,19,914.0,0
165079,20190505,D-17,유출,19,697.0,0
173418,20190505,D-17,유입,20,913.0,0
173449,20190505,D-17,유출,20,727.0,0
181788,20190505,D-17,유입,21,757.0,0
181819,20190505,D-17,유출,21,722.0,0
190158,20190505,D-17,유입,22,663.0,0
190189,20190505,D-17,유출,22,653.0,0
198528,20190505,D-17,유입,23,523.0,0
198559,20190505,D-17,유출,23,483.0,0
6019,20190506,D-17,유입,0,435.0,0
6050,20190506,D-17,유출,0,404.0,0
14389,20190506,D-17,유입,1,397.0,0
14420,20190506,D-17,유출,1,345.0,0
22759,20190506,D-17,유입,2,325.0,0
22790,20190506,D-17,유출,2,324.0,0
31129,20190506,D-17,유입,3,278.0,0
31160,20190506,D-17,유출,3,242.0,0
39499,20190506,D-17,유입,4,240.0,0
39530,20190506,D-17,유출,4,207.0,0
47869,20190506,D-17,유입,5,375.0,0
47900,20190506,D-17,유출,5,263.0,0
56239,20190506,D-17,유입,6,511.0,0
56270,20190506,D-17,유출,6,346.0,0
64609,20190506,D-17,유입,7,602.0,0
64640,20190506,D-17,유출,7,545.0,0
72979,20190506,D-17,유입,8,768.0,0
73010,20190506,D-17,유출,8,511.0,0
81349,20190506,D-17,유입,9,951.0,0
81380,20190506,D-17,유출,9,591.0,0
89719,20190506,D-17,유입,10,986.0,0
89750,20190506,D-17,유출,10,668.0,0
98089,20190506,D-17,유입,11,1224.0,0
98120,20190506,D-17,유출,11,807.0,0
106459,20190506,D-17,유입,12,1144.0,0
106490,20190506,D-17,유출,12,773.0,0
114829,20190506,D-17,유입,13,1229.0,0
114860,20190506,D-17,유출,13,816.0,0
123199,20190506,D-17,유입,14,1245.0,0
123230,20190506,D-17,유출,14,907.0,0
131569,20190506,D-17,유입,15,1227.0,0
131600,20190506,D-17,유출,15,891.0,0
139939,20190506,D-17,유입,16,1141.0,0
139970,20190506,D-17,유출,16,927.0,0
148309,20190506,D-17,유입,17,1162.0,0
148340,20190506,D-17,유출,17,947.0,0
156679,20190506,D-17,유입,18,1027.0,0
156710,20190506,D-17,유출,18,958.0,0
165049,20190506,D-17,유입,19,960.0,0
165080,20190506,D-17,유출,19,845.0,0
173419,20190506,D-17,유입,20,876.0,0
173450,20190506,D-17,유출,20,802.0,0
181789,20190506,D-17,유입,21,836.0,0
181820,20190506,D-17,유출,21,791.0,0
190159,20190506,D-17,유입,22,730.0,0
190190,20190506,D-17,유출,22,706.0,0
198529,20190506,D-17,유입,23,521.0,0
198560,20190506,D-17,유출,23,570.0,0
6020,20190507,D-17,유입,0,416.0,0
6051,20190507,D-17,유출,0,456.0,0
14390,20190507,D-17,유입,1,299.0,0
14421,20190507,D-17,유출,1,289.0,0
22760,20190507,D-17,유입,2,210.0,0
22791,20190507,D-17,유출,2,228.0,0
31130,20190507,D-17,유입,3,171.0,0
31161,20190507,D-17,유출,3,169.0,0
39500,20190507,D-17,유입,4,210.0,0
39531,20190507,D-17,유출,4,138.0,0
47870,20190507,D-17,유입,5,422.0,0
47901,20190507,D-17,유출,5,256.0,0
56240,20190507,D-17,유입,6,932.0,0
56271,20190507,D-17,유출,6,407.0,0
64610,20190507,D-17,유입,7,1221.0,0
64641,20190507,D-17,유출,7,721.0,0
72980,20190507,D-17,유입,8,741.0,0
73011,20190507,D-17,유출,8,699.0,0
81350,20190507,D-17,유입,9,1176.0,0
81381,20190507,D-17,유출,9,798.0,0
89720,20190507,D-17,유입,10,1229.0,0
89751,20190507,D-17,유출,10,842.0,0
98090,20190507,D-17,유입,11,1119.0,0
98121,20190507,D-17,유출,11,867.0,0
106460,20190507,D-17,유입,12,1095.0,0
106491,20190507,D-17,유출,12,889.0,0
114830,20190507,D-17,유입,13,1069.0,0
114861,20190507,D-17,유출,13,840.0,0
123200,20190507,D-17,유입,14,1055.0,0
123231,20190507,D-17,유출,14,890.0,0
131570,20190507,D-17,유입,15,1088.0,0
131601,20190507,D-17,유출,15,925.0,0
139940,20190507,D-17,유입,16,1057.0,0
139971,20190507,D-17,유출,16,964.0,0
148310,20190507,D-17,유입,17,1031.0,0
148341,20190507,D-17,유출,17,976.0,0
156680,20190507,D-17,유입,18,1053.0,0
156711,20190507,D-17,유출,18,1200.0,0
165050,20190507,D-17,유입,19,963.0,0
165081,20190507,D-17,유출,19,1263.0,0
173420,20190507,D-17,유입,20,897.0,0
173451,20190507,D-17,유출,20,993.0,0
181790,20190507,D-17,유입,21,887.0,0
181821,20190507,D-17,유출,21,867.0,0
190160,20190507,D-17,유입,22,810.0,0
190191,20190507,D-17,유출,22,826.0,0
198530,20190507,D-17,유입,23,654.0,0
198561,20190507,D-17,유출,23,585.0,0
6021,20190508,D-17,유입,0,532.0,0
6052,20190508,D-17,유출,0,493.0,0
14391,20190508,D-17,유입,1,409.0,0
14422,20190508,D-17,유출,1,363.0,0
22761,20190508,D-17,유입,2,287.0,0
22792,20190508,D-17,유출,2,327.0,0
31131,20190508,D-17,유입,3,211.0,0
31162,20190508,D-17,유출,3,212.0,0
39501,20190508,D-17,유입,4,224.0,0
39532,20190508,D-17,유출,4,199.0,0
47871,20190508,D-17,유입,5,448.0,0
47902,20190508,D-17,유출,5,261.0,0
56241,20190508,D-17,유입,6,894.0,0
56272,20190508,D-17,유출,6,431.0,0
64611,20190508,D-17,유입,7,1208.0,0
64642,20190508,D-17,유출,7,766.0,0
72981,20190508,D-17,유입,8,1081.0,0
73012,20190508,D-17,유출,8,756.0,0
81351,20190508,D-17,유입,9,1189.0,0
81382,20190508,D-17,유출,9,799.0,0
89721,20190508,D-17,유입,10,1151.0,0
89752,20190508,D-17,유출,10,844.0,0
98091,20190508,D-17,유입,11,1157.0,0
98122,20190508,D-17,유출,11,895.0,0
106461,20190508,D-17,유입,12,1085.0,0
106492,20190508,D-17,유출,12,832.0,0
114831,20190508,D-17,유입,13,1081.0,0
114862,20190508,D-17,유출,13,821.0,0
123201,20190508,D-17,유입,14,1079.0,0
123232,20190508,D-17,유출,14,878.0,0
131571,20190508,D-17,유입,15,1091.0,0
131602,20190508,D-17,유출,15,891.0,0
139941,20190508,D-17,유입,16,1141.0,0
139972,20190508,D-17,유출,16,1013.0,0
148311,20190508,D-17,유입,17,1150.0,0
148342,20190508,D-17,유출,17,1118.0,0
156681,20190508,D-17,유입,18,1069.0,0
156712,20190508,D-17,유출,18,1304.0,0
165051,20190508,D-17,유입,19,965.0,0
165082,20190508,D-17,유출,19,1249.0,0
173421,20190508,D-17,유입,20,941.0,0
173452,20190508,D-17,유출,20,1097.0,0
181791,20190508,D-17,유입,21,945.0,0
181822,20190508,D-17,유출,21,991.0,0
190161,20190508,D-17,유입,22,822.0,0
190192,20190508,D-17,유출,22,903.0,0
198531,20190508,D-17,유입,23,621.0,0
198562,20190508,D-17,유출,23,569.0,0
6022,20190509,D-17,유입,0,455.0,0
6053,20190509,D-17,유출,0,452.0,0
14392,20190509,D-17,유입,1,323.0,0
14423,20190509,D-17,유출,1,355.0,0
22762,20190509,D-17,유입,2,249.0,0
22793,20190509,D-17,유출,2,273.0,0
31132,20190509,D-17,유입,3,189.0,0
31163,20190509,D-17,유출,3,201.0,0
39502,20190509,D-17,유입,4,253.0,0
39533,20190509,D-17,유출,4,183.0,0
47872,20190509,D-17,유입,5,465.0,0
47903,20190509,D-17,유출,5,262.0,0
56242,20190509,D-17,유입,6,854.0,0
56273,20190509,D-17,유출,6,417.0,0
64612,20190509,D-17,유입,7,1280.0,0
64643,20190509,D-17,유출,7,794.0,0
72982,20190509,D-17,유입,8,953.0,0
73013,20190509,D-17,유출,8,751.0,0
81352,20190509,D-17,유입,9,1088.0,0
81383,20190509,D-17,유출,9,767.0,0
89722,20190509,D-17,유입,10,1162.0,0
89753,20190509,D-17,유출,10,757.0,0
98092,20190509,D-17,유입,11,1109.0,0
98123,20190509,D-17,유출,11,827.0,0
106462,20190509,D-17,유입,12,991.0,0
106493,20190509,D-17,유출,12,748.0,0
114832,20190509,D-17,유입,13,1056.0,0
114863,20190509,D-17,유출,13,813.0,0
123202,20190509,D-17,유입,14,1040.0,0
123233,20190509,D-17,유출,14,827.0,0
131572,20190509,D-17,유입,15,1105.0,0
131603,20190509,D-17,유출,15,896.0,0
139942,20190509,D-17,유입,16,1117.0,0
139973,20190509,D-17,유출,16,945.0,0
148312,20190509,D-17,유입,17,1058.0,0
148343,20190509,D-17,유출,17,1090.0,0
156682,20190509,D-17,유입,18,1012.0,0
156713,20190509,D-17,유출,18,1216.0,0
165052,20190509,D-17,유입,19,947.0,0
165083,20190509,D-17,유출,19,1100.0,0
173422,20190509,D-17,유입,20,881.0,0
173453,20190509,D-17,유출,20,888.0,0
181792,20190509,D-17,유입,21,937.0,0
181823,20190509,D-17,유출,21,860.0,0
190162,20190509,D-17,유입,22,807.0,0
190193,20190509,D-17,유출,22,891.0,0
198532,20190509,D-17,유입,23,683.0,0
198563,20190509,D-17,유출,23,613.0,0
6023,20190510,D-17,유입,0,572.0,0
6054,20190510,D-17,유출,0,478.0,0
14393,20190510,D-17,유입,1,491.0,0
14424,20190510,D-17,유출,1,427.0,0
22763,20190510,D-17,유입,2,335.0,0
22794,20190510,D-17,유출,2,312.0,0
31133,20190510,D-17,유입,3,234.0,0
31164,20190510,D-17,유출,3,267.0,0
39503,20190510,D-17,유입,4,279.0,0
39534,20190510,D-17,유출,4,228.0,0
47873,20190510,D-17,유입,5,442.0,0
47904,20190510,D-17,유출,5,280.0,0
56243,20190510,D-17,유입,6,876.0,0
56274,20190510,D-17,유출,6,445.0,0
64613,20190510,D-17,유입,7,1267.0,0
64644,20190510,D-17,유출,7,804.0,0
72983,20190510,D-17,유입,8,986.0,0
73014,20190510,D-17,유출,8,800.0,0
81353,20190510,D-17,유입,9,1167.0,0
81384,20190510,D-17,유출,9,742.0,0
89723,20190510,D-17,유입,10,1227.0,0
89754,20190510,D-17,유출,10,809.0,0
98093,20190510,D-17,유입,11,1134.0,0
98124,20190510,D-17,유출,11,786.0,0
106463,20190510,D-17,유입,12,1046.0,0
106494,20190510,D-17,유출,12,786.0,0
114833,20190510,D-17,유입,13,1124.0,0
114864,20190510,D-17,유출,13,814.0,0
123203,20190510,D-17,유입,14,1090.0,0
123234,20190510,D-17,유출,14,853.0,0
131573,20190510,D-17,유입,15,1139.0,0
131604,20190510,D-17,유출,15,899.0,0
139943,20190510,D-17,유입,16,1138.0,0
139974,20190510,D-17,유출,16,1007.0,0
148313,20190510,D-17,유입,17,1148.0,0
148344,20190510,D-17,유출,17,1093.0,0
156683,20190510,D-17,유입,18,1047.0,0
156714,20190510,D-17,유출,18,1203.0,0
165053,20190510,D-17,유입,19,1050.0,0
165084,20190510,D-17,유출,19,1185.0,0
173423,20190510,D-17,유입,20,891.0,0
173454,20190510,D-17,유출,20,983.0,0
181793,20190510,D-17,유입,21,941.0,0
181824,20190510,D-17,유출,21,897.0,0
190163,20190510,D-17,유입,22,827.0,0
190194,20190510,D-17,유출,22,868.0,0
198533,20190510,D-17,유입,23,761.0,0
198564,20190510,D-17,유출,23,762.0,0
6024,20190511,D-17,유입,0,616.0,0
6055,20190511,D-17,유출,0,495.0,0
14394,20190511,D-17,유입,1,594.0,0
14425,20190511,D-17,유출,1,479.0,0
22764,20190511,D-17,유입,2,517.0,0
22795,20190511,D-17,유출,2,411.0,0
31134,20190511,D-17,유입,3,349.0,0
31165,20190511,D-17,유출,3,321.0,0
39504,20190511,D-17,유입,4,369.0,0
