,일자,지점번호,방향,시간,교통량,null
7564,20190501,D-42,유입,0,1003.0,0
7595,20190501,D-42,유출,0,1478.0,0
15934,20190501,D-42,유입,1,900.0,0
15965,20190501,D-42,유출,1,1192.0,0
24304,20190501,D-42,유입,2,926.0,0
24335,20190501,D-42,유출,2,1167.0,0
32674,20190501,D-42,유입,3,783.0,0
32705,20190501,D-42,유출,3,1024.0,0
41044,20190501,D-42,유입,4,602.0,0
41075,20190501,D-42,유출,4,710.0,0
49414,20190501,D-42,유입,5,621.0,0
49445,20190501,D-42,유출,5,793.0,0
57784,20190501,D-42,유입,6,653.0,0
57815,20190501,D-42,유출,6,1037.0,0
66154,20190501,D-42,유입,7,941.0,0
66185,20190501,D-42,유출,7,1451.0,0
74524,20190501,D-42,유입,8,944.0,0
74555,20190501,D-42,유출,8,1578.0,0
82894,20190501,D-42,유입,9,1196.0,0
82925,20190501,D-42,유출,9,1942.0,0
91264,20190501,D-42,유입,10,1343.0,0
91295,20190501,D-42,유출,10,1963.0,0
99634,20190501,D-42,유입,11,1466.0,0
99665,20190501,D-42,유출,11,1983.0,0
108004,20190501,D-42,유입,12,1395.0,0
108035,20190501,D-42,유출,12,1936.0,0
116374,20190501,D-42,유입,13,1433.0,0
116405,20190501,D-42,유출,13,1954.0,0
124744,20190501,D-42,유입,14,1440.0,0
124775,20190501,D-42,유출,14,2028.0,0
133114,20190501,D-42,유입,15,1571.0,0
133145,20190501,D-42,유출,15,2160.0,0
141484,20190501,D-42,유입,16,1469.0,0
141515,20190501,D-42,유출,16,1964.0,0
149854,20190501,D-42,유입,17,1521.0,0
149885,20190501,D-42,유출,17,1993.0,0
158224,20190501,D-42,유입,18,1247.0,0
158255,20190501,D-42,유출,18,1663.0,0
166594,20190501,D-42,유입,19,1272.0,0
166625,20190501,D-42,유출,19,1818.0,0
174964,20190501,D-42,유입,20,1191.0,0
174995,20190501,D-42,유출,20,1638.0,0
183334,20190501,D-42,유입,21,1118.0,0
183365,20190501,D-42,유출,21,1708.0,0
191704,20190501,D-42,유입,22,1013.0,0
191735,20190501,D-42,유출,22,1498.0,0
200074,20190501,D-42,유입,23,771.0,0
200105,20190501,D-42,유출,23,1021.0,0
7565,20190502,D-42,유입,0,675.0,0
7596,20190502,D-42,유출,0,903.0,0
15935,20190502,D-42,유입,1,561.0,0
15966,20190502,D-42,유출,1,798.0,0
24305,20190502,D-42,유입,2,449.0,0
24336,20190502,D-42,유출,2,625.0,0
32675,20190502,D-42,유입,3,382.0,0
32706,20190502,D-42,유출,3,532.0,0
41045,20190502,D-42,유입,4,389.0,0
41076,20190502,D-42,유출,4,504.0,0
49415,20190502,D-42,유입,5,438.0,0
49446,20190502,D-42,유출,5,762.0,0
57785,20190502,D-42,유입,6,752.0,0
57816,20190502,D-42,유출,6,1582.0,0
66155,20190502,D-42,유입,7,1352.0,0
66186,20190502,D-42,유출,7,2549.0,0
74525,20190502,D-42,유입,8,1518.0,0
74556,20190502,D-42,유출,8,2639.0,0
82895,20190502,D-42,유입,9,1465.0,0
82926,20190502,D-42,유출,9,2588.0,0
91265,20190502,D-42,유입,10,1457.0,0
91296,20190502,D-42,유출,10,2479.0,0
99635,20190502,D-42,유입,11,1770.0,0
99666,20190502,D-42,유출,11,2447.0,0
108005,20190502,D-42,유입,12,1602.0,0
108036,20190502,D-42,유출,12,2204.0,0
116375,20190502,D-42,유입,13,1678.0,0
116406,20190502,D-42,유출,13,2325.0,0
124745,20190502,D-42,유입,14,1703.0,0
124776,20190502,D-42,유출,14,2263.0,0
133115,20190502,D-42,유입,15,1770.0,0
133146,20190502,D-42,유출,15,2172.0,0
141485,20190502,D-42,유입,16,1813.0,0
141516,20190502,D-42,유출,16,2193.0,0
149855,20190502,D-42,유입,17,1793.0,0
149886,20190502,D-42,유출,17,2176.0,0
158225,20190502,D-42,유입,18,1421.0,0
158256,20190502,D-42,유출,18,2022.0,0
166595,20190502,D-42,유입,19,1566.0,0
166626,20190502,D-42,유출,19,2044.0,0
174965,20190502,D-42,유입,20,1559.0,0
174996,20190502,D-42,유출,20,2003.0,0
183335,20190502,D-42,유입,21,1636.0,0
183366,20190502,D-42,유출,21,1988.0,0
191705,20190502,D-42,유입,22,1572.0,0
191736,20190502,D-42,유출,22,1936.0,0
200075,20190502,D-42,유입,23,1134.0,0
200106,20190502,D-42,유출,23,1574.0,0
7566,20190503,D-42,유입,0,1016.0,0
7597,20190503,D-42,유출,0,1492.0,0
15936,20190503,D-42,유입,1,986.0,0
15967,20190503,D-42,유출,1,1362.0,0
24306,20190503,D-42,유입,2,836.0,0
24337,20190503,D-42,유출,2,1082.0,0
32676,20190503,D-42,유입,3,613.0,0
