,일자,지점번호,방향,시간,교통량,null
7998,20190501,F-04,유입,0,1445.0,0
8029,20190501,F-04,유출,0,2071.0,0
16368,20190501,F-04,유입,1,1068.0,0
16399,20190501,F-04,유출,1,1543.0,0
24738,20190501,F-04,유입,2,843.0,0
24769,20190501,F-04,유출,2,1169.0,0
33108,20190501,F-04,유입,3,738.0,0
33139,20190501,F-04,유출,3,1054.0,0
41478,20190501,F-04,유입,4,953.0,0
41509,20190501,F-04,유출,4,1284.0,0
49848,20190501,F-04,유입,5,1570.0,0
49879,20190501,F-04,유출,5,2018.0,0
58218,20190501,F-04,유입,6,2298.0,0
58249,20190501,F-04,유출,6,2626.0,0
66588,20190501,F-04,유입,7,2492.0,0
66619,20190501,F-04,유출,7,2786.0,0
74958,20190501,F-04,유입,8,2737.0,0
74989,20190501,F-04,유출,8,3114.0,0
83328,20190501,F-04,유입,9,2886.0,0
83359,20190501,F-04,유출,9,3067.0,0
91698,20190501,F-04,유입,10,2935.0,0
91729,20190501,F-04,유출,10,2958.0,0
100068,20190501,F-04,유입,11,2804.0,0
100099,20190501,F-04,유출,11,2876.0,0
108438,20190501,F-04,유입,12,2668.0,0
108469,20190501,F-04,유출,12,2918.0,0
116808,20190501,F-04,유입,13,2596.0,0
116839,20190501,F-04,유출,13,2993.0,0
125178,20190501,F-04,유입,14,2660.0,0
125209,20190501,F-04,유출,14,2950.0,0
133548,20190501,F-04,유입,15,2731.0,0
133579,20190501,F-04,유출,15,2932.0,0
141918,20190501,F-04,유입,16,2816.0,0
141949,20190501,F-04,유출,16,2989.0,0
150288,20190501,F-04,유입,17,2680.0,0
150319,20190501,F-04,유출,17,3021.0,0
158658,20190501,F-04,유입,18,2476.0,0
158689,20190501,F-04,유출,18,2799.0,0
167028,20190501,F-04,유입,19,2418.0,0
167059,20190501,F-04,유출,19,2447.0,0
175398,20190501,F-04,유입,20,2679.0,0
175429,20190501,F-04,유출,20,2732.0,0
183768,20190501,F-04,유입,21,2678.0,0
183799,20190501,F-04,유출,21,2802.0,0
192138,20190501,F-04,유입,22,2501.0,0
192169,20190501,F-04,유출,22,2747.0,0
200508,20190501,F-04,유입,23,1769.0,0
200539,20190501,F-04,유출,23,1954.0,0
7999,20190502,F-04,유입,0,1138.0,0
8030,20190502,F-04,유출,0,1336.0,0
16369,20190502,F-04,유입,1,787.0,0
16400,20190502,F-04,유출,1,997.0,0
24739,20190502,F-04,유입,2,523.0,0
24770,20190502,F-04,유출,2,739.0,0
33109,20190502,F-04,유입,3,542.0,0
33140,20190502,F-04,유출,3,627.0,0
41479,20190502,F-04,유입,4,1094.0,0
41510,20190502,F-04,유출,4,1035.0,0
49849,20190502,F-04,유입,5,2477.0,0
49880,20190502,F-04,유출,5,2566.0,0
58219,20190502,F-04,유입,6,3160.0,0
58250,20190502,F-04,유출,6,2957.0,0
66589,20190502,F-04,유입,7,3019.0,0
66620,20190502,F-04,유출,7,2979.0,0
74959,20190502,F-04,유입,8,2858.0,0
74990,20190502,F-04,유출,8,2869.0,0
83329,20190502,F-04,유입,9,2844.0,0
83360,20190502,F-04,유출,9,2980.0,0
91699,20190502,F-04,유입,10,2917.0,0
91730,20190502,F-04,유출,10,2951.0,0
100069,20190502,F-04,유입,11,2870.0,0
100100,20190502,F-04,유출,11,2959.0,0
108439,20190502,F-04,유입,12,2890.0,0
108470,20190502,F-04,유출,12,3037.0,0
116809,20190502,F-04,유입,13,2841.0,0
116840,20190502,F-04,유출,13,2949.0,0
125179,20190502,F-04,유입,14,2689.0,0
125210,20190502,F-04,유출,14,2957.0,0
133549,20190502,F-04,유입,15,2829.0,0
133580,20190502,F-04,유출,15,2927.0,0
141919,20190502,F-04,유입,16,2872.0,0
141950,20190502,F-04,유출,16,3029.0,0
150289,20190502,F-04,유입,17,2882.0,0
150320,20190502,F-04,유출,17,3100.0,0
158659,20190502,F-04,유입,18,2592.0,0
158690,20190502,F-04,유출,18,3033.0,0
167029,20190502,F-04,유입,19,2458.0,0
167060,20190502,F-04,유출,19,3081.0,0
175399,20190502,F-04,유입,20,2398.0,0
175430,20190502,F-04,유출,20,3059.0,0
183769,20190502,F-04,유입,21,2618.0,0
183800,20190502,F-04,유출,21,3037.0,0
192139,20190502,F-04,유입,22,2380.0,0
192170,20190502,F-04,유출,22,3075.0,0
200509,20190502,F-04,유입,23,1751.0,0
200540,20190502,F-04,유출,23,2284.0,0
8000,20190503,F-04,유입,0,1223.0,0
8031,20190503,F-04,유출,0,1740.0,0
16370,20190503,F-04,유입,1,838.0,0
16401,20190503,F-04,유출,1,1242.0,0
24740,20190503,F-04,유입,2,641.0,0
24771,20190503,F-04,유출,2,917.0,0
33110,20190503,F-04,유입,3,619.0,0
33141,20190503,F-04,유출,3,798.0,0
41480,20190503,F-04,유입,4,1043.0,0
41511,20190503,F-04,유출,4,1053.0,0
49850,20190503,F-04,유입,5,2384.0,0
49881,20190503,F-04,유출,5,2435.0,0
58220,20190503,F-04,유입,6,3218.0,0
58251,20190503,F-04,유출,6,3035.0,0
66590,20190503,F-04,유입,7,3048.0,0
66621,20190503,F-04,유출,7,2986.0,0
74960,20190503,F-04,유입,8,2876.0,0
74991,20190503,F-04,유출,8,3025.0,0
83330,20190503,F-04,유입,9,2908.0,0
83361,20190503,F-04,유출,9,2971.0,0
91700,20190503,F-04,유입,10,2893.0,0
91731,20190503,F-04,유출,10,2974.0,0
100070,20190503,F-04,유입,11,2792.0,0
100101,20190503,F-04,유출,11,3023.0,0
108440,20190503,F-04,유입,12,2869.0,0
108471,20190503,F-04,유출,12,2984.0,0
116810,20190503,F-04,유입,13,2790.0,0
116841,20190503,F-04,유출,13,2996.0,0
125180,20190503,F-04,유입,14,2742.0,0
125211,20190503,F-04,유출,14,3031.0,0
133550,20190503,F-04,유입,15,2778.0,0
133581,20190503,F-04,유출,15,2928.0,0
141920,20190503,F-04,유입,16,2909.0,0
141951,20190503,F-04,유출,16,3054.0,0
150290,20190503,F-04,유입,17,2651.0,0
150321,20190503,F-04,유출,17,3128.0,0
158660,20190503,F-04,유입,18,2524.0,0
158691,20190503,F-04,유출,18,3152.0,0
167030,20190503,F-04,유입,19,2387.0,0
167061,20190503,F-04,유출,19,3052.0,0
175400,20190503,F-04,유입,20,2660.0,0
175431,20190503,F-04,유출,20,3074.0,0
183770,20190503,F-04,유입,21,2724.0,0
183801,20190503,F-04,유출,21,3075.0,0
192140,20190503,F-04,유입,22,2623.0,0
192171,20190503,F-04,유출,22,2989.0,0
200510,20190503,F-04,유입,23,2313.0,0
200541,20190503,F-04,유출,23,2862.0,0
8001,20190504,F-04,유입,0,1542.0,0
8032,20190504,F-04,유출,0,1946.0,0
16371,20190504,F-04,유입,1,1076.0,0
16402,20190504,F-04,유출,1,1595.0,0
24741,20190504,F-04,유입,2,771.0,0
24772,20190504,F-04,유출,2,1186.0,0
33111,20190504,F-04,유입,3,804.0,0
33142,20190504,F-04,유출,3,1100.0,0
41481,20190504,F-04,유입,4,1102.0,0
41512,20190504,F-04,유출,4,1360.0,0
49851,20190504,F-04,유입,5,2062.0,0
49882,20190504,F-04,유출,5,2528.0,0
58221,20190504,F-04,유입,6,2547.0,0
58252,20190504,F-04,유출,6,2981.0,0
66591,20190504,F-04,유입,7,2751.0,0
66622,20190504,F-04,유출,7,2719.0,0
74961,20190504,F-04,유입,8,2899.0,0
74992,20190504,F-04,유출,8,2794.0,0
83331,20190504,F-04,유입,9,2824.0,0
83362,20190504,F-04,유출,9,2616.0,0
91701,20190504,F-04,유입,10,2860.0,0
91732,20190504,F-04,유출,10,2806.0,0
100071,20190504,F-04,유입,11,2520.0,0
100102,20190504,F-04,유출,11,2882.0,0
108441,20190504,F-04,유입,12,2744.0,0
108472,20190504,F-04,유출,12,2725.0,0
116811,20190504,F-04,유입,13,2666.0,0
116842,20190504,F-04,유출,13,2739.0,0
125181,20190504,F-04,유입,14,2607.0,0
125212,20190504,F-04,유출,14,2770.0,0
133551,20190504,F-04,유입,15,2723.0,0
133582,20190504,F-04,유출,15,2843.0,0
141921,20190504,F-04,유입,16,2740.0,0
141952,20190504,F-04,유출,16,2836.0,0
150291,20190504,F-04,유입,17,2224.0,0
150322,20190504,F-04,유출,17,2955.0,0
158661,20190504,F-04,유입,18,2554.0,0
158692,20190504,F-04,유출,18,2938.0,0
167031,20190504,F-04,유입,19,2509.0,0
167062,20190504,F-04,유출,19,2819.0,0
175401,20190504,F-04,유입,20,2571.0,0
175432,20190504,F-04,유출,20,2966.0,0
183771,20190504,F-04,유입,21,2652.0,0
183802,20190504,F-04,유출,21,2999.0,0
192141,20190504,F-04,유입,22,2615.0,0
192172,20190504,F-04,유출,22,2723.0,0
200511,20190504,F-04,유입,23,2133.0,0
200542,20190504,F-04,유출,23,2279.0,0
8002,20190505,F-04,유입,0,1397.0,0
8033,20190505,F-04,유출,0,1605.0,0
16372,20190505,F-04,유입,1,947.0,0
16403,20190505,F-04,유출,1,1205.0,0
24742,20190505,F-04,유입,2,659.0,0
24773,20190505,F-04,유출,2,858.0,0
33112,20190505,F-04,유입,3,571.0,0
33143,20190505,F-04,유출,3,723.0,0
41482,20190505,F-04,유입,4,658.0,0
41513,20190505,F-04,유출,4,827.0,0
49852,20190505,F-04,유입,5,1076.0,0
49883,20190505,F-04,유출,5,1452.0,0
58222,20190505,F-04,유입,6,1543.0,0
58253,20190505,F-04,유출,6,2108.0,0
66592,20190505,F-04,유입,7,1897.0,0
66623,20190505,F-04,유출,7,2350.0,0
74962,20190505,F-04,유입,8,2554.0,0
74993,20190505,F-04,유출,8,2806.0,0
83332,20190505,F-04,유입,9,2846.0,0
83363,20190505,F-04,유출,9,3050.0,0
91702,20190505,F-04,유입,10,2850.0,0
91733,20190505,F-04,유출,10,2894.0,0
100072,20190505,F-04,유입,11,2785.0,0
100103,20190505,F-04,유출,11,2802.0,0
108442,20190505,F-04,유입,12,2662.0,0
108473,20190505,F-04,유출,12,2741.0,0
116812,20190505,F-04,유입,13,2650.0,0
116843,20190505,F-04,유출,13,2814.0,0
125182,20190505,F-04,유입,14,2578.0,0
125213,20190505,F-04,유출,14,2790.0,0
133552,20190505,F-04,유입,15,2637.0,0
133583,20190505,F-04,유출,15,2841.0,0
141922,20190505,F-04,유입,16,2695.0,0
141953,20190505,F-04,유출,16,2866.0,0
150292,20190505,F-04,유입,17,2757.0,0
150323,20190505,F-04,유출,17,2863.0,0
158662,20190505,F-04,유입,18,2690.0,0
158693,20190505,F-04,유출,18,2755.0,0
167032,20190505,F-04,유입,19,2552.0,0
167063,20190505,F-04,유출,19,2555.0,0
175402,20190505,F-04,유입,20,2649.0,0
175433,20190505,F-04,유출,20,2821.0,0
183772,20190505,F-04,유입,21,2554.0,0
183803,20190505,F-04,유출,21,2933.0,0
192142,20190505,F-04,유입,22,2609.0,0
192173,20190505,F-04,유출,22,2643.0,0
200512,20190505,F-04,유입,23,2585.0,0
200543,20190505,F-04,유출,23,2042.0,0
8003,20190506,F-04,유입,0,1835.0,0
8034,20190506,F-04,유출,0,1492.0,0
16373,20190506,F-04,유입,1,1161.0,0
16404,20190506,F-04,유출,1,1078.0,0
24743,20190506,F-04,유입,2,731.0,0
24774,20190506,F-04,유출,2,834.0,0
33113,20190506,F-04,유입,3,629.0,0
33144,20190506,F-04,유출,3,715.0,0
41483,20190506,F-04,유입,4,886.0,0
41514,20190506,F-04,유출,4,999.0,0
49853,20190506,F-04,유입,5,1746.0,0
49884,20190506,F-04,유출,5,2302.0,0
58223,20190506,F-04,유입,6,2340.0,0
58254,20190506,F-04,유출,6,2660.0,0
66593,20190506,F-04,유입,7,2207.0,0
66624,20190506,F-04,유출,7,2388.0,0
74963,20190506,F-04,유입,8,2683.0,0
74994,20190506,F-04,유출,8,2254.0,0
83333,20190506,F-04,유입,9,2857.0,0
83364,20190506,F-04,유출,9,1887.0,0
91703,20190506,F-04,유입,10,2708.0,0
91734,20190506,F-04,유출,10,2422.0,0
100073,20190506,F-04,유입,11,2838.0,0
100104,20190506,F-04,유출,11,2601.0,0
108443,20190506,F-04,유입,12,2760.0,0
108474,20190506,F-04,유출,12,2854.0,0
116813,20190506,F-04,유입,13,2718.0,0
116844,20190506,F-04,유출,13,2926.0,0
125183,20190506,F-04,유입,14,2657.0,0
125214,20190506,F-04,유출,14,2965.0,0
133553,20190506,F-04,유입,15,2739.0,0
133584,20190506,F-04,유출,15,2916.0,0
141923,20190506,F-04,유입,16,2756.0,0
141954,20190506,F-04,유출,16,2954.0,0
150293,20190506,F-04,유입,17,2778.0,0
150324,20190506,F-04,유출,17,2956.0,0
158663,20190506,F-04,유입,18,2748.0,0
158694,20190506,F-04,유출,18,2732.0,0
