,일자,지점번호,방향,시간,교통량,null
4216,20190501,C-09,유입,0,1560.0,0
4247,20190501,C-09,유출,0,1500.0,0
12586,20190501,C-09,유입,1,1329.0,0
12617,20190501,C-09,유출,1,1365.0,0
20956,20190501,C-09,유입,2,1183.0,0
20987,20190501,C-09,유출,2,986.0,0
29326,20190501,C-09,유입,3,917.0,0
29357,20190501,C-09,유출,3,783.0,0
37696,20190501,C-09,유입,4,928.0,0
37727,20190501,C-09,유출,4,657.0,0
46066,20190501,C-09,유입,5,1173.0,0
46097,20190501,C-09,유출,5,772.0,0
54436,20190501,C-09,유입,6,1746.0,0
54467,20190501,C-09,유출,6,1120.0,0
62806,20190501,C-09,유입,7,2150.0,0
62837,20190501,C-09,유출,7,1381.0,0
71176,20190501,C-09,유입,8,2409.0,0
71207,20190501,C-09,유출,8,1647.0,0
79546,20190501,C-09,유입,9,2814.0,0
79577,20190501,C-09,유출,9,1916.0,0
87916,20190501,C-09,유입,10,2851.0,0
87947,20190501,C-09,유출,10,2025.0,0
96286,20190501,C-09,유입,11,2768.0,0
96317,20190501,C-09,유출,11,2277.0,0
104656,20190501,C-09,유입,12,2373.0,0
104687,20190501,C-09,유출,12,2217.0,0
113026,20190501,C-09,유입,13,1887.0,0
113057,20190501,C-09,유출,13,2334.0,0
121396,20190501,C-09,유입,14,1739.0,0
121427,20190501,C-09,유출,14,2303.0,0
129766,20190501,C-09,유입,15,1983.0,0
129797,20190501,C-09,유출,15,2669.0,0
138136,20190501,C-09,유입,16,2320.0,0
138167,20190501,C-09,유출,16,2877.0,0
146506,20190501,C-09,유입,17,2288.0,0
146537,20190501,C-09,유출,17,3140.0,0
154876,20190501,C-09,유입,18,2062.0,0
154907,20190501,C-09,유출,18,2547.0,0
163246,20190501,C-09,유입,19,1790.0,0
163277,20190501,C-09,유출,19,2259.0,0
171616,20190501,C-09,유입,20,1906.0,0
171647,20190501,C-09,유출,20,2388.0,0
179986,20190501,C-09,유입,21,2071.0,0
