,일자,지점번호,방향,시간,교통량,null
7130,20190501,D-35,유입,0,841.0,0
7161,20190501,D-35,유출,0,949.0,0
15500,20190501,D-35,유입,1,754.0,0
15531,20190501,D-35,유출,1,699.0,0
23870,20190501,D-35,유입,2,749.0,0
23901,20190501,D-35,유출,2,643.0,0
32240,20190501,D-35,유입,3,694.0,0
32271,20190501,D-35,유출,3,577.0,0
40610,20190501,D-35,유입,4,468.0,0
40641,20190501,D-35,유출,4,460.0,0
48980,20190501,D-35,유입,5,503.0,0
49011,20190501,D-35,유출,5,439.0,0
57350,20190501,D-35,유입,6,571.0,0
57381,20190501,D-35,유출,6,658.0,0
65720,20190501,D-35,유입,7,885.0,0
65751,20190501,D-35,유출,7,990.0,0
74090,20190501,D-35,유입,8,1012.0,0
74121,20190501,D-35,유출,8,946.0,0
82460,20190501,D-35,유입,9,1291.0,0
82491,20190501,D-35,유출,9,1022.0,0
90830,20190501,D-35,유입,10,1352.0,0
90861,20190501,D-35,유출,10,1164.0,0
99200,20190501,D-35,유입,11,1416.0,0
99231,20190501,D-35,유출,11,1313.0,0
107570,20190501,D-35,유입,12,1406.0,0
107601,20190501,D-35,유출,12,1328.0,0
115940,20190501,D-35,유입,13,1340.0,0
115971,20190501,D-35,유출,13,1190.0,0
124310,20190501,D-35,유입,14,1262.0,0
124341,20190501,D-35,유출,14,1394.0,0
132680,20190501,D-35,유입,15,1396.0,0
132711,20190501,D-35,유출,15,1401.0,0
141050,20190501,D-35,유입,16,1366.0,0
141081,20190501,D-35,유출,16,1399.0,0
149420,20190501,D-35,유입,17,1238.0,0
149451,20190501,D-35,유출,17,1375.0,0
157790,20190501,D-35,유입,18,1128.0,0
157821,20190501,D-35,유출,18,1299.0,0
166160,20190501,D-35,유입,19,1034.0,0
166191,20190501,D-35,유출,19,1172.0,0
174530,20190501,D-35,유입,20,961.0,0
174561,20190501,D-35,유출,20,1061.0,0
182900,20190501,D-35,유입,21,971.0,0
182931,20190501,D-35,유출,21,1068.0,0
191270,20190501,D-35,유입,22,893.0,0
191301,20190501,D-35,유출,22,987.0,0
199640,20190501,D-35,유입,23,742.0,0
199671,20190501,D-35,유출,23,845.0,0
7131,20190502,D-35,유입,0,571.0,0
7162,20190502,D-35,유출,0,605.0,0
15501,20190502,D-35,유입,1,478.0,0
15532,20190502,D-35,유출,1,406.0,0
23871,20190502,D-35,유입,2,333.0,0
23902,20190502,D-35,유출,2,305.0,0
32241,20190502,D-35,유입,3,258.0,0
32272,20190502,D-35,유출,3,268.0,0
40611,20190502,D-35,유입,4,272.0,0
40642,20190502,D-35,유출,4,218.0,0
48981,20190502,D-35,유입,5,449.0,0
49012,20190502,D-35,유출,5,378.0,0
57351,20190502,D-35,유입,6,915.0,0
57382,20190502,D-35,유출,6,846.0,0
65721,20190502,D-35,유입,7,1635.0,0
65752,20190502,D-35,유출,7,1357.0,0
74091,20190502,D-35,유입,8,1792.0,0
74122,20190502,D-35,유출,8,1444.0,0
82461,20190502,D-35,유입,9,1734.0,0
82492,20190502,D-35,유출,9,1407.0,0
90831,20190502,D-35,유입,10,1567.0,0
90862,20190502,D-35,유출,10,1491.0,0
99201,20190502,D-35,유입,11,1443.0,0
99232,20190502,D-35,유출,11,1491.0,0
107571,20190502,D-35,유입,12,1433.0,0
107602,20190502,D-35,유출,12,1520.0,0
115941,20190502,D-35,유입,13,1563.0,0
115972,20190502,D-35,유출,13,1511.0,0
124311,20190502,D-35,유입,14,1706.0,0
124342,20190502,D-35,유출,14,1651.0,0
132681,20190502,D-35,유입,15,1599.0,0
132712,20190502,D-35,유출,15,1709.0,0
141051,20190502,D-35,유입,16,1670.0,0
141082,20190502,D-35,유출,16,1755.0,0
