,일자,지점번호,방향,시간,교통량,null
4402,20190501,C-12,유입,0,310.0,0
4433,20190501,C-12,유출,0,190.0,0
12772,20190501,C-12,유입,1,201.0,0
12803,20190501,C-12,유출,1,92.0,0
21142,20190501,C-12,유입,2,189.0,0
21173,20190501,C-12,유출,2,55.0,0
29512,20190501,C-12,유입,3,116.0,0
29543,20190501,C-12,유출,3,36.0,0
37882,20190501,C-12,유입,4,106.0,0
37913,20190501,C-12,유출,4,52.0,0
46252,20190501,C-12,유입,5,118.0,0
46283,20190501,C-12,유출,5,109.0,0
54622,20190501,C-12,유입,6,185.0,0
54653,20190501,C-12,유출,6,252.0,0
62992,20190501,C-12,유입,7,233.0,0
63023,20190501,C-12,유출,7,395.0,0
71362,20190501,C-12,유입,8,243.0,0
71393,20190501,C-12,유출,8,541.0,0
79732,20190501,C-12,유입,9,331.0,0
79763,20190501,C-12,유출,9,744.0,0
88102,20190501,C-12,유입,10,530.0,0
88133,20190501,C-12,유출,10,753.0,0
96472,20190501,C-12,유입,11,655.0,0
96503,20190501,C-12,유출,11,672.0,0
104842,20190501,C-12,유입,12,560.0,0
104873,20190501,C-12,유출,12,638.0,0
113212,20190501,C-12,유입,13,609.0,0
113243,20190501,C-12,유출,13,592.0,0
121582,20190501,C-12,유입,14,550.0,0
121613,20190501,C-12,유출,14,693.0,0
129952,20190501,C-12,유입,15,700.0,0
129983,20190501,C-12,유출,15,580.0,0
138322,20190501,C-12,유입,16,657.0,0
138353,20190501,C-12,유출,16,648.0,0
146692,20190501,C-12,유입,17,690.0,0
146723,20190501,C-12,유출,17,662.0,0
155062,20190501,C-12,유입,18,524.0,0
155093,20190501,C-12,유출,18,786.0,0
163432,20190501,C-12,유입,19,413.0,0
163463,20190501,C-12,유출,19,619.0,0
171802,20190501,C-12,유입,20,450.0,0
171833,20190501,C-12,유출,20,487.0,0
180172,20190501,C-12,유입,21,411.0,0
180203,20190501,C-12,유출,21,438.0,0
188542,20190501,C-12,유입,22,482.0,0
188573,20190501,C-12,유출,22,334.0,0
196912,20190501,C-12,유입,23,259.0,0
196943,20190501,C-12,유출,23,209.0,0
4403,20190502,C-12,유입,0,147.0,0
4434,20190502,C-12,유출,0,88.0,0
12773,20190502,C-12,유입,1,82.0,0
12804,20190502,C-12,유출,1,46.0,0
21143,20190502,C-12,유입,2,68.0,0
21174,20190502,C-12,유출,2,38.0,0
29513,20190502,C-12,유입,3,46.0,0
29544,20190502,C-12,유출,3,29.0,0
37883,20190502,C-12,유입,4,57.0,0
37914,20190502,C-12,유출,4,45.0,0
46253,20190502,C-12,유입,5,97.0,0
46284,20190502,C-12,유출,5,179.0,0
54623,20190502,C-12,유입,6,249.0,0
54654,20190502,C-12,유출,6,558.0,0
62993,20190502,C-12,유입,7,494.0,0
63024,20190502,C-12,유출,7,960.0,0
71363,20190502,C-12,유입,8,424.0,0
71394,20190502,C-12,유출,8,912.0,0
79733,20190502,C-12,유입,9,416.0,0
79764,20190502,C-12,유출,9,927.0,0
88103,20190502,C-12,유입,10,463.0,0
88134,20190502,C-12,유출,10,936.0,0
96473,20190502,C-12,유입,11,547.0,0
96504,20190502,C-12,유출,11,828.0,0
104843,20190502,C-12,유입,12,542.0,0
104874,20190502,C-12,유출,12,702.0,0
113213,20190502,C-12,유입,13,585.0,0
113244,20190502,C-12,유출,13,668.0,0
121583,20190502,C-12,유입,14,532.0,0
121614,20190502,C-12,유출,14,809.0,0
129953,20190502,C-12,유입,15,559.0,0
129984,20190502,C-12,유출,15,710.0,0
138323,20190502,C-12,유입,16,635.0,0
138354,20190502,C-12,유출,16,725.0,0
146693,20190502,C-12,유입,17,618.0,0
146724,20190502,C-12,유출,17,755.0,0
155063,20190502,C-12,유입,18,569.0,0
155094,20190502,C-12,유출,18,465.0,0
163433,20190502,C-12,유입,19,503.0,0
163464,20190502,C-12,유출,19,741.0,0
171803,20190502,C-12,유입,20,538.0,0
171834,20190502,C-12,유출,20,522.0,0
180173,20190502,C-12,유입,21,651.0,0
180204,20190502,C-12,유출,21,460.0,0
188543,20190502,C-12,유입,22,638.0,0
188574,20190502,C-12,유출,22,334.0,0
196913,20190502,C-12,유입,23,434.0,0
196944,20190502,C-12,유출,23,177.0,0
4404,20190503,C-12,유입,0,251.0,0
4435,20190503,C-12,유출,0,120.0,0
12774,20190503,C-12,유입,1,134.0,0
12805,20190503,C-12,유출,1,65.0,0
21144,20190503,C-12,유입,2,106.0,0
21175,20190503,C-12,유출,2,43.0,0
29514,20190503,C-12,유입,3,63.0,0
29545,20190503,C-12,유출,3,29.0,0
37884,20190503,C-12,유입,4,78.0,0
37915,20190503,C-12,유출,4,36.0,0
46254,20190503,C-12,유입,5,133.0,0
46285,20190503,C-12,유출,5,151.0,0
54624,20190503,C-12,유입,6,281.0,0
54655,20190503,C-12,유출,6,475.0,0
62994,20190503,C-12,유입,7,499.0,0
63025,20190503,C-12,유출,7,901.0,0
71364,20190503,C-12,유입,8,463.0,0
71395,20190503,C-12,유출,8,917.0,0
79734,20190503,C-12,유입,9,534.0,0
79765,20190503,C-12,유출,9,883.0,0
88104,20190503,C-12,유입,10,503.0,0
88135,20190503,C-12,유출,10,827.0,0
96474,20190503,C-12,유입,11,528.0,0
96505,20190503,C-12,유출,11,747.0,0
104844,20190503,C-12,유입,12,565.0,0
104875,20190503,C-12,유출,12,785.0,0
113214,20190503,C-12,유입,13,592.0,0
