,일자,지점번호,방향,시간,교통량,null
7936,20190501,F-03,유입,0,2740.0,0
7967,20190501,F-03,유출,0,1969.0,0
16306,20190501,F-03,유입,1,1939.0,0
16337,20190501,F-03,유출,1,1376.0,0
24676,20190501,F-03,유입,2,1500.0,0
24707,20190501,F-03,유출,2,1058.0,0
33046,20190501,F-03,유입,3,1219.0,0
33077,20190501,F-03,유출,3,968.0,0
41416,20190501,F-03,유입,4,1341.0,0
41447,20190501,F-03,유출,4,1147.0,0
49786,20190501,F-03,유입,5,1909.0,0
49817,20190501,F-03,유출,5,1732.0,0
58156,20190501,F-03,유입,6,2904.0,0
58187,20190501,F-03,유출,6,2812.0,0
66526,20190501,F-03,유입,7,3153.0,0
66557,20190501,F-03,유출,7,2860.0,0
74896,20190501,F-03,유입,8,3490.0,0
74927,20190501,F-03,유출,8,3195.0,0
83266,20190501,F-03,유입,9,3745.0,0
83297,20190501,F-03,유출,9,3811.0,0
91636,20190501,F-03,유입,10,3849.0,0
91667,20190501,F-03,유출,10,3763.0,0
100006,20190501,F-03,유입,11,3632.0,0
100037,20190501,F-03,유출,11,3860.0,0
108376,20190501,F-03,유입,12,3436.0,0
108407,20190501,F-03,유출,12,3193.0,0
116746,20190501,F-03,유입,13,3673.0,0
116777,20190501,F-03,유출,13,3670.0,0
125116,20190501,F-03,유입,14,3595.0,0
125147,20190501,F-03,유출,14,3510.0,0
133486,20190501,F-03,유입,15,3531.0,0
133517,20190501,F-03,유출,15,3802.0,0
141856,20190501,F-03,유입,16,3512.0,0
141887,20190501,F-03,유출,16,3524.0,0
150226,20190501,F-03,유입,17,3643.0,0
150257,20190501,F-03,유출,17,3611.0,0
158596,20190501,F-03,유입,18,3455.0,0
158627,20190501,F-03,유출,18,3062.0,0
166966,20190501,F-03,유입,19,3048.0,0
166997,20190501,F-03,유출,19,2709.0,0
175336,20190501,F-03,유입,20,3420.0,0
175367,20190501,F-03,유출,20,3036.0,0
183706,20190501,F-03,유입,21,3662.0,0
183737,20190501,F-03,유출,21,3371.0,0
192076,20190501,F-03,유입,22,3522.0,0
192107,20190501,F-03,유출,22,3244.0,0
200446,20190501,F-03,유입,23,2629.0,0
200477,20190501,F-03,유출,23,2083.0,0
7937,20190502,F-03,유입,0,1747.0,0
7968,20190502,F-03,유출,0,1371.0,0
16307,20190502,F-03,유입,1,1250.0,0
16338,20190502,F-03,유출,1,992.0,0
24677,20190502,F-03,유입,2,903.0,0
24708,20190502,F-03,유출,2,711.0,0
33047,20190502,F-03,유입,3,721.0,0
33078,20190502,F-03,유출,3,666.0,0
41417,20190502,F-03,유입,4,998.0,0
41448,20190502,F-03,유출,4,1267.0,0
49787,20190502,F-03,유입,5,2571.0,0
49818,20190502,F-03,유출,5,3219.0,0
58157,20190502,F-03,유입,6,3891.0,0
58188,20190502,F-03,유출,6,4571.0,0
66527,20190502,F-03,유입,7,4072.0,0
66558,20190502,F-03,유출,7,4280.0,0
74897,20190502,F-03,유입,8,4012.0,0
74928,20190502,F-03,유출,8,3114.0,0
83267,20190502,F-03,유입,9,3810.0,0
83298,20190502,F-03,유출,9,3750.0,0
91637,20190502,F-03,유입,10,3676.0,0
91668,20190502,F-03,유출,10,3706.0,0
100007,20190502,F-03,유입,11,3701.0,0
100038,20190502,F-03,유출,11,3721.0,0
108377,20190502,F-03,유입,12,3734.0,0
108408,20190502,F-03,유출,12,3477.0,0
116747,20190502,F-03,유입,13,3654.0,0
116778,20190502,F-03,유출,13,3671.0,0
125117,20190502,F-03,유입,14,3578.0,0
125148,20190502,F-03,유출,14,3752.0,0
133487,20190502,F-03,유입,15,3558.0,0
133518,20190502,F-03,유출,15,3792.0,0
141857,20190502,F-03,유입,16,3660.0,0
141888,20190502,F-03,유출,16,3406.0,0
150227,20190502,F-03,유입,17,3711.0,0
150258,20190502,F-03,유출,17,3793.0,0
158597,20190502,F-03,유입,18,3634.0,0
158628,20190502,F-03,유출,18,3649.0,0
166967,20190502,F-03,유입,19,3748.0,0
166998,20190502,F-03,유출,19,3794.0,0
175337,20190502,F-03,유입,20,3958.0,0
175368,20190502,F-03,유출,20,2764.0,0
183707,20190502,F-03,유입,21,3712.0,0
183738,20190502,F-03,유출,21,3112.0,0
192077,20190502,F-03,유입,22,3950.0,0
192108,20190502,F-03,유출,22,3234.0,0
200447,20190502,F-03,유입,23,3050.0,0
200478,20190502,F-03,유출,23,2137.0,0
7938,20190503,F-03,유입,0,2196.0,0
7969,20190503,F-03,유출,0,1551.0,0
16308,20190503,F-03,유입,1,1567.0,0
16339,20190503,F-03,유출,1,1039.0,0
24678,20190503,F-03,유입,2,1150.0,0
24709,20190503,F-03,유출,2,909.0,0
33048,20190503,F-03,유입,3,999.0,0
33079,20190503,F-03,유출,3,744.0,0
41418,20190503,F-03,유입,4,1117.0,0
41449,20190503,F-03,유출,4,1182.0,0
49788,20190503,F-03,유입,5,2462.0,0
49819,20190503,F-03,유출,5,2958.0,0
58158,20190503,F-03,유입,6,3898.0,0
58189,20190503,F-03,유출,6,4461.0,0
66528,20190503,F-03,유입,7,4150.0,0
66559,20190503,F-03,유출,7,4325.0,0
74898,20190503,F-03,유입,8,3984.0,0
74929,20190503,F-03,유출,8,3701.0,0
83268,20190503,F-03,유입,9,3807.0,0
83299,20190503,F-03,유출,9,3290.0,0
91638,20190503,F-03,유입,10,3728.0,0
91669,20190503,F-03,유출,10,4054.0,0
100008,20190503,F-03,유입,11,3665.0,0
100039,20190503,F-03,유출,11,3652.0,0
108378,20190503,F-03,유입,12,3735.0,0
108409,20190503,F-03,유출,12,3630.0,0
116748,20190503,F-03,유입,13,3628.0,0
116779,20190503,F-03,유출,13,3691.0,0
125118,20190503,F-03,유입,14,3578.0,0
125149,20190503,F-03,유출,14,3814.0,0
133488,20190503,F-03,유입,15,3563.0,0
133519,20190503,F-03,유출,15,3904.0,0
141858,20190503,F-03,유입,16,3589.0,0
141889,20190503,F-03,유출,16,3632.0,0
150228,20190503,F-03,유입,17,3716.0,0
150259,20190503,F-03,유출,17,4022.0,0
158598,20190503,F-03,유입,18,3639.0,0
158629,20190503,F-03,유출,18,3652.0,0
166968,20190503,F-03,유입,19,3745.0,0
166999,20190503,F-03,유출,19,3730.0,0
175338,20190503,F-03,유입,20,3774.0,0
175369,20190503,F-03,유출,20,3684.0,0
183708,20190503,F-03,유입,21,3855.0,0
183739,20190503,F-03,유출,21,3462.0,0
192078,20190503,F-03,유입,22,3914.0,0
192109,20190503,F-03,유출,22,3296.0,0
200448,20190503,F-03,유입,23,3661.0,0
200479,20190503,F-03,유출,23,2755.0,0
7939,20190504,F-03,유입,0,2664.0,0
7970,20190504,F-03,유출,0,1961.0,0
16309,20190504,F-03,유입,1,1971.0,0
16340,20190504,F-03,유출,1,1402.0,0
24679,20190504,F-03,유입,2,1534.0,0
24710,20190504,F-03,유출,2,1113.0,0
33049,20190504,F-03,유입,3,1295.0,0
33080,20190504,F-03,유출,3,1059.0,0
41419,20190504,F-03,유입,4,1504.0,0
41450,20190504,F-03,유출,4,1388.0,0
49789,20190504,F-03,유입,5,2666.0,0
49820,20190504,F-03,유출,5,2757.0,0
58159,20190504,F-03,유입,6,3601.0,0
58190,20190504,F-03,유출,6,3452.0,0
66529,20190504,F-03,유입,7,3500.0,0
66560,20190504,F-03,유출,7,3188.0,0
74899,20190504,F-03,유입,8,3884.0,0
74930,20190504,F-03,유출,8,3630.0,0
83269,20190504,F-03,유입,9,3717.0,0
83300,20190504,F-03,유출,9,3907.0,0
91639,20190504,F-03,유입,10,3686.0,0
91670,20190504,F-03,유출,10,3684.0,0
100009,20190504,F-03,유입,11,3547.0,0
100040,20190504,F-03,유출,11,3686.0,0
108379,20190504,F-03,유입,12,3493.0,0
108410,20190504,F-03,유출,12,3843.0,0
116749,20190504,F-03,유입,13,3421.0,0
116780,20190504,F-03,유출,13,3835.0,0
125119,20190504,F-03,유입,14,3392.0,0
125150,20190504,F-03,유출,14,3698.0,0
133489,20190504,F-03,유입,15,3345.0,0
133520,20190504,F-03,유출,15,3694.0,0
141859,20190504,F-03,유입,16,3384.0,0
141890,20190504,F-03,유출,16,3514.0,0
150229,20190504,F-03,유입,17,3491.0,0
150260,20190504,F-03,유출,17,3724.0,0
158599,20190504,F-03,유입,18,3464.0,0
158630,20190504,F-03,유출,18,3642.0,0
166969,20190504,F-03,유입,19,3480.0,0
167000,20190504,F-03,유출,19,3166.0,0
175339,20190504,F-03,유입,20,3695.0,0
175370,20190504,F-03,유출,20,3456.0,0
183709,20190504,F-03,유입,21,3673.0,0
183740,20190504,F-03,유출,21,3892.0,0
192079,20190504,F-03,유입,22,3680.0,0
192110,20190504,F-03,유출,22,3326.0,0
200449,20190504,F-03,유입,23,3171.0,0
200480,20190504,F-03,유출,23,2960.0,0
7940,20190505,F-03,유입,0,2145.0,0
7971,20190505,F-03,유출,0,1846.0,0
16310,20190505,F-03,유입,1,1588.0,0
16341,20190505,F-03,유출,1,1220.0,0
24680,20190505,F-03,유입,2,1263.0,0
24711,20190505,F-03,유출,2,886.0,0
33050,20190505,F-03,유입,3,1016.0,0
33081,20190505,F-03,유출,3,747.0,0
41420,20190505,F-03,유입,4,1042.0,0
41451,20190505,F-03,유출,4,912.0,0
49790,20190505,F-03,유입,5,1454.0,0
49821,20190505,F-03,유출,5,1342.0,0
58160,20190505,F-03,유입,6,2112.0,0
58191,20190505,F-03,유출,6,1935.0,0
66530,20190505,F-03,유입,7,2346.0,0
66561,20190505,F-03,유출,7,2158.0,0
74900,20190505,F-03,유입,8,3048.0,0
74931,20190505,F-03,유출,8,2930.0,0
83270,20190505,F-03,유입,9,3775.0,0
83301,20190505,F-03,유출,9,3789.0,0
91640,20190505,F-03,유입,10,3667.0,0
91671,20190505,F-03,유출,10,3972.0,0
100010,20190505,F-03,유입,11,3482.0,0
100041,20190505,F-03,유출,11,3774.0,0
108380,20190505,F-03,유입,12,3444.0,0
108411,20190505,F-03,유출,12,3796.0,0
116750,20190505,F-03,유입,13,3469.0,0
116781,20190505,F-03,유출,13,3821.0,0
125120,20190505,F-03,유입,14,3437.0,0
125151,20190505,F-03,유출,14,3731.0,0
133490,20190505,F-03,유입,15,3389.0,0
133521,20190505,F-03,유출,15,3869.0,0
141860,20190505,F-03,유입,16,3339.0,0
141891,20190505,F-03,유출,16,3845.0,0
150230,20190505,F-03,유입,17,3427.0,0
150261,20190505,F-03,유출,17,4015.0,0
158600,20190505,F-03,유입,18,3389.0,0
158631,20190505,F-03,유출,18,3451.0,0
166970,20190505,F-03,유입,19,3390.0,0
167001,20190505,F-03,유출,19,3170.0,0
175340,20190505,F-03,유입,20,3668.0,0
175371,20190505,F-03,유출,20,3683.0,0
183710,20190505,F-03,유입,21,3655.0,0
183741,20190505,F-03,유출,21,3824.0,0
192080,20190505,F-03,유입,22,3734.0,0
192111,20190505,F-03,유출,22,3649.0,0
200450,20190505,F-03,유입,23,2895.0,0
200481,20190505,F-03,유출,23,3021.0,0
7941,20190506,F-03,유입,0,2036.0,0
7972,20190506,F-03,유출,0,1889.0,0
16311,20190506,F-03,유입,1,1520.0,0
16342,20190506,F-03,유출,1,1269.0,0
24681,20190506,F-03,유입,2,1121.0,0
24712,20190506,F-03,유출,2,844.0,0
33051,20190506,F-03,유입,3,883.0,0
33082,20190506,F-03,유출,3,717.0,0
41421,20190506,F-03,유입,4,1083.0,0
41452,20190506,F-03,유출,4,1086.0,0
49791,20190506,F-03,유입,5,2166.0,0
49822,20190506,F-03,유출,5,2451.0,0
58161,20190506,F-03,유입,6,2968.0,0
58192,20190506,F-03,유출,6,3065.0,0
66531,20190506,F-03,유입,7,2468.0,0
66562,20190506,F-03,유출,7,2503.0,0
74901,20190506,F-03,유입,8,2867.0,0
74932,20190506,F-03,유출,8,2924.0,0
83271,20190506,F-03,유입,9,3032.0,0
83302,20190506,F-03,유출,9,3270.0,0
91641,20190506,F-03,유입,10,3245.0,0
91672,20190506,F-03,유출,10,3814.0,0
100011,20190506,F-03,유입,11,3662.0,0
100042,20190506,F-03,유출,11,3704.0,0
108381,20190506,F-03,유입,12,3534.0,0
108412,20190506,F-03,유출,12,3826.0,0
116751,20190506,F-03,유입,13,3524.0,0
116782,20190506,F-03,유출,13,3663.0,0
125121,20190506,F-03,유입,14,3553.0,0
125152,20190506,F-03,유출,14,3314.0,0
133491,20190506,F-03,유입,15,3534.0,0
133522,20190506,F-03,유출,15,3728.0,0
141861,20190506,F-03,유입,16,3466.0,0
141892,20190506,F-03,유출,16,3634.0,0
150231,20190506,F-03,유입,17,3568.0,0
150262,20190506,F-03,유출,17,3880.0,0
158601,20190506,F-03,유입,18,3454.0,0
158632,20190506,F-03,유출,18,3554.0,0
166971,20190506,F-03,유입,19,3400.0,0
167002,20190506,F-03,유출,19,3344.0,0
175341,20190506,F-03,유입,20,3707.0,0
175372,20190506,F-03,유출,20,3531.0,0
183711,20190506,F-03,유입,21,3783.0,0
183742,20190506,F-03,유출,21,3783.0,0
192081,20190506,F-03,유입,22,3555.0,0
192112,20190506,F-03,유출,22,3317.0,0
200451,20190506,F-03,유입,23,2685.0,0
200482,20190506,F-03,유출,23,2523.0,0
7942,20190507,F-03,유입,0,1783.0,0
7973,20190507,F-03,유출,0,1421.0,0
16312,20190507,F-03,유입,1,1083.0,0
16343,20190507,F-03,유출,1,855.0,0
24682,20190507,F-03,유입,2,787.0,0
24713,20190507,F-03,유출,2,643.0,0
33052,20190507,F-03,유입,3,720.0,0
33083,20190507,F-03,유출,3,651.0,0
41422,20190507,F-03,유입,4,969.0,0
41453,20190507,F-03,유출,4,1112.0,0
49792,20190507,F-03,유입,5,2464.0,0
49823,20190507,F-03,유출,5,3209.0,0
58162,20190507,F-03,유입,6,4135.0,0
58193,20190507,F-03,유출,6,4527.0,0
66532,20190507,F-03,유입,7,4034.0,0
66563,20190507,F-03,유출,7,4380.0,0
74902,20190507,F-03,유입,8,3811.0,0
74933,20190507,F-03,유출,8,3932.0,0
83272,20190507,F-03,유입,9,3419.0,0
83303,20190507,F-03,유출,9,3519.0,0
91642,20190507,F-03,유입,10,3706.0,0
91673,20190507,F-03,유출,10,3451.0,0
100012,20190507,F-03,유입,11,3864.0,0
100043,20190507,F-03,유출,11,3777.0,0
108382,20190507,F-03,유입,12,3672.0,0
108413,20190507,F-03,유출,12,3540.0,0
116752,20190507,F-03,유입,13,3668.0,0
116783,20190507,F-03,유출,13,3821.0,0
125122,20190507,F-03,유입,14,3563.0,0
125153,20190507,F-03,유출,14,3778.0,0
133492,20190507,F-03,유입,15,3674.0,0
133523,20190507,F-03,유출,15,3473.0,0
141862,20190507,F-03,유입,16,3725.0,0
141893,20190507,F-03,유출,16,3855.0,0
150232,20190507,F-03,유입,17,3761.0,0
150263,20190507,F-03,유출,17,3406.0,0
158602,20190507,F-03,유입,18,3662.0,0
158633,20190507,F-03,유출,18,3517.0,0
166972,20190507,F-03,유입,19,3764.0,0
167003,20190507,F-03,유출,19,3707.0,0
175342,20190507,F-03,유입,20,3855.0,0
175373,20190507,F-03,유출,20,3812.0,0
183712,20190507,F-03,유입,21,3926.0,0
183743,20190507,F-03,유출,21,3330.0,0
192082,20190507,F-03,유입,22,4002.0,0
192113,20190507,F-03,유출,22,3231.0,0
200452,20190507,F-03,유입,23,3021.0,0
200483,20190507,F-03,유출,23,2242.0,0
7943,20190508,F-03,유입,0,2049.0,0
7974,20190508,F-03,유출,0,1430.0,0
16313,20190508,F-03,유입,1,1427.0,0
16344,20190508,F-03,유출,1,988.0,0
24683,20190508,F-03,유입,2,1044.0,0
24714,20190508,F-03,유출,2,774.0,0
33053,20190508,F-03,유입,3,919.0,0
33084,20190508,F-03,유출,3,695.0,0
41423,20190508,F-03,유입,4,1089.0,0
41454,20190508,F-03,유출,4,1175.0,0
49793,20190508,F-03,유입,5,2446.0,0
49824,20190508,F-03,유출,5,3053.0,0
58163,20190508,F-03,유입,6,3900.0,0
58194,20190508,F-03,유출,6,4513.0,0
66533,20190508,F-03,유입,7,4062.0,0
66564,20190508,F-03,유출,7,4312.0,0
74903,20190508,F-03,유입,8,4036.0,0
74934,20190508,F-03,유출,8,3846.0,0
83273,20190508,F-03,유입,9,3822.0,0
83304,20190508,F-03,유출,9,3678.0,0
91643,20190508,F-03,유입,10,3647.0,0
91674,20190508,F-03,유출,10,3812.0,0
100013,20190508,F-03,유입,11,3311.0,0
100044,20190508,F-03,유출,11,3800.0,0
108383,20190508,F-03,유입,12,3483.0,0
108414,20190508,F-03,유출,12,3504.0,0
116753,20190508,F-03,유입,13,3650.0,0
116784,20190508,F-03,유출,13,2898.0,0
125123,20190508,F-03,유입,14,3550.0,0
125154,20190508,F-03,유출,14,3630.0,0
133493,20190508,F-03,유입,15,3542.0,0
133524,20190508,F-03,유출,15,3664.0,0
141863,20190508,F-03,유입,16,3550.0,0
141894,20190508,F-03,유출,16,3810.0,0
150233,20190508,F-03,유입,17,3703.0,0
150264,20190508,F-03,유출,17,3338.0,0
158603,20190508,F-03,유입,18,3681.0,0
158634,20190508,F-03,유출,18,3330.0,0
166973,20190508,F-03,유입,19,3860.0,0
167004,20190508,F-03,유출,19,3697.0,0
175343,20190508,F-03,유입,20,3798.0,0
175374,20190508,F-03,유출,20,3721.0,0
183713,20190508,F-03,유입,21,3872.0,0
183744,20190508,F-03,유출,21,3593.0,0
192083,20190508,F-03,유입,22,3809.0,0
192114,20190508,F-03,유출,22,3361.0,0
200453,20190508,F-03,유입,23,2994.0,0
200484,20190508,F-03,유출,23,2378.0,0
7944,20190509,F-03,유입,0,1853.0,0
7975,20190509,F-03,유출,0,1453.0,0
16314,20190509,F-03,유입,1,1297.0,0
16345,20190509,F-03,유출,1,1024.0,0
24684,20190509,F-03,유입,2,954.0,0
24715,20190509,F-03,유출,2,789.0,0
33054,20190509,F-03,유입,3,847.0,0
33085,20190509,F-03,유출,3,682.0,0
41424,20190509,F-03,유입,4,1021.0,0
41455,20190509,F-03,유출,4,1171.0,0
49794,20190509,F-03,유입,5,2474.0,0
49825,20190509,F-03,유출,5,3058.0,0
58164,20190509,F-03,유입,6,3840.0,0
58195,20190509,F-03,유출,6,4500.0,0
66534,20190509,F-03,유입,7,3593.0,0
66565,20190509,F-03,유출,7,4382.0,0
74904,20190509,F-03,유입,8,3623.0,0
74935,20190509,F-03,유출,8,3784.0,0
83274,20190509,F-03,유입,9,3770.0,0
83305,20190509,F-03,유출,9,3749.0,0
91644,20190509,F-03,유입,10,3735.0,0
91675,20190509,F-03,유출,10,3927.0,0
100014,20190509,F-03,유입,11,3658.0,0
100045,20190509,F-03,유출,11,3713.0,0
108384,20190509,F-03,유입,12,3691.0,0
108415,20190509,F-03,유출,12,3634.0,0
116754,20190509,F-03,유입,13,3708.0,0
116785,20190509,F-03,유출,13,3451.0,0
