,일자,지점번호,방향,시간,교통량,null
2976,20190501,B-25,유입,0,417.0,0
3007,20190501,B-25,유출,0,303.0,0
11346,20190501,B-25,유입,1,254.0,0
11377,20190501,B-25,유출,1,230.0,0
19716,20190501,B-25,유입,2,199.0,0
19747,20190501,B-25,유출,2,184.0,0
28086,20190501,B-25,유입,3,161.0,0
28117,20190501,B-25,유출,3,150.0,0
36456,20190501,B-25,유입,4,185.0,0
36487,20190501,B-25,유출,4,163.0,0
44826,20190501,B-25,유입,5,273.0,0
44857,20190501,B-25,유출,5,200.0,0
53196,20190501,B-25,유입,6,466.0,0
53227,20190501,B-25,유출,6,361.0,0
61566,20190501,B-25,유입,7,765.0,0
61597,20190501,B-25,유출,7,440.0,0
69936,20190501,B-25,유입,8,937.0,0
69967,20190501,B-25,유출,8,579.0,0
78306,20190501,B-25,유입,9,1112.0,0
78337,20190501,B-25,유출,9,649.0,0
86676,20190501,B-25,유입,10,1091.0,0
86707,20190501,B-25,유출,10,676.0,0
95046,20190501,B-25,유입,11,1244.0,0
95077,20190501,B-25,유출,11,734.0,0
103416,20190501,B-25,유입,12,1104.0,0
103447,20190501,B-25,유출,12,831.0,0
111786,20190501,B-25,유입,13,1132.0,0
111817,20190501,B-25,유출,13,762.0,0
120156,20190501,B-25,유입,14,1196.0,0
120187,20190501,B-25,유출,14,768.0,0
128526,20190501,B-25,유입,15,1211.0,0
128557,20190501,B-25,유출,15,761.0,0
136896,20190501,B-25,유입,16,1265.0,0
136927,20190501,B-25,유출,16,735.0,0
145266,20190501,B-25,유입,17,1259.0,0
145297,20190501,B-25,유출,17,730.0,0
153636,20190501,B-25,유입,18,1185.0,0
153667,20190501,B-25,유출,18,745.0,0
162006,20190501,B-25,유입,19,911.0,0
162037,20190501,B-25,유출,19,610.0,0
170376,20190501,B-25,유입,20,813.0,0
170407,20190501,B-25,유출,20,521.0,0
178746,20190501,B-25,유입,21,808.0,0
178777,20190501,B-25,유출,21,480.0,0
187116,20190501,B-25,유입,22,546.0,0
187147,20190501,B-25,유출,22,452.0,0
195486,20190501,B-25,유입,23,319.0,0
195517,20190501,B-25,유출,23,279.0,0
2977,20190502,B-25,유입,0,227.0,0
3008,20190502,B-25,유출,0,205.0,0
11347,20190502,B-25,유입,1,146.0,0
11378,20190502,B-25,유출,1,153.0,0
19717,20190502,B-25,유입,2,83.0,0
19748,20190502,B-25,유출,2,93.0,0
28087,20190502,B-25,유입,3,87.0,0
28118,20190502,B-25,유출,3,76.0,0
