,일자,지점번호,방향,시간,교통량,null
1736,20190501,B-05,유입,0,498.0,0
1767,20190501,B-05,유출,0,550.0,0
10106,20190501,B-05,유입,1,377.0,0
10137,20190501,B-05,유출,1,412.0,0
18476,20190501,B-05,유입,2,264.0,0
18507,20190501,B-05,유출,2,290.0,0
26846,20190501,B-05,유입,3,202.0,0
26877,20190501,B-05,유출,3,220.0,0
35216,20190501,B-05,유입,4,311.0,0
35247,20190501,B-05,유출,4,233.0,0
43586,20190501,B-05,유입,5,430.0,0
43617,20190501,B-05,유출,5,455.0,0
51956,20190501,B-05,유입,6,790.0,0
51987,20190501,B-05,유출,6,913.0,0
60326,20190501,B-05,유입,7,1208.0,0
60357,20190501,B-05,유출,7,1174.0,0
68696,20190501,B-05,유입,8,1417.0,0
68727,20190501,B-05,유출,8,1347.0,0
77066,20190501,B-05,유입,9,1628.0,0
77097,20190501,B-05,유출,9,1278.0,0
85436,20190501,B-05,유입,10,1488.0,0
85467,20190501,B-05,유출,10,1360.0,0
93806,20190501,B-05,유입,11,1382.0,0
93837,20190501,B-05,유출,11,1417.0,0
102176,20190501,B-05,유입,12,1449.0,0
102207,20190501,B-05,유출,12,1575.0,0
110546,20190501,B-05,유입,13,1428.0,0
110577,20190501,B-05,유출,13,1403.0,0
118916,20190501,B-05,유입,14,1497.0,0
118947,20190501,B-05,유출,14,1389.0,0
127286,20190501,B-05,유입,15,1491.0,0
127317,20190501,B-05,유출,15,1415.0,0
135656,20190501,B-05,유입,16,1668.0,0
135687,20190501,B-05,유출,16,1378.0,0
144026,20190501,B-05,유입,17,1694.0,0
144057,20190501,B-05,유출,17,1580.0,0
152396,20190501,B-05,유입,18,1625.0,0
152427,20190501,B-05,유출,18,1486.0,0
160766,20190501,B-05,유입,19,1296.0,0
160797,20190501,B-05,유출,19,1164.0,0
169136,20190501,B-05,유입,20,1129.0,0
169167,20190501,B-05,유출,20,1060.0,0
177506,20190501,B-05,유입,21,920.0,0
177537,20190501,B-05,유출,21,1051.0,0
185876,20190501,B-05,유입,22,693.0,0
185907,20190501,B-05,유출,22,846.0,0
194246,20190501,B-05,유입,23,426.0,0
194277,20190501,B-05,유출,23,547.0,0
1737,20190502,B-05,유입,0,300.0,0
1768,20190502,B-05,유출,0,366.0,0
10107,20190502,B-05,유입,1,204.0,0
10138,20190502,B-05,유출,1,238.0,0
18477,20190502,B-05,유입,2,158.0,0
18508,20190502,B-05,유출,2,153.0,0
26847,20190502,B-05,유입,3,158.0,0
26878,20190502,B-05,유출,3,197.0,0
35217,20190502,B-05,유입,4,284.0,0
35248,20190502,B-05,유출,4,227.0,0
43587,20190502,B-05,유입,5,625.0,0
43618,20190502,B-05,유출,5,593.0,0
51957,20190502,B-05,유입,6,1310.0,0
51988,20190502,B-05,유출,6,1132.0,0
60327,20190502,B-05,유입,7,1918.0,0
60358,20190502,B-05,유출,7,1473.0,0
68697,20190502,B-05,유입,8,1713.0,0
68728,20190502,B-05,유출,8,1692.0,0
77067,20190502,B-05,유입,9,1847.0,0
