,일자,지점번호,방향,시간,교통량,null
3906,20190501,C-04,유입,0,2721.0,0
3937,20190501,C-04,유출,0,3003.0,0
12276,20190501,C-04,유입,1,2109.0,0
12307,20190501,C-04,유출,1,2362.0,0
20646,20190501,C-04,유입,2,1596.0,0
20677,20190501,C-04,유출,2,1774.0,0
29016,20190501,C-04,유입,3,1211.0,0
29047,20190501,C-04,유출,3,1451.0,0
37386,20190501,C-04,유입,4,1272.0,0
37417,20190501,C-04,유출,4,1476.0,0
45756,20190501,C-04,유입,5,1939.0,0
45787,20190501,C-04,유출,5,2093.0,0
54126,20190501,C-04,유입,6,2736.0,0
54157,20190501,C-04,유출,6,3156.0,0
62496,20190501,C-04,유입,7,3365.0,0
62527,20190501,C-04,유출,7,3540.0,0
70866,20190501,C-04,유입,8,3569.0,0
70897,20190501,C-04,유출,8,3938.0,0
79236,20190501,C-04,유입,9,3861.0,0
79267,20190501,C-04,유출,9,4143.0,0
87606,20190501,C-04,유입,10,4195.0,0
87637,20190501,C-04,유출,10,4237.0,0
95976,20190501,C-04,유입,11,4107.0,0
96007,20190501,C-04,유출,11,4032.0,0
104346,20190501,C-04,유입,12,3668.0,0
104377,20190501,C-04,유출,12,4015.0,0
112716,20190501,C-04,유입,13,4069.0,0
112747,20190501,C-04,유출,13,4039.0,0
121086,20190501,C-04,유입,14,4141.0,0
121117,20190501,C-04,유출,14,4452.0,0
129456,20190501,C-04,유입,15,3981.0,0
129487,20190501,C-04,유출,15,4247.0,0
137826,20190501,C-04,유입,16,4023.0,0
137857,20190501,C-04,유출,16,4826.0,0
146196,20190501,C-04,유입,17,3945.0,0
146227,20190501,C-04,유출,17,4832.0,0
154566,20190501,C-04,유입,18,3505.0,0
154597,20190501,C-04,유출,18,4610.0,0
162936,20190501,C-04,유입,19,3062.0,0
162967,20190501,C-04,유출,19,4019.0,0
171306,20190501,C-04,유입,20,3256.0,0
171337,20190501,C-04,유출,20,4259.0,0
179676,20190501,C-04,유입,21,3277.0,0
179707,20190501,C-04,유출,21,4260.0,0
188046,20190501,C-04,유입,22,3017.0,0
188077,20190501,C-04,유출,22,3647.0,0
196416,20190501,C-04,유입,23,2214.0,0
196447,20190501,C-04,유출,23,2925.0,0
3907,20190502,C-04,유입,0,1583.0,0
3938,20190502,C-04,유출,0,2070.0,0
12277,20190502,C-04,유입,1,1072.0,0
12308,20190502,C-04,유출,1,1338.0,0
20647,20190502,C-04,유입,2,805.0,0
20678,20190502,C-04,유출,2,977.0,0
29017,20190502,C-04,유입,3,645.0,0
29048,20190502,C-04,유출,3,898.0,0
37387,20190502,C-04,유입,4,1134.0,0
37418,20190502,C-04,유출,4,1458.0,0
45757,20190502,C-04,유입,5,2971.0,0
45788,20190502,C-04,유출,5,3171.0,0
54127,20190502,C-04,유입,6,3770.0,0
54158,20190502,C-04,유출,6,4855.0,0
62497,20190502,C-04,유입,7,4230.0,0
62528,20190502,C-04,유출,7,5361.0,0
70867,20190502,C-04,유입,8,4510.0,0
70898,20190502,C-04,유출,8,5192.0,0
79237,20190502,C-04,유입,9,4233.0,0
79268,20190502,C-04,유출,9,4934.0,0
87607,20190502,C-04,유입,10,4170.0,0
87638,20190502,C-04,유출,10,4793.0,0
95977,20190502,C-04,유입,11,4019.0,0
96008,20190502,C-04,유출,11,4787.0,0
104347,20190502,C-04,유입,12,3920.0,0
104378,20190502,C-04,유출,12,4287.0,0
112717,20190502,C-04,유입,13,3935.0,0
112748,20190502,C-04,유출,13,4411.0,0
121087,20190502,C-04,유입,14,3776.0,0
121118,20190502,C-04,유출,14,4688.0,0
129457,20190502,C-04,유입,15,3671.0,0
129488,20190502,C-04,유출,15,4773.0,0
137827,20190502,C-04,유입,16,3875.0,0
137858,20190502,C-04,유출,16,4923.0,0
146197,20190502,C-04,유입,17,4085.0,0
146228,20190502,C-04,유출,17,5011.0,0
154567,20190502,C-04,유입,18,4226.0,0
154598,20190502,C-04,유출,18,4742.0,0
162937,20190502,C-04,유입,19,3964.0,0
162968,20190502,C-04,유출,19,4432.0,0
171307,20190502,C-04,유입,20,3815.0,0
171338,20190502,C-04,유출,20,3905.0,0
179677,20190502,C-04,유입,21,3835.0,0
179708,20190502,C-04,유출,21,4264.0,0
188047,20190502,C-04,유입,22,3592.0,0
188078,20190502,C-04,유출,22,4041.0,0
196417,20190502,C-04,유입,23,2939.0,0
196448,20190502,C-04,유출,23,3289.0,0
3908,20190503,C-04,유입,0,2219.0,0
3939,20190503,C-04,유출,0,2613.0,0
12278,20190503,C-04,유입,1,1566.0,0
12309,20190503,C-04,유출,1,1743.0,0
20648,20190503,C-04,유입,2,1206.0,0
20679,20190503,C-04,유출,2,1195.0,0
29018,20190503,C-04,유입,3,916.0,0
29049,20190503,C-04,유출,3,986.0,0
37388,20190503,C-04,유입,4,1165.0,0
37419,20190503,C-04,유출,4,1320.0,0
45758,20190503,C-04,유입,5,2872.0,0
45789,20190503,C-04,유출,5,2961.0,0
54128,20190503,C-04,유입,6,3711.0,0
54159,20190503,C-04,유출,6,4553.0,0
62498,20190503,C-04,유입,7,4112.0,0
62529,20190503,C-04,유출,7,5349.0,0
70868,20190503,C-04,유입,8,4353.0,0
70899,20190503,C-04,유출,8,5072.0,0
79238,20190503,C-04,유입,9,3949.0,0
79269,20190503,C-04,유출,9,3559.0,0
87608,20190503,C-04,유입,10,3992.0,0
87639,20190503,C-04,유출,10,3491.0,0
95978,20190503,C-04,유입,11,4058.0,0
96009,20190503,C-04,유출,11,4568.0,0
104348,20190503,C-04,유입,12,3786.0,0
104379,20190503,C-04,유출,12,4355.0,0
112718,20190503,C-04,유입,13,4096.0,0
112749,20190503,C-04,유출,13,4576.0,0
121088,20190503,C-04,유입,14,4078.0,0
121119,20190503,C-04,유출,14,4670.0,0
129458,20190503,C-04,유입,15,3782.0,0
129489,20190503,C-04,유출,15,4728.0,0
137828,20190503,C-04,유입,16,3864.0,0
137859,20190503,C-04,유출,16,4838.0,0
146198,20190503,C-04,유입,17,4159.0,0
146229,20190503,C-04,유출,17,3973.0,0
154568,20190503,C-04,유입,18,3631.0,0
154599,20190503,C-04,유출,18,3691.0,0
162938,20190503,C-04,유입,19,3940.0,0
162969,20190503,C-04,유출,19,4013.0,0
171308,20190503,C-04,유입,20,2701.0,0
171339,20190503,C-04,유출,20,4539.0,0
179678,20190503,C-04,유입,21,3373.0,0
179709,20190503,C-04,유출,21,4514.0,0
188048,20190503,C-04,유입,22,3923.0,0
188079,20190503,C-04,유출,22,4037.0,0
196418,20190503,C-04,유입,23,3437.0,0
196449,20190503,C-04,유출,23,3618.0,0
3909,20190504,C-04,유입,0,2636.0,0
3940,20190504,C-04,유출,0,2940.0,0
12279,20190504,C-04,유입,1,2026.0,0
12310,20190504,C-04,유출,1,2233.0,0
20649,20190504,C-04,유입,2,1537.0,0
20680,20190504,C-04,유출,2,1733.0,0
29019,20190504,C-04,유입,3,1186.0,0
29050,20190504,C-04,유출,3,1518.0,0
37389,20190504,C-04,유입,4,1371.0,0
37420,20190504,C-04,유출,4,1645.0,0
45759,20190504,C-04,유입,5,2558.0,0
45790,20190504,C-04,유출,5,2906.0,0
54129,20190504,C-04,유입,6,3365.0,0
54160,20190504,C-04,유출,6,3480.0,0
62499,20190504,C-04,유입,7,3318.0,0
62530,20190504,C-04,유출,7,3534.0,0
70869,20190504,C-04,유입,8,4038.0,0
70900,20190504,C-04,유출,8,4172.0,0
79239,20190504,C-04,유입,9,4097.0,0
79270,20190504,C-04,유출,9,4663.0,0
87609,20190504,C-04,유입,10,4021.0,0
87640,20190504,C-04,유출,10,4814.0,0
95979,20190504,C-04,유입,11,3514.0,0
96010,20190504,C-04,유출,11,4434.0,0
104349,20190504,C-04,유입,12,3694.0,0
104380,20190504,C-04,유출,12,4380.0,0
112719,20190504,C-04,유입,13,3695.0,0
112750,20190504,C-04,유출,13,4238.0,0
121089,20190504,C-04,유입,14,3743.0,0
121120,20190504,C-04,유출,14,4114.0,0
129459,20190504,C-04,유입,15,3905.0,0
129490,20190504,C-04,유출,15,4668.0,0
137829,20190504,C-04,유입,16,3993.0,0
137860,20190504,C-04,유출,16,4776.0,0
146199,20190504,C-04,유입,17,4037.0,0
146230,20190504,C-04,유출,17,4768.0,0
154569,20190504,C-04,유입,18,3685.0,0
154600,20190504,C-04,유출,18,4599.0,0
162939,20190504,C-04,유입,19,3163.0,0
162970,20190504,C-04,유출,19,4031.0,0
171309,20190504,C-04,유입,20,3400.0,0
171340,20190504,C-04,유출,20,4408.0,0
179679,20190504,C-04,유입,21,3663.0,0
179710,20190504,C-04,유출,21,4518.0,0
188049,20190504,C-04,유입,22,3414.0,0
188080,20190504,C-04,유출,22,4288.0,0
196419,20190504,C-04,유입,23,2739.0,0
196450,20190504,C-04,유출,23,3514.0,0
3910,20190505,C-04,유입,0,2103.0,0
3941,20190505,C-04,유출,0,2677.0,0
12280,20190505,C-04,유입,1,1464.0,0
12311,20190505,C-04,유출,1,1870.0,0
20650,20190505,C-04,유입,2,1052.0,0
20681,20190505,C-04,유출,2,1397.0,0
29020,20190505,C-04,유입,3,860.0,0
29051,20190505,C-04,유출,3,1121.0,0
37390,20190505,C-04,유입,4,964.0,0
37421,20190505,C-04,유출,4,1076.0,0
45760,20190505,C-04,유입,5,1449.0,0
45791,20190505,C-04,유출,5,1667.0,0
54130,20190505,C-04,유입,6,1905.0,0
54161,20190505,C-04,유출,6,2266.0,0
62500,20190505,C-04,유입,7,2310.0,0
62531,20190505,C-04,유출,7,2679.0,0
70870,20190505,C-04,유입,8,3153.0,0
70901,20190505,C-04,유출,8,3230.0,0
79240,20190505,C-04,유입,9,3783.0,0
79271,20190505,C-04,유출,9,3742.0,0
