,자치구,동,동별_승용차수,edu_percent,동별_친환경자동차수,store_총_개소,백화점_개소,합계_사업체수,㎡당 매매평균가,행정구역코드,가구수별_승용차수,동별_수소차_대수,택시,수소충전소,업체명,동주소,경도,위도,주차장명,주차장구분,주차장유형,주차구획수,주차급지구분,주차부제시행구분,주차운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,주차요금정보,주차기본시간,주차기본요금,주차경도,주차위도,interval_1,sum_1,sum_2,interval_2
485,용산구,용문동,1161.6058141907056,10604.721449263536,120.18406707740013,0.0,0.0,660,910.0,1103059.0,0.2473080294210572,0.14619494734657884,2713168492.55,0,,,,,,,,,,,,,,,,,,,,,5,1.3514136696487498,1.4109707085243068,5
486,용산구,이촌1동,2671.684267003957,24390.77620465952,276.42241217511935,0.0,0.0,813,1232.0,1103063.0,0.29991965278445865,0.27726305960471026,2654792687.2592587,0,,,,,,,,,,,,,,,,,,,,,8,2.0125975318238307,2.062311304644701,8
487,용산구,이촌2동,827.7021910318657,7556.39397772247,85.63715369864131,0.0,0.0,350,1232.0,1103064.0,0.2424435240280802,0.10626134772008093,2752216887.7,0,,,,,,,,,,,,,,,,,,,,,5,1.3764777818446667,1.4376668804532828,5
488,용산구,이태원1동,848.1898690277043,7743.433432616591,87.7568852258354,2.0,0.0,1652,991.0,1103065.0,0.2314297050553081,0.11407376666493747,2700406925.2,0,,,,,,,,,,,,,,,,,,,,,4,1.3321926178996886,1.3938581864720279,4
489,용산구,이태원2동,994.9726998245544,9083.46721612469,102.94358398955484,0.0,0.0,752,991.0,1103066.0,0.2126918982096097,0.14560356902007573,2688672409.2,0,,,,,,,,,,,,,,,,,,,,,4,1.2872875826101797,1.3506809617728788,4
490,용산구,서빙고동,1298.1903341629609,11851.651148557674,134.31561059202738,1.0,0.0,385,1253.0,1103069.0,0.2710775389774401,0.14905846345385693,2693445756.4814816,0,,,,,,,,,,,,,,,,,,,,,6,1.5623714094754955,1.6193114694793138,6
491,용산구,보광동,1468.1925333550946,13403.662980945777,151.90467175323352,1.0,0.0,844,997.0,1103070.0,0.1964137168368019,0.2326606837163459,2708141723.8,0,,,,,,,,,,,,,,,,,,,,,5,1.4175511255758368,1.4810199148516785,5
492,용산구,청파동,1905.080884573014,17392.17544575462,197.1067689420213,1.0,0.0,1881,1024.0,1103071.0,0.1910047006790669,0.3104424962390413,2668499232.6538463,0,,,,,,,,,,,,,,,,,,,,,6,1.6161324234702505,1.6783515443789885,6
493,용산구,원효로1동,1459.997462156759,13328.847198988127,151.05677914235588,0.0,0.0,1815,907.0,1103072.0,0.2502137895727093,0.1816153965866058,2672766972.958333,0,,,,,,,,,,,,,,,,,,,,,6,1.5098009510785877,1.5676830686656191,6
494,용산구,한강로동,1749.1013627646987,15968.181729160715,180.96854624831693,9.0,1.0,4972,1011.0,1103073.0,0.2588576828125941,0.21031280800954505,2666018918.875,0,,,,,,,,,,,,,,,,,,,,,8,1.8546141491934758,1.9094812625792636,8
495,용산구,한남동,2156.669570361908,19689.019951854418,223.13707209596473,0.0,0.0,2080,1130.0,1103074.0,0.21408274472522407,0.3135550137469523,2679721118.9705877,0,,,,,용산주차빌딩,공영,노외,565.0,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,유료,5.0,250.0,127.002074,37.539028,7,1.7829242951012363,1.842044881418781,7
