,Unnamed: 0,일자,지점번호,방향,시간,교통량
682,682,20190301,A-12,유입,0,688.0
713,713,20190301,A-12,유출,0,317.0
9052,9052,20190301,A-12,유입,1,480.0
9083,9083,20190301,A-12,유출,1,254.0
17422,17422,20190301,A-12,유입,2,374.0
17453,17453,20190301,A-12,유출,2,204.0
25792,25792,20190301,A-12,유입,3,303.0
25823,25823,20190301,A-12,유출,3,216.0
34162,34162,20190301,A-12,유입,4,385.0
34193,34193,20190301,A-12,유출,4,215.0
42532,42532,20190301,A-12,유입,5,523.0
42563,42563,20190301,A-12,유출,5,249.0
50902,50902,20190301,A-12,유입,6,831.0
50933,50933,20190301,A-12,유출,6,394.0
59272,59272,20190301,A-12,유입,7,869.0
59303,59303,20190301,A-12,유출,7,473.0
67642,67642,20190301,A-12,유입,8,1043.0
67673,67673,20190301,A-12,유출,8,576.0
76012,76012,20190301,A-12,유입,9,1045.0
76043,76043,20190301,A-12,유출,9,597.0
84382,84382,20190301,A-12,유입,10,1216.0
84413,84413,20190301,A-12,유출,10,750.0
92752,92752,20190301,A-12,유입,11,1212.0
92783,92783,20190301,A-12,유출,11,789.0
101122,101122,20190301,A-12,유입,12,1196.0
101153,101153,20190301,A-12,유출,12,622.0
109492,109492,20190301,A-12,유입,13,1064.0
109523,109523,20190301,A-12,유출,13,514.0
117862,117862,20190301,A-12,유입,14,1084.0
117893,117893,20190301,A-12,유출,14,606.0
126232,126232,20190301,A-12,유입,15,929.0
126263,126263,20190301,A-12,유출,15,726.0
134602,134602,20190301,A-12,유입,16,855.0
134633,134633,20190301,A-12,유출,16,586.0
142972,142972,20190301,A-12,유입,17,824.0
143003,143003,20190301,A-12,유출,17,669.0
151342,151342,20190301,A-12,유입,18,850.0
151373,151373,20190301,A-12,유출,18,722.0
159712,159712,20190301,A-12,유입,19,908.0
159743,159743,20190301,A-12,유출,19,587.0
168082,168082,20190301,A-12,유입,20,952.0
168113,168113,20190301,A-12,유출,20,598.0
176452,176452,20190301,A-12,유입,21,796.0
176483,176483,20190301,A-12,유출,21,434.0
184822,184822,20190301,A-12,유입,22,807.0
184853,184853,20190301,A-12,유출,22,454.0
193192,193192,20190301,A-12,유입,23,653.0
193223,193223,20190301,A-12,유출,23,353.0
