,Unnamed: 0,일자,지점번호,방향,시간,교통량
7626,7626,20190301,D-43,유입,0,1773.0
7657,7657,20190301,D-43,유출,0,1315.0
15996,15996,20190301,D-43,유입,1,1495.0
16027,16027,20190301,D-43,유출,1,1093.0
24366,24366,20190301,D-43,유입,2,1409.0
24397,24397,20190301,D-43,유출,2,1037.0
32736,32736,20190301,D-43,유입,3,1380.0
32767,32767,20190301,D-43,유출,3,972.0
41106,41106,20190301,D-43,유입,4,1175.0
41137,41137,20190301,D-43,유출,4,814.0
49476,49476,20190301,D-43,유입,5,1199.0
49507,49507,20190301,D-43,유출,5,869.0
57846,57846,20190301,D-43,유입,6,1265.0
57877,57877,20190301,D-43,유출,6,1039.0
66216,66216,20190301,D-43,유입,7,1228.0
66247,66247,20190301,D-43,유출,7,1229.0
74586,74586,20190301,D-43,유입,8,1396.0
74617,74617,20190301,D-43,유출,8,1139.0
82956,82956,20190301,D-43,유입,9,1542.0
82987,82987,20190301,D-43,유출,9,1442.0
91326,91326,20190301,D-43,유입,10,1520.0
91357,91357,20190301,D-43,유출,10,1456.0
99696,99696,20190301,D-43,유입,11,1507.0
99727,99727,20190301,D-43,유출,11,1365.0
108066,108066,20190301,D-43,유입,12,1684.0
108097,108097,20190301,D-43,유출,12,1282.0
116436,116436,20190301,D-43,유입,13,1687.0
116467,116467,20190301,D-43,유출,13,1355.0
124806,124806,20190301,D-43,유입,14,1655.0
124837,124837,20190301,D-43,유출,14,1318.0
133176,133176,20190301,D-43,유입,15,1653.0
133207,133207,20190301,D-43,유출,15,1370.0
141546,141546,20190301,D-43,유입,16,1617.0
141577,141577,20190301,D-43,유출,16,1418.0
149916,149916,20190301,D-43,유입,17,1666.0
149947,149947,20190301,D-43,유출,17,1381.0
158286,158286,20190301,D-43,유입,18,1707.0
158317,158317,20190301,D-43,유출,18,1372.0
166656,166656,20190301,D-43,유입,19,1653.0
166687,166687,20190301,D-43,유출,19,1455.0
175026,175026,20190301,D-43,유입,20,1646.0
175057,175057,20190301,D-43,유출,20,1440.0
183396,183396,20190301,D-43,유입,21,1730.0
183427,183427,20190301,D-43,유출,21,1553.0
191766,191766,20190301,D-43,유입,22,1718.0
191797,191797,20190301,D-43,유출,22,1418.0
200136,200136,20190301,D-43,유입,23,1718.0
200167,200167,20190301,D-43,유출,23,1515.0
7627,7627,20190302,D-43,유입,0,1618.0
7658,7658,20190302,D-43,유출,0,1275.0
15997,15997,20190302,D-43,유입,1,1445.0
16028,16028,20190302,D-43,유출,1,1093.0
24367,24367,20190302,D-43,유입,2,1236.0
24398,24398,20190302,D-43,유출,2,1009.0
32737,32737,20190302,D-43,유입,3,1096.0
32768,32768,20190302,D-43,유출,3,820.0
41107,41107,20190302,D-43,유입,4,1036.0
41138,41138,20190302,D-43,유출,4,733.0
49477,49477,20190302,D-43,유입,5,1134.0
49508,49508,20190302,D-43,유출,5,918.0
57847,57847,20190302,D-43,유입,6,1252.0
57878,57878,20190302,D-43,유출,6,1103.0
66217,66217,20190302,D-43,유입,7,1383.0
66248,66248,20190302,D-43,유출,7,1157.0
74587,74587,20190302,D-43,유입,8,1536.0
74618,74618,20190302,D-43,유출,8,1288.0
82957,82957,20190302,D-43,유입,9,1755.0
82988,82988,20190302,D-43,유출,9,1497.0
91327,91327,20190302,D-43,유입,10,1799.0
91358,91358,20190302,D-43,유출,10,1476.0
99697,99697,20190302,D-43,유입,11,1742.0
99728,99728,20190302,D-43,유출,11,1472.0
108067,108067,20190302,D-43,유입,12,1642.0
108098,108098,20190302,D-43,유출,12,1641.0
116437,116437,20190302,D-43,유입,13,1675.0
116468,116468,20190302,D-43,유출,13,1771.0
124807,124807,20190302,D-43,유입,14,1579.0
124838,124838,20190302,D-43,유출,14,1865.0
133177,133177,20190302,D-43,유입,15,1718.0
133208,133208,20190302,D-43,유출,15,1660.0
141547,141547,20190302,D-43,유입,16,1658.0
141578,141578,20190302,D-43,유출,16,1577.0
149917,149917,20190302,D-43,유입,17,1734.0
149948,149948,20190302,D-43,유출,17,1692.0
158287,158287,20190302,D-43,유입,18,1718.0
158318,158318,20190302,D-43,유출,18,1638.0
166657,166657,20190302,D-43,유입,19,1670.0
166688,166688,20190302,D-43,유출,19,1519.0
175027,175027,20190302,D-43,유입,20,1689.0
175058,175058,20190302,D-43,유출,20,1548.0
183397,183397,20190302,D-43,유입,21,1678.0
183428,183428,20190302,D-43,유출,21,1583.0
191767,191767,20190302,D-43,유입,22,1709.0
191798,191798,20190302,D-43,유출,22,1540.0
200137,200137,20190302,D-43,유입,23,1720.0
200168,200168,20190302,D-43,유출,23,1510.0
7628,7628,20190303,D-43,유입,0,1689.0
7659,7659,20190303,D-43,유출,0,1415.0
15998,15998,20190303,D-43,유입,1,1517.0
16029,16029,20190303,D-43,유출,1,1199.0
24368,24368,20190303,D-43,유입,2,1277.0
24399,24399,20190303,D-43,유출,2,962.0
32738,32738,20190303,D-43,유입,3,1084.0
32769,32769,20190303,D-43,유출,3,831.0
41108,41108,20190303,D-43,유입,4,938.0
41139,41139,20190303,D-43,유출,4,762.0
49478,49478,20190303,D-43,유입,5,1041.0
49509,49509,20190303,D-43,유출,5,773.0
57848,57848,20190303,D-43,유입,6,1173.0
57879,57879,20190303,D-43,유출,6,838.0
66218,66218,20190303,D-43,유입,7,1126.0
66249,66249,20190303,D-43,유출,7,902.0
74588,74588,20190303,D-43,유입,8,1134.0
74619,74619,20190303,D-43,유출,8,951.0
82958,82958,20190303,D-43,유입,9,1388.0
82989,82989,20190303,D-43,유출,9,1184.0
91328,91328,20190303,D-43,유입,10,1476.0
91359,91359,20190303,D-43,유출,10,1424.0
99698,99698,20190303,D-43,유입,11,1527.0
99729,99729,20190303,D-43,유출,11,1388.0
108068,108068,20190303,D-43,유입,12,1641.0
108099,108099,20190303,D-43,유출,12,1496.0
116438,116438,20190303,D-43,유입,13,1680.0
116469,116469,20190303,D-43,유출,13,1657.0
124808,124808,20190303,D-43,유입,14,1608.0
124839,124839,20190303,D-43,유출,14,1763.0
133178,133178,20190303,D-43,유입,15,1606.0
133209,133209,20190303,D-43,유출,15,1659.0
141548,141548,20190303,D-43,유입,16,1618.0
141579,141579,20190303,D-43,유출,16,1638.0
149918,149918,20190303,D-43,유입,17,1608.0
149949,149949,20190303,D-43,유출,17,1699.0
158288,158288,20190303,D-43,유입,18,1579.0
158319,158319,20190303,D-43,유출,18,1548.0
166658,166658,20190303,D-43,유입,19,1504.0
166689,166689,20190303,D-43,유출,19,1417.0
175028,175028,20190303,D-43,유입,20,1414.0
175059,175059,20190303,D-43,유출,20,1430.0
183398,183398,20190303,D-43,유입,21,1402.0
183429,183429,20190303,D-43,유출,21,1214.0
191768,191768,20190303,D-43,유입,22,1294.0
191799,191799,20190303,D-43,유출,22,1030.0
200138,200138,20190303,D-43,유입,23,1206.0
200169,200169,20190303,D-43,유출,23,1007.0
7629,7629,20190304,D-43,유입,0,1066.0
7660,7660,20190304,D-43,유출,0,840.0
15999,15999,20190304,D-43,유입,1,871.0
16030,16030,20190304,D-43,유출,1,641.0
24369,24369,20190304,D-43,유입,2,679.0
24400,24400,20190304,D-43,유출,2,590.0
32739,32739,20190304,D-43,유입,3,571.0
32770,32770,20190304,D-43,유출,3,480.0
41109,41109,20190304,D-43,유입,4,573.0
41140,41140,20190304,D-43,유출,4,421.0
49479,49479,20190304,D-43,유입,5,773.0
49510,49510,20190304,D-43,유출,5,741.0
57849,57849,20190304,D-43,유입,6,1114.0
57880,57880,20190304,D-43,유출,6,1351.0
66219,66219,20190304,D-43,유입,7,1510.0
66250,66250,20190304,D-43,유출,7,2010.0
74589,74589,20190304,D-43,유입,8,1557.0
74620,74620,20190304,D-43,유출,8,1877.0
82959,82959,20190304,D-43,유입,9,1679.0
