,Unnamed: 0,일자,지점번호,방향,시간,교통량
3844,3844,20190301,C-03,유입,0,1937.0
3875,3875,20190301,C-03,유출,0,1647.0
12214,12214,20190301,C-03,유입,1,1441.0
12245,12245,20190301,C-03,유출,1,1193.0
20584,20584,20190301,C-03,유입,2,1144.0
20615,20615,20190301,C-03,유출,2,897.0
28954,28954,20190301,C-03,유입,3,1036.0
28985,28985,20190301,C-03,유출,3,849.0
37324,37324,20190301,C-03,유입,4,885.0
37355,37355,20190301,C-03,유출,4,910.0
45694,45694,20190301,C-03,유입,5,1576.0
45725,45725,20190301,C-03,유출,5,1126.0
54064,54064,20190301,C-03,유입,6,2448.0
54095,54095,20190301,C-03,유출,6,1671.0
62434,62434,20190301,C-03,유입,7,2591.0
62465,62465,20190301,C-03,유출,7,1713.0
70804,70804,20190301,C-03,유입,8,2967.0
70835,70835,20190301,C-03,유출,8,2149.0
79174,79174,20190301,C-03,유입,9,3328.0
79205,79205,20190301,C-03,유출,9,2774.0
87544,87544,20190301,C-03,유입,10,3501.0
87575,87575,20190301,C-03,유출,10,2875.0
95914,95914,20190301,C-03,유입,11,3289.0
95945,95945,20190301,C-03,유출,11,2405.0
104284,104284,20190301,C-03,유입,12,3319.0
104315,104315,20190301,C-03,유출,12,2831.0
112654,112654,20190301,C-03,유입,13,3346.0
112685,112685,20190301,C-03,유출,13,2740.0
121024,121024,20190301,C-03,유입,14,3495.0
121055,121055,20190301,C-03,유출,14,2757.0
129394,129394,20190301,C-03,유입,15,3405.0
129425,129425,20190301,C-03,유출,15,3371.0
137764,137764,20190301,C-03,유입,16,3430.0
137795,137795,20190301,C-03,유출,16,3536.0
146134,146134,20190301,C-03,유입,17,3418.0
146165,146165,20190301,C-03,유출,17,3249.0
154504,154504,20190301,C-03,유입,18,2849.0
154535,154535,20190301,C-03,유출,18,3340.0
162874,162874,20190301,C-03,유입,19,2532.0
162905,162905,20190301,C-03,유출,19,2926.0
171244,171244,20190301,C-03,유입,20,2401.0
171275,171275,20190301,C-03,유출,20,2678.0
179614,179614,20190301,C-03,유입,21,2466.0
179645,179645,20190301,C-03,유출,21,2407.0
187984,187984,20190301,C-03,유입,22,2279.0
188015,188015,20190301,C-03,유출,22,2095.0
196354,196354,20190301,C-03,유입,23,1734.0
196385,196385,20190301,C-03,유출,23,1512.0
3845,3845,20190302,C-03,유입,0,1239.0
3876,3876,20190302,C-03,유출,0,1164.0
12215,12215,20190302,C-03,유입,1,921.0
12246,12246,20190302,C-03,유출,1,857.0
20585,20585,20190302,C-03,유입,2,714.0
20616,20616,20190302,C-03,유출,2,672.0
28955,28955,20190302,C-03,유입,3,623.0
28986,28986,20190302,C-03,유출,3,599.0
37325,37325,20190302,C-03,유입,4,661.0
37356,37356,20190302,C-03,유출,4,678.0
45695,45695,20190302,C-03,유입,5,1268.0
45726,45726,20190302,C-03,유출,5,1000.0
54065,54065,20190302,C-03,유입,6,1980.0
54096,54096,20190302,C-03,유출,6,1413.0
62435,62435,20190302,C-03,유입,7,2457.0
62466,62466,20190302,C-03,유출,7,1599.0
70805,70805,20190302,C-03,유입,8,2979.0
70836,70836,20190302,C-03,유출,8,2234.0
79175,79175,20190302,C-03,유입,9,3470.0
79206,79206,20190302,C-03,유출,9,2624.0
87545,87545,20190302,C-03,유입,10,3565.0
87576,87576,20190302,C-03,유출,10,3138.0
95915,95915,20190302,C-03,유입,11,3548.0
95946,95946,20190302,C-03,유출,11,3171.0
104285,104285,20190302,C-03,유입,12,3579.0
104316,104316,20190302,C-03,유출,12,3197.0
112655,112655,20190302,C-03,유입,13,3653.0
112686,112686,20190302,C-03,유출,13,3111.0
121025,121025,20190302,C-03,유입,14,3637.0
121056,121056,20190302,C-03,유출,14,3241.0
129395,129395,20190302,C-03,유입,15,3415.0
129426,129426,20190302,C-03,유출,15,3188.0
137765,137765,20190302,C-03,유입,16,3616.0
137796,137796,20190302,C-03,유출,16,3431.0
146135,146135,20190302,C-03,유입,17,3610.0
146166,146166,20190302,C-03,유출,17,3346.0
154505,154505,20190302,C-03,유입,18,2993.0
154536,154536,20190302,C-03,유출,18,3143.0
162875,162875,20190302,C-03,유입,19,2864.0
162906,162906,20190302,C-03,유출,19,2434.0
171245,171245,20190302,C-03,유입,20,2637.0
171276,171276,20190302,C-03,유출,20,2471.0
179615,179615,20190302,C-03,유입,21,2537.0
179646,179646,20190302,C-03,유출,21,2462.0
187985,187985,20190302,C-03,유입,22,2244.0
188016,188016,20190302,C-03,유출,22,2237.0
196355,196355,20190302,C-03,유입,23,1700.0
196386,196386,20190302,C-03,유출,23,1508.0
3846,3846,20190303,C-03,유입,0,1277.0
3877,3877,20190303,C-03,유출,0,1161.0
12216,12216,20190303,C-03,유입,1,885.0
12247,12247,20190303,C-03,유출,1,850.0
20586,20586,20190303,C-03,유입,2,703.0
20617,20617,20190303,C-03,유출,2,624.0
28956,28956,20190303,C-03,유입,3,574.0
28987,28987,20190303,C-03,유출,3,520.0
37326,37326,20190303,C-03,유입,4,531.0
37357,37357,20190303,C-03,유출,4,492.0
45696,45696,20190303,C-03,유입,5,886.0
45727,45727,20190303,C-03,유출,5,663.0
54066,54066,20190303,C-03,유입,6,1316.0
54097,54097,20190303,C-03,유출,6,888.0
62436,62436,20190303,C-03,유입,7,1725.0
62467,62467,20190303,C-03,유출,7,1057.0
70806,70806,20190303,C-03,유입,8,2395.0
70837,70837,20190303,C-03,유출,8,1689.0
79176,79176,20190303,C-03,유입,9,3175.0
79207,79207,20190303,C-03,유출,9,2305.0
87546,87546,20190303,C-03,유입,10,3502.0
87577,87577,20190303,C-03,유출,10,2635.0
95916,95916,20190303,C-03,유입,11,3410.0
95947,95947,20190303,C-03,유출,11,2626.0
104286,104286,20190303,C-03,유입,12,3421.0
104317,104317,20190303,C-03,유출,12,2579.0
112656,112656,20190303,C-03,유입,13,3566.0
112687,112687,20190303,C-03,유출,13,2715.0
121026,121026,20190303,C-03,유입,14,3629.0
121057,121057,20190303,C-03,유출,14,3105.0
129396,129396,20190303,C-03,유입,15,3556.0
129427,129427,20190303,C-03,유출,15,3289.0
137766,137766,20190303,C-03,유입,16,3383.0
137797,137797,20190303,C-03,유출,16,3353.0
146136,146136,20190303,C-03,유입,17,3321.0
146167,146167,20190303,C-03,유출,17,3323.0
154506,154506,20190303,C-03,유입,18,2847.0
154537,154537,20190303,C-03,유출,18,3066.0
162876,162876,20190303,C-03,유입,19,2513.0
162907,162907,20190303,C-03,유출,19,2451.0
171246,171246,20190303,C-03,유입,20,2487.0
171277,171277,20190303,C-03,유출,20,2270.0
179616,179616,20190303,C-03,유입,21,2349.0
179647,179647,20190303,C-03,유출,21,2303.0
187986,187986,20190303,C-03,유입,22,1889.0
188017,188017,20190303,C-03,유출,22,1785.0
196356,196356,20190303,C-03,유입,23,1316.0
196387,196387,20190303,C-03,유출,23,1086.0
3847,3847,20190304,C-03,유입,0,869.0
3878,3878,20190304,C-03,유출,0,852.0
12217,12217,20190304,C-03,유입,1,569.0
12248,12248,20190304,C-03,유출,1,523.0
20587,20587,20190304,C-03,유입,2,461.0
20618,20618,20190304,C-03,유출,2,395.0
28957,28957,20190304,C-03,유입,3,465.0
28988,28988,20190304,C-03,유출,3,414.0
37327,37327,20190304,C-03,유입,4,651.0
37358,37358,20190304,C-03,유출,4,595.0
45697,45697,20190304,C-03,유입,5,1864.0
45728,45728,20190304,C-03,유출,5,1441.0
54067,54067,20190304,C-03,유입,6,2915.0
54098,54098,20190304,C-03,유출,6,2724.0
62437,62437,20190304,C-03,유입,7,3371.0
62468,62468,20190304,C-03,유출,7,2819.0
70807,70807,20190304,C-03,유입,8,3978.0
70838,70838,20190304,C-03,유출,8,2649.0
