,Unnamed: 0,일자,지점번호,방향,시간,교통량
7056,7056,20190201,F-01,동작대교남단->한강대교남단,0,5140.0
7084,7084,20190201,F-01,한강대교남단->동작대교남단,0,2921.0
14616,14616,20190201,F-01,동작대교남단->한강대교남단,1,3771.0
14644,14644,20190201,F-01,한강대교남단->동작대교남단,1,1970.0
22176,22176,20190201,F-01,동작대교남단->한강대교남단,2,2790.0
22204,22204,20190201,F-01,한강대교남단->동작대교남단,2,1514.0
29736,29736,20190201,F-01,동작대교남단->한강대교남단,3,2305.0
29764,29764,20190201,F-01,한강대교남단->동작대교남단,3,1200.0
37296,37296,20190201,F-01,동작대교남단->한강대교남단,4,2525.0
37324,37324,20190201,F-01,한강대교남단->동작대교남단,4,1627.0
44856,44856,20190201,F-01,동작대교남단->한강대교남단,5,3732.0
44884,44884,20190201,F-01,한강대교남단->동작대교남단,5,3715.0
52416,52416,20190201,F-01,동작대교남단->한강대교남단,6,6342.0
52444,52444,20190201,F-01,한강대교남단->동작대교남단,6,6297.0
59976,59976,20190201,F-01,동작대교남단->한강대교남단,7,7221.0
60004,60004,20190201,F-01,한강대교남단->동작대교남단,7,6303.0
67536,67536,20190201,F-01,동작대교남단->한강대교남단,8,7373.0
67564,67564,20190201,F-01,한강대교남단->동작대교남단,8,6300.0
75096,75096,20190201,F-01,동작대교남단->한강대교남단,9,6825.0
75124,75124,20190201,F-01,한강대교남단->동작대교남단,9,5478.0
82656,82656,20190201,F-01,동작대교남단->한강대교남단,10,6474.0
82684,82684,20190201,F-01,한강대교남단->동작대교남단,10,5942.0
90216,90216,20190201,F-01,동작대교남단->한강대교남단,11,7398.0
90244,90244,20190201,F-01,한강대교남단->동작대교남단,11,6502.0
97776,97776,20190201,F-01,동작대교남단->한강대교남단,12,7434.0
97804,97804,20190201,F-01,한강대교남단->동작대교남단,12,6199.0
105336,105336,20190201,F-01,동작대교남단->한강대교남단,13,7670.0
105364,105364,20190201,F-01,한강대교남단->동작대교남단,13,6358.0
112896,112896,20190201,F-01,동작대교남단->한강대교남단,14,7870.0
112924,112924,20190201,F-01,한강대교남단->동작대교남단,14,6285.0
120456,120456,20190201,F-01,동작대교남단->한강대교남단,15,7624.0
120484,120484,20190201,F-01,한강대교남단->동작대교남단,15,5452.0
128016,128016,20190201,F-01,동작대교남단->한강대교남단,16,6808.0
128044,128044,20190201,F-01,한강대교남단->동작대교남단,16,4656.0
135576,135576,20190201,F-01,동작대교남단->한강대교남단,17,5927.0
135604,135604,20190201,F-01,한강대교남단->동작대교남단,17,4781.0
143136,143136,20190201,F-01,동작대교남단->한강대교남단,18,5102.0
143164,143164,20190201,F-01,한강대교남단->동작대교남단,18,4118.0
150696,150696,20190201,F-01,동작대교남단->한강대교남단,19,5370.0
150724,150724,20190201,F-01,한강대교남단->동작대교남단,19,4088.0
158256,158256,20190201,F-01,동작대교남단->한강대교남단,20,6161.0
158284,158284,20190201,F-01,한강대교남단->동작대교남단,20,3756.0
165816,165816,20190201,F-01,동작대교남단->한강대교남단,21,6788.0
165844,165844,20190201,F-01,한강대교남단->동작대교남단,21,4959.0
173376,173376,20190201,F-01,동작대교남단->한강대교남단,22,6785.0
173404,173404,20190201,F-01,한강대교남단->동작대교남단,22,4891.0
180936,180936,20190201,F-01,동작대교남단->한강대교남단,23,5516.0
180964,180964,20190201,F-01,한강대교남단->동작대교남단,23,4218.0
7057,7057,20190202,F-01,동작대교남단->한강대교남단,0,4406.0
7085,7085,20190202,F-01,한강대교남단->동작대교남단,0,2833.0
14617,14617,20190202,F-01,동작대교남단->한강대교남단,1,3635.0
14645,14645,20190202,F-01,한강대교남단->동작대교남단,1,2136.0
22177,22177,20190202,F-01,동작대교남단->한강대교남단,2,2828.0
22205,22205,20190202,F-01,한강대교남단->동작대교남단,2,1657.0
29737,29737,20190202,F-01,동작대교남단->한강대교남단,3,2481.0
29765,29765,20190202,F-01,한강대교남단->동작대교남단,3,1476.0
37297,37297,20190202,F-01,동작대교남단->한강대교남단,4,2581.0
37325,37325,20190202,F-01,한강대교남단->동작대교남단,4,1747.0
44857,44857,20190202,F-01,동작대교남단->한강대교남단,5,3145.0
44885,44885,20190202,F-01,한강대교남단->동작대교남단,5,3041.0
52417,52417,20190202,F-01,동작대교남단->한강대교남단,6,3974.0
52445,52445,20190202,F-01,한강대교남단->동작대교남단,6,4188.0
59977,59977,20190202,F-01,동작대교남단->한강대교남단,7,4167.0
60005,60005,20190202,F-01,한강대교남단->동작대교남단,7,4962.0
67537,67537,20190202,F-01,동작대교남단->한강대교남단,8,4943.0
67565,67565,20190202,F-01,한강대교남단->동작대교남단,8,5876.0
75097,75097,20190202,F-01,동작대교남단->한강대교남단,9,5903.0
75125,75125,20190202,F-01,한강대교남단->동작대교남단,9,6617.0
82657,82657,20190202,F-01,동작대교남단->한강대교남단,10,6341.0
82685,82685,20190202,F-01,한강대교남단->동작대교남단,10,6484.0
90217,90217,20190202,F-01,동작대교남단->한강대교남단,11,7334.0
90245,90245,20190202,F-01,한강대교남단->동작대교남단,11,6326.0
97777,97777,20190202,F-01,동작대교남단->한강대교남단,12,7291.0
97805,97805,20190202,F-01,한강대교남단->동작대교남단,12,6430.0
105337,105337,20190202,F-01,동작대교남단->한강대교남단,13,7366.0
105365,105365,20190202,F-01,한강대교남단->동작대교남단,13,6512.0
112897,112897,20190202,F-01,동작대교남단->한강대교남단,14,7543.0
112925,112925,20190202,F-01,한강대교남단->동작대교남단,14,6228.0
120457,120457,20190202,F-01,동작대교남단->한강대교남단,15,7404.0
120485,120485,20190202,F-01,한강대교남단->동작대교남단,15,6043.0
128017,128017,20190202,F-01,동작대교남단->한강대교남단,16,7585.0
128045,128045,20190202,F-01,한강대교남단->동작대교남단,16,6106.0
135577,135577,20190202,F-01,동작대교남단->한강대교남단,17,7194.0
135605,135605,20190202,F-01,한강대교남단->동작대교남단,17,6008.0
143137,143137,20190202,F-01,동작대교남단->한강대교남단,18,6709.0
143165,143165,20190202,F-01,한강대교남단->동작대교남단,18,4892.0
150697,150697,20190202,F-01,동작대교남단->한강대교남단,19,5783.0
150725,150725,20190202,F-01,한강대교남단->동작대교남단,19,4080.0
158257,158257,20190202,F-01,동작대교남단->한강대교남단,20,5613.0
158285,158285,20190202,F-01,한강대교남단->동작대교남단,20,4258.0
165817,165817,20190202,F-01,동작대교남단->한강대교남단,21,5613.0
165845,165845,20190202,F-01,한강대교남단->동작대교남단,21,4336.0
173377,173377,20190202,F-01,동작대교남단->한강대교남단,22,5309.0
173405,173405,20190202,F-01,한강대교남단->동작대교남단,22,3809.0
180937,180937,20190202,F-01,동작대교남단->한강대교남단,23,4001.0
180965,180965,20190202,F-01,한강대교남단->동작대교남단,23,3165.0
7058,7058,20190203,F-01,동작대교남단->한강대교남단,0,3124.0
7086,7086,20190203,F-01,한강대교남단->동작대교남단,0,2267.0
14618,14618,20190203,F-01,동작대교남단->한강대교남단,1,2289.0
14646,14646,20190203,F-01,한강대교남단->동작대교남단,1,1397.0
22178,22178,20190203,F-01,동작대교남단->한강대교남단,2,1799.0
22206,22206,20190203,F-01,한강대교남단->동작대교남단,2,1135.0
29738,29738,20190203,F-01,동작대교남단->한강대교남단,3,1452.0
29766,29766,20190203,F-01,한강대교남단->동작대교남단,3,1078.0
37298,37298,20190203,F-01,동작대교남단->한강대교남단,4,1721.0
37326,37326,20190203,F-01,한강대교남단->동작대교남단,4,1388.0
44858,44858,20190203,F-01,동작대교남단->한강대교남단,5,2048.0
44886,44886,20190203,F-01,한강대교남단->동작대교남단,5,2100.0
52418,52418,20190203,F-01,동작대교남단->한강대교남단,6,2452.0
52446,52446,20190203,F-01,한강대교남단->동작대교남단,6,2841.0
59978,59978,20190203,F-01,동작대교남단->한강대교남단,7,2620.0
60006,60006,20190203,F-01,한강대교남단->동작대교남단,7,3585.0
67538,67538,20190203,F-01,동작대교남단->한강대교남단,8,3330.0
67566,67566,20190203,F-01,한강대교남단->동작대교남단,8,4725.0
75098,75098,20190203,F-01,동작대교남단->한강대교남단,9,4372.0
75126,75126,20190203,F-01,한강대교남단->동작대교남단,9,5572.0
82658,82658,20190203,F-01,동작대교남단->한강대교남단,10,5588.0
82686,82686,20190203,F-01,한강대교남단->동작대교남단,10,5879.0
90218,90218,20190203,F-01,동작대교남단->한강대교남단,11,6116.0
90246,90246,20190203,F-01,한강대교남단->동작대교남단,11,5970.0
97778,97778,20190203,F-01,동작대교남단->한강대교남단,12,6328.0
97806,97806,20190203,F-01,한강대교남단->동작대교남단,12,5099.0
105338,105338,20190203,F-01,동작대교남단->한강대교남단,13,6772.0
105366,105366,20190203,F-01,한강대교남단->동작대교남단,13,5911.0
112898,112898,20190203,F-01,동작대교남단->한강대교남단,14,6815.0
112926,112926,20190203,F-01,한강대교남단->동작대교남단,14,5602.0
120458,120458,20190203,F-01,동작대교남단->한강대교남단,15,6599.0
120486,120486,20190203,F-01,한강대교남단->동작대교남단,15,5787.0
128018,128018,20190203,F-01,동작대교남단->한강대교남단,16,6904.0
128046,128046,20190203,F-01,한강대교남단->동작대교남단,16,5814.0
135578,135578,20190203,F-01,동작대교남단->한강대교남단,17,6115.0
135606,135606,20190203,F-01,한강대교남단->동작대교남단,17,5828.0
143138,143138,20190203,F-01,동작대교남단->한강대교남단,18,5302.0
143166,143166,20190203,F-01,한강대교남단->동작대교남단,18,5153.0
150698,150698,20190203,F-01,동작대교남단->한강대교남단,19,4788.0
150726,150726,20190203,F-01,한강대교남단->동작대교남단,19,4213.0
