,Unnamed: 0,일자,지점번호,방향,시간,교통량
6944,6944,20190201,D-44,아시아선수촌아파트->종합운동장,0,489.0
6972,6972,20190201,D-44,종합운동장->아시아선수촌아파트,0,319.0
14504,14504,20190201,D-44,아시아선수촌아파트->종합운동장,1,415.0
14532,14532,20190201,D-44,종합운동장->아시아선수촌아파트,1,247.0
22064,22064,20190201,D-44,아시아선수촌아파트->종합운동장,2,299.0
22092,22092,20190201,D-44,종합운동장->아시아선수촌아파트,2,171.0
29624,29624,20190201,D-44,아시아선수촌아파트->종합운동장,3,238.0
29652,29652,20190201,D-44,종합운동장->아시아선수촌아파트,3,150.0
37184,37184,20190201,D-44,아시아선수촌아파트->종합운동장,4,199.0
37212,37212,20190201,D-44,종합운동장->아시아선수촌아파트,4,103.0
44744,44744,20190201,D-44,아시아선수촌아파트->종합운동장,5,252.0
44772,44772,20190201,D-44,종합운동장->아시아선수촌아파트,5,204.0
52304,52304,20190201,D-44,아시아선수촌아파트->종합운동장,6,391.0
52332,52332,20190201,D-44,종합운동장->아시아선수촌아파트,6,409.0
59864,59864,20190201,D-44,아시아선수촌아파트->종합운동장,7,839.0
59892,59892,20190201,D-44,종합운동장->아시아선수촌아파트,7,1037.0
67424,67424,20190201,D-44,아시아선수촌아파트->종합운동장,8,1110.0
67452,67452,20190201,D-44,종합운동장->아시아선수촌아파트,8,1221.0
74984,74984,20190201,D-44,아시아선수촌아파트->종합운동장,9,1073.0
75012,75012,20190201,D-44,종합운동장->아시아선수촌아파트,9,1286.0
82544,82544,20190201,D-44,아시아선수촌아파트->종합운동장,10,1029.0
82572,82572,20190201,D-44,종합운동장->아시아선수촌아파트,10,1106.0
90104,90104,20190201,D-44,아시아선수촌아파트->종합운동장,11,1084.0
90132,90132,20190201,D-44,종합운동장->아시아선수촌아파트,11,928.0
97664,97664,20190201,D-44,아시아선수촌아파트->종합운동장,12,1083.0
97692,97692,20190201,D-44,종합운동장->아시아선수촌아파트,12,965.0
105224,105224,20190201,D-44,아시아선수촌아파트->종합운동장,13,1195.0
105252,105252,20190201,D-44,종합운동장->아시아선수촌아파트,13,1003.0
112784,112784,20190201,D-44,아시아선수촌아파트->종합운동장,14,1139.0
