,Unnamed: 0,일자,지점번호,방향,시간,교통량
3976,3976,20190201,C-12,반포고가차도->반포대교남단,0,292.0
4004,4004,20190201,C-12,반포대교남단->반포고가차도,0,101.0
11536,11536,20190201,C-12,반포고가차도->반포대교남단,1,192.0
11564,11564,20190201,C-12,반포대교남단->반포고가차도,1,42.0
19096,19096,20190201,C-12,반포고가차도->반포대교남단,2,141.0
19124,19124,20190201,C-12,반포대교남단->반포고가차도,2,39.0
26656,26656,20190201,C-12,반포고가차도->반포대교남단,3,79.0
26684,26684,20190201,C-12,반포대교남단->반포고가차도,3,14.0
34216,34216,20190201,C-12,반포고가차도->반포대교남단,4,91.0
34244,34244,20190201,C-12,반포대교남단->반포고가차도,4,39.0
41776,41776,20190201,C-12,반포고가차도->반포대교남단,5,112.0
41804,41804,20190201,C-12,반포대교남단->반포고가차도,5,111.0
49336,49336,20190201,C-12,반포고가차도->반포대교남단,6,222.0
49364,49364,20190201,C-12,반포대교남단->반포고가차도,6,373.0
56896,56896,20190201,C-12,반포고가차도->반포대교남단,7,448.0
56924,56924,20190201,C-12,반포대교남단->반포고가차도,7,509.0
64456,64456,20190201,C-12,반포고가차도->반포대교남단,8,383.0
64484,64484,20190201,C-12,반포대교남단->반포고가차도,8,712.0
72016,72016,20190201,C-12,반포고가차도->반포대교남단,9,482.0
72044,72044,20190201,C-12,반포대교남단->반포고가차도,9,894.0
79576,79576,20190201,C-12,반포고가차도->반포대교남단,10,522.0
79604,79604,20190201,C-12,반포대교남단->반포고가차도,10,797.0
87136,87136,20190201,C-12,반포고가차도->반포대교남단,11,523.0
87164,87164,20190201,C-12,반포대교남단->반포고가차도,11,769.0
94696,94696,20190201,C-12,반포고가차도->반포대교남단,12,581.0
94724,94724,20190201,C-12,반포대교남단->반포고가차도,12,893.0
102256,102256,20190201,C-12,반포고가차도->반포대교남단,13,540.0
102284,102284,20190201,C-12,반포대교남단->반포고가차도,13,826.0
109816,109816,20190201,C-12,반포고가차도->반포대교남단,14,566.0
109844,109844,20190201,C-12,반포대교남단->반포고가차도,14,708.0
117376,117376,20190201,C-12,반포고가차도->반포대교남단,15,689.0
117404,117404,20190201,C-12,반포대교남단->반포고가차도,15,487.0
124936,124936,20190201,C-12,반포고가차도->반포대교남단,16,687.0
124964,124964,20190201,C-12,반포대교남단->반포고가차도,16,652.0
132496,132496,20190201,C-12,반포고가차도->반포대교남단,17,711.0
132524,132524,20190201,C-12,반포대교남단->반포고가차도,17,378.0
140056,140056,20190201,C-12,반포고가차도->반포대교남단,18,574.0
140084,140084,20190201,C-12,반포대교남단->반포고가차도,18,439.0
147616,147616,20190201,C-12,반포고가차도->반포대교남단,19,388.0
147644,147644,20190201,C-12,반포대교남단->반포고가차도,19,782.0
155176,155176,20190201,C-12,반포고가차도->반포대교남단,20,424.0
155204,155204,20190201,C-12,반포대교남단->반포고가차도,20,477.0
162736,162736,20190201,C-12,반포고가차도->반포대교남단,21,476.0
162764,162764,20190201,C-12,반포대교남단->반포고가차도,21,290.0
170296,170296,20190201,C-12,반포고가차도->반포대교남단,22,520.0
170324,170324,20190201,C-12,반포대교남단->반포고가차도,22,328.0
177856,177856,20190201,C-12,반포고가차도->반포대교남단,23,338.0
177884,177884,20190201,C-12,반포대교남단->반포고가차도,23,209.0
