,Unnamed: 0,일자,지점번호,방향,시간,교통량
6160,6160,20190201,D-30,상도터널->노들역,0,929.0
6188,6188,20190201,D-30,노들역->상도터널,0,1497.0
13720,13720,20190201,D-30,상도터널->노들역,1,716.0
13748,13748,20190201,D-30,노들역->상도터널,1,1147.0
21280,21280,20190201,D-30,상도터널->노들역,2,474.0
21308,21308,20190201,D-30,노들역->상도터널,2,790.0
28840,28840,20190201,D-30,상도터널->노들역,3,409.0
28868,28868,20190201,D-30,노들역->상도터널,3,517.0
36400,36400,20190201,D-30,상도터널->노들역,4,481.0
36428,36428,20190201,D-30,노들역->상도터널,4,471.0
43960,43960,20190201,D-30,상도터널->노들역,5,925.0
43988,43988,20190201,D-30,노들역->상도터널,5,683.0
51520,51520,20190201,D-30,상도터널->노들역,6,1776.0
51548,51548,20190201,D-30,노들역->상도터널,6,1198.0
59080,59080,20190201,D-30,상도터널->노들역,7,2628.0
59108,59108,20190201,D-30,노들역->상도터널,7,1415.0
66640,66640,20190201,D-30,상도터널->노들역,8,2260.0
66668,66668,20190201,D-30,노들역->상도터널,8,1766.0
74200,74200,20190201,D-30,상도터널->노들역,9,2155.0
74228,74228,20190201,D-30,노들역->상도터널,9,1881.0
81760,81760,20190201,D-30,상도터널->노들역,10,2036.0
81788,81788,20190201,D-30,노들역->상도터널,10,1765.0
89320,89320,20190201,D-30,상도터널->노들역,11,1869.0
89348,89348,20190201,D-30,노들역->상도터널,11,1776.0
96880,96880,20190201,D-30,상도터널->노들역,12,1652.0
96908,96908,20190201,D-30,노들역->상도터널,12,1940.0
104440,104440,20190201,D-30,상도터널->노들역,13,1867.0
104468,104468,20190201,D-30,노들역->상도터널,13,2003.0
112000,112000,20190201,D-30,상도터널->노들역,14,1768.0
112028,112028,20190201,D-30,노들역->상도터널,14,2062.0
119560,119560,20190201,D-30,상도터널->노들역,15,1738.0
119588,119588,20190201,D-30,노들역->상도터널,15,2081.0
127120,127120,20190201,D-30,상도터널->노들역,16,1630.0
127148,127148,20190201,D-30,노들역->상도터널,16,1892.0
134680,134680,20190201,D-30,상도터널->노들역,17,1631.0
134708,134708,20190201,D-30,노들역->상도터널,17,2179.0
142240,142240,20190201,D-30,상도터널->노들역,18,1403.0
142268,142268,20190201,D-30,노들역->상도터널,18,2200.0
149800,149800,20190201,D-30,상도터널->노들역,19,1267.0
149828,149828,20190201,D-30,노들역->상도터널,19,2250.0
157360,157360,20190201,D-30,상도터널->노들역,20,1327.0
157388,157388,20190201,D-30,노들역->상도터널,20,2131.0
164920,164920,20190201,D-30,상도터널->노들역,21,1483.0
