,Unnamed: 0,일자,지점번호,방향,시간,교통량
1612,1612,20190101,B-03,유입,0,
1643,1643,20190101,B-03,유출,0,
9982,9982,20190101,B-03,유입,1,388.0
10013,10013,20190101,B-03,유출,1,
18352,18352,20190101,B-03,유입,2,275.0
18383,18383,20190101,B-03,유출,2,
26722,26722,20190101,B-03,유입,3,139.0
26753,26753,20190101,B-03,유출,3,
35092,35092,20190101,B-03,유입,4,133.0
35123,35123,20190101,B-03,유출,4,
43462,43462,20190101,B-03,유입,5,257.0
43493,43493,20190101,B-03,유출,5,
51832,51832,20190101,B-03,유입,6,266.0
51863,51863,20190101,B-03,유출,6,
60202,60202,20190101,B-03,유입,7,309.0
60233,60233,20190101,B-03,유출,7,
68572,68572,20190101,B-03,유입,8,752.0
68603,68603,20190101,B-03,유출,8,
76942,76942,20190101,B-03,유입,9,450.0
76973,76973,20190101,B-03,유출,9,
85312,85312,20190101,B-03,유입,10,475.0
85343,85343,20190101,B-03,유출,10,
93682,93682,20190101,B-03,유입,11,452.0
93713,93713,20190101,B-03,유출,11,
102052,102052,20190101,B-03,유입,12,656.0
102083,102083,20190101,B-03,유출,12,
110422,110422,20190101,B-03,유입,13,810.0
110453,110453,20190101,B-03,유출,13,
118792,118792,20190101,B-03,유입,14,787.0
118823,118823,20190101,B-03,유출,14,
127162,127162,20190101,B-03,유입,15,752.0
127193,127193,20190101,B-03,유출,15,
135532,135532,20190101,B-03,유입,16,656.0
135563,135563,20190101,B-03,유출,16,
143902,143902,20190101,B-03,유입,17,617.0
143933,143933,20190101,B-03,유출,17,
152272,152272,20190101,B-03,유입,18,588.0
152303,152303,20190101,B-03,유출,18,
160642,160642,20190101,B-03,유입,19,594.0
160673,160673,20190101,B-03,유출,19,
169012,169012,20190101,B-03,유입,20,460.0
169043,169043,20190101,B-03,유출,20,
177382,177382,20190101,B-03,유입,21,487.0
177413,177413,20190101,B-03,유출,21,
185752,185752,20190101,B-03,유입,22,352.0
185783,185783,20190101,B-03,유출,22,
194122,194122,20190101,B-03,유입,23,182.0
194153,194153,20190101,B-03,유출,23,
1613,1613,20190102,B-03,유입,0,147.0
1644,1644,20190102,B-03,유출,0,
9983,9983,20190102,B-03,유입,1,98.0
10014,10014,20190102,B-03,유출,1,
18353,18353,20190102,B-03,유입,2,83.0
18384,18384,20190102,B-03,유출,2,
26723,26723,20190102,B-03,유입,3,50.0
26754,26754,20190102,B-03,유출,3,
35093,35093,20190102,B-03,유입,4,55.0
35124,35124,20190102,B-03,유출,4,
43463,43463,20190102,B-03,유입,5,264.0
43494,43494,20190102,B-03,유출,5,
51833,51833,20190102,B-03,유입,6,624.0
51864,51864,20190102,B-03,유출,6,
60203,60203,20190102,B-03,유입,7,1808.0
60234,60234,20190102,B-03,유출,7,
68573,68573,20190102,B-03,유입,8,1756.0
68604,68604,20190102,B-03,유출,8,
76943,76943,20190102,B-03,유입,9,1714.0
76974,76974,20190102,B-03,유출,9,
85313,85313,20190102,B-03,유입,10,1226.0
85344,85344,20190102,B-03,유출,10,
93683,93683,20190102,B-03,유입,11,610.0
93714,93714,20190102,B-03,유출,11,
