,Unnamed: 0,일자,지점번호,방향,시간,교통량
7750,7750,20190101,D-45,유입,0,
7781,7781,20190101,D-45,유출,0,
16120,16120,20190101,D-45,유입,1,856.0
16151,16151,20190101,D-45,유출,1,1069.0
24490,24490,20190101,D-45,유입,2,765.0
24521,24521,20190101,D-45,유출,2,697.0
32860,32860,20190101,D-45,유입,3,613.0
32891,32891,20190101,D-45,유출,3,459.0
41230,41230,20190101,D-45,유입,4,492.0
41261,41261,20190101,D-45,유출,4,390.0
49600,49600,20190101,D-45,유입,5,558.0
49631,49631,20190101,D-45,유출,5,422.0
57970,57970,20190101,D-45,유입,6,634.0
58001,58001,20190101,D-45,유출,6,534.0
66340,66340,20190101,D-45,유입,7,681.0
66371,66371,20190101,D-45,유출,7,692.0
74710,74710,20190101,D-45,유입,8,887.0
74741,74741,20190101,D-45,유출,8,1027.0
83080,83080,20190101,D-45,유입,9,1045.0
83111,83111,20190101,D-45,유출,9,1141.0
91450,91450,20190101,D-45,유입,10,1332.0
91481,91481,20190101,D-45,유출,10,1258.0
99820,99820,20190101,D-45,유입,11,1566.0
99851,99851,20190101,D-45,유출,11,1539.0
108190,108190,20190101,D-45,유입,12,1793.0
108221,108221,20190101,D-45,유출,12,1588.0
116560,116560,20190101,D-45,유입,13,1810.0
116591,116591,20190101,D-45,유출,13,1757.0
124930,124930,20190101,D-45,유입,14,1898.0
124961,124961,20190101,D-45,유출,14,1746.0
133300,133300,20190101,D-45,유입,15,1888.0
133331,133331,20190101,D-45,유출,15,1926.0
141670,141670,20190101,D-45,유입,16,1975.0
141701,141701,20190101,D-45,유출,16,1979.0
150040,150040,20190101,D-45,유입,17,1858.0
150071,150071,20190101,D-45,유출,17,1923.0
158410,158410,20190101,D-45,유입,18,1711.0
158441,158441,20190101,D-45,유출,18,1781.0
166780,166780,20190101,D-45,유입,19,1527.0
166811,166811,20190101,D-45,유출,19,1549.0
175150,175150,20190101,D-45,유입,20,1394.0
175181,175181,20190101,D-45,유출,20,1603.0
183520,183520,20190101,D-45,유입,21,1198.0
183551,183551,20190101,D-45,유출,21,1339.0
191890,191890,20190101,D-45,유입,22,952.0
191921,191921,20190101,D-45,유출,22,1053.0
200260,200260,20190101,D-45,유입,23,673.0
200291,200291,20190101,D-45,유출,23,693.0
7751,7751,20190102,D-45,유입,0,470.0
7782,7782,20190102,D-45,유출,0,532.0
16121,16121,20190102,D-45,유입,1,384.0
16152,16152,20190102,D-45,유출,1,379.0
24491,24491,20190102,D-45,유입,2,289.0
24522,24522,20190102,D-45,유출,2,274.0
32861,32861,20190102,D-45,유입,3,221.0
32892,32892,20190102,D-45,유출,3,213.0
41231,41231,20190102,D-45,유입,4,316.0
41262,41262,20190102,D-45,유출,4,289.0
49601,49601,20190102,D-45,유입,5,596.0
49632,49632,20190102,D-45,유출,5,654.0
57971,57971,20190102,D-45,유입,6,1037.0
58002,58002,20190102,D-45,유출,6,1512.0
66341,66341,20190102,D-45,유입,7,1923.0
66372,66372,20190102,D-45,유출,7,2477.0
74711,74711,20190102,D-45,유입,8,2105.0
74742,74742,20190102,D-45,유출,8,2789.0
83081,83081,20190102,D-45,유입,9,2123.0
83112,83112,20190102,D-45,유출,9,2222.0
91451,91451,20190102,D-45,유입,10,2139.0
91482,91482,20190102,D-45,유출,10,1937.0
99821,99821,20190102,D-45,유입,11,2080.0
99852,99852,20190102,D-45,유출,11,1953.0
108191,108191,20190102,D-45,유입,12,1907.0
108222,108222,20190102,D-45,유출,12,1947.0
116561,116561,20190102,D-45,유입,13,1954.0
116592,116592,20190102,D-45,유출,13,2075.0
