,Unnamed: 0,일자,지점번호,방향,시간,교통량
4402,4402,20190101,C-12,유입,0,
4433,4433,20190101,C-12,유출,0,
12772,12772,20190101,C-12,유입,1,239.0
12803,12803,20190101,C-12,유출,1,195.0
21142,21142,20190101,C-12,유입,2,222.0
21173,21173,20190101,C-12,유출,2,104.0
29512,29512,20190101,C-12,유입,3,154.0
29543,29543,20190101,C-12,유출,3,67.0
37882,37882,20190101,C-12,유입,4,72.0
37913,37913,20190101,C-12,유출,4,42.0
46252,46252,20190101,C-12,유입,5,69.0
46283,46283,20190101,C-12,유출,5,64.0
54622,54622,20190101,C-12,유입,6,115.0
54653,54653,20190101,C-12,유출,6,98.0
62992,62992,20190101,C-12,유입,7,185.0
63023,63023,20190101,C-12,유출,7,99.0
71362,71362,20190101,C-12,유입,8,146.0
71393,71393,20190101,C-12,유출,8,211.0
79732,79732,20190101,C-12,유입,9,188.0
79763,79763,20190101,C-12,유출,9,180.0
88102,88102,20190101,C-12,유입,10,298.0
88133,88133,20190101,C-12,유출,10,242.0
96472,96472,20190101,C-12,유입,11,376.0
96503,96503,20190101,C-12,유출,11,319.0
104842,104842,20190101,C-12,유입,12,403.0
104873,104873,20190101,C-12,유출,12,289.0
113212,113212,20190101,C-12,유입,13,372.0
113243,113243,20190101,C-12,유출,13,322.0
121582,121582,20190101,C-12,유입,14,423.0
121613,121613,20190101,C-12,유출,14,399.0
129952,129952,20190101,C-12,유입,15,422.0
129983,129983,20190101,C-12,유출,15,427.0
138322,138322,20190101,C-12,유입,16,524.0
138353,138353,20190101,C-12,유출,16,377.0
146692,146692,20190101,C-12,유입,17,385.0
146723,146723,20190101,C-12,유출,17,441.0
155062,155062,20190101,C-12,유입,18,259.0
155093,155093,20190101,C-12,유출,18,288.0
163432,163432,20190101,C-12,유입,19,240.0
163463,163463,20190101,C-12,유출,19,310.0
171802,171802,20190101,C-12,유입,20,238.0
171833,171833,20190101,C-12,유출,20,373.0
180172,180172,20190101,C-12,유입,21,249.0
180203,180203,20190101,C-12,유출,21,260.0
188542,188542,20190101,C-12,유입,22,211.0
188573,188573,20190101,C-12,유출,22,203.0
196912,196912,20190101,C-12,유입,23,103.0
196943,196943,20190101,C-12,유출,23,136.0
4403,4403,20190102,C-12,유입,0,92.0
4434,4434,20190102,C-12,유출,0,68.0
12773,12773,20190102,C-12,유입,1,58.0
12804,12804,20190102,C-12,유출,1,25.0
21143,21143,20190102,C-12,유입,2,40.0
21174,21174,20190102,C-12,유출,2,16.0
29513,29513,20190102,C-12,유입,3,30.0
29544,29544,20190102,C-12,유출,3,13.0
37883,37883,20190102,C-12,유입,4,40.0
37914,37914,20190102,C-12,유출,4,36.0
46253,46253,20190102,C-12,유입,5,74.0
46284,46284,20190102,C-12,유출,5,170.0
54623,54623,20190102,C-12,유입,6,269.0
54654,54654,20190102,C-12,유출,6,524.0
62993,62993,20190102,C-12,유입,7,583.0
63024,63024,20190102,C-12,유출,7,835.0
71363,71363,20190102,C-12,유입,8,342.0
71394,71394,20190102,C-12,유출,8,762.0
79733,79733,20190102,C-12,유입,9,378.0
79764,79764,20190102,C-12,유출,9,808.0
88103,88103,20190102,C-12,유입,10,441.0
88134,88134,20190102,C-12,유출,10,819.0
96473,96473,20190102,C-12,유입,11,457.0
96504,96504,20190102,C-12,유출,11,618.0
104843,104843,20190102,C-12,유입,12,474.0
104874,104874,20190102,C-12,유출,12,591.0
113213,113213,20190102,C-12,유입,13,468.0
113244,113244,20190102,C-12,유출,13,587.0
121583,121583,20190102,C-12,유입,14,533.0
121614,121614,20190102,C-12,유출,14,669.0
129953,129953,20190102,C-12,유입,15,554.0
129984,129984,20190102,C-12,유출,15,691.0
138323,138323,20190102,C-12,유입,16,726.0
138354,138354,20190102,C-12,유출,16,567.0
146693,146693,20190102,C-12,유입,17,831.0
146724,146724,20190102,C-12,유출,17,549.0
155063,155063,20190102,C-12,유입,18,610.0
155094,155094,20190102,C-12,유출,18,702.0
163433,163433,20190102,C-12,유입,19,513.0
163464,163464,20190102,C-12,유출,19,561.0
171803,171803,20190102,C-12,유입,20,485.0
171834,171834,20190102,C-12,유출,20,365.0
180173,180173,20190102,C-12,유입,21,479.0
180204,180204,20190102,C-12,유출,21,260.0
188543,188543,20190102,C-12,유입,22,483.0
188574,188574,20190102,C-12,유출,22,202.0
196913,196913,20190102,C-12,유입,23,294.0
196944,196944,20190102,C-12,유출,23,102.0
4404,4404,20190103,C-12,유입,0,182.0
4435,4435,20190103,C-12,유출,0,61.0
12774,12774,20190103,C-12,유입,1,129.0
12805,12805,20190103,C-12,유출,1,38.0
21144,21144,20190103,C-12,유입,2,85.0
21175,21175,20190103,C-12,유출,2,28.0
29514,29514,20190103,C-12,유입,3,59.0
29545,29545,20190103,C-12,유출,3,19.0
37884,37884,20190103,C-12,유입,4,56.0
37915,37915,20190103,C-12,유출,4,41.0
46254,46254,20190103,C-12,유입,5,83.0
46285,46285,20190103,C-12,유출,5,136.0
54624,54624,20190103,C-12,유입,6,212.0
54655,54655,20190103,C-12,유출,6,396.0
62994,62994,20190103,C-12,유입,7,507.0
63025,63025,20190103,C-12,유출,7,747.0
71364,71364,20190103,C-12,유입,8,462.0
71395,71395,20190103,C-12,유출,8,937.0
79734,79734,20190103,C-12,유입,9,405.0
79765,79765,20190103,C-12,유출,9,844.0
88104,88104,20190103,C-12,유입,10,408.0
88135,88135,20190103,C-12,유출,10,817.0
96474,96474,20190103,C-12,유입,11,485.0
96505,96505,20190103,C-12,유출,11,718.0
104844,104844,20190103,C-12,유입,12,489.0
104875,104875,20190103,C-12,유출,12,747.0
