,Unnamed: 0,일자,지점번호,방향,시간,교통량
8308,8308,20190101,F-09,유입,0,
8339,8339,20190101,F-09,유출,0,
16678,16678,20190101,F-09,유입,1,1911.0
16709,16709,20190101,F-09,유출,1,3464.0
25048,25048,20190101,F-09,유입,2,1435.0
25079,25079,20190101,F-09,유출,2,2369.0
33418,33418,20190101,F-09,유입,3,1234.0
33449,33449,20190101,F-09,유출,3,1647.0
41788,41788,20190101,F-09,유입,4,1049.0
41819,41819,20190101,F-09,유출,4,1358.0
50158,50158,20190101,F-09,유입,5,1295.0
50189,50189,20190101,F-09,유출,5,1254.0
58528,58528,20190101,F-09,유입,6,1676.0
58559,58559,20190101,F-09,유출,6,1212.0
66898,66898,20190101,F-09,유입,7,1336.0
66929,66929,20190101,F-09,유출,7,1276.0
75268,75268,20190101,F-09,유입,8,1545.0
75299,75299,20190101,F-09,유출,8,2141.0
83638,83638,20190101,F-09,유입,9,2190.0
83669,83669,20190101,F-09,유출,9,2568.0
92008,92008,20190101,F-09,유입,10,2717.0
92039,92039,20190101,F-09,유출,10,3068.0
100378,100378,20190101,F-09,유입,11,2548.0
100409,100409,20190101,F-09,유출,11,3212.0
108748,108748,20190101,F-09,유입,12,2601.0
108779,108779,20190101,F-09,유출,12,3041.0
117118,117118,20190101,F-09,유입,13,2457.0
117149,117149,20190101,F-09,유출,13,3136.0
125488,125488,20190101,F-09,유입,14,2625.0
125519,125519,20190101,F-09,유출,14,3117.0
133858,133858,20190101,F-09,유입,15,2605.0
133889,133889,20190101,F-09,유출,15,3069.0
142228,142228,20190101,F-09,유입,16,2550.0
142259,142259,20190101,F-09,유출,16,2992.0
150598,150598,20190101,F-09,유입,17,2541.0
150629,150629,20190101,F-09,유출,17,2772.0
158968,158968,20190101,F-09,유입,18,2428.0
158999,158999,20190101,F-09,유출,18,2598.0
167338,167338,20190101,F-09,유입,19,2683.0
167369,167369,20190101,F-09,유출,19,2904.0
175708,175708,20190101,F-09,유입,20,2818.0
175739,175739,20190101,F-09,유출,20,3119.0
184078,184078,20190101,F-09,유입,21,2740.0
184109,184109,20190101,F-09,유출,21,3048.0
192448,192448,20190101,F-09,유입,22,2287.0
192479,192479,20190101,F-09,유출,22,2629.0
200818,200818,20190101,F-09,유입,23,1661.0
200849,200849,20190101,F-09,유출,23,1994.0
8309,8309,20190102,F-09,유입,0,1228.0
8340,8340,20190102,F-09,유출,0,1606.0
16679,16679,20190102,F-09,유입,1,776.0
16710,16710,20190102,F-09,유출,1,931.0
25049,25049,20190102,F-09,유입,2,498.0
25080,25080,20190102,F-09,유출,2,690.0
33419,33419,20190102,F-09,유입,3,625.0
33450,33450,20190102,F-09,유출,3,641.0
41789,41789,20190102,F-09,유입,4,1054.0
41820,41820,20190102,F-09,유출,4,1275.0
50159,50159,20190102,F-09,유입,5,2463.0
50190,50190,20190102,F-09,유출,5,2585.0
58529,58529,20190102,F-09,유입,6,3000.0
58560,58560,20190102,F-09,유출,6,3236.0
66899,66899,20190102,F-09,유입,7,2656.0
66930,66930,20190102,F-09,유출,7,2369.0
75269,75269,20190102,F-09,유입,8,2385.0
75300,75300,20190102,F-09,유출,8,1810.0
83639,83639,20190102,F-09,유입,9,2833.0
83670,83670,20190102,F-09,유출,9,2240.0
92009,92009,20190102,F-09,유입,10,2566.0
92040,92040,20190102,F-09,유출,10,2883.0
100379,100379,20190102,F-09,유입,11,2392.0
100410,100410,20190102,F-09,유출,11,3325.0
108749,108749,20190102,F-09,유입,12,2789.0
108780,108780,20190102,F-09,유출,12,3104.0
117119,117119,20190102,F-09,유입,13,2577.0
117150,117150,20190102,F-09,유출,13,3070.0
125489,125489,20190102,F-09,유입,14,2488.0
125520,125520,20190102,F-09,유출,14,2942.0
133859,133859,20190102,F-09,유입,15,2713.0
133890,133890,20190102,F-09,유출,15,3042.0
142229,142229,20190102,F-09,유입,16,2360.0
142260,142260,20190102,F-09,유출,16,2829.0
150599,150599,20190102,F-09,유입,17,2239.0
150630,150630,20190102,F-09,유출,17,2458.0
158969,158969,20190102,F-09,유입,18,1878.0
159000,159000,20190102,F-09,유출,18,2465.0
167339,167339,20190102,F-09,유입,19,2266.0
167370,167370,20190102,F-09,유출,19,3146.0
175709,175709,20190102,F-09,유입,20,2478.0
175740,175740,20190102,F-09,유출,20,3145.0
184079,184079,20190102,F-09,유입,21,2768.0
184110,184110,20190102,F-09,유출,21,3320.0
192449,192449,20190102,F-09,유입,22,2614.0
192480,192480,20190102,F-09,유출,22,3269.0
200819,200819,20190102,F-09,유입,23,2289.0
200850,200850,20190102,F-09,유출,23,2854.0
8310,8310,20190103,F-09,유입,0,1693.0
8341,8341,20190103,F-09,유출,0,2227.0
16680,16680,20190103,F-09,유입,1,1222.0
16711,16711,20190103,F-09,유출,1,1503.0
25050,25050,20190103,F-09,유입,2,885.0
25081,25081,20190103,F-09,유출,2,1106.0
33420,33420,20190103,F-09,유입,3,819.0
33451,33451,20190103,F-09,유출,3,888.0
41790,41790,20190103,F-09,유입,4,1127.0
41821,41821,20190103,F-09,유출,4,1138.0
50160,50160,20190103,F-09,유입,5,2476.0
50191,50191,20190103,F-09,유출,5,2266.0
58530,58530,20190103,F-09,유입,6,2871.0
58561,58561,20190103,F-09,유출,6,3337.0
66900,66900,20190103,F-09,유입,7,2568.0
66931,66931,20190103,F-09,유출,7,2595.0
75270,75270,20190103,F-09,유입,8,2392.0
75301,75301,20190103,F-09,유출,8,1979.0
83640,83640,20190103,F-09,유입,9,2859.0
83671,83671,20190103,F-09,유출,9,2017.0
92010,92010,20190103,F-09,유입,10,2398.0
92041,92041,20190103,F-09,유출,10,2774.0
100380,100380,20190103,F-09,유입,11,2258.0
100411,100411,20190103,F-09,유출,11,3276.0
108750,108750,20190103,F-09,유입,12,2502.0
108781,108781,20190103,F-09,유출,12,2833.0
117120,117120,20190103,F-09,유입,13,2552.0
117151,117151,20190103,F-09,유출,13,2977.0
125490,125490,20190103,F-09,유입,14,2568.0
125521,125521,20190103,F-09,유출,14,3047.0
133860,133860,20190103,F-09,유입,15,2435.0
133891,133891,20190103,F-09,유출,15,2860.0
142230,142230,20190103,F-09,유입,16,2300.0
142261,142261,20190103,F-09,유출,16,2722.0
150600,150600,20190103,F-09,유입,17,2241.0
150631,150631,20190103,F-09,유출,17,2588.0
158970,158970,20190103,F-09,유입,18,1736.0
159001,159001,20190103,F-09,유출,18,2566.0
167340,167340,20190103,F-09,유입,19,2176.0
167371,167371,20190103,F-09,유출,19,2724.0
175710,175710,20190103,F-09,유입,20,2422.0
175741,175741,20190103,F-09,유출,20,3113.0
184080,184080,20190103,F-09,유입,21,2700.0
184111,184111,20190103,F-09,유출,21,3167.0
192450,192450,20190103,F-09,유입,22,2594.0
192481,192481,20190103,F-09,유출,22,3301.0
200820,200820,20190103,F-09,유입,23,2484.0
200851,200851,20190103,F-09,유출,23,3160.0
8311,8311,20190104,F-09,유입,0,1850.0
8342,8342,20190104,F-09,유출,0,2385.0
16681,16681,20190104,F-09,유입,1,1346.0
16712,16712,20190104,F-09,유출,1,1719.0
25051,25051,20190104,F-09,유입,2,945.0
25082,25082,20190104,F-09,유출,2,1245.0
