,avg_clus,interval_1,sing_clus,sum_2,경도,동,동주소,수소충전소,업체명,위도,자치구,주차경도,주차구획수,주차급지구분,주차기본시간,주차기본요금,주차부제시행구분,주차요금정보,주차운영요일,주차위도,주차장구분,주차장명,주차장유형,토요일운영시작시각,토요일운영종료시각,평일운영시작시각,평일운영종료시각
0,,10,51.0,3.2832306112863323,37.5136307,논현2동,서울특별시  강남구 학동로 204,0,(주)상현상사,127.0291575,강남구,,,,,,,,,,,,,,,,
1,,10,53.0,3.1917227506265062,37.4905825,도곡1동,서울특별시  강남구 강남대로58길 61,0,진양가스,127.0346343,강남구,,,,,,,,,,,,,,,,
2,,10,67.0,2.8453399559960086,37.49929960000001,일원2동,서울특별시  강남구 남부순환로 3179,0,대치에너지주식회사,127.0759013,강남구,,,,,,,,,,,,,,,,
3,,10,46.0,2.8453399559960086,37.4977796,일원2동,서울특별시  강남구 남부순환로 3154,0,남서울가스(주),127.0733765,강남구,,,,,,,,,,,,,,,,
4,,10,62.0,4.51505097484219,37.4763295,세곡동,서울특별시  강남구 밤고개로 200,0,강남복지충전소,127.10327609999999,강남구,,,,,,,,,,,,,,,,
5,,10,43.0,4.51505097484219,37.482795700000004,세곡동,서울특별시  강남구 밤고개로 127,0,(주)수서에너지,127.10282579999999,강남구,,,,,,,,,,,,,,,,
6,,10,35.0,1.234895199255068,37.5450485,상일동,서울특별시  강동구 천호대로 1452,0,복지상일충전소,127.1675848,강동구,,,,,,,,,,,,,,,,
7,,10,52.0,1.3471109908330197,37.55177910000001,암사2동,서울특별시  강동구 올림픽로 791,0,암사충전소,127.1255452,강동구,,,,,,,,,,,,,,,,
8,,10,34.0,1.6373749802713409,37.5364849,성내2동,서울특별시  강동구 천호대로 1056,0,(주)경기에너지,127.1268028,강동구,,,,,,,,,,,,,,,,
9,,10,65.0,2.0286584958317575,37.5252332,둔촌2동,서울특별시  강동구 동남로 563,0,둔촌충전소,127.1444095,강동구,,,,,,,,,,,,,,,,
10,,10,66.0,0.6137585064780309,37.636197700000004,번1동,서울특별시  강북구 도봉로 318,0,서울와사공업(주),127.0223295,강북구,,,,,,,,,,,,,,,,
11,,10,61.0,0.5364163234805249,37.628133,번3동,서울특별시  강북구 한천로 833,0,(주)청학에너지,127.04186509999998,강북구,,,,,,,,,,,,,,,,
12,,10,38.0,0.6118194710459803,37.634289700000004,수유1동,서울특별시  강북구 덕릉로24길 6,0,국제가스공업(주),127.01965679999999,강북구,,,,,,,,,,,,,,,,
13,,10,32.0,1.7828226276517034,37.55334000000001,등촌2동,서울특별시  강서구 공항대로 468,0,공항로충전소,126.8564504,강서구,,,,,,,,,,,,,,,,
14,,10,2.0,2.3923810299312604,37.565115899999995,가양1동,서울특별시  강서구 양천로 200,0,복지마곡충전소,126.80653889999999,강서구,,,,,,,,,,,,,,,,
15,,10,42.0,1.65168887170173,37.5583883,가양3동,서울특별시  강서구 양천로 551,0,대양가스충전소,126.8585873,강서구,,,,,,,,,,,,,,,,
16,,10,59.0,2.0247918133928167,37.5380632,공항동,서울특별시  강서구 오정로 390,0,(주)삼표에너지 김포충전소,126.7959011,강서구,,,,,,,,,,,,,,,,
17,,10,1.0,2.0247918133928167,37.5549768,공항동,서울특별시  강서구 벌말로 266,0,강서가스충전소,126.76673799999999,강서구,,,,,,,,,,,,,,,,
18,,10,40.0,2.7859427143781472,37.52972379999999,화곡1동,서울특별시  강서구 곰달래로24길 19,0,대흥에너지산업(주),126.84502930000001,강서구,,,,,,,,,,,,,,,,
19,,10,41.0,1.5599313462419504,37.47367620000001,낙성대동,서울특별시  관악구 관악로 96,0,명화가스(주),126.95127649999999,관악구,,,,,,,,,,,,,,,,
20,,10,49.0,1.7136761695487783,37.4735388,서림동,서울특별시  관악구 신림로 170,0,신림충전소,126.9319687,관악구,,,,,,,,,,,,,,,,
21,,10,64.0,0.9209174843019925,37.5600492,중곡1동,서울특별시  광진구 동일로 323,0,현대오일뱅크 중곡동충전소,127.07152109999998,광진구,,,,,,,,,,,,,,,,
22,,10,54.0,0.9209174843019925,37.56495770000001,중곡1동,서울특별시  광진구 동일로 381,0,한양에너지(주),127.0743513,광진구,,,,,,,,,,,,,,,,
23,,10,63.0,1.2611666260529784,37.5345877,자양1동,서울특별시  광진구 자양로 77,0,해양가스,127.08149099999999,광진구,,,,,,,,,,,,,,,,
24,,10,47.0,2.0918355031660973,37.4842727,구로3동,서울특별시  구로구 시흥대로 573,0,동일석유(주)남부충전소,126.89976419999999,구로구,,,,,,,,,,,,,,,,
25,,10,50.0,1.5655005959624588,37.5069035,수궁동,서울특별시  구로구 신정로 59,0,오승프라임산업(주),126.82690600000001,구로구,,,,,,,,,,,,,,,,
26,,10,60.0,2.281144856701434,37.5018823,구로2동,서울특별시  구로구 경인로 537,0,한일가스산업(주),126.87566559999999,구로구,,,,,,,,,,,,,,,,
27,,10,37.0,1.8041919414421927,37.49642120000001,개봉1동,서울특별시  구로구 경인로 364,0,개봉충전소,126.8583566,구로구,,,,,,,,,,,,,,,,
28,,10,48.0,1.4377459106800008,37.4617966,독산2동,서울특별시  금천구 시흥대로 316,0,(주)중앙에너비스 삼중가스지점,126.8961355,금천구,,,,,,,,,,,,,,,,
29,,9,45.0,1.346744330525981,37.671411799999994,상계1동,서울특별시  노원구 동일로 1601,0,(주)노일가스,127.05336090000002,노원구,,,,,,,,,,,,,,,,
30,,9,36.0,1.346744330525981,37.6868658,상계1동,서울특별시  노원구 동일로 1778,0,복지노원충전소,127.0536446,노원구,,,,,,,,,,,,,,,,
31,,8,25.0,1.2504981090026672,37.6290624,공릉1동,서울특별시  노원구 동일로 1113,0,신성에너지주식회사,127.06866000000001,노원구,,,,,,,,,,,,,,,,
32,,8,44.0,1.2504981090026672,37.6169558,공릉1동,서울특별시  노원구 화랑로 405,0,태능가스(주),127.0703365,노원구,,,,,,,,,,,,,,,,
33,,10,30.0,0.6700210739112017,37.6605626,쌍문2동,서울특별시  도봉구 도봉로 627,0,케이와이에너지 (주)한영충전소,127.0391747,도봉구,,,,,,,,,,,,,,,,
34,,10,31.0,0.920065915009538,37.665771299999996,방학1동,서울특별시  도봉구 도봉로 690,0,(주)에스케이행복에너지,127.04138030000001,도봉구,,,,,,,,,,,,,,,,
35,,10,24.0,0.9576882467288714,37.6442559,창2동,서울특별시  도봉구 도봉로 430,0,동원가스충전소,127.03035659999999,도봉구,,,,,,,,,,,,,,,,
36,,10,55.0,0.7381355799479148,37.6669495,도봉1동,서울특별시  도봉구 도봉로 983,0,(주)평안에너지 도봉충전소,127.00371969999999,도봉구,,,,,,,,,,,,,,,,
37,,10,39.0,0.7697513668760088,37.5896355,휘경1동,서울특별시  동대문구 망우로 57,0,수도에너지(주)동서울충전소,127.0572487,동대문구,,,,,,,,,,,,,,,,
38,,10,33.0,1.0395582509313401,37.591046,청량리동,서울특별시  동대문구 회기로 44,0,(주)홍릉가스충전소,127.03904229999999,동대문구,,,,,,,,,,,,,,,,
39,,10,22.0,1.2148800129696404,37.57615379999999,답십리2동,서울특별시  동대문구 한천로 169,0,복지장안충전소,127.06503729999999,동대문구,,,,,,,,,,,,,,,,
40,,10,21.0,1.5314443482629567,37.5628972,장안1동,서울특별시  동대문구 천호대로 353,0,장안동가스충전소,127.05646770000001,동대문구,,,,,,,,,,,,,,,,
41,,10,16.0,1.9088657537827227,37.4868961,사당1동,서울특별시  서초구 동작대로 26,0,수도석유(주)방배충전소,126.973018,동작구,,,,,,,,,,,,,,,,
42,,10,29.0,2.4779512350046677,37.4994173,대방동,서울특별시  동작구 상도로 74,0,동일석유(주)동주충전소,126.9266463,동작구,,,,,,,,,,,,,,,,
43,,10,15.0,1.258377972824218,37.5736524,북가좌1동,서울특별시  서대문구 수색로 123,0,연일가스산업(주),126.90409409999998,서대문구,,,,,,,,,,,,,,,,
44,,10,19.0,3.8686637211629633,37.5188926,잠원동,서울특별시  서초구 잠원로 181,0,(주)영동가스,127.00966609999999,서초구,,,,,,,,,,,,,,,,
45,,10,57.0,2.752582616181934,37.4730658,방배3동,서울특별시  서초구 남부순환로 2224,0,서초충전소,126.99327770000001,서초구,,,,,,,,,,,,,,,,
46,,10,58.0,1.5410258459179542,37.548710799999995,성수1가2동,서울특별시  성동구 왕십리로 124,0,덕마가스충전소,127.04272749999998,성동구,,,,,,,,,,,,,,,,
47,,10,20.0,1.537252604982992,37.5504541,성수2가3동,서울특별시  성동구 광나루로 200,0,대성산업(주)동부충전소,127.05019270000001,성동구,,,,,,,,,,,,,,,,
48,,10,10.0,0.5646728575762108,37.6079111,길음2동,서울특별시  성북구 종암로 201,0,우일에너지(주),127.0280595,성북구,,,,,,,,,,,,,,,,
49,,10,23.0,0.5741613082723306,37.6132323,장위3동,서울특별시  성북구 화랑로 291,0,(주)장위가스,127.05843529999999,성북구,,,,,,,,,,,,,,,,
50,,10,56.0,2.5503296227429186,37.5061584,오금동,서울특별시  송파구 마천로 103,0,오금가스충전소,127.12940829999998,송파구,,,,,,,,,,,,,,,,
