,avg_clus,interval_1,sing_clus,sum_2,경도,동,동주소,수소충전소,업체명,위도,자치구,주차경도,주차구획수,주차급지구분,주차기본시간,주차기본요금,주차부제시행구분,주차요금정보,주차운영요일,주차위도,주차장구분,주차장명,주차장유형,토요일운영시작시각,토요일운영종료시각,평일운영시작시각,평일운영종료시각
0,,10,27.0,3.2832306112863323,37.5136307,논현2동,서울특별시  강남구 학동로 204,0,(주)상현상사,127.0291575,강남구,,,,,,,,,,,,,,,,
1,,10,29.0,3.1917227506265062,37.4905825,도곡1동,서울특별시  강남구 강남대로58길 61,0,진양가스,127.0346343,강남구,,,,,,,,,,,,,,,,
2,,10,2.0,2.8453399559960086,37.4977796,일원2동,서울특별시  강남구 남부순환로 3154,0,남서울가스(주),127.0733765,강남구,,,,,,,,,,,,,,,,
3,,10,10.0,4.51505097484219,37.482795700000004,세곡동,서울특별시  강남구 밤고개로 127,0,(주)수서에너지,127.10282579999999,강남구,,,,,,,,,,,,,,,,
4,,10,35.0,1.234895199255068,37.5450485,상일동,서울특별시  강동구 천호대로 1452,0,복지상일충전소,127.1675848,강동구,,,,,,,,,,,,,,,,
5,,10,0.0,1.6373749802713409,37.5364849,성내2동,서울특별시  강동구 천호대로 1056,0,(주)경기에너지,127.1268028,강동구,,,,,,,,,,,,,,,,
6,,9,25.0,2.0286584958317575,37.5252332,둔촌2동,서울특별시  강동구 동남로 563,0,둔촌충전소,127.1444095,강동구,,,,,,,,,,,,,,,,
7,,10,9.0,0.6137585064780309,37.636197700000004,번1동,서울특별시  강북구 도봉로 318,0,서울와사공업(주),127.0223295,강북구,,,,,,,,,,,,,,,,
8,,10,23.0,0.5364163234805249,37.628133,번3동,서울특별시  강북구 한천로 833,0,(주)청학에너지,127.04186509999998,강북구,,,,,,,,,,,,,,,,
9,,10,3.0,2.3923810299312604,37.565115899999995,가양1동,서울특별시  강서구 양천로 200,0,복지마곡충전소,126.80653889999999,강서구,,,,,,,,,,,,,,,,
10,,10,33.0,1.65168887170173,37.5583883,가양3동,서울특별시  강서구 양천로 551,0,대양가스충전소,126.8585873,강서구,,,,,,,,,,,,,,,,
11,,9,31.0,2.0247918133928167,37.5380632,공항동,서울특별시  강서구 오정로 390,0,(주)삼표에너지 김포충전소,126.7959011,강서구,,,,,,,,,,,,,,,,
12,,9,19.0,2.0247918133928167,37.555591,공항동,서울특별시  강서구 벌말로 271,0,(주)에너지플러스 오곡동충전소,126.76601940000002,강서구,,,,,,,,,,,,,,,,
13,,10,30.0,2.7859427143781472,37.52972379999999,화곡1동,서울특별시  강서구 곰달래로24길 19,0,대흥에너지산업(주),126.84502930000001,강서구,,,,,,,,,,,,,,,,
14,,10,37.0,1.5599313462419504,37.47367620000001,낙성대동,서울특별시  관악구 관악로 96,0,명화가스(주),126.95127649999999,관악구,,,,,,,,,,,,,,,,
15,,10,24.0,1.7136761695487783,37.4735388,서림동,서울특별시  관악구 신림로 170,0,신림충전소,126.9319687,관악구,,,,,,,,,,,,,,,,
16,,10,28.0,2.0918355031660973,37.4842727,구로3동,서울특별시  구로구 시흥대로 573,0,동일석유(주)남부충전소,126.89976419999999,구로구,,,,,,,,,,,,,,,,
17,,10,40.0,1.5655005959624588,37.5069035,수궁동,서울특별시  구로구 신정로 59,0,오승프라임산업(주),126.82690600000001,구로구,,,,,,,,,,,,,,,,
18,,10,12.0,2.281144856701434,37.5018823,구로2동,서울특별시  구로구 경인로 537,0,한일가스산업(주),126.87566559999999,구로구,,,,,,,,,,,,,,,,
19,,10,34.0,1.8041919414421927,37.49642120000001,개봉1동,서울특별시  구로구 경인로 364,0,개봉충전소,126.8583566,구로구,,,,,,,,,,,,,,,,
20,,10,38.0,0.7697513668760088,37.5896355,휘경1동,서울특별시  동대문구 망우로 57,0,수도에너지(주)동서울충전소,127.0572487,동대문구,,,,,,,,,,,,,,,,
21,,10,14.0,1.0395582509313401,37.591046,청량리동,서울특별시  동대문구 회기로 44,0,(주)홍릉가스충전소,127.03904229999999,동대문구,,,,,,,,,,,,,,,,
22,,10,18.0,1.2148800129696404,37.57615379999999,답십리2동,서울특별시  동대문구 한천로 169,0,복지장안충전소,127.06503729999999,동대문구,,,,,,,,,,,,,,,,
23,,10,39.0,1.5314443482629567,37.5628972,장안1동,서울특별시  동대문구 천호대로 353,0,장안동가스충전소,127.05646770000001,동대문구,,,,,,,,,,,,,,,,
24,,10,13.0,1.9088657537827227,37.4868961,사당1동,서울특별시  서초구 동작대로 26,0,수도석유(주)방배충전소,126.973018,동작구,,,,,,,,,,,,,,,,
25,,10,26.0,2.4779512350046677,37.4994173,대방동,서울특별시  동작구 상도로 74,0,동일석유(주)동주충전소,126.9266463,동작구,,,,,,,,,,,,,,,,
26,,10,11.0,1.258377972824218,37.5736524,북가좌1동,서울특별시  서대문구 수색로 123,0,연일가스산업(주),126.90409409999998,서대문구,,,,,,,,,,,,,,,,
27,,10,32.0,3.8686637211629633,37.5188926,잠원동,서울특별시  서초구 잠원로 181,0,(주)영동가스,127.00966609999999,서초구,,,,,,,,,,,,,,,,
28,,10,15.0,2.752582616181934,37.4730658,방배3동,서울특별시  서초구 남부순환로 2224,0,서초충전소,126.99327770000001,서초구,,,,,,,,,,,,,,,,
29,,10,5.0,1.5410258459179542,37.548710799999995,성수1가2동,서울특별시  성동구 왕십리로 124,0,덕마가스충전소,127.04272749999998,성동구,,,,,,,,,,,,,,,,
30,,10,21.0,0.5646728575762108,37.6079111,길음2동,서울특별시  성북구 종암로 201,0,우일에너지(주),127.0280595,성북구,,,,,,,,,,,,,,,,
31,,10,22.0,0.5741613082723306,37.6132323,장위3동,서울특별시  성북구 화랑로 291,0,(주)장위가스,127.05843529999999,성북구,,,,,,,,,,,,,,,,
32,,10,41.0,2.5503296227429186,37.5061584,오금동,서울특별시  송파구 마천로 103,0,오금가스충전소,127.12940829999998,송파구,,,,,,,,,,,,,,,,
33,,10,6.0,2.290243155478404,37.5081049,석촌동,서울특별시  송파구 석촌호수로 242,0,홍익에너지(주),127.1014515,송파구,,,,,,,,,,,,,,,,
34,,10,36.0,1.6891309116164153,37.53107650000001,신월1동,서울특별시  양천구 남부순환로 411,0,(주)대흥가스,126.82973909999998,양천구,,,,,,,,,,,,,,,,
35,,10,16.0,2.570891707009513,37.5068869,신정3동,서울특별시  양천구 신정로 146,0,수도에너지(주),126.83681409999998,양천구,,,,,,,,,,,,,,,,
36,,10,17.0,2.3025123975785977,37.5256,신정4동,서울특별시  양천구 목동로 193,0,목동충전소,126.8618748,양천구,,,,,,,,,,,,,,,,
37,,10,42.0,2.1007954925761423,37.5362563,양평2동,서울특별시  영등포구 선유로52길 5,0,기린에너지,126.89676429999999,영등포구,,,,,,,,,,,,,,,,
38,,10,4.0,2.5701354059298867,37.517433399999994,문래동,서울특별시  영등포구 선유로 37,0,(주)세지,126.88625829999998,영등포구,,,,,,,,,,,,,,,,
39,,10,8.0,1.8846894813503645,37.6436336,진관동,서울특별시  은평구 통일로 1186,0,은평서부충전소,126.91902420000001,은평구,,,,,,,,,,,,,,,,
40,,10,20.0,0.48683300436366195,37.5796396,면목5동,서울특별시  중랑구 동일로 553,0,(주)풍림에너지,127.07705020000002,중랑구,,,,,,,,,,,,,,,,
41,,10,7.0,0.9682001506123221,37.5941469,중화2동,서울특별시  중랑구 망우로 209,0,동일석유(주)황금충전소,127.07365779999999,중랑구,,,,,,,,,,,,,,,,
42,,10,1.0,1.111761018127484,37.6127083,신내1동,서울특별시  중랑구 용마산로 691,0,신내LPG충전소,127.09862530000001,중랑구,,,,,,,,,,,,,,,,
0,51.0,10,,2.957020017448969,,신사동,,0,,,강남구,126.9221169,135.0,3,5.0,150.0,요일제,유료,평일+토요일+공휴일,37.48504129999999,공영,남부초공영주차장,노외,00:00,00:00,00:00,00:00
1,25.0,10,,2.957020017448969,,신사동,,0,,,강남구,126.915444,41.0,5,5.0,50.0,요일제,유료,평일+토요일+공휴일,37.4843973,공영,신사동제1공영주차장,노외,09:00,16:00,09:00,19:00
2,170.0,10,,2.957020017448969,,신사동,,0,,,강남구,127.0270562016,343.0,1,5.0,400.0,요일제,유료,평일+토요일+공휴일,37.5268421056,공영,압구정428,노외,09:00,21:00,09:00,21:00
3,107.0,10,,2.957020017448969,,신사동,,0,,,강남구,127.02399152299999,185.0,2,5.0,300.0,요일제,유료,평일+토요일+공휴일,37.5233612951,공영,신구초교,노외,00:00,00:00,00:00,00:00
4,138.0,10,,3.414381187581929,,논현1동,,0,,,강남구,127.0262216669,192.0,2,5.0,300.0,요일제,유료,평일+토요일+공휴일,37.508490656599996,공영,논현초교,노외,00:00,00:00,00:00,00:00
5,143.0,10,,3.0602457661072195,,삼성1동,,0,,,강남구,127.0626093517,67.0,1,5.0,400.0,요일제,유료,평일+토요일+공휴일,37.5143551261,공영,삼성1동문화센터,노외,00:00,00:00,07:00,22:00
6,10.0,10,,3.0602457661072195,,삼성1동,,0,,,강남구,127.066491114,926.0,4,5.0,100.0,요일제,유료,평일+토요일+공휴일,37.5141115358,공영,탄천주차장,노외,00:00,00:00,00:00,00:00
7,119.0,10,,3.0602457661072195,,삼성1동,,0,,,강남구,127.0521408548,45.0,2,5.0,300.0,요일제,유료,평일,37.5159099376,공영,삼성로별관 부설,부설,00:00,00:00,09:00,18:00
8,124.0,10,,3.88421238200609,,삼성2동,,0,,,강남구,127.04637764540001,115.0,1,5.0,400.0,요일제,유료,평일+토요일+공휴일,37.5103116999,공영,강남치매지원센터,노외,00:00,00:00,00:00,00:00
9,23.0,10,,3.383809530145295,,대치4동,,0,,,강남구,127.0564525891,29.0,1,5.0,400.0,요일제,유료,평일,37.4976788229,공영,도곡로421,노외,00:00,00:00,09:00,19:00
10,133.0,10,,4.999509946695874,,역삼1동,,0,,,강남구,127.0388718483,78.0,1,5.0,400.0,요일제,유료,평일+토요일+공휴일,37.4925934254,공영,도곡로21길7,노외,00:00,00:00,00:00,00:00
11,101.0,10,,4.999509946695874,,역삼1동,,0,,,강남구,127.0332824836,118.0,1,5.0,400.0,요일제,유료,평일+토요일+공휴일,37.4953738379,공영,역삼1동문화센터,노외,00:00,00:00,00:00,00:00
12,100.0,10,,4.999509946695874,,역삼1동,,0,,,강남구,127.03039046159999,59.0,2,5.0,300.0,요일제,유료,평일,37.5025141908,공영,역삼문화공원,노외,00:00,00:00,00:00,00:00
13,162.0,10,,4.165142987063744,,역삼2동,,0,,,강남구,127.0516657363,22.0,1,5.0,400.0,요일제,유료,평일+토요일+공휴일,37.4961565104,공영,도곡로327,노외,00:00,00:00,09:00,19:00
14,1.0,10,,3.9362597193806743,,도곡2동,,0,,,강남구,127.04343991020001,21.0,2,5.0,300.0,요일제,유료,평일,37.4842521056,공영,논현로32길15,노외,00:00,00:00,09:00,19:00
15,109.0,10,,2.6068168962577905,,개포1동,,0,,,강남구,127.0672849458,92.0,3,5.0,200.0,요일제,유료,평일,37.4760669787,공영,구룡산제1호,노외,00:00,00:00,09:00,19:00
16,24.0,10,,3.5294517891242556,,개포4동,,0,,,강남구,127.0497487923,36.0,3,5.0,200.0,요일제,유료,평일,37.4771388546,공영,개포로24길33,노외,00:00,00:00,09:00,19:00
17,150.0,10,,3.345666806605359,,일원본동,,0,,,강남구,127.084056,67.0,4,5.0,100.0,미시행,혼합,평일+토요일+공휴일,37.484669,공영,일원역,노외,09:00,15:00,09:00,19:00
18,169.0,10,,3.345666806605359,,일원본동,,0,,,강남구,127.078902,11.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.482745,공영,일원터널,노외,00:00,00:00,00:00,00:00
19,53.0,10,,3.0171387054390397,,일원1동,,0,,,강남구,127.0877676116,323.0,4,5.0,100.0,요일제,유료,평일+토요일+공휴일,37.4931474673,공영,탄천제2호,노외,00:00,00:00,00:00,00:00
20,131.0,10,,3.0171387054390397,,일원1동,,0,,,강남구,127.0817931211,68.0,4,5.0,100.0,요일제,유료,평일,37.4895657461,공영,일원1동,노외,00:00,00:00,06:00,22:00
21,97.0,10,,2.7767029419914175,,수서동,,0,,,강남구,127.09993500000002,653.0,2,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.487944,공영,수서역,노외,00:00,00:00,00:00,00:00
22,17.0,10,,3.915994636574663,,청담동,,0,,,강남구,127.0447140682,225.0,2,5.0,300.0,요일제,유료,평일+토요일+공휴일,37.520126074000004,공영,언북초교,노외,00:00,00:00,00:00,00:00
23,163.0,10,,3.07209575578134,,개포2동,,0,,,강남구,127.068292231,149.0,3,5.0,200.0,요일제,유료,평일+토요일+공휴일,37.4897076707,공영,개포동공원,노외,00:00,00:00,00:00,00:00
24,159.0,8,,1.793714524336515,,강일동,,0,,,강동구,127.172156,85.0,3,5.0,150.0,미시행,유료,평일+토요일+공휴일,37.566151,공영,강일동공영주차장,노외,00:00,00:00,00:00,00:00
25,111.0,10,,1.2799704335077722,,고덕2동,,0,,,강동구,127.15693564969999,27.0,3,5.0,150.0,미시행,유료,평일+토요일+공휴일,37.555670210900004,공영,온조대왕옆공영주차장,노외,00:00,00:00,00:00,00:00
26,155.0,10,,1.703351975549078,,천호1동,,0,,,강동구,127.13631699999999,190.0,3,5.0,150.0,미시행,유료,평일+토요일+공휴일,37.54480220000001,공영,천호1동공영주차장,노외,00:00,00:00,00:00,00:00
27,151.0,10,,1.703351975549078,,천호1동,,0,,,강동구,127.132024,26.0,3,5.0,150.0,미시행,유료,평일+토요일+공휴일,37.542834,공영,고분다리전통시장공영주차장,노외,00:00,00:00,00:00,00:00
28,118.0,10,,1.9852128761416505,,암사1동,,0,,,강동구,127.13798500000001,114.0,3,5.0,150.0,미시행,유료,평일+토요일+공휴일,37.55275200000001,공영,암사1동공영주차장,노외,00:00,00:00,00:00,00:00
29,145.0,10,,0.4914459954163249,,번2동,,0,,,강북구,127.036718,20.0,5,0.0,0.0,요일제,유료,평일+토요일+공휴일,37.626781,공영,번2동주차장,노외,00:00,00:00,00:00,00:00
30,88.0,10,,0.7023636204038451,,수유3동,,0,,,강북구,127.02594199999999,45.0,1,5.0,250.0,요일제,혼합,평일+토요일+공휴일,37.640013,공영,시범주차장,노외,08:00,22:00,08:00,22:00
31,16.0,10,,0.7210667962835655,,삼양동,,0,,,강북구,127.020227,47.0,3,5.0,200.0,요일제,유료,평일+토요일+공휴일,37.620104,공영,대지시장길주차장,노외,00:00,00:00,00:00,00:00
