,avg_clus,interval_1,sing_clus,sum_2,경도,동,동주소,수소충전소,업체명,위도,자치구,주차경도,주차구획수,주차급지구분,주차기본시간,주차기본요금,주차부제시행구분,주차요금정보,주차운영요일,주차위도,주차장구분,주차장명,주차장유형,토요일운영시작시각,토요일운영종료시각,평일운영시작시각,평일운영종료시각
43,58.0,8,,1.9105303633149178,,신정6동,,0,,,양천구,126.869307,32.0,3,5.0,150.0,미시행,혼합,평일+토요일,37.522152,공영,어울림,노외,09:00,19:00,09:00,19:00
44,43.0,8,,2.0209322912857126,,신정7동,,0,,,양천구,126.861236,23.0,3,5.0,150.0,미시행,혼합,평일+토요일,37.516217,공영,밝은빛,노외,09:00,19:00,09:00,19:00
45,21.0,9,,2.4775473763521583,,목5동,,0,,,양천구,126.876896,25.0,3,5.0,150.0,미시행,혼합,평일,37.532877,공영,목동타운홀,노외,00:00,00:00,09:00,19:00
46,52.0,9,,2.4775473763521583,,목5동,,0,,,양천구,126.885352,93.0,2,5.0,250.0,미시행,유료,평일+토요일+공휴일,37.536396,공영,양평2동청사 공영주차장,노외,00:00,23:59,00:00,23:59
47,2.0,9,,2.142320809927471,,당산1동,,0,,,영등포구,126.899427,91.0,4,5.0,100.0,미시행,유료,평일,37.523768,공영,당산1동 공영주차장,노외,00:00,00:00,06:00,22:00
48,20.0,8,,1.9734578568677665,,신길1동,,0,,,영등포구,126.918608,17.0,5,0.0,0.0,미시행,유료,평일+토요일+공휴일,37.510226,공영,신길1동공영주차장,노외,00:00,00:00,00:00,00:00
49,60.0,8,,2.009295786879326,,신길6동,,0,,,영등포구,126.91133700000002,129.0,5,5.0,50.0,미시행,유료,평일+토요일+공휴일,37.50262100000001,공영,신길6동공영주차장,노외,10:00,19:00,10:00,19:00
50,42.0,9,,2.268708940736144,,대림3동,,0,,,영등포구,126.900465,105.0,5,5.0,50.0,미시행,유료,평일+토요일+공휴일,37.497991,공영,대림3동공영주차장,노외,06:00,22:00,06:00,22:00
51,0.0,9,,2.268708940736144,,대림3동,,0,,,영등포구,126.89481,192.0,5,5.0,50.0,미시행,유료,평일+토요일+공휴일,37.499611,공영,대림운동장공영주차장,노외,06:00,22:00,06:00,22:00
52,13.0,9,,2.18783981658982,,영등포본동,,0,,,영등포구,126.909151,194.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.514358,공영,영등포본동제1 공영주차장,노외,00:00,23:59,00:00,23:59
53,44.0,10,,2.5008310777342495,,영등포동,,0,,,영등포구,126.908556,28.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.523736,공영,영등포동제2 공영주차장,노외,00:00,23:59,00:00,23:59
54,28.0,10,,2.5008310777342495,,영등포동,,0,,,영등포구,126.91466299999999,88.0,4,5.0,100.0,미시행,유료,평일,37.517666,공영,신길환승(5호선)공영주차장,노외,00:00,00:00,09:00,18:00
55,27.0,10,,1.0634061162697845,,갈현1동,,0,,,은평구,126.91533700000001,61.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.626498,공영,갈현1동 공영주차장,노외,00:00,23:59,00:00,23:59
56,59.0,10,,1.0367150025335363,,신사2동,,0,,,은평구,126.90683899999999,110.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.59231079999999,공영,서신초교지하공영주차장,노외,00:00,23:59,00:00,23:59
57,32.0,10,,1.2754858252246215,,불광2동,,0,,,은평구,126.923549,40.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.624469,공영,새장골 공영주차장,노외,00:00,23:59,00:00,23:59
58,29.0,10,,1.2209098668626983,,응암3동,,0,,,은평구,126.91528899999999,160.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.593506,공영,응암3동 공영주차장,노외,00:00,23:59,00:00,23:59
59,40.0,10,,1.2209098668626983,,응암3동,,0,,,은평구,126.920786,80.0,4,5.0,100.0,미시행,유료,평일+토요일+공휴일,37.586576,공영,매바위공영주차장,노외,00:00,23:59,00:00,23:59
60,19.0,10,,1.310627933328516,,평창동,,0,,,종로구,126.9565401309,40.0,3,5.0,150.0,미시행,유료,평일+토요일+공휴일,37.612215534899995,공영,비봉,노외,08:00,18:00,08:00,18:00
61,51.0,10,,1.885395461880946,,종로1.2.3.4가동,,0,,,종로구,126.994045,1323.0,1,5.0,400.0,미시행,유료,평일+토요일+공휴일,37.574496,공영,종묘,노외,00:00,00:00,00:00,00:00
62,1.0,10,,1.885395461880946,,종로1.2.3.4가동,,0,,,종로구,126.98358586270001,45.0,1,5.0,400.0,미시행,유료,평일+토요일+공휴일,37.5736815664,공영,서인사마당,노외,08:00,22:00,08:00,22:00
63,5.0,8,,1.8821600455003091,,신당동,,0,,,중구,127.014296,24.0,2,5.0,250.0,요일제,유료,평일+토요일+공휴일,37.562026,공영,신당동 공영주차장,노외,09:00,00:00,08:00,00:00
