,Unnamed: 0,일자,지점번호,방향,시간,교통량
7980,7980,20190401,F-08,유입,0,268.0
8010,8010,20190401,F-08,유출,0,433.0
16080,16080,20190401,F-08,유입,1,141.0
16110,16110,20190401,F-08,유출,1,279.0
24180,24180,20190401,F-08,유입,2,104.0
24210,24210,20190401,F-08,유출,2,195.0
32280,32280,20190401,F-08,유입,3,100.0
32310,32310,20190401,F-08,유출,3,171.0
40380,40380,20190401,F-08,유입,4,195.0
40410,40410,20190401,F-08,유출,4,213.0
48480,48480,20190401,F-08,유입,5,990.0
48510,48510,20190401,F-08,유출,5,542.0
56580,56580,20190401,F-08,유입,6,3145.0
56610,56610,20190401,F-08,유출,6,1453.0
64680,64680,20190401,F-08,유입,7,3227.0
64710,64710,20190401,F-08,유출,7,2307.0
72780,72780,20190401,F-08,유입,8,2704.0
72810,72810,20190401,F-08,유출,8,2144.0
80880,80880,20190401,F-08,유입,9,2244.0
80910,80910,20190401,F-08,유출,9,1751.0
88980,88980,20190401,F-08,유입,10,1661.0
89010,89010,20190401,F-08,유출,10,1601.0
97080,97080,20190401,F-08,유입,11,1786.0
97110,97110,20190401,F-08,유출,11,1646.0
105180,105180,20190401,F-08,유입,12,1625.0
105210,105210,20190401,F-08,유출,12,1655.0
113280,113280,20190401,F-08,유입,13,1907.0
113310,113310,20190401,F-08,유출,13,1765.0
121380,121380,20190401,F-08,유입,14,1858.0
121410,121410,20190401,F-08,유출,14,1887.0
129480,129480,20190401,F-08,유입,15,1805.0
129510,129510,20190401,F-08,유출,15,1937.0
137580,137580,20190401,F-08,유입,16,1962.0
137610,137610,20190401,F-08,유출,16,2091.0
145680,145680,20190401,F-08,유입,17,2432.0
145710,145710,20190401,F-08,유출,17,2554.0
153780,153780,20190401,F-08,유입,18,2348.0
153810,153810,20190401,F-08,유출,18,2678.0
161880,161880,20190401,F-08,유입,19,1712.0
161910,161910,20190401,F-08,유출,19,2300.0
169980,169980,20190401,F-08,유입,20,1343.0
170010,170010,20190401,F-08,유출,20,1744.0
178080,178080,20190401,F-08,유입,21,1093.0
178110,178110,20190401,F-08,유출,21,1507.0
186180,186180,20190401,F-08,유입,22,880.0
186210,186210,20190401,F-08,유출,22,1470.0
194280,194280,20190401,F-08,유입,23,558.0
194310,194310,20190401,F-08,유출,23,1078.0
7981,7981,20190402,F-08,유입,0,357.0
8011,8011,20190402,F-08,유출,0,661.0
16081,16081,20190402,F-08,유입,1,202.0
16111,16111,20190402,F-08,유출,1,393.0
24181,24181,20190402,F-08,유입,2,131.0
24211,24211,20190402,F-08,유출,2,235.0
32281,32281,20190402,F-08,유입,3,101.0
32311,32311,20190402,F-08,유출,3,205.0
40381,40381,20190402,F-08,유입,4,217.0
40411,40411,20190402,F-08,유출,4,185.0
48481,48481,20190402,F-08,유입,5,786.0
48511,48511,20190402,F-08,유출,5,433.0
56581,56581,20190402,F-08,유입,6,2598.0
56611,56611,20190402,F-08,유출,6,1296.0
64681,64681,20190402,F-08,유입,7,3151.0
64711,64711,20190402,F-08,유출,7,2122.0
72781,72781,20190402,F-08,유입,8,2611.0
72811,72811,20190402,F-08,유출,8,2146.0
80881,80881,20190402,F-08,유입,9,2584.0
80911,80911,20190402,F-08,유출,9,1862.0
88981,88981,20190402,F-08,유입,10,2151.0
89011,89011,20190402,F-08,유출,10,1773.0
97081,97081,20190402,F-08,유입,11,1744.0
97111,97111,20190402,F-08,유출,11,1783.0
105181,105181,20190402,F-08,유입,12,1834.0
105211,105211,20190402,F-08,유출,12,1666.0
113281,113281,20190402,F-08,유입,13,2040.0
113311,113311,20190402,F-08,유출,13,1828.0
121381,121381,20190402,F-08,유입,14,2007.0
121411,121411,20190402,F-08,유출,14,1837.0
129481,129481,20190402,F-08,유입,15,2018.0
129511,129511,20190402,F-08,유출,15,1998.0
137581,137581,20190402,F-08,유입,16,2016.0
137611,137611,20190402,F-08,유출,16,1981.0
145681,145681,20190402,F-08,유입,17,2650.0
145711,145711,20190402,F-08,유출,17,2398.0
153781,153781,20190402,F-08,유입,18,2565.0
153811,153811,20190402,F-08,유출,18,2371.0
161881,161881,20190402,F-08,유입,19,1679.0
161911,161911,20190402,F-08,유출,19,2028.0
169981,169981,20190402,F-08,유입,20,1347.0
170011,170011,20190402,F-08,유출,20,1925.0
178081,178081,20190402,F-08,유입,21,1109.0
178111,178111,20190402,F-08,유출,21,1643.0
186181,186181,20190402,F-08,유입,22,931.0
186211,186211,20190402,F-08,유출,22,1567.0
194281,194281,20190402,F-08,유입,23,609.0
194311,194311,20190402,F-08,유출,23,1223.0
7982,7982,20190403,F-08,유입,0,396.0
8012,8012,20190403,F-08,유출,0,756.0
16082,16082,20190403,F-08,유입,1,189.0
16112,16112,20190403,F-08,유출,1,403.0
24182,24182,20190403,F-08,유입,2,116.0
24212,24212,20190403,F-08,유출,2,261.0
32282,32282,20190403,F-08,유입,3,116.0
32312,32312,20190403,F-08,유출,3,200.0
40382,40382,20190403,F-08,유입,4,175.0
40412,40412,20190403,F-08,유출,4,202.0
48482,48482,20190403,F-08,유입,5,804.0
48512,48512,20190403,F-08,유출,5,457.0
56582,56582,20190403,F-08,유입,6,2544.0
56612,56612,20190403,F-08,유출,6,1215.0
64682,64682,20190403,F-08,유입,7,3055.0
64712,64712,20190403,F-08,유출,7,2161.0
72782,72782,20190403,F-08,유입,8,2731.0
72812,72812,20190403,F-08,유출,8,2222.0
80882,80882,20190403,F-08,유입,9,2438.0
80912,80912,20190403,F-08,유출,9,1790.0
88982,88982,20190403,F-08,유입,10,1988.0
89012,89012,20190403,F-08,유출,10,1729.0
97082,97082,20190403,F-08,유입,11,1837.0
97112,97112,20190403,F-08,유출,11,1785.0
105182,105182,20190403,F-08,유입,12,1738.0
105212,105212,20190403,F-08,유출,12,1699.0
113282,113282,20190403,F-08,유입,13,2040.0
113312,113312,20190403,F-08,유출,13,1828.0
121382,121382,20190403,F-08,유입,14,2024.0
121412,121412,20190403,F-08,유출,14,1965.0
129482,129482,20190403,F-08,유입,15,1970.0
129512,129512,20190403,F-08,유출,15,1952.0
137582,137582,20190403,F-08,유입,16,2172.0
137612,137612,20190403,F-08,유출,16,2235.0
145682,145682,20190403,F-08,유입,17,2592.0
145712,145712,20190403,F-08,유출,17,2751.0
153782,153782,20190403,F-08,유입,18,2615.0
153812,153812,20190403,F-08,유출,18,2649.0
161882,161882,20190403,F-08,유입,19,1922.0
161912,161912,20190403,F-08,유출,19,2433.0
169982,169982,20190403,F-08,유입,20,1384.0
170012,170012,20190403,F-08,유출,20,1788.0
178082,178082,20190403,F-08,유입,21,1153.0
178112,178112,20190403,F-08,유출,21,1648.0
186182,186182,20190403,F-08,유입,22,900.0
186212,186212,20190403,F-08,유출,22,1514.0
194282,194282,20190403,F-08,유입,23,625.0
194312,194312,20190403,F-08,유출,23,1223.0
7983,7983,20190404,F-08,유입,0,423.0
8013,8013,20190404,F-08,유출,0,766.0
16083,16083,20190404,F-08,유입,1,207.0
16113,16113,20190404,F-08,유출,1,409.0
