,Unnamed: 0,일자,지점번호,방향,시간,교통량
1980,1980,20190401,B-10,유입,0,949.0
2010,2010,20190401,B-10,유출,0,1132.0
10080,10080,20190401,B-10,유입,1,612.0
10110,10110,20190401,B-10,유출,1,738.0
18180,18180,20190401,B-10,유입,2,425.0
18210,18210,20190401,B-10,유출,2,538.0
26280,26280,20190401,B-10,유입,3,449.0
26310,26310,20190401,B-10,유출,3,512.0
34380,34380,20190401,B-10,유입,4,769.0
34410,34410,20190401,B-10,유출,4,923.0
42480,42480,20190401,B-10,유입,5,2156.0
42510,42510,20190401,B-10,유출,5,2839.0
50580,50580,20190401,B-10,유입,6,5817.0
50610,50610,20190401,B-10,유출,6,5790.0
58680,58680,20190401,B-10,유입,7,7148.0
58710,58710,20190401,B-10,유출,7,5482.0
66780,66780,20190401,B-10,유입,8,5835.0
66810,66810,20190401,B-10,유출,8,6251.0
74880,74880,20190401,B-10,유입,9,6199.0
74910,74910,20190401,B-10,유출,9,4999.0
82980,82980,20190401,B-10,유입,10,5491.0
83010,83010,20190401,B-10,유출,10,5510.0
91080,91080,20190401,B-10,유입,11,4677.0
91110,91110,20190401,B-10,유출,11,5400.0
99180,99180,20190401,B-10,유입,12,4580.0
99210,99210,20190401,B-10,유출,12,4808.0
107280,107280,20190401,B-10,유입,13,5383.0
107310,107310,20190401,B-10,유출,13,4594.0
115380,115380,20190401,B-10,유입,14,5610.0
115410,115410,20190401,B-10,유출,14,4838.0
123480,123480,20190401,B-10,유입,15,5699.0
123510,123510,20190401,B-10,유출,15,4846.0
131580,131580,20190401,B-10,유입,16,6104.0
131610,131610,20190401,B-10,유출,16,4838.0
139680,139680,20190401,B-10,유입,17,6763.0
139710,139710,20190401,B-10,유출,17,5493.0
147780,147780,20190401,B-10,유입,18,5851.0
147810,147810,20190401,B-10,유출,18,6111.0
155880,155880,20190401,B-10,유입,19,4909.0
155910,155910,20190401,B-10,유출,19,6140.0
163980,163980,20190401,B-10,유입,20,3704.0
164010,164010,20190401,B-10,유출,20,4921.0
172080,172080,20190401,B-10,유입,21,3104.0
172110,172110,20190401,B-10,유출,21,4150.0
180180,180180,20190401,B-10,유입,22,2311.0
180210,180210,20190401,B-10,유출,22,3770.0
188280,188280,20190401,B-10,유입,23,1422.0
188310,188310,20190401,B-10,유출,23,2508.0
1981,1981,20190402,B-10,유입,0,874.0
2011,2011,20190402,B-10,유출,0,1667.0
10081,10081,20190402,B-10,유입,1,627.0
10111,10111,20190402,B-10,유출,1,993.0
18181,18181,20190402,B-10,유입,2,448.0
18211,18211,20190402,B-10,유출,2,764.0
26281,26281,20190402,B-10,유입,3,500.0
26311,26311,20190402,B-10,유출,3,603.0
34381,34381,20190402,B-10,유입,4,757.0
34411,34411,20190402,B-10,유출,4,894.0
42481,42481,20190402,B-10,유입,5,1827.0
42511,42511,20190402,B-10,유출,5,2466.0
50581,50581,20190402,B-10,유입,6,4944.0
50611,50611,20190402,B-10,유출,6,5229.0
58681,58681,20190402,B-10,유입,7,7188.0
58711,58711,20190402,B-10,유출,7,5020.0
66781,66781,20190402,B-10,유입,8,6458.0
66811,66811,20190402,B-10,유출,8,6105.0
74881,74881,20190402,B-10,유입,9,6108.0
74911,74911,20190402,B-10,유출,9,5765.0
82981,82981,20190402,B-10,유입,10,5259.0
83011,83011,20190402,B-10,유출,10,5435.0
91081,91081,20190402,B-10,유입,11,4572.0
91111,91111,20190402,B-10,유출,11,5292.0
99181,99181,20190402,B-10,유입,12,4587.0
99211,99211,20190402,B-10,유출,12,4709.0
107281,107281,20190402,B-10,유입,13,5542.0
107311,107311,20190402,B-10,유출,13,4495.0
115381,115381,20190402,B-10,유입,14,5802.0
115411,115411,20190402,B-10,유출,14,4594.0
123481,123481,20190402,B-10,유입,15,5860.0
123511,123511,20190402,B-10,유출,15,4308.0
131581,131581,20190402,B-10,유입,16,6118.0
131611,131611,20190402,B-10,유출,16,4896.0
139681,139681,20190402,B-10,유입,17,6572.0
139711,139711,20190402,B-10,유출,17,5652.0
147781,147781,20190402,B-10,유입,18,6024.0
147811,147811,20190402,B-10,유출,18,5660.0
155881,155881,20190402,B-10,유입,19,5168.0
155911,155911,20190402,B-10,유출,19,6072.0
163981,163981,20190402,B-10,유입,20,3982.0
164011,164011,20190402,B-10,유출,20,5094.0
172081,172081,20190402,B-10,유입,21,3377.0
172111,172111,20190402,B-10,유출,21,4453.0
180181,180181,20190402,B-10,유입,22,2352.0
180211,180211,20190402,B-10,유출,22,4009.0
188281,188281,20190402,B-10,유입,23,1519.0
188311,188311,20190402,B-10,유출,23,2714.0
1982,1982,20190403,B-10,유입,0,960.0
2012,2012,20190403,B-10,유출,0,1742.0
10082,10082,20190403,B-10,유입,1,707.0
10112,10112,20190403,B-10,유출,1,1122.0
18182,18182,20190403,B-10,유입,2,527.0
18212,18212,20190403,B-10,유출,2,796.0
26282,26282,20190403,B-10,유입,3,442.0
26312,26312,20190403,B-10,유출,3,625.0
34382,34382,20190403,B-10,유입,4,706.0
34412,34412,20190403,B-10,유출,4,937.0
42482,42482,20190403,B-10,유입,5,1813.0
42512,42512,20190403,B-10,유출,5,2490.0
50582,50582,20190403,B-10,유입,6,4567.0
50612,50612,20190403,B-10,유출,6,5274.0
58682,58682,20190403,B-10,유입,7,7340.0
58712,58712,20190403,B-10,유출,7,5637.0
66782,66782,20190403,B-10,유입,8,6465.0
66812,66812,20190403,B-10,유출,8,6449.0
74882,74882,20190403,B-10,유입,9,6144.0
74912,74912,20190403,B-10,유출,9,5557.0
82982,82982,20190403,B-10,유입,10,5464.0
83012,83012,20190403,B-10,유출,10,6023.0
91082,91082,20190403,B-10,유입,11,4611.0
91112,91112,20190403,B-10,유출,11,5804.0
99182,99182,20190403,B-10,유입,12,4594.0
99212,99212,20190403,B-10,유출,12,4955.0
107282,107282,20190403,B-10,유입,13,5541.0
107312,107312,20190403,B-10,유출,13,4482.0
115382,115382,20190403,B-10,유입,14,5831.0
115412,115412,20190403,B-10,유출,14,4597.0
123482,123482,20190403,B-10,유입,15,5990.0
123512,123512,20190403,B-10,유출,15,4619.0
131582,131582,20190403,B-10,유입,16,6396.0
131612,131612,20190403,B-10,유출,16,4696.0
139682,139682,20190403,B-10,유입,17,6813.0
139712,139712,20190403,B-10,유출,17,5608.0
147782,147782,20190403,B-10,유입,18,5867.0
147812,147812,20190403,B-10,유출,18,6085.0
155882,155882,20190403,B-10,유입,19,5551.0
155912,155912,20190403,B-10,유출,19,6041.0
163982,163982,20190403,B-10,유입,20,4392.0
164012,164012,20190403,B-10,유출,20,4884.0
172082,172082,20190403,B-10,유입,21,3462.0
172112,172112,20190403,B-10,유출,21,4595.0
180182,180182,20190403,B-10,유입,22,2447.0
180212,180212,20190403,B-10,유출,22,3988.0
188282,188282,20190403,B-10,유입,23,1602.0
188312,188312,20190403,B-10,유출,23,2816.0
1983,1983,20190404,B-10,유입,0,958.0
