,Unnamed: 0,일자,지점번호,방향,시간,교통량
1320,1320,20190401,A-23,유입,0,36.0
1350,1350,20190401,A-23,유출,0,18.0
9420,9420,20190401,A-23,유입,1,30.0
9450,9450,20190401,A-23,유출,1,11.0
17520,17520,20190401,A-23,유입,2,19.0
17550,17550,20190401,A-23,유출,2,9.0
25620,25620,20190401,A-23,유입,3,21.0
25650,25650,20190401,A-23,유출,3,9.0
33720,33720,20190401,A-23,유입,4,18.0
33750,33750,20190401,A-23,유출,4,10.0
41820,41820,20190401,A-23,유입,5,67.0
41850,41850,20190401,A-23,유출,5,34.0
49920,49920,20190401,A-23,유입,6,209.0
49950,49950,20190401,A-23,유출,6,84.0
58020,58020,20190401,A-23,유입,7,859.0
58050,58050,20190401,A-23,유출,7,156.0
66120,66120,20190401,A-23,유입,8,1184.0
66150,66150,20190401,A-23,유출,8,175.0
74220,74220,20190401,A-23,유입,9,864.0
74250,74250,20190401,A-23,유출,9,162.0
82320,82320,20190401,A-23,유입,10,705.0
82350,82350,20190401,A-23,유출,10,157.0
90420,90420,20190401,A-23,유입,11,666.0
90450,90450,20190401,A-23,유출,11,196.0
98520,98520,20190401,A-23,유입,12,663.0
98550,98550,20190401,A-23,유출,12,173.0
106620,106620,20190401,A-23,유입,13,692.0
106650,106650,20190401,A-23,유출,13,193.0
114720,114720,20190401,A-23,유입,14,732.0
114750,114750,20190401,A-23,유출,14,220.0
122820,122820,20190401,A-23,유입,15,693.0
122850,122850,20190401,A-23,유출,15,213.0
130920,130920,20190401,A-23,유입,16,669.0
130950,130950,20190401,A-23,유출,16,231.0
139020,139020,20190401,A-23,유입,17,760.0
139050,139050,20190401,A-23,유출,17,272.0
147120,147120,20190401,A-23,유입,18,828.0
147150,147150,20190401,A-23,유출,18,262.0
155220,155220,20190401,A-23,유입,19,542.0
155250,155250,20190401,A-23,유출,19,165.0
163320,163320,20190401,A-23,유입,20,366.0
163350,163350,20190401,A-23,유출,20,97.0
171420,171420,20190401,A-23,유입,21,204.0
171450,171450,20190401,A-23,유출,21,68.0
179520,179520,20190401,A-23,유입,22,134.0
179550,179550,20190401,A-23,유출,22,50.0
187620,187620,20190401,A-23,유입,23,103.0
187650,187650,20190401,A-23,유출,23,43.0
1321,1321,20190402,A-23,유입,0,50.0
1351,1351,20190402,A-23,유출,0,29.0
