,Unnamed: 0,일자,지점번호,방향,시간,교통량
4380,4380,20190401,C-14,유입,0,630.0
4410,4410,20190401,C-14,유출,0,656.0
12480,12480,20190401,C-14,유입,1,434.0
12510,12510,20190401,C-14,유출,1,471.0
20580,20580,20190401,C-14,유입,2,332.0
20610,20610,20190401,C-14,유출,2,398.0
28680,28680,20190401,C-14,유입,3,261.0
28710,28710,20190401,C-14,유출,3,290.0
36780,36780,20190401,C-14,유입,4,313.0
36810,36810,20190401,C-14,유출,4,408.0
44880,44880,20190401,C-14,유입,5,562.0
44910,44910,20190401,C-14,유출,5,697.0
52980,52980,20190401,C-14,유입,6,1312.0
53010,53010,20190401,C-14,유출,6,1426.0
61080,61080,20190401,C-14,유입,7,2100.0
61110,61110,20190401,C-14,유출,7,3063.0
69180,69180,20190401,C-14,유입,8,2085.0
69210,69210,20190401,C-14,유출,8,3206.0
77280,77280,20190401,C-14,유입,9,1952.0
77310,77310,20190401,C-14,유출,9,2842.0
85380,85380,20190401,C-14,유입,10,1965.0
85410,85410,20190401,C-14,유출,10,2513.0
93480,93480,20190401,C-14,유입,11,1998.0
93510,93510,20190401,C-14,유출,11,2129.0
101580,101580,20190401,C-14,유입,12,1868.0
101610,101610,20190401,C-14,유출,12,2019.0
109680,109680,20190401,C-14,유입,13,1878.0
109710,109710,20190401,C-14,유출,13,2188.0
117780,117780,20190401,C-14,유입,14,1977.0
117810,117810,20190401,C-14,유출,14,2282.0
125880,125880,20190401,C-14,유입,15,2111.0
125910,125910,20190401,C-14,유출,15,2167.0
133980,133980,20190401,C-14,유입,16,2115.0
134010,134010,20190401,C-14,유출,16,1964.0
142080,142080,20190401,C-14,유입,17,2517.0
142110,142110,20190401,C-14,유출,17,2296.0
150180,150180,20190401,C-14,유입,18,2221.0
150210,150210,20190401,C-14,유출,18,2171.0
158280,158280,20190401,C-14,유입,19,2208.0
158310,158310,20190401,C-14,유출,19,1726.0
166380,166380,20190401,C-14,유입,20,1915.0
166410,166410,20190401,C-14,유출,20,1745.0
174480,174480,20190401,C-14,유입,21,1796.0
174510,174510,20190401,C-14,유출,21,1687.0
182580,182580,20190401,C-14,유입,22,1628.0
182610,182610,20190401,C-14,유출,22,1460.0
190680,190680,20190401,C-14,유입,23,1166.0
190710,190710,20190401,C-14,유출,23,1095.0
4381,4381,20190402,C-14,유입,0,838.0
4411,4411,20190402,C-14,유출,0,826.0
12481,12481,20190402,C-14,유입,1,612.0
12511,12511,20190402,C-14,유출,1,609.0
20581,20581,20190402,C-14,유입,2,502.0
20611,20611,20190402,C-14,유출,2,543.0
28681,28681,20190402,C-14,유입,3,415.0
28711,28711,20190402,C-14,유출,3,411.0
36781,36781,20190402,C-14,유입,4,449.0
36811,36811,20190402,C-14,유출,4,458.0
44881,44881,20190402,C-14,유입,5,618.0
44911,44911,20190402,C-14,유출,5,696.0
52981,52981,20190402,C-14,유입,6,1199.0
53011,53011,20190402,C-14,유출,6,1256.0
61081,61081,20190402,C-14,유입,7,2083.0
