,자치구,동,edu_percent,동별_친환경자동차수,store_총_개소,백화점_개소,합계_사업체수,㎡당 매매평균가,행정구역코드,가구수별_승용차수,동별_수소차_대수,택시
56,성동구,성수1가1동,14228.089539693423,177.38613992789047,0.0,0.0,1601,1035.0,1104065.0,0.17690695414069504,0.22311185870479394,2933351892.758621
57,성동구,성수1가2동,12783.416133955627,159.3749348265042,0.0,0.0,2346,1035.0,1104066.0,0.14341759010161229,0.24726661059714045,2963007307.0
58,성동구,성수2가1동,14833.006038620624,184.92782726574669,2.0,0.0,2605,865.0,1104067.0,0.15031685845389714,0.2737426408746846,2720796735.413793
59,성동구,성수2가3동,9648.701585967396,120.29344662725184,1.0,0.0,5203,865.0,1104068.0,0.15931738518943145,0.1680067283431455,2815678674.826087
60,성동구,송정동,9537.759738105244,118.9102991502956,0.0,0.0,692,516.0,1104069.0,0.14858922488904774,0.17806560134566862,2476200683.5454545
61,성동구,용답동,12680.572231192902,158.09274701939881,1.0,0.0,2089,467.0,1104070.0,0.14132163653693147,0.24891505466778804,2254204699.448276
62,성동구,왕십리도선동,22555.206485434315,281.2029684354885,1.0,0.0,2079,756.0,1104071.0,0.23702054248291785,0.26398654331370897,2802782421.296296
63,성동구,금호2.3가동,19813.2422747683,247.0180242240009,1.0,0.0,1034,915.0,1104072.0,0.1968431430096569,0.27922624053826745,3333709602.387097
64,성동구,옥수동,22283.925324603504,277.82081949548603,1.0,0.0,867,1059.0,1104073.0,0.218701544627336,0.28265769554247266,3193945012.4375
65,광진구,화양동,21301.34736149926,164.10641858660122,1.0,0.0,2437,702.0,1105053.0,0.05727977625423353,0.2147099367439224,1842485398.9333332
66,광진구,군자동,18918.214039125432,145.74666566054822,1.0,0.0,1580,499.0,1105054.0,0.07429233144723812,0.14702206877004936,1855358097.8333333
67,광진구,중곡1동,14169.981916817358,109.166098479234,2.0,0.0,1612,444.0,1105055.0,0.09065395839642854,0.09024619626132104,1882045954.5882356
68,광진구,중곡2동,19493.6011836265,150.17947087152316,0.0,0.0,1622,444.0,1105056.0,0.09667037654955166,0.11642467888844515,1948429109.0
69,광진구,중곡3동,15323.33256616801,118.05155728272557,0.0,0.0,1330,444.0,1105057.0,0.09290025048021333,0.09523196042308138,1738908643.642857
70,광진구,중곡4동,26758.93736643104,206.1519068190577,1.0,0.0,1563,444.0,1105058.0,0.1018435579291956,0.15169863825511135,1872463263.625
71,광진구,능동,10211.833634719713,78.67236830403462,0.0,0.0,783,789.0,1105059.0,0.07863327466562514,0.07497970909934168,1805098739.1666667
72,광진구,구의1동,19994.27387802072,154.03667301778944,0.0,0.0,1846,789.0,1105060.0,0.08319851013194042,0.13875111116836938,1973748519.6666667
73,광진구,구의2동,24023.70146309387,185.07954174897526,1.0,0.0,1297,789.0,1105061.0,0.11270047863392273,0.12307236443745892,1989264851.3333333
74,광진구,구의3동,26172.385993753087,201.63309195473545,5.0,0.0,2652,789.0,1105062.0,0.1096905883078839,0.13775911158062895,1949589252.8461535
75,광진구,광장동,31181.689298043726,240.22496179893983,1.0,0.0,1419,897.0,1105063.0,0.12474687853786146,0.14431661534893908,1935652941.0416667
76,광진구,자양1동,21019.665296728588,161.9363288713776,0.0,0.0,1711,773.0,1105064.0,0.0897571324377002,0.13520825549786786,1922707660.8888886
77,광진구,자양2동,23560.815387144503,181.5134491986536,2.0,0.0,1487,773.0,1105065.0,0.1043775530931207,0.13032555622834027,1857137904.3125
78,광진구,자양3동,25876.963340457012,199.35714420462293,2.0,1.0,1353,773.0,1105066.0,0.11240496530398664,0.13291506164568867,1794842948.0
79,광진구,자양4동,20657.2572743712,159.14432320118146,3.0,0.0,1996,773.0,1105067.0,0.07127259269941784,0.16733873565143453,1725971337.7058823
80,동대문구,회기동,9974.114520033594,73.25129961738824,1.0,0.0,997,578.0,1106071.0,0.05574328403176949,0.14342535960668226,1471930652.6666667
81,동대문구,휘경1동,11357.685736870706,83.41244119471479,1.0,0.0,977,549.0,1106072.0,0.060781562122156685,0.14978286668144652,1487570533.2105262
82,동대문구,휘경2동,19491.68929400721,143.14970714007322,0.0,0.0,1210,549.0,1106073.0,0.07614757045034586,0.20518120525293096,1461109958.642857
83,동대문구,청량리동,17460.901289461985,128.23531446074801,1.0,0.0,1679,646.0,1106080.0,0.0750389272299727,0.18651947679346906,1479492546.6842105
84,동대문구,용신동,24773.28832567561,181.93851313889851,5.0,0.0,5640,647.0,1106081.0,0.06992740908634877,0.283975169859548,1322864779.7
85,동대문구,제기동,21374.431302801244,156.97682920804306,4.0,0.0,4750,564.0,1106082.0,0.0712719565511926,0.2403920136670101,1343123836.1785715
86,동대문구,전농1동,24019.10636826244,176.39969478890475,4.0,1.0,2199,719.0,1106083.0,0.07536810232505373,0.2554544150441439,1414324420.642857
87,동대문구,전농2동,15774.262091793884,115.84839901410228,0.0,0.0,894,719.0,1106084.0,0.08836400240923109,0.1430928130827715,1369043428.0
88,동대문구,답십리1동,22859.541919865616,167.8836904193359,1.0,0.0,1961,699.0,1106091.0,0.09257921738207353,0.19792386640758464,1373019548.7096775
89,동대문구,답십리2동,22454.934538807367,164.91219691605048,0.0,0.0,2186,699.0,1106086.0,0.08764878127645089,0.20535725929500134,1283065662.0416667
90,동대문구,장안1동,30393.61039474334,223.21494875637455,1.0,0.0,4572,568.0,1106087.0,0.08882045348385471,0.27429219754567624,1340187363.372093
91,동대문구,장안2동,24531.454028951142,180.16244805647503,2.0,0.0,3164,568.0,1106088.0,0.08788481748439109,0.22374512591124268,1411240494.6
92,동대문구,이문1동,20881.46139024752,153.35638884771836,1.0,0.0,1477,540.0,1106089.0,0.0517046723565323,0.3237242602469973,1369080390.0416667
93,동대문구,이문2동,17055.518798478333,125.25812844117277,1.0,0.0,705,540.0,1106090.0,0.08179831387996038,0.16713397060549548,2134223004.409091
94,중랑구,면목2동,16735.008141674447,127.49604921756132,0.0,0.0,2035,460.0,1107052.0,0.04953829106748001,0.1361134195185044,1081315467.5714283
95,중랑구,면목4동,13100.095112790244,99.80337966467964,0.0,0.0,1166,460.0,1107054.0,0.04999692206484429,0.10557162762507576,1025141681.0666668
96,중랑구,면목5동,6364.257495461194,48.486243926820485,1.0,0.0,850,460.0,1107055.0,0.04390174268085148,0.05840930249995314,1084391114.7
97,중랑구,면목7동,14065.697878460456,107.15984681989578,1.0,0.0,1485,460.0,1107057.0,0.04787364254772319,0.11838068519085496,1026029141.8
98,중랑구,상봉1동,16189.644799545262,123.34118589625795,2.0,0.0,1148,496.0,1107059.0,0.05799215987102825,0.11248227038983273,1124027676.5384614
99,중랑구,상봉2동,12160.40184541354,92.64430462553932,2.0,0.0,2102,496.0,1107060.0,0.0454844959214316,0.10772104996782114,1044226364.5365852
100,중랑구,중화1동,13289.676807620785,101.24771222133202,0.0,0.0,1096,470.0,1107061.0,0.05577798765778083,0.09599920021494224,1225355889.5
101,중랑구,중화2동,18111.37124614416,137.98190357885758,1.0,0.0,2175,470.0,1107062.0,0.04630097068835368,0.15760764294595828,1578500846.6785715
102,중랑구,묵1동,22897.04516264973,174.44167175061924,1.0,0.0,1513,476.0,1107064.0,0.06040813417683821,0.1527214561086708,1123114623.1
103,중랑구,묵2동,12863.11799425207,97.99796396886416,0.0,0.0,1780,476.0,1107065.0,0.05336936920920341,0.0971114013108977,1157084953.6842105
104,중랑구,망우3동,11585.969310077007,88.2679769788826,1.0,0.0,1115,417.0,1107068.0,0.05149648042258603,0.09065063764113394,1085335175.142857
105,중랑구,신내1동,26076.330184957875,198.6631287256797,1.0,0.0,1998,446.0,1107069.0,0.06449482148408565,0.1629062189536562,1160589574.7096775
106,중랑구,신내2동,14142.16249537544,107.74239428441223,2.0,0.0,1115,446.0,1107070.0,0.05323670663162092,0.10703373468380373,1124739810.357143
107,중랑구,면목본동,23102.425332049483,176.00636535365933,1.0,0.0,2511,460.0,1107071.0,0.0489884700201916,0.19001143442699772,1105656083.88
108,중랑구,면목3.8동,17150.192053353327,130.65913751663,0.0,0.0,2100,460.0,1107072.0,0.04755396019559243,0.14531094768281025,1024267073.8888887
109,중랑구,망우본동,20090.604140174983,153.0607354703085,1.0,0.0,3856,417.0,1107073.0,0.04997780879028102,0.16196897083908698,1128888664.6136365
110,성북구,돈암1동,14070.475148932175,105.8577890356432,2.0,0.0,389,520.0,1108058.0,0.08513321014611404,0.10194329582524324,157134657.95
111,성북구,돈암2동,21677.829702448358,163.0909474699958,1.0,0.0,433,520.0,1108059.0,0.10745220390388624,0.12443695899103052,120748948.73684213
112,성북구,안암동,14804.706234489719,111.38170194801279,0.0,0.0,1456,400.0,1108060.0,0.0560817539150086,0.1628272632150271,4424260437.227468
113,성북구,보문동,14639.161141601164,110.13624027501358,2.0,0.0,1330,653.0,1108061.0,0.08476365028485094,0.10652596003737752,218093423.44
114,성북구,정릉1동,15990.112029163232,120.29998190700199,0.0,0.0,753,458.0,1108062.0,0.0858113443961707,0.1149359042508547,105359673.1818182
115,성북구,정릉2동,20814.936627599192,156.5990591641035,0.0,0.0,887,458.0,1108063.0,0.08738991389538693,0.1469138358410224,170983688.77419356
116,성북구,정릉3동,14833.869618729155,111.60110970387794,0.0,0.0,677,458.0,1108064.0,0.07298669119878448,0.12536020635977552,141689412.44827586
117,성북구,정릉4동,23297.25527433229,175.27453108980157,1.0,0.0,921,458.0,1108065.0,0.08644333362369222,0.16623488532148595,197257567.88
118,성북구,길음1동,32447.695952752714,244.1169410771365,2.0,0.0,1092,694.0,1108066.0,0.09891957338985984,0.2023254642815177,126547593.78260869
119,성북구,길음2동,10093.104186630391,75.93444303721127,4.0,1.0,935,624.5,1108068.0,0.05989455410341168,0.10394086740489153,155068348.7
120,성북구,월곡1동,23891.673664859598,179.74657740787652,0.0,0.0,1351,555.0,1108071.0,0.08980971857181662,0.16408623689967938,117791613.3125
121,성북구,월곡2동,17757.070015434892,133.59351064471383,3.0,0.0,1589,502.0,1108072.0,0.07712487470600199,0.14201223162877624,216205550.0
122,성북구,장위1동,18208.24472455086,136.98787769133344,0.0,0.0,928,628.0,1108076.0,0.07871231463053427,0.14268368426059078,147816665.57894737
123,성북구,장위2동,12925.383444236712,97.24280803329113,0.0,0.0,1478,628.0,1108077.0,0.060866083331358775,0.13098362215122233,112233252.33333331
124,성북구,장위3동,10026.199952198747,75.43109583257944,1.0,0.0,628,628.0,1108078.0,0.06904211200459584,0.08957178108406028,284792305.8965517
125,성북구,성북동,15355.37954865788,115.52463663228994,1.0,0.0,1132,457.0,1108081.0,0.07728082232492234,0.1225568916219498,232608735.8
126,성북구,삼선동,23134.28342122957,174.04842892467286,1.0,0.0,1906,612.0,1108082.0,0.0730668727243323,0.1952919979632604,178577471.65714285
127,성북구,동선동,14055.035710217182,105.74163198842048,2.0,0.0,1995,622.0,1108083.0,0.06057314909841526,0.14312012847127026,136111123.68181822
128,성북구,종암동,36776.743019118265,276.68608648453045,0.0,0.0,2022,592.0,1108084.0,0.08247965833446412,0.27502699799123753,196827989.53846157
129,성북구,석관동,29202.840582817906,219.7046016524938,0.0,0.0,2137,580.0,1108085.0,0.07529623917659134,0.23922178639972694,312760315.47222215
130,강북구,번1동,12649.502983757331,86.05945217781769,1.0,0.0,1836,419.0,1109060.0,0.03962124198851096,0.14313285528235867,506012732.5
131,강북구,번2동,11090.808466624343,75.4550516389762,0.0,0.0,678,419.0,1109061.0,0.045295816809261986,0.10977389339567872,433859265.625
132,강북구,번3동,12017.788173358313,81.76165244723846,0.0,0.0,912,419.0,1109062.0,0.04725783726268741,0.114010450173385,458485960.85714287
133,강북구,수유1동,14153.706554356411,96.29312977099238,2.0,0.0,1432,392.0,1109063.0,0.04573665173021699,0.13873938899436694,447079231.6666667
134,강북구,수유2동,14272.826297942185,97.10354737314772,1.0,0.0,1339,392.0,1109064.0,0.04895054563065776,0.13072131301878204,422626260.9090909
135,강북구,수유3동,15384.188160971153,104.66457117198023,2.0,0.0,2446,392.0,1109065.0,0.04295525485157023,0.16056550187506866,408411263.2
136,강북구,삼양동,16838.336094637907,114.55770094297262,2.0,0.0,1186,522.0,1109069.0,0.0436538812340898,0.17292997128555962,412509388.0
137,강북구,미아동,14717.62448941672,100.12968118545128,0.0,0.0,1670,522.0,1109070.0,0.04264434520657165,0.15472846809245108,325635468.84210527
138,강북구,송중동,18722.709059659664,127.37781769196228,3.0,1.0,1962,522.0,1109071.0,0.043999854538992085,0.1907705826050117,319775778.82758623
139,강북구,송천동,18703.70058993853,127.24849573417154,1.0,0.0,2106,522.0,1109072.0,0.04406391131462952,0.19029985407415545,472084181.15789473
140,강북구,삼각산동,21241.331297709923,144.51297709923662,0.0,0.0,775,522.0,1109073.0,0.0539094845531388,0.17664872667932405,538474057.65
141,강북구,우이동,13873.014818140997,94.38347552761564,0.0,0.0,1029,375.0,1109074.0,0.0502514548082677,0.12377022171313805,490947932.27272725
142,강북구,인수동,20938.46301348653,142.45244723843737,1.0,0.0,1557,419.0,1109075.0,0.048410692975413616,0.19390877281072005,386928508.5862069
143,도봉구,쌍문1동,16667.338373593953,125.77835146597825,0.0,0.0,890,370.0,1110051.0,0.05705370246735575,0.06484216209349593,838064044.4285715
144,도봉구,쌍문2동,15293.999631200442,115.41459216915608,0.0,0.0,1242,370.0,1110052.0,0.05398536350039208,0.06288109756097561,836782054.4545455
145,도봉구,쌍문3동,12935.245752219385,97.61449909117252,0.0,0.0,971,370.0,1110053.0,0.04990642843687875,0.057529852642276426,832852866.5333332
146,도봉구,쌍문4동,14938.774566880043,112.73392282722912,0.0,0.0,616,370.0,1110054.0,0.061299470175652175,0.05409203506097561,862710817.9285715
147,도봉구,방학1동,22712.852805071874,171.40020313245466,2.0,0.0,2266,368.0,1110055.0,0.05408125167405635,0.0932180513211382,808896697.7906978
148,도봉구,방학2동,16087.682410895393,121.4040374770598,0.0,0.0,1207,368.0,1110056.0,0.05299311128749351,0.0673828125,835281741.8
149,도봉구,방학3동,21801.00938682683,164.5190707421945,1.0,0.0,872,368.0,1110057.0,0.06334194363908217,0.07639418191056911,860737648.2857143
150,도봉구,창1동,19860.64820912691,149.87633506903282,0.0,0.0,1413,535.0,1110059.0,0.0543172380215579,0.08115790142276423,762821643.2
151,도봉구,창2동,23298.453957131445,175.8193818802338,2.0,0.0,1356,535.0,1110060.0,0.058923397333657715,0.0877635924796748,807811762.7368423
152,도봉구,창3동,11258.702352414319,84.96263709245453,0.0,0.0,929,535.0,1110061.0,0.051649488398034335,0.04838351117886179,763359981.9090909
153,도봉구,창4동,21152.98374647665,159.62881202637797,0.0,0.0,1277,535.0,1110062.0,0.059630912974516816,0.07873634400406504,788163260.55
154,도봉구,창5동,19343.41673471897,145.97310104815173,1.0,0.0,2133,535.0,1110063.0,0.058543998485248085,0.0733374618902439,788212391.9354838
155,도봉구,도봉1동,16972.77247701589,128.0832784524468,1.0,0.0,1714,373.0,1110064.0,0.0529158474634008,0.0711937881097561,802934286.7714286
156,도봉구,도봉2동,21572.11959642791,162.79177752605744,2.0,0.0,1465,373.0,1110065.0,0.05762802326873232,0.08308720782520325,1236185558.5666664
157,노원구,월계1동,21092.031841068303,153.70754159369528,0.0,0.0,1488,518.0,1111051.0,0.0573219666197268,0.0456689245579644,755262558.3809524
158,노원구,월계2동,23373.127159953296,170.33095446584937,0.0,0.0,944,518.0,1111052.0,0.053423521048286286,0.05430099179007434,618985589.3225808
159,노원구,월계3동,28455.460070052533,207.36830122591945,1.0,0.0,963,518.0,1111053.0,0.05848175501705018,0.06039050521126488,734531791.9166666
160,노원구,공릉2동,36374.05698701109,265.0748358143608,0.0,0.0,1834,452.0,1111056.0,0.0585644986018631,0.07708693204976419,674307394.8205128
161,노원구,하계1동,26183.12135507881,190.80870183887922,1.0,0.0,1103,536.0,1111058.0,0.06333834257738888,0.05130718319973604,587648438.56
162,노원구,하계2동,20886.25164915353,152.2079246935201,0.0,0.0,395,536.0,1111059.0,0.06644909028993967,0.03901170351105332,629324448.6666666
163,노원구,중계본동,23522.865086835962,171.42216506129597,1.0,0.0,1198,530.0,1111060.0,0.0705632437528373,0.041374725850591,610301973.1666666
164,노원구,중계1동,24825.84774883246,180.91761164623463,1.0,0.0,1000,530.0,1111061.0,0.07195715028717241,0.042820682025503175,577589288.2820513
165,노원구,중계4동,19125.29860259778,139.37503283712783,0.0,0.0,1049,530.0,1111064.0,0.06223217938461266,0.038143159365720165,645462622.2727273
166,노원구,상계1동,35910.83264010508,261.69910245183894,1.0,0.0,3114,508.0,1111065.0,0.06303200067826893,0.07071113871474875,738093648.1764706
167,노원구,상계2동,18935.28029772329,137.99028021015764,3.0,1.0,2614,508.0,1111066.0,0.06017476363577815,0.03905537332841644,658421048.3142858
168,노원구,상계5동,22968.57205925277,167.38277145359018,1.0,0.0,1605,508.0,1111069.0,0.0626014368483697,0.045537915105875036,641982809.9642857
169,노원구,상계8동,21389.756374051376,155.87720008756568,0.0,0.0,595,508.0,1111072.0,0.0615029073227845,0.043165188362478894,606482827.8636364
170,노원구,상계9동,19569.25842089901,142.6103765323993,0.0,0.0,713,508.0,1111073.0,0.0619049266647405,0.03923490479979815,582181756.8235294
171,노원구,상계10동,14904.615517367192,108.6169330122592,0.0,0.0,455,508.0,1111074.0,0.05418505626720989,0.034140092774100884,613309157.8387097
172,노원구,상계3.4동,23311.830932574434,169.88426007005253,0.0,0.0,1278,508.0,1111076.0,0.04474335740737796,0.06466529511092134,655184970.4444443
173,노원구,상계6.7동,31068.430677174547,226.4102451838879,0.0,0.0,1958,508.0,1111077.0,0.06190226321140345,0.062292568367525177,625272070.275
174,노원구,중계2.3동,33087.70353911266,241.1256348511384,4.0,1.0,1361,530.0,1111078.0,0.05792173261538909,0.07090037458998892,544596213.125
175,노원구,공릉1동,35017.659041155865,255.19012697022762,1.0,0.0,2849,452.0,1111079.0,0.05419730167172181,0.08019234128447489,589874698.2857143
176,은평구,녹번동,26303.60520520192,212.26898327953967,0.0,0.0,1895,742.0,1112051.0,0.06901945695986582,0.41082955014444894,2192531217.8
177,은평구,불광1동,31341.0911566523,252.9212821890392,3.0,0.0,1677,603.0,1112052.0,0.06539798865462504,0.5166157655798597,2211657815.6
178,은평구,갈현1동,18985.533902301984,153.21245688647556,1.0,0.0,1457,342.0,1112055.0,0.06438922597224789,0.3178539001238134,2189694187.0
179,은평구,갈현2동,23131.436089454663,186.6697124671394,1.0,0.0,1596,342.0,1112056.0,0.07053027795294979,0.3535451919108543,2156965743.8636365
180,은평구,구산동,25724.03807524002,207.59190101421882,0.0,0.0,1205,356.0,1112057.0,0.0768001385912638,0.3610730499380933,2113026327.529412
181,은평구,대조동,24575.45510246768,198.32288492533826,3.0,0.0,2530,409.0,1112058.0,0.058709683110965485,0.4512422616591003,2183168488.7666674
182,은평구,응암1동,19734.675290055082,159.25799625153283,1.0,0.0,1600,568.0,1112059.0,0.05214327442062328,0.4079900949236484,2176717388.527777
183,은평구,응암2동,15891.74577682266,128.2457173557312,1.0,0.0,654,568.0,1112060.0,0.06036101912369873,0.28381345439537764,2219026722.25
184,은평구,신사1동,21800.466581635792,175.92884474209808,0.0,0.0,1290,400.0,1112065.0,0.07110711732317503,0.330499380932728,2164943142.111111
