,자치구,동,edu_percent,동별_친환경자동차수,store_총_개소,백화점_개소,합계_사업체수,㎡당 매매평균가,행정구역코드,가구수별_승용차수,동별_수소차_대수,택시
185,은평구,신사2동,16766.74894702522,135.30695599037045,0.0,0.0,1691,400.0,1112066.0,0.06970992664023265,0.2592818819645068,2172399417.142857
186,은평구,증산동,12369.123194973608,99.81830187054254,1.0,0.0,1017,522.0,1112067.0,0.05712974623640521,0.23339661576557985,2189158046.5294123
187,은평구,수색동,8490.771503447031,68.52016749168486,2.0,0.0,625,556.0,1112068.0,0.04354736494705301,0.21018572018159304,2236605741.3
188,은평구,진관동,42572.182666005014,343.55571641246263,1.0,0.0,1648,595.0,1112071.0,0.08508146698574852,0.5393974411886092,2236867347.5555553
189,은평구,불광2동,22545.085989181123,181.937891917829,2.0,0.0,1321,603.0,1112072.0,0.064220377416865,0.3784399504746183,2160943091.8
190,은평구,응암3동,19909.525191422006,160.66902757214982,2.0,0.0,1844,568.0,1112073.0,0.05964794157810657,0.3598184069335535,2207297447.5555553
191,은평구,역촌동,37394.51532811392,301.7721596338477,0.0,0.0,2511,448.0,1112074.0,0.06878842738039155,0.5860173338836154,2159349958.609756
192,서대문구,천연동,16111.950204283767,136.34013866534605,0.0,0.0,941,746.0,1113052.0,0.0882777171152832,0.3027591111395217,2478307489.388889
193,서대문구,홍제1동,19562.939748669054,165.54258697536213,0.0,0.0,1163,562.0,1113062.0,0.09045141480676107,0.3587723433667068,3404441089.647059
194,서대문구,홍제3동,14057.769617432217,118.95755849944288,1.0,0.0,1201,562.0,1113064.0,0.07809458328055935,0.2986040639557647,3048994856.923077
195,서대문구,홍제2동,12634.733477776399,106.91575461186085,0.0,0.0,594,562.0,1113065.0,0.0956416449287278,0.21913878656641286,3147137968.0
196,서대문구,홍은1동,20415.746186702985,172.75907824687388,1.0,0.0,964,456.0,1113066.0,0.0945207680352919,0.3582929148455041,3152869636.769231
197,서대문구,홍은2동,24538.49000866658,207.64594527671161,0.0,0.0,1176,456.0,1113068.0,0.0892465544276493,0.4560963331708604,3260848110.135135
198,서대문구,남가좌1동,14551.009848953821,123.13138232016838,2.0,0.0,797,708.0,1113069.0,0.4611895122990832,0.052337613564630965,3171751083.1875
199,서대문구,남가좌2동,21141.64690479138,178.90168688869633,1.0,0.0,1243,708.0,1113070.0,0.07532192055320297,0.465604998841381,3145117349.318182
200,서대문구,북가좌1동,16337.842385786802,138.25164974619292,0.0,0.0,665,632.0,1113071.0,0.10378635080056416,0.2611287345484183,3086224665.125
201,서대문구,북가좌2동,28965.807558499448,245.1101306178036,0.0,0.0,2381,632.0,1113072.0,0.09505698633305401,0.5054774708547412,2928922008.294117
202,서대문구,충현동,15474.88349015724,130.94924786430605,0.0,0.0,1825,543.0,1113073.0,0.08233181903966735,0.3117883482888397,2861341837.111111
203,서대문구,북아현동,15086.551987123934,127.66316701745696,0.0,0.0,864,979.0,1113074.0,0.14875183636059094,0.16823945856539008,3447117376.6
204,서대문구,신촌동,20234.69402624737,171.22700569518386,3.0,1.0,3720,651.0,1113075.0,0.06568250784967264,0.5110308512253394,3412800914.647059
205,서대문구,연희동,34223.934554909,289.6046675745945,1.0,0.0,2318,561.0,1113076.0,0.07769155516751594,0.7307289710664887,3130260266.4761906
206,마포구,용강동,21528.89087092575,201.7578832122456,0.0,0.0,2550,915.0,1114059.0,0.15102429325520494,0.40231526723295497,3381124715.35
207,마포구,대흥동,12986.540300601253,121.70329149832149,1.0,0.0,1547,736.0,1114060.0,0.09160210606247657,0.4001102508206169,3461224500.647059
208,마포구,염리동,12418.064266653551,116.37582145103387,0.0,0.0,699,938.0,1114061.0,0.10620149817071378,0.3300007517101406,3460631862.777777
209,마포구,신수동,20729.412033885583,194.2655716574481,1.0,0.0,1230,819.0,1114063.0,0.13892651451861246,0.4211080207471999,3445925090.0952377
210,마포구,서교동,24967.31531037196,233.98105906682645,3.0,0.0,9686,765.0,1114066.0,0.09661661909441822,0.7293091783808163,3377938918.023256
211,마포구,합정동,18570.533985231352,174.0336578156585,2.0,0.0,2044,891.0,1114068.0,0.12712044778859055,0.4122879550978476,3360886774.7727275
212,마포구,망원1동,21032.662627245638,197.1074829368541,0.0,0.0,1802,638.0,1114069.0,0.12814858706039928,0.4632037886191085,3394863094.5555553
213,마포구,망원2동,18671.30064007827,174.97799197119778,1.0,0.0,1360,638.0,1114070.0,0.13790094534943484,0.3821193214563131,3445693713.0
214,마포구,연남동,16534.28705426818,154.9509808235346,1.0,0.0,1611,775.0,1114071.0,0.10836104409112876,0.4306296825277505,3327271462.826087
215,마포구,성산1동,19433.70495316532,182.1228598272591,0.0,0.0,1488,828.0,1114072.0,0.12831871739869855,0.42742238592798615,3381094043.125
216,마포구,성산2동,39682.09880447977,371.8805722139254,1.0,0.0,1747,732.5,1114073.0,0.15418385382640518,0.7263524518279085,3405403568.9705877
217,마포구,상암동,31893.59688786853,298.89066904096967,1.0,0.0,2324,777.0,1114074.0,0.1538830343559575,0.5849307173820442,2202599599.5013328
218,마포구,도화동,21717.115377149228,203.52182814429062,0.0,0.0,2047,710.5,1114075.0,0.1430436368538796,0.4284747801247839,3201775139.4
219,마포구,서강동,24357.01160837459,228.2616012568621,1.0,0.0,1779,889.0,1114076.0,0.1196416692086629,0.5745571174421811,3365673125.392857
220,마포구,공덕동,38506.17095499264,360.86037079503774,3.0,0.0,2781,938.0,1114077.0,0.14248749030233662,0.7626851086221154,3325537561.038461
221,마포구,아현동,24255.294324708368,227.30835828853475,0.0,0.0,1630,1169.0,1114078.0,0.13051437200872942,0.5244932220802325,3439374599.571429
222,양천구,목1동,28518.69447286632,261.94090292537567,5.0,2.0,2943,1003.0,1115051.0,0.13184214005160494,0.18143843408230456,5740427978.30303
223,양천구,목2동,27900.136308195102,256.25951788441614,1.0,0.0,1145,1003.0,1115052.0,0.11493584354280376,0.2036126376106754,5871284480.130435
224,양천구,목3동,20411.54080039304,187.4776362024586,1.0,0.0,1233,1003.0,1115053.0,0.11503961217764196,0.14882718687364194,5825423422.363636
225,양천구,목4동,23977.036584818805,220.22630168003502,1.0,0.0,1352,1003.0,1115054.0,0.11999362445390667,0.16760664263056838,5721307450.083333
226,양천구,신월1동,19662.944839739823,180.60186907902462,0.0,0.0,1853,437.0,1115057.0,0.0969312022741548,0.17015270345915168,5815624383.9
227,양천구,신월2동,20079.41724038492,184.42711980262524,0.0,0.0,1223,437.0,1115058.0,0.1171622518056614,0.1437531223854724,5827478339.9375
228,양천구,신월3동,15100.199741533072,138.69358425274223,0.0,0.0,955,437.0,1115059.0,0.09549818588276816,0.1326299062832929,5834274564.133333
229,양천구,신월4동,16988.383684542187,156.03633489623942,0.0,0.0,1174,437.0,1115060.0,0.12269030751411215,0.11614371098899115,5779102298.0
230,양천구,신월5동,13846.389370814597,127.17748133591087,0.0,0.0,1013,437.0,1115061.0,0.11446737873896848,0.10146323259439384,5843891994.25
231,양천구,신월6동,5987.889051469097,54.998066838265935,1.0,0.0,1387,437.0,1115062.0,0.06707241428321438,0.07488307983074413,5837876487.3125
232,양천구,신월7동,19634.828559527494,180.34362430443556,1.0,0.0,1384,437.0,1115063.0,0.1084643432209865,0.1518427340961484,6287065674.4
233,양천구,신정1동,19046.14394258189,174.93662433647694,1.0,0.0,1148,855.0,1115064.0,0.15322672257269562,0.10426209378893576,5842730407.0
234,양천구,신정2동,18439.886650503584,169.36822138440013,0.0,0.0,1110,855.0,1115065.0,0.1265242606457401,0.12224703410999226,5800010028.473684
235,양천구,신정3동,42876.44869004262,393.8152110991253,0.0,0.0,1795,855.0,1115066.0,0.10295130434984427,0.34933399141682564,6070032098.914893
236,양천구,신정6동,22405.160794198382,205.78880475066484,0.0,0.0,758,855.0,1115069.0,0.13417095262411774,0.1400694599100753,5682932077.291667
237,양천구,신정7동,26528.58901408752,243.6620149739931,1.0,0.0,1024,855.0,1115070.0,0.11437771342230192,0.194547938774159,5706007209.5185175
238,양천구,목5동,38123.91870040265,350.1637740443665,0.0,0.0,1537,1003.0,1115071.0,0.13701597727381698,0.23338890928680206,5785622638.206897
239,양천구,신정4동,31800.391553898888,292.08291020944364,1.0,0.0,3043,855.0,1115072.0,0.1011151447859422,0.2637971818778252,5832861039.76
240,강서구,염창동,32562.957586922705,530.9694886276095,1.0,0.0,2126,632.0,1116051.0,0.11344071228205785,0.2412533205196783,5998146986.043478
241,강서구,등촌1동,18702.900205595983,304.96828586622837,2.0,0.0,1892,621.0,1116052.0,0.09136802989354767,0.17204145096510395,6162007324.72
242,강서구,등촌2동,17559.671735604552,286.3268760841005,0.0,0.0,737,621.0,1116053.0,0.10829031112910904,0.13628410049048495,6032830832.833333
243,강서구,등촌3동,26420.48628669789,430.81074731905153,3.0,1.0,2657,621.0,1116054.0,0.08907611420958783,0.24928603160500096,6123163240.945946
244,강서구,화곡본동,28890.33612707522,471.08395970252366,0.0,0.0,1356,613.0,1116055.0,0.0958347282552405,0.25336585100499553,6107008173.625
245,강서구,화곡2동,15910.723449373854,259.439231558073,0.0,0.0,848,613.0,1116057.0,0.09847501976310273,0.1357945221624856,5982446250.0
246,강서구,화곡3동,18045.54383535092,294.2494752415048,1.0,0.0,1212,613.0,1116058.0,0.10060508556042964,0.15075385996246565,6092376749.75
247,강서구,화곡4동,18016.963123601126,293.78343999695164,1.0,0.0,1482,613.0,1116059.0,0.09277923943115456,0.16321090853044906,5953719157.5
248,강서구,화곡6동,19720.69110735225,321.56431874170613,0.0,0.0,1846,613.0,1116061.0,0.09441954223913268,0.17554102938376595,6151058899.25
249,강서구,화곡8동,21302.951066166785,347.36454769710963,0.0,0.0,1259,613.0,1116063.0,0.09560564165264404,0.18727277672508366,5934693861.64
250,강서구,가양1동,26640.398985439297,434.3966296174192,0.0,0.0,3512,784.0,1116064.0,0.14041523903962072,0.15945747468245405,6155122843.40625
251,강서구,가양2동,12514.382203107627,204.05870999700142,1.0,0.0,595,684.0,1116065.0,0.07699167691659248,0.13661048604248452,6137729566.142858
252,강서구,가양3동,13112.195423873987,213.80661386223906,1.0,0.0,907,684.0,1116066.0,0.08127368148014577,0.13559506432515253,6121784414.75
253,강서구,발산1동,30866.374781109025,503.3051186939932,1.0,0.0,2340,784.0,1116067.0,0.11234316524718936,0.2309177780396921,6094421100.8292675
254,강서구,공항동,22742.307466232392,370.834600429747,0.0,0.0,2096,529.0,1116069.0,0.11708661661801867,0.16324717359178234,6122905160.72
255,강서구,방화1동,36803.22373846732,600.1109953264603,1.0,0.0,2677,549.0,1116070.0,0.11576991162783212,0.2671828393729771,6164047742.891892
256,강서구,방화2동,19364.22611913965,315.751823608251,3.0,0.0,3318,549.0,1116071.0,0.08918452370641143,0.18248578862909,6114514335.815789
257,강서구,방화3동,19777.852530851822,322.4963892308125,0.0,0.0,908,549.0,1116072.0,0.08823997332526935,0.18837886109574886,6162491895.458333
258,강서구,화곡1동,43416.48287390388,707.9463727466863,3.0,0.0,3104,613.0,1116073.0,0.09154769526656134,0.3985892891141352,6005859191.914286
259,강서구,우장산동,36841.331354133705,600.7323756525311,0.0,0.0,1684,759.0,1116074.0,0.113532077486574,0.2727313937569697,6134513185.64
260,구로구,신도림동,28597.234256053784,270.8194902459828,2.0,1.0,2864,701.0,1117051.0,0.08065535644616204,0.2944489044892793,5362870626.055554
261,구로구,구로1동,16658.088522780658,157.7542430088988,1.0,0.0,736,527.0,1117052.0,0.07866076942375214,0.17586770660587986,5322716312.6
262,구로구,구로3동,20507.29221913585,194.20669759125718,1.0,0.0,7227,527.0,1117054.0,0.05524392038784017,0.3082782989844771,5945622850.85
263,구로구,구로4동,20652.502155142927,195.58185438075557,0.0,0.0,2042,527.0,1117055.0,0.05977557317918314,0.2869247762978242,5720884818.0
264,구로구,구로5동,25913.51135498055,245.4042888484467,4.0,1.0,4907,527.0,1117056.0,0.06347984386466837,0.33900768234584033,5792581718.7
265,구로구,고척1동,18747.286973814444,177.5392213206351,5.0,0.0,2590,459.0,1117061.0,0.07315910473445025,0.2128085976642387,5409244415.5625
266,구로구,고척2동,22460.40387150331,212.7029163986992,1.0,0.0,1407,459.0,1117062.0,0.07122863228439202,0.2618677886446608,5426902147.571428
267,구로구,개봉2동,25632.214620307142,242.74037255465402,0.0,0.0,1170,455.0,1117064.0,0.07645586054149554,0.2784161827355245,5429703284.823529
268,구로구,개봉3동,16844.352576821155,159.51818758181562,1.0,0.0,990,455.0,1117065.0,0.07484211688974375,0.1869077825503513,5579883455.6
269,구로구,오류1동,17220.68199212746,163.08207559648423,1.0,0.0,1125,430.0,1117067.0,0.06833829453315879,0.20926921025953554,5365154784.833333
270,구로구,오류2동,34514.34908298099,326.85532947460126,0.0,0.0,1575,449.0,1117068.0,0.07946675528266693,0.3606893601561081,5602656183.25
271,구로구,수궁동,19357.016652755163,183.31343988177503,0.0,0.0,1266,436.0,1117069.0,0.0769281072531763,0.20896449478760745,5382807177.5
272,구로구,가리봉동,12320.796978694872,116.67953366812168,0.0,0.0,986,315.0,1117070.0,0.054991514142514894,0.18606395508962734,5450027418.2
273,구로구,구로2동,27589.12757989993,261.27259023093103,5.0,0.0,7816,527.0,1117071.0,0.06001938043599744,0.3817381673708329,5509582384.205882
274,구로구,개봉1동,26349.141163001783,249.52975921694198,0.0,0.0,1704,455.0,1117072.0,0.07087330950889917,0.3087470920182126,5380234087.0
275,금천구,가산동,14526.096889627237,171.77656965369005,5.0,0.0,14339,456.0,1118051.0,0.05258439924403218,0.11799856430553132,5617469847.333333
276,금천구,독산1동,24840.284905578683,293.74572968376634,5.0,0.0,4085,521.0,1118052.0,0.07449483548625296,0.14243447218827,5657062617.344828
277,금천구,독산2동,13126.8784313108,155.2302841103688,0.0,0.0,1194,521.0,1118053.0,0.06024220722589891,0.0930776245076926,5668859455.272727
278,금천구,독산3동,18233.788245853688,215.62141712693042,1.0,0.0,2174,521.0,1118054.0,0.060756693540861766,0.12819393516093358,5726235585.8
279,금천구,독산4동,11150.987170352058,131.86462536561942,0.0,0.0,1018,521.0,1118055.0,0.060709487281149624,0.07845876258657819,5725056977.0
280,금천구,시흥1동,22020.467740856075,260.40032910664866,2.0,0.0,3023,419.0,1118057.0,0.06537933460846718,0.14387016665696606,5849560866.117647
281,금천구,시흥2동,13809.858578621453,163.30678172277098,0.0,0.0,577,419.0,1118058.0,0.07583215696411938,0.07778941854374018,5639695990.625
282,금천구,시흥3동,6972.336460371387,82.45050606052257,3.0,0.0,3325,419.0,1118059.0,0.06777421967155328,0.04394389150806123,5691607732.25
283,금천구,시흥4동,13509.347313804763,159.753122773314,0.0,0.0,855,419.0,1118060.0,0.06707243971311906,0.08603496110044041,5667676005.2
284,금천구,시흥5동,12671.954263623877,149.8506343963688,0.0,0.0,1160,419.0,1118061.0,0.06137175762700998,0.08819820344178647,5950568742.454545
285,영등포구,여의동,28831.59554013875,384.59523538156594,2.0,0.0,8082,1209.0,1119054.0,0.1728382724261433,0.4104447315002768,6701126711.790698
286,영등포구,당산1동,18128.26987115957,241.81964568880082,1.0,0.0,3153,664.0,1119055.0,0.13582478835680048,0.3284000738143569,6741203897.058825
287,영등포구,당산2동,30713.927948463832,409.7043582755204,1.0,0.0,2245,784.0,1119056.0,0.13955054090639435,0.5415390293412069,6718836025.666667
288,영등포구,양평1동,15241.121605550048,203.3069152626363,4.0,0.0,3114,618.0,1119061.0,0.14215019670475515,0.2638125115334933,6637423293.291667
289,영등포구,양평2동,19486.97779980178,259.94394945490586,0.0,0.0,2102,595.0,1119062.0,0.16052771748934005,0.29868979516515964,6643344041.424242
290,영등포구,신길1동,16715.247571853317,222.97082259663037,1.0,0.0,1157,741.0,1119063.0,0.10918735107334014,0.3766746632219967,6686212213.037037
291,영등포구,신길3동,14905.051437066399,198.82395193260655,3.0,0.0,1555,741.0,1119065.0,0.15113073780839364,0.2426646982838162,6860470777.263158
292,영등포구,신길4동,8847.3017839445,118.01740584737364,0.0,0.0,484,741.0,1119066.0,0.1135377726543877,0.19173279202804944,6736009806.25
293,영등포구,신길5동,9886.064122893957,131.87383795837462,0.0,0.0,604,741.0,1119067.0,0.09646963735920046,0.2521498431444916,6764061191.666667
294,영등포구,신길6동,16804.357086223983,224.1594871159564,0.0,0.0,1282,741.0,1119068.0,0.11957592337126816,0.3457833548625208,6813943596.631578
295,영등포구,신길7동,14610.565708622395,194.89569871159568,0.0,0.0,594,741.0,1119069.0,0.17974754246291588,0.2,6836036794.939394
296,영등포구,대림1동,14452.714568880081,192.79006442021804,1.0,0.0,1094,547.0,1119070.0,0.13164754333555725,0.2701236390477948,6702495228.0
297,영등포구,대림2동,18866.60584737364,251.66858027750249,0.0,0.0,1415,547.0,1119071.0,0.14188291976833428,0.32718213692563203,6751901625.0
298,영등포구,대림3동,25051.654806739345,334.1732185332012,1.0,0.0,2140,547.0,1119072.0,0.1398538519676952,0.4407455250046134,6746701696.541667
299,영등포구,영등포본동,21623.908820614462,288.44925668979187,1.0,1.0,1482,737.0,1119073.0,0.1384304748715374,0.3843513563388079,6710607614.916667
300,영등포구,영등포동,22159.414568880078,295.592564420218,8.0,1.0,6320,674.0,1119074.0,0.15127133623519798,0.3604355047056653,6747784374.434783
301,영등포구,도림동,18821.62675916749,251.06858771060456,1.0,0.0,1052,660.0,1119075.0,0.12783144194103113,0.3622808636279756,6722579682.7894745
302,영등포구,문래동,27373.594152626363,365.14641972249746,4.0,0.0,5288,580.0,1119076.0,0.1671337042086012,0.4029894814541428,6657058258.119047
303,동작구,노량진2동,13916.670889260718,112.81066966303112,0.0,0.0,1634,666.0,1120052.0,0.06902809521497337,0.12911952779144126,7034455795.555554
304,동작구,상도1동,46998.79690755646,380.97945943305206,1.0,0.0,1697,796.0,1120053.0,0.08448039255304554,0.35629791369236863,6923625464.173913
305,동작구,상도2동,27009.44996030631,218.94274582605618,1.0,0.0,1344,796.0,1120054.0,0.09453500259600507,0.1829808165272996,7020770666.375
306,동작구,상도3동,25466.719826080585,206.43713863478146,1.0,0.0,1017,796.0,1120055.0,0.0911523792411081,0.17893177210178401,6907493570.55
307,동작구,상도4동,29438.325839979483,238.63158640399624,0.0,0.0,934,796.0,1120056.0,0.09124477476726772,0.20662723597231053,7092599011.873925
308,동작구,사당1동,23407.476639349272,189.74459738388072,0.0,0.0,1856,757.0,1120063.0,0.07455184050812431,0.2010845440476048,6001760706.642858
309,동작구,사당3동,26031.868759236426,211.01832260586,0.0,0.0,959,757.0,1120065.0,0.10247108031915764,0.1626996028937171,6965145088.25
310,동작구,사당4동,14679.281497856544,118.99250827460705,1.0,0.0,664,757.0,1120066.0,0.0868234872769476,0.10828044581478773,6977321604.428572
311,동작구,사당5동,12846.681514955359,104.13717161107515,0.0,0.0,508,757.0,1120067.0,0.0853935421751029,0.09634926157426846,6881836234.636364
312,동작구,대방동,39258.88286087669,318.23852852449414,0.0,0.0,1734,726.0,1120068.0,0.09489090016840912,0.26496946720573944,7014689853.606061
313,동작구,신대방1동,26471.537120314613,214.582341805391,0.0,0.0,1052,613.0,1120069.0,0.09243409280555592,0.18341271459935451,6809916629.909091
314,동작구,신대방2동,20500.996411690707,166.18422267547663,0.0,0.0,1238,613.0,1120070.0,0.08919368437831772,0.14720525955874414,6779480430.793103
315,동작구,흑석동,32324.378997764947,262.02637614959025,1.0,0.0,1514,1003.0,1120071.0,0.07452118015896872,0.27780043909637325,7024261464.733335
316,동작구,노량진1동,31907.08314178585,258.6437119093274,0.0,0.0,2148,706.0,1120072.0,0.06877429776227037,0.2971278778208343,7007933134.923078
317,동작구,사당2동,27957.849632986065,226.6306190993808,1.0,1.0,1667,815.5,1120073.0,0.08645271024563246,0.2071131213033724,5634659106.473684
318,관악구,보라매동,23685.30651488347,151.82758633951232,1.0,1.0,1407,602.0,1121052.0,0.050930340843093086,0.09065777569279228,6429974583.615385
319,관악구,청림동,14828.663564341203,95.0547207907084,2.0,0.0,446,602.0,1121054.0,0.05617286818105365,0.0514609791240827,6467298279.333333
320,관악구,행운동,27310.150757634037,175.06356818706254,1.0,0.0,1480,602.0,1121057.0,0.042328491254482,0.12577488858358746,6402674663.692307
321,관악구,낙성대동,15952.903622798247,102.26132605184219,0.0,0.0,1323,602.0,1121058.0,0.038896848349985066,0.07995174747847067,6411857323.6875
322,관악구,중앙동,14101.002999769247,90.39026997923237,1.0,0.0,1028,602.0,1121061.0,0.042698364076593484,0.06437858124183225,6408997178.666667
323,관악구,인헌동,24488.33512806707,156.97516152603646,1.0,0.0,1025,602.0,1121062.0,0.04364698220093552,0.10937238213316357,6477360724.0
324,관악구,남현동,17045.740327667103,109.26662949003924,1.0,0.0,846,604.0,1121063.0,0.05027406100866376,0.06609590188653956,6092277946.555554
325,관악구,서원동,21473.61318360126,137.65018652411354,1.0,0.0,1312,487.0,1121064.0,0.041080319916200016,0.10189994303521764,6439439336.166667
326,관악구,신원동,18051.544881162987,115.71403930466886,1.0,0.0,847,487.0,1121065.0,0.04489343627655774,0.07838521596354255,6387954732.666667
327,관악구,서림동,22324.19544650412,143.10259018537036,1.0,0.0,1311,602.0,1121066.0,0.03981715782314757,0.10929698756827397,6373565328.05
328,관악구,신사동,23724.785016537196,152.08065148834706,1.0,0.0,1384,487.0,1121068.0,0.04277090422855366,0.10813256039942364,6466098157.846154
329,관악구,신림동,19968.9439273902,128.00495346511806,1.0,0.0,1659,487.0,1121069.0,0.03501783382612676,0.11116509734276044,6427229551.192307
330,관악구,난향동,14977.6051842166,96.00946657949386,0.0,0.0,426,602.0,1121071.0,0.059385903955983615,0.04916563348188855,6465485910.0
331,관악구,조원동,17786.859472348282,114.01735251134527,1.0,0.0,2215,487.0,1121072.0,0.042958851075564936,0.08071407030124317,6302592405.3
332,관악구,대학동,22272.155603415118,142.76900430736097,1.0,0.0,1669,602.0,1121073.0,0.036904262792396114,0.11764902992326508,6397474810.538462
333,관악구,은천동,32118.4528113222,205.88575301899849,2.0,0.0,1640,602.0,1121078.0,0.05205177261431871,0.1202878396944007,6383092442.238095
334,관악구,성현동,29638.4851165295,189.9886604876548,0.0,0.0,877,602.0,1121079.0,0.05759510614166664,0.10031665717253628,6424560217.318182
335,관악구,청룡동,27134.29197754019,173.93627797861703,2.0,0.0,1856,602.0,1121080.0,0.03759616860488827,0.14069463525784942,6433388488.785714
336,관악구,난곡동,26454.185062687484,169.57665564187369,1.0,0.0,973,487.0,1121081.0,0.05158813760646908,0.0999648158697182,6377391901.818182
337,관악구,삼성동,23389.217752480577,149.92959772325207,1.0,0.0,1052,602.0,1121082.0,0.05210396561050408,0.0875079583151828,6372489921.8
338,관악구,미성동,29873.56164910391,191.4955484193524,1.0,0.0,1598,487.0,1121083.0,0.0543612556138159,0.10712729953422913,6353432680.45
339,서초구,서초1동,25233.371635669828,379.7187074216673,2.0,0.0,3612,1118.0,1122051.0,0.3299162910050193,1.5177054683062865,3761189786.125
340,서초구,서초2동,21644.978932497725,325.7195883723637,3.0,0.0,4356,1118.0,1122052.0,0.30274964432878965,1.4186965150635278,4041883450.111111
341,서초구,서초3동,35970.47887658246,541.293646428384,0.0,0.0,7525,1118.0,1122053.0,0.3509169134998388,2.0340325328806723,3728375211.9473686
342,서초구,서초4동,37213.784431821034,560.0032499321029,4.0,0.0,2869,1118.0,1122054.0,0.4438039149543011,1.6639056048703602,3928926358.944445
343,서초구,잠원동,40892.23783843,615.357627184404,3.0,0.0,2137,1768.0,1122055.0,0.3571153665384594,2.2722092110553085,3780541142.9393935
344,서초구,반포본동,14717.32248501129,221.4703112768536,1.0,0.0,682,2064.0,1122056.0,0.421265915834926,0.6932477361633154,3769415849.3333335
345,서초구,반포1동,37555.31333316597,565.1426706499636,1.0,0.0,1508,2064.0,1122057.0,0.32320903533388423,2.3057056980402417,3945760882.8
346,서초구,반포2동,19603.992861104198,295.0062693563811,1.0,0.0,455,2064.0,1122058.0,0.37270113968565377,1.0437579369890813,3816351793.5
347,서초구,반포3동,23900.00537699441,359.6538457149509,3.0,1.0,969,2064.0,1122059.0,0.4004803184180884,1.184221106168995,3715670229.32
348,서초구,반포4동,24094.16221816996,362.5755711915429,2.0,1.0,3586,2064.0,1122060.0,0.3880865236805468,1.231967479882325,3806879558.875
349,서초구,방배본동,25434.5461939963,382.7460374335577,1.0,0.0,1583,1052.0,1122061.0,0.3760119132098193,1.3422653044293982,3795671655.466666
350,서초구,방배1동,20682.38206329608,311.23416628058504,0.0,0.0,1805,1052.0,1122062.0,0.3363665260323494,1.2201234181859952,3568374645.833333
351,서초구,방배2동,26305.91274023594,395.85860056645583,1.0,0.0,1977,1052.0,1122063.0,0.2747026217057056,1.900231648404944,3952187014.9583335
352,서초구,방배3동,26045.087586126632,391.93363200452796,0.0,0.0,1196,1052.0,1122064.0,0.34947811185601196,1.4788421408652035,3686089026.8333335
353,서초구,방배4동,28587.84043381116,430.19767529435387,1.0,0.0,2396,1052.0,1122065.0,0.32379061848030144,1.751995813736814,3739702764.611111
354,서초구,양재1동,54636.436878513254,822.1841095665312,1.0,0.0,3599,993.5,1122066.0,0.3574363400666082,3.033190175044511,3926366388.387097
355,서초구,양재2동,28108.29642849808,422.9813653822892,3.0,0.0,5271,1036.0,1122067.0,0.3149327868187099,1.7710573505293452,3949319639.310345
356,서초구,내곡동,21857.849686075733,328.92292594308515,0.0,0.0,681,1018.0,1122068.0,0.3815243040415919,1.1368448593836749,4070513644.444445
357,강남구,신사동,21087.97751039816,508.27536427784673,2.0,1.0,4365,1071.0,1121068.0,0.35074888621353056,0.9183894728515524,4937691237.2
358,강남구,논현1동,28484.69246492393,686.555523487861,1.0,0.0,5578,1079.0,1123052.0,0.2655781997484327,1.638352620387044,4983400832.5161295
359,강남구,논현2동,26404.662347269994,636.4213621991294,2.0,0.0,5542,1079.0,1123053.0,0.3037456623624881,1.3278799130802983,4894706916.512197
360,강남구,삼성1동,18056.129399236102,435.1999020920517,5.0,1.0,4169,1519.0,1123058.0,0.4006367008954037,0.6884338167892756,5073520212.928572
361,강남구,삼성2동,36098.05255976311,870.0573967080278,1.0,0.0,3740,1519.0,1123059.0,0.3599781462537353,1.5317782710052068,4878778864.171429
362,강남구,대치1동,30294.80404710542,730.1839427311569,2.0,0.0,1133,1672.0,1123060.0,0.6032387451227698,0.7671268571641284,4871840735.315789
363,강남구,대치4동,25174.63884570913,606.7745815622527,1.0,1.0,3699,1672.0,1123063.0,0.31356246626457296,1.226386736835248,4989787699.142858
364,강남구,역삼1동,43638.01375460542,1051.7901646351377,2.0,0.0,15590,1332.0,1123064.0,0.2637119077948001,2.5276882058154313,4869778572.549021
365,강남구,역삼2동,43591.843478800925,1050.677340337892,2.0,0.0,3480,1332.0,1123065.0,0.396405922366026,1.67978372442546,4841370918.7
366,강남구,도곡1동,27043.943089178432,651.8296986225303,0.0,0.0,1688,1246.0,1123066.0,0.4136090948192235,0.9987762376053344,4758632364.8125
367,강남구,도곡2동,41084.44234664893,990.2424208105535,1.0,0.0,1858,1246.0,1123067.0,0.4398580038511123,1.4267673595116117,4960176553.35
368,강남구,개포1동,9234.055160899656,222.5648594491217,0.0,0.0,467,2538.0,1123068.0,0.13965856712446112,1.0099808758044029,4916317314.5
369,강남구,개포4동,22398.50303131045,539.8624539458182,0.0,0.0,2182,2538.0,1123071.0,0.3144628829595062,1.0880224837258214,4985703085.333333
370,강남구,일원본동,29337.06678746852,707.0999720523953,0.0,0.0,448,1379.0,1123072.0,0.4523979002083552,0.9905681886920632,4941516983.666667
371,강남구,일원1동,20286.508876561093,488.9578758359165,1.0,0.0,2162,1379.0,1123073.0,0.3411448491182573,0.9083574130686656,5709119067.090909
372,강남구,일원2동,19643.67657497539,473.46393754349685,2.0,0.0,646,1379.0,1123074.0,0.3704510150518639,0.8099911126000996,5234295593.277778
