,자치구,동,동별_승용차수,edu_percent,동별_친환경자동차수,합계_사업체수,㎡당 매매평균가,가구수별_승용차수,동별_수소차_대수,택시,동별_수소차_비율,승용차수_percentage,interval_1,interval_2,sum_2
56,강서구,등촌3동,1224.6184181534136,0.48097747754552267,0.3309144732629679,0.16223252269985397,0.13765182186234817,0.14500472662970912,0.07966554575936886,0.8612562524429797,0.0017074385726369929,122.46184181534136,9,9,2.1977028202027507
57,강서구,화곡본동,1339.0986579104754,0.5264094997651914,0.3620332628421309,0.07962410311765826,0.13405308142150246,0.15624355013834101,0.08101429850638525,0.8589441708700062,0.0017353825411301064,133.90986579104754,9,9,2.1983219666612155
58,강서구,화곡2동,737.4794230058764,0.28765407344909893,0.19849707164003003,0.04736808686265795,0.13405308142150246,0.16063406127979168,0.042146241565699766,0.8411171124872722,0.0009300994668663397,73.74794230058764,7,6,1.711469728706053
59,강서구,화곡3동,836.4306813494121,0.32692334627092123,0.22539466893298055,0.0704806654390755,0.13405308142150246,0.1641761238086217,0.047091668304759846,0.8568501501608574,0.0010325606846744223,83.64306813494122,7,7,1.8249697043387187
60,강서구,화곡4동,835.1059341198222,0.32639761409480156,0.22503456722136056,0.08762461108641818,0.13405308142150246,0.15116261203556716,0.05120986002564988,0.8370057473103384,0.0011178829351400621,83.51059341198223,7,7,1.812488093195638
61,강서구,화곡6동,914.0755884170433,0.35773709326015324,0.2465006303640426,0.11073718966283573,0.13405308142150246,0.1538902531813783,0.05528609054996605,0.8652486243873012,0.001202335817697027,91.40755884170433,8,8,1.9234529628271797
62,강서구,화곡8동,987.4150669885076,0.3868422106769966,0.2664362612323396,0.07346498190361293,0.13405308142150246,0.15586260459575157,0.059164504004719835,0.8342828842541602,0.001282690251541669,98.74150669885077,8,8,1.910106528089083
63,강서구,가양1동,1234.8116121144244,0.48502269456733177,0.33368525587737746,0.21652168391643914,0.2109761583445794,0.23037598161703865,0.0499690074983948,0.8658302481100991,0.0010921744841263976,123.48116121144244,10,9,2.3923810299312604
64,강서구,가양2동,580.0552938896078,0.2251795665202198,0.15570498490918488,0.031303574830147944,0.1659919028340081,0.12490965136432033,0.04241599211510305,0.863340956356906,0.0009356882605649625,58.00552938896078,6,6,1.6088466289298902
65,강서구,가양3동,607.7645901085301,0.23617613120405487,0.16323711237723681,0.05111435646707727,0.1659919028340081,0.1320301487366902,0.042080302542512306,0.8610589175401504,0.0009287333172955653,60.77645901085302,6,6,1.65168887170173
66,강서구,발산1동,1430.6902094229565,0.5627580382752381,0.38693029507052573,0.14210426058797385,0.2109761583445794,0.1836952448944907,0.07359316116946842,0.8571427336806385,0.0015816286167102199,143.06902094229565,10,9,2.4171998920229143
67,강서구,공항동,1054.130809412022,0.413318667213242,0.28457138354253647,0.12661121341037526,0.09626630679262259,0.1915830769882348,0.051221848938956684,0.8612193165068487,0.001118131325971112,105.41308094120221,8,8,2.0247918133928167
68,강서구,방화1동,1705.8696478361067,0.6719642941925258,0.4617314228342612,0.16350244459965713,0.10526315789473684,0.1893935430249572,0.08558207447628075,0.8671075622327484,0.0018300194477601172,170.58696478361068,10,9,2.544544499255167
69,강서구,방화2동,897.5530465813248,0.35118004473021724,0.2420093617941152,0.20420344148834846,0.10526315789473684,0.14518499956632452,0.057581967448220604,0.8600184380915715,0.0012499026618430823,89.75530465813249,8,8,1.965441411013534
70,강서구,방화3동,916.7250828762233,0.3587885576123924,0.2472208337872826,0.05117785256206743,0.10526315789473684,0.14361431732926216,0.05953016586057761,0.8668848923973324,0.0012902661718886908,91.67250828762234,7,7,1.8324797774436514
71,강서구,화곡1동,2012.4014373495513,0.7936128782779774,0.5450549577730037,0.19061527716045462,0.13405308142150246,0.1491146910542157,0.12902390184351512,0.8444679268474781,0.0027300636240694194,201.24014373495515,10,10,2.7859427143781472
72,강서구,우장산동,1707.6359774755595,0.672665270427352,0.46221155844975453,0.10045082227443013,0.19973009446693657,0.18567227372546696,0.087416378212223,0.8628806342830583,0.0018680232449107513,170.76359774755596,10,9,2.5710270318392214
73,관악구,보라매동,551.1681486039535,0.43066480422572406,0.11534641278674636,0.08286240396215633,0.12910481331533963,0.08157254784712777,0.02722442644994683,0.9051664904922847,0.0006209436691287142,55.11681486039535,6,7,1.7719418990793256
74,관악구,청림동,345.0699292362125,0.26774996108722954,0.07147847297610478,0.021842656676614388,0.12910481331533963,0.09029028777021385,0.014266307017905329,0.9105081846734567,0.0003524724597539911,34.50699292362125,4,5,1.5052406835168641
75,관악구,행운동,635.5199676947927,0.4973425436928014,0.13330067039337104,0.08749761889643787,0.12910481331533963,0.06726862862327718,0.03883383800350913,0.9012593794574726,0.0008614718396136127,63.551996769479274,7,7,1.854607492382209
76,관악구,낙성대동,371.23152065225753,0.28842996295659784,0.07704695930806042,0.07752873198298305,0.12910481331533963,0.06156218811820086,0.023685106801699548,0.9025735837590689,0.0005476147087566484,37.12315206522575,5,5,1.5599313462419504
77,관악구,중앙동,328.1369279286209,0.25436490002094253,0.06787428908526998,0.05879738396088641,0.12910481331533963,0.06788368599158842,0.018536753729640316,0.9021642454092296,0.00044094918658789216,32.81369279286209,4,5,1.498726071512897
78,관악구,인헌동,569.8549996154143,0.4454362341324156,0.11932390302385754,0.05860689567591593,0.12910481331533963,0.06946113243320425,0.03341131228264201,0.9119483020329618,0.0007491259050216683,56.98549996154143,6,7,1.7672925928963368
79,관악구,남현동,396.66234135835714,0.3085323111424641,0.08245990132906754,0.04724109467267763,0.13000449842555106,0.08048122746966521,0.019104484972121295,0.8568360096413107,0.00045271165675712027,39.666234135835715,5,5,1.5246595276528576
80,관악구,서원동,499.7010114606569,0.38998148051623277,0.10439164917280336,0.0768302749380913,0.07737291947818263,0.0651930585012479,0.03094098902267598,0.9065210673276409,0.0006979448153097099,49.970101146065694,5,6,1.651231438956875
81,관악구,신원동,420.0678832397508,0.32703373340548225,0.08744176340258887,0.04730459076766779,0.07737291947818263,0.07153384693841316,0.023167225131729096,0.8991526917783876,0.0005368850408461819,42.00678832397509,4,5,1.5330067709024515
82,관악구,서림동,519.4944581186063,0.4056276431436559,0.10860467793792222,0.07676677884310115,0.12910481331533963,0.06309256042121002,0.03338638749638674,0.8970933083911626,0.0007486095038922875,51.949445811860635,6,7,1.7136761695487783
83,관악구,신사동,552.0868317821706,0.43139099742784104,0.11554195420622447,0.08140199377738269,0.07737291947818263,0.06800431219685223,0.03300143801977768,0.9103364256383063,0.000740633975338518,55.208683178217065,10,7,1.717050040744567
84,관악구,신림동,464.6866548727021,0.36230361688101287,0.09693885461678614,0.09886341989967617,0.07737291947818263,0.05511181836390116,0.034003968311378245,0.9047736268318292,0.000761404776320277,46.468665487270215,5,6,1.6293682243827663
85,관악구,난향동,348.53587031766784,0.2704896899861244,0.07221619742231755,0.020572734776811225,0.12910481331533963,0.09563320893088961,0.013507485747467334,0.9102488019264973,0.00033675091425951063,34.853587031766786,4,5,1.511772932105447
86,관악구,조원동,413.90853011306825,0.3221649380731091,0.08613074706745168,0.13416724871420407,0.07737291947818263,0.06831684690120071,0.023937124084947203,0.8869358027856248,0.0005528360979537203,41.39085301130683,5,6,1.59902562710472
87,관악구,대학동,518.2834666564112,0.40467038846813835,0.10834691879406473,0.09949838084957775,0.12910481331533963,0.0582487399383931,0.03614749992933083,0.9005151866651846,0.0008058152734470211,51.82834666564112,6,7,1.736531927960029
88,관악구,은천동,747.4114029690022,0.5857895748324214,0.1571167264611684,0.09765699409486317,0.12910481331533963,0.08343736416429626,0.03701986744826501,0.8984568103017583,0.0008238893129753472,74.74114029690023,8,8,1.988582150618112
89,관악구,성현동,689.7013960464582,0.5401714382267282,0.14483317001940843,0.04920947361737253,0.12910481331533963,0.09265531132661702,0.03041756851131547,0.9043915969993396,0.0006871003915927143,68.97013960464582,7,8,1.890783372016121
90,관악구,청룡동,631.4276517190985,0.49410768306519054,0.13242962225205954,0.11137215061273732,0.12910481331533963,0.059399302355283554,0.043766176261356086,0.9056550819094163,0.0009636618853277358,63.14276517190986,7,7,1.875834829771383
91,관악구,난곡동,615.6012460579956,0.48159735471963494,0.12906097688923243,0.05530509873642771,0.07737291947818263,0.08266639070872561,0.030301252842124243,0.8976409601292379,0.0006846905196556041,61.56012460579956,6,7,1.7539449535035656
92,관악구,삼성동,544.2780247673256,0.425218355209849,0.11387985214066071,0.0603212902406502,0.12910481331533963,0.08352415531238547,0.026183124268615864,0.8969393983563303,0.000599369577501252,54.427802476732566,6,7,1.7351709888438314
93,관악구,미성동,695.1717367894777,0.5444955886575138,0.1459975302899371,0.09499015810527653,0.07737291947818263,0.08727777754671602,0.032669107536374184,0.8942119633242326,0.0007337486269467749,69.51717367894777,7,7,1.8770150449382328
94,광진구,화양동,954.6247510530558,0.38681271109167864,0.12483416840297858,0.14826338180201917,0.17408906882591094,0.0921309527927639,0.06823499005265278,0.2486140293108487,0.001470616005095359,95.46247510530559,4,4,1.2429793022788527
95,광진구,군자동,847.8240864758815,0.3429758088296449,0.11064773394150172,0.09384722839545367,0.0827710301394512,0.12042094005250743,0.04585797065087112,0.2504563447484661,0.0010070004710277353,84.78240864758816,3,3,1.0469770567578962
96,광진구,중곡1동,635.0309785669817,0.2556337430253981,0.08238222181987814,0.09587910343513874,0.058029689608636977,0.14762850603481212,0.027088361875908816,0.25427585850221973,0.0006181246319268564,63.503097856698176,2,2,0.9209174843019925
97,광진구,중곡2동,873.6101928782982,0.3535598537001179,0.11407292712679522,0.09651406438504032,0.058029689608636977,0.15763314031638842,0.035742740144736454,0.26377648545858645,0.0007974293074551038,87.36101928782983,3,3,1.0793289007403017
98,광진구,중곡3동,686.7186515497368,0.2768492240120329,0.08924794487636944,0.07797320464791416,0.058029689608636977,0.15136383995208663,0.028736612067855806,0.23379032709173111,0.0006522737015279546,68.67186515497369,2,2,0.9159908422566271
99,광진구,중곡4동,1199.2078946162785,0.4872031665422101,0.15732238137691923,0.09276779478062099,0.058029689608636977,0.1662355656230024,0.04740400377665084,0.25290440255248986,0.0010390317688706257,119.92078946162786,4,4,1.2618670042605302
100,광진구,능동,457.6456585539383,0.18282499256568158,0.058819960042239654,0.04324084068829767,0.21322537112010798,0.12763944585309023,0.02204139423390058,0.24326332383842614,0.0005135596513653539,45.76456585539383,2,2,0.8910553283417437
101,광진구,구의1동,896.0479541209984,0.36276955244561915,0.11705335642086405,0.11073718966283573,0.21322537112010798,0.13523092471764633,0.04312366413089702,0.2674001498901824,0.0009503500764956808,89.60479541209985,4,4,1.2495402083881526
102,광진구,구의2동,1076.6276723898636,0.4368894607027226,0.14103993317518818,0.07587783351323893,0.21322537112010798,0.18428941731854723,0.03794040706733244,0.269620816868161,0.0008429614002565679,107.66276723898636,5,4,1.3588832397652983
103,광진구,구의3동,1172.9214607762026,0.4764137596070861,0.15383072921937374,0.16191504222490316,0.21322537112010798,0.17928430444685609,0.04279571771027708,0.26394252297210463,0.0009435555587714311,117.29214607762026,5,5,1.4914074473007088
104,광진구,광장동,1397.4145333811239,0.5685581383077861,0.18365035884596637,0.08362435710203822,0.26180836707152494,0.20432124063620694,0.044963571321907626,0.2619479853401513,0.0009884699681434184,139.7414533381124,7,6,1.6088740186255817
105,광진구,자양1동,942.0011049336637,0.3816312682297157,0.12315735741077515,0.1021652168391644,0.20602789023841656,0.1461371842046226,0.041952426914397226,0.26009528221588685,0.0009260839417662182,94.20011049336637,4,4,1.2611666260529784
106,광진구,자양2동,1055.883327090009,0.42837483356065553,0.13828444194104902,0.08794209156136898,0.20602789023841656,0.1704493177660767,0.04033824907783931,0.2507110671635566,0.0008926407960845224,105.58833270900091,4,4,1.3221278913089627
107,광진구,자양3동,1159.6820270412304,0.4709795634347834,0.1520721225690141,0.0794336148326878,0.20602789023841656,0.18379801151594247,0.04119431700699007,0.24179553510677715,0.0009103771345595114,115.96820270412304,5,4,1.3753010547046116
108,광진구,자양4동,925.7597065727383,0.3749648996695074,0.12099999692690373,0.12026160391135945,0.20602789023841656,0.1153994503506714,0.052574483706944515,0.23193876522160398,0.0011461557236399625,92.57597065727384,4,3,1.2221670900254071
109,구로구,신도림동,1013.1925876766876,0.5210179935694794,0.20729050664326418,0.1753762143628167,0.17363922627080522,0.13100194297128154,0.09459599804014956,0.752444663482481,0.002016773318419721,101.31925876766877,9,8,2.0553665453402776
110,구로구,구로1동,590.1917529864123,0.3014015920496771,0.11992589306377215,0.04025652422376024,0.09536662168241115,0.12768516657806647,0.0553940871933259,0.7466978568383752,0.0012045733329169852,59.01917529864124,10,5,1.4867277416293883
111,구로구,구로3동,726.5680409408739,0.3722063450358437,0.14809241360331415,0.4524096768048765,0.09536662168241115,0.08874555090165795,0.09916787536761072,0.8358470197703834,0.002111495198523816,72.65680409408739,10,8,2.0918355031660973
112,구로구,구로4동,731.7127912863808,0.37487743091780257,0.14915498627229548,0.12318242428090673,0.09536662168241115,0.09628118551258275,0.09210858681622577,0.803682952968563,0.0019652381938207136,73.17127912863809,10,7,1.7346541884507873
113,구로구,구로5동,918.1089818146988,0.47165185135317145,0.18765238349402785,0.3050987364277097,0.09536662168241115,0.10244097569754619,0.10932674176812185,0.8139440728793946,0.0023219704270263037,91.8108981814699,10,8,2.085481383302383
114,구로구,고척1동,664.2115118840737,0.33983166536707504,0.13521358779864504,0.15797828433551336,0.06477732793522267,0.11853651005927794,0.06760642391888314,0.7590815893496328,0.0014575931346865665,66.42115118840738,10,6,1.6430253887642499
115,구로구,고척2동,795.7662798812278,0.40813314938533246,0.16238429416149777,0.08286240396215633,0.06477732793522267,0.11532634906947616,0.08382496501443604,0.7616087293477073,0.001793614990716855,79.57662798812278,10,6,1.6789172188758286
116,구로구,개봉2동,908.142711511884,0.4664774965033033,0.1855939966483572,0.06781382944948885,0.06297795771479982,0.12401864832256167,0.08929571991814374,0.7620096226213339,0.0019069601557227705,90.81427115118841,10,7,1.7581872711779885
117,구로구,개봉3동,596.7910400788166,0.30482785404486,0.12128887894806759,0.0563845323512604,0.06297795771479982,0.12133517209981753,0.059043840110672006,0.7835031143276853,0.0012801902914407622,59.67910400788167,10,5,1.5093613495971627
118,구로구,오류1동,610.1242935920418,0.3117503017494131,0.12404266675511343,0.06495650517493175,0.051731893837157,0.1105200388338235,0.06643633328083799,0.7527715678100787,0.0014333507552022982,61.012429359204184,10,5,1.4822093074413556
119,구로구,오류2동,1222.8344302896787,0.6298612470735946,0.250588952102331,0.09352974792050289,0.06027890238416554,0.12902543142491374,0.11649451554422621,0.7867623024771301,0.0024704750695623843,122.28344302896788,10,8,2.066541098926864
120,구로구,수궁동,685.8140761620667,0.35104742912273484,0.13967528036682847,0.07390945456854403,0.05443094916779127,0.12480394208386554,0.06633559700074139,0.7552979436519532,0.001431263662928818,68.58140761620668,10,6,1.5655005959624588
