,자치구,동,edu_percent,동별_친환경자동차수,store_총_개소,백화점_개소,합계_사업체수,㎡당 매매평균가,행정구역코드,가구수별_승용차수,동별_수소차_대수,택시,clus,pca1,pca2,pca3,pca,sum1,sum_clus,cluster,총_점수_interval_10,수소충전소,pca_clus,업체명,동주소,경도,위도,주차장명,주차장구분,주차장유형,주차구획수,주차급지구분,주차부제시행구분,주차운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,주차요금정보,주차기본시간,주차기본요금,주차경도,주차위도
10,종로구,종로5.6가동,4742.683829573197,54.553463864659605,3.0,0.0,7613,511.0,1101063.0,0.11937485428342252,0.3920852270236303,1661424013.0,1,346538624.0488846,-604355192.5193876,-894637183.8398854,-18486155222.49404,-1.3569330490779183,5,6,4,0,8,,,,,,,,,,,,,,,,,,,,
11,종로구,이화동,7305.105823610958,84.02812434826347,0.0,0.0,1289,729.0,1101064.0,0.1125548969443486,0.6405179090736384,1655888976.6666667,1,345384078.3122475,-602341541.3219999,-891661984.621652,-18424673837.559975,-3.0636954254508098,3,2,4,0,8,,,,,,,,,,,,,,,,,,,,
12,종로구,창신1동,5284.995362702882,60.79148724743292,1.0,0.0,2302,556.0,1101067.0,0.1145765954200178,0.4552163556386912,1627611831.6363635,1,339485499.67166746,-592054774.7415502,-876434305.1411942,-18110024412.803986,-3.8348798594944964,2,2,3,0,8,,,,,,,,,,,,,,,,,,,,
13,종로구,창신2동,8486.328131709053,97.61531902886655,0.0,0.0,871,556.0,1101068.0,0.12085583526191855,0.6929810460477283,1634962077.6666667,1,341019471.2435479,-594729932.790002,-880393691.0091109,-18191837341.593887,-3.364971991886076,3,2,2,0,8,,,,,,,,,,,,,,,,,,,,
14,종로구,창신3동,6303.524210862071,72.50727491320403,1.0,0.0,264,556.0,1101069.0,0.15252215837728894,0.4078680091773956,1243609324.090909,1,259391269.5943117,-452372132.83219874,-669658550.1550046,-13837351238.644844,-4.631416147822949,1,2,2,0,9,,,,,,,,,,,,,,,,,,,,
15,종로구,숭인1동,5696.813183173236,65.5284862537264,0.0,0.0,507,697.0,1101070.0,0.12777049460578954,0.4400181209721025,1281072306.375,1,267205087.8506157,-465999118.218542,-689831371.4894266,-14254185398.093594,-4.365810507894991,2,2,3,0,9,,,,,,,,,,,,,,,,,,,,
16,종로구,숭인2동,8548.185540956658,98.32684357096413,1.0,0.0,1812,697.0,1101071.0,0.11728478725941227,0.7192856829706704,1367537575.7692304,1,285240994.6907333,-497453239.7512044,-736390362.75825,-15216246494.785723,-2.553951131224275,4,2,5,0,9,,,,,,,,,,,,,,,,,,,,
17,종로구,청운효자동,11263.980015457657,129.56569504250857,0.0,0.0,1016,716.0,1101072.0,0.1499760738073519,0.7412062137397888,1591816737.0681818,1,332021381.04475826,-579037177.8445008,-857160971.4571763,-17711766587.110703,-1.9315921216144478,4,2,5,0,8,,,,,,,,,,,,,,,,,,,,
18,종로구,혜화동,17257.369818311192,198.50560033368907,0.0,0.0,1737,614.0,1101073.0,0.10594763690788864,1.607505589735346,1545883126.5,2,322442826.27335244,-562332291.5606086,-832426615.4183593,-17200671490.326706,0.8615821491131839,8,2,6,0,8,,,,,,,,,,,,,,,,,,,,
19,중구,소공동,2137.0005234714267,36.90753725125891,3.0,2.0,3918,921.0,1102052.0,0.3632333852007974,0.04784895870865461,2343115527.7058825,1,488722734.14253,-852321025.3351009,-1261716850.3097887,-26071232598.926697,-0.5359148327873013,6,2,5,0,7,,,,,다산동 공영주차장,공영,노외,86.0,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,유료,5.0,150.0,126.96956211,37.56494611
20,중구,소공동,2137.0005234714267,36.90753725125891,3.0,2.0,3918,921.0,1102052.0,0.3632333852007974,0.04784895870865461,2343115527.7058825,1,488722734.14253,-852321025.3351009,-1261716850.3097887,-26071232598.926697,-0.5359148327873013,6,2,5,0,7,,,,,초동 공영주차장,공영,노외,73.0,1,미시행,평일+토요일+공휴일,07:00,23:00,10:00,19:00,유료,5.0,400.0,126.97616311,37.56645111
21,중구,소공동,2137.0005234714267,36.90753725125891,3.0,2.0,3918,921.0,1102052.0,0.3632333852007974,0.04784895870865461,2343115527.7058825,1,488722734.14253,-852321025.3351009,-1261716850.3097887,-26071232598.926697,-0.5359148327873013,6,2,5,0,7,,,,,성곽 공영주차장,공영,노외,46.0,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,유료,5.0,150.0,126.97925811,37.56224411
